Annual,Day-to-day rate,Sweden,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,14.0157,10.10726,9.17882,10.08164,11.57463,13.44014,11.5003,14.8866,9.0702,7.3575,8.5367,6.2881,4.2,4.0965,3.149,3.8119,4.0821,4.176,3.2555,2.2567,1.831,2.3162,3.6,4.3617,0.684,0.5871,1.9788,1.5736,1.0404,0.5146,-0.2495,-0.5289,-0.5248,-0.5095,-0.2213,-0.027,-0.0575,0.6944,3.4207,3.6206
Annual,Day-to-day rate,Türkiye,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,62.24,131.01,70.04,77.9,74.04,78.79,79.78,55.99,95.47,49.59,36.14,21.97,15.06,15.77,17.32,16.09,9.22,6.59,7.28,7.59,5.62,9.15,10.7,9.32,11.58,17.76,20.52,10.85,17.87,13.16,18.69,48.95
Annual,Day-to-day rate,United Kingdom,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,6.52456,7.21523,5.22425,5.84694 b,5.0839,3.9552,3.6568,4.4253,4.7311,4.7251,5.6395,4.7874,0.6874,0.5434,0.5716,0.5282,0.4764,0.4678,0.4794,0.3775,0.2625,0.5614,0.6734,0.1759,0.0453,:,:,:
Annual,Day-to-day rate,United States,:,:,:,:,:,5.82,5.05,5.54,7.94,11.2,13.35,16.39,12.24,9.09,10.23,8.1,6.8,6.66,7.57,9.23,8.1,5.68,3.52,3.02,4.21,5.82,5.3,5.46,5.35,4.97,6.24,3.88,1.67,1.13,1.35,3.22,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:
Annual,1-month rate,Bulgaria,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,2.55,4.03,4.14,5.01,4.32,3.14,3.11,2.71,3.09,4.61,6.71,4.5,2.41,2.08,1.15,0.52,0.42,:,:,:,:,:,:,:,:,:,:
Annual,1-month rate,Czechia,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,10.93,12.04,17.3,14.29,6.84,5.31,5.15,3.58,2.3,2.26,1.97,2.22,2.97,3.81,1.92,1.08,0.97,0.75,0.31,0.27,:,:,:,:,:,:,:,:,:,:
Annual,1-month rate,Denmark,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,8.0588,9.3384,11.1262,9.8398,12.8325,12.0026,6.1127,6.1144,3.9253,3.6462,4.2573,3.3157,4.7482,4.767,3.5248,2.4556,2.184,2.2022,3.0838,4.3028,4.8602,2.1315,0.9793,1.1873,0.3415,0.1197,0.1811,-0.2374,-0.2468,-0.3282,-0.3625,-0.4406,-0.3168,-0.2789,0.3509,3.3378,3.5373
Annual,1-month rate,"Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023)",:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,6.4783,6.7342,5.1233,4.3708,3.9708,2.8622,4.2384,4.3347,3.306,2.346,2.0808,2.1431,2.9398,4.0804,4.2756,0.8879,0.5708,1.1786,0.3271,0.1294,0.1303,-0.0725,-0.3382,-0.372,-0.3698,-0.4031,-0.4993,-0.5613,0.0943,3.246,3.558
Annual,1-month rate,Croatia,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,1.04,0.73,:,:,:,:,:,:,:,:,:,:
Annual,1-month rate,Hungary,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,32.58,24.38,20.85,18.32,15.21,11.44,11.09,9.12,8.42,11.48,7.38,6.96,7.86,8.97,8.9,5.26,6.31,6.69,4.27,2.47,:,:,:,:,:,:,:,:,:,:
Annual,1-month rate,Lithuania,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,: m,: m,: m,: m,11.72,7.53,5.27,3.25,2.56,2.2,2.26,2.99,4.9,5.26,3.7,1.0,1.36,0.71,0.32,0.23,:,:,:,:,:,:,:,:,:,:
Annual,1-month rate,Latvia,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,6.95,7.07,4.65,6.58,3.93,3.54,4.07,2.95,3.89,7.21,6.32,9.19,1.22,0.6,0.56,0.21,:,:,:,:,:,:,:,:,:,:,:
Annual,1-month rate,Poland,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,27.45,21.4,23.71,20.82,14.57,18.49,16.49,9.22,5.74,6.03,5.36,4.17,4.64,6.11,3.88,3.61,4.37,4.77,3.02,2.5,:,:,:,:,:,:,:,:,:,:
Annual,1-month rate,Romania,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,43.34,53.94,84.23,75.0,82.65,49.7,40.53,26.95,18.2,19.18,7.96,8.11,7.25,12.23,11.32,5.68,5.02,4.98,3.75,1.85,:,:,:,:,:,:,:,:,:,:
Annual,1-month rate,Sweden,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,9.6058,10.22951,11.71411,13.77862,11.5632,14.7461,8.9524,7.4556,8.6429,6.1745,4.3163,4.3155,3.2153,3.8981,4.0997,4.2124,3.2788,2.3012,1.8607,2.4322,3.7463,4.5186,0.7805,0.7212,2.1659,1.8108,1.1201,0.5788,-0.2596,-0.5807,-0.5432,-0.4879,-0.1583,0.002,-0.067,0.7891,3.529,3.5957
Annual,1-month rate,United Kingdom,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,11.0288,9.6498,10.0409,13.8239,14.8245,11.773,9.714,6.0392,5.3298,6.5623,6.0594,6.7477,7.3925,5.428,6.047,5.0729,3.9932,3.7064,4.5169,4.7371,4.7873,5.8513,5.185,0.8263,0.5592,0.6528,0.6161,0.4916,0.4943,0.5064,0.4058,0.2986,0.6034,0.7209,0.2051,0.0588,1.613,3.9274,:
Annual,12-month rate,Bulgaria,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,: m,: m,: m,: m,6.25,5.07,6.58,4.23,4.42,6.32,8.32,9.46,8.4,7.26,5.17,3.15,2.53,:,:,:,:,:,:,:,:,:,:
Annual,12-month rate,Czechia,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,10.99,11.85,14.65,14.13,6.97,5.75,5.29,3.61,2.32,2.71,2.13,2.65,3.43,4.2,2.63,1.86,1.77,1.48,0.75,0.53,:,:,:,:,:,:,:,:,:,:
Annual,12-month rate,Denmark,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,5.4261,4.2472,4.0677,4.3632,3.7024,5.4642,4.5698,3.7728,2.452,2.3821,2.3821,3.5649,4.6194,5.4036,2.6669,1.779,1.9295,1.1681,0.774,0.7233,0.3079,0.217,0.0769,0.029,-0.0598,0.089,0.0201,1.508,4.0684,3.5258
Annual,12-month rate,"Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023)",:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,6.8167,7.1067,5.1067,4.4192,3.9058,3.1833,4.789,4.0862,3.4926,2.3339,2.2746,2.3328,3.436,4.45,4.826,1.6103,1.3533,2.0078,1.1142,0.536,0.4751,0.1677,-0.0349,-0.1452,-0.173,-0.2173,-0.3057,-0.4906,1.0997,3.8647,3.2729
Annual,12-month rate,Croatia,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,1.8,:,:,:,:,:,:,:,:,:,:
Annual,12-month rate,Hungary,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,32.38,26.88,19.74,: m,13.84,: m,10.22,8.69,7.91,10.79,7.97,7.91,7.59,8.86,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:
Annual,12-month rate,Lithuania,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,: m,: m,: m,: m,: m,10.39,7.18,4.42,3.23,2.97,2.65,3.48,5.38,7.11,9.0,3.13,2.5,1.82,0.9,0.58,:,:,:,:,:,:,:,:,:,:
Annual,12-month rate,Latvia,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,6.0,: m,6.7,7.21,4.97,4.38,4.4,3.23,4.58,9.16,10.11,15.05,4.11,2.3,1.98,0.86,:,:,:,:,:,:,:,:,:,:,:
Annual,12-month rate,Poland,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,: m,: m,: m,: m,: m,: m,15.28,8.49,5.46,6.63,5.13,4.43,5.12,6.61,4.68,4.28,4.76,4.92,3.02,2.6,:,:,:,:,:,:,:,:,:,:
Annual,12-month rate,Romania,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,42.19,51.7,69.14,61.4,67.29,49.92,42.24,27.63,16.24,17.16,7.93,7.84,7.22,12.23,11.29,6.88,6.36,5.5,4.27,2.52,:,:,:,:,:,:,:,:,:,:
Annual,12-month rate,Sweden,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,11.68,12.67,8.27,8.28,9.32,6.05,4.8,4.51,3.75,4.73,4.25,4.52,3.28,2.56,2.08,3.03,4.22,4.93,1.36,1.42,2.85,2.41,1.56,:,:,:,:,:,:,:,:,:,:,:
Annual,12-month rate,United Kingdom,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,10.7416,9.771,10.672,13.6675,14.5139,11.1408,9.4948,5.8407,6.3911,7.2435,6.3693,7.2804,7.2583,5.797,6.5246,5.0853,4.4318,3.8799,4.958,4.7737,5.0479,6.0755,5.6358,1.6953,1.4097,1.6433,1.5609,0.9023,0.9757,1.0166,0.8912,0.7034,0.9965,1.0008,0.4673,0.2939,:,:,:
Annual,3-month rate,Bulgaria,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,5.86,5.88,4.63,5.06,4.91,3.68,3.74,3.62,3.69,4.9,7.14,5.72,4.12,3.76,2.25,1.14,0.79,:,:,:,:,:,:,:,:,:,:
Annual,3-month rate,Czechia,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,13.14,9.11,10.95,12.02,16.01,14.32,6.85,5.37,5.17,3.54,2.27,2.36,2.01,2.3,3.1,4.04,2.19,1.31,1.19,1.0,0.46,0.36,:,:,:,:,:,:,:,:,:,:
Annual,3-month rate,Denmark,9.0,7.62329,7.25137,7.58904,10.0,8.03699,9.2541,14.69041,15.41973,12.53699,16.8306,14.87405,16.43836,11.89589,11.50096,9.97937,9.10211,9.87151,8.2394,9.4039,11.1752,9.9149,11.7267,10.8163,6.3028,6.2093,3.9825,3.7318,4.2725,3.4365,5.001,4.7035,3.5438,2.4221,2.1949,2.2247,3.1814,4.4412,5.2611,2.4887,1.247,1.3851,0.6196,0.2712,0.3147,-0.1208,-0.1464,-0.264,-0.2995,-0.3731,-0.2431,-0.2301,0.6412,3.5066,3.4984
Annual,3-month rate,"Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023)",:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,10.3746,10.32792,10.91888,8.52342 b,6.525,6.82,5.0883,4.3808,3.955,2.9614,4.3965,4.2666,3.3201,2.3301,2.107,2.1845,3.0784,4.2776,4.6439,1.2185,0.8143,1.3934,0.5737,0.2205,0.2085,-0.0202,-0.2648,-0.329,-0.3221,-0.357,-0.4273,-0.549,0.3483,3.4334,3.5695
Annual,3-month rate,Croatia,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,6.17,2.66,3.42,7.31,6.22,4.49,5.67,4.66,7.86,2.25,2.88,2.74,1.29,0.96,:,:,:,:,:,:,:,:,:,:
Annual,3-month rate,Hungary,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,27.82,31.33,24.27,20.44,17.94,15.07,11.39,10.87,9.21,8.51,11.53,6.7,7.23,7.86,8.79,9.14,6.18,6.57,8.05,4.18,2.51,:,:,:,:,:,:,:,:,:,:
Annual,3-month rate,Japan,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,5.1482,4.2659,4.5084,5.4635,7.7712,7.3681,4.4564,3.0004,2.2977,1.2267,0.5723,0.5728,0.5972,0.2152,0.2834,0.1505,0.0765,0.0568,0.0516,0.057,0.2989,0.7903,0.9252,0.4733,0.2309,0.1944,0.1931,0.1548,0.128,0.0919,-0.0161,-0.0165,-0.0537,-0.0817,-0.0663,-0.0837,-0.0224,-0.0262,:
Annual,3-month rate,Poland,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,27.59,21.41,23.67,20.44,14.73,18.77,16.07,8.98,5.68,6.2,5.28,4.21,4.74,6.36,4.42,3.92,4.54,4.91,3.01,2.56,:,:,:,:,:,:,:,:,:,:
Annual,3-month rate,Romania,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,43.02,53.65,80.75,69.48,79.63,50.71,41.28,27.31,17.73,19.14,8.35,8.09,7.24,12.26,11.34,6.51,5.57,5.1,3.97,2.27,:,:,:,:,:,:,:,:,:,:
Annual,3-month rate,Sweden,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,9.64285,10.24658,11.63452,13.75584,11.6125,13.4245,8.7447,7.6714,8.8277,6.0213,4.4297,4.3585,3.3299,4.0629,4.1248,4.2676,3.2436,2.3054,1.8877,2.5637,3.8758,4.7691,0.9169,0.9341,2.4552,2.0023,1.194,0.6579,-0.2016,-0.4924,-0.5021,-0.3951,-0.0293,0.0776,-0.0431,1.0348,3.7015,3.5245
Annual,3-month rate,Türkiye,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,52.36,86.04,94.28,85.84,161.07,123.17,111.88,: m,106.55,96.99,36.83,83.35,60.47,37.78,23.84,15.68,18.69,17.77,16.99,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:
Annual,3-month rate,United Kingdom,8.0574,6.19932,6.80691,11.76836,13.42677,10.60499,11.55809,7.99151,9.45211,13.90321,16.74806,14.14734,12.20737,10.1217,10.00691,12.22540 b,10.9859,9.6687,10.3613,13.9326,14.8072,11.571,9.6763,5.9884,5.567,6.7529,6.1111,6.9164,7.4214,5.5448,6.1881,5.0433,4.0597,3.736,4.6404,4.7593,4.8498,6.0008,5.5102,1.2072,0.7004,0.8759,0.8268,0.5126,0.5432,0.5742,0.498,0.358,0.7224,0.81,0.2903,0.0901,2.0192,4.9677,5.3227
Annual,3-month rate,United States,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,6.8275,7.191,7.975,9.2775,8.2793,5.9839,3.8282,3.3049,4.7628,6.0397,5.514,5.7401,5.5616,5.416,6.5359,3.777,1.7923,1.2149,1.6243,3.5665,5.1968,5.297,2.9278,0.6857,0.3436,0.3372,0.4301,0.2672,0.2337,0.3158,0.7444,1.2625,2.307,2.3267,0.6439,0.162,2.4002,5.3948,5.5063
Annual,6-month rate,Bulgaria,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,6.8,: m,5.85,5.7,5.28,4.34,3.92,2.85,3.7,6.7,7.45,7.02,5.54,5.03,3.27,1.81,1.38,:,:,:,:,:,:,:,:,:,:
Annual,6-month rate,Czechia,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,10.96,11.96,15.18,14.23,6.88,5.48,5.2,3.55,2.28,2.48,2.05,2.42,3.22,4.12,2.39,1.6,1.53,1.24,0.58,0.43,:,:,:,:,:,:,:,:,:,:
Annual,6-month rate,Denmark,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,8.473,9.4499,11.1804,9.9919,11.1141,9.787,6.4813,6.3363,4.0669,3.8636,4.3062,3.5541,5.2814,4.6111,3.6,2.3993,2.2431,2.2767,3.3508,4.5147,5.321,2.6116,1.5438,1.6303,0.8638,0.5064,0.4944,0.0684,0.0118,-0.1138,-0.1451,-0.2239,-0.1095,-0.1341,1.0113,3.801,3.5374
Annual,6-month rate,"Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023)",:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,6.6125,6.9183,5.0658,4.3858,3.9075,3.054,4.5542,4.1593,3.3527,2.3044,2.149,2.2349,3.2336,4.352,4.7275,1.4288,1.084,1.6381,0.8302,0.3362,0.3076,0.053,-0.165,-0.2598,-0.2664,-0.3034,-0.3665,-0.5235,0.6818,3.6922,3.4796
Annual,6-month rate,Croatia,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,1.32,:,:,:,:,:,:,:,:,:,:
Annual,6-month rate,Hungary,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,33.27,24.57,20.31,17.73,14.98,11.15,10.63,9.28,8.24,12.01,7.68,6.63,: m,9.05,: m,: m,6.38,7.84,4.61,3.04,:,:,:,:,:,:,:,:,:,:
Annual,6-month rate,Lithuania,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,: m,: m,: m,: m,16.72,9.71,6.33,4.04,3.02,2.79,2.52,3.27,5.22,6.53,8.24,2.42,1.97,1.44,0.66,0.41,:,:,:,:,:,:,:,:,:,:
Annual,6-month rate,Latvia,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,9.3,9.88,6.2,7.01,4.6,4.09,4.34,3.13,4.49,9.04,8.91,14.38,2.84,1.51,1.41,0.61,:,:,:,:,:,:,:,:,:,:,:
Annual,6-month rate,Poland,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,: m,: m,23.64,19.82,14.56,18.83,15.52,8.76,5.57,6.39,5.21,4.29,4.9,6.5,4.54,4.06,4.67,4.92,3.03,2.57,:,:,:,:,:,:,:,:,:,:
Annual,6-month rate,Romania,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,42.34,52.77,75.53,64.25,73.77,50.91,41.29,27.48,16.89,18.15,8.31,7.98,7.23,12.25,11.31,6.86,6.17,5.4,4.21,2.46,:,:,:,:,:,:,:,:,:,:
Annual,6-month rate,Sweden,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,10.20585,10.46766,11.80521,14.17011,11.6422,12.9396,8.4574,7.8407,8.9752,5.9545,4.5434,4.3936,3.4706,4.299,4.1439,4.3302,3.2127,2.3621,1.9391,2.7387,4.027,4.8662,1.1563,1.1098,2.5453,2.1865,1.2781,0.7295,-0.1258,-0.3327,-0.3888,-0.3004,0.0772,0.1565,-0.0155,1.4104,3.9615,3.4326
Annual,6-month rate,United Kingdom,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,10.8397,9.6741,10.5159,13.8814,14.7125,11.3192,9.5784,5.8818,5.8558,6.9248,6.1575,7.0658,7.356,5.6265,6.313,5.0166,4.1634,3.7645,4.7692,4.7611,4.921,6.0357,5.5929,1.4223,0.9697,1.1653,1.0897,0.6039,0.6649,0.7199,0.6421,0.4913,0.8263,0.8951,0.3599,0.1541,2.5777,4.537,:
