Time frequency,Statistical information,Unit of measure,Geopolitical entity (reporting)\Time,2011.0,2012.0,2013.0,2014.0,2015.0,2016.0,2017.0,2018.0,2019.0,2020.0,2021.0,2022.0,2023.0
Annual,Median,Index,Austria,100.23,98.34,97.04,99.93,98.7,99.74,103.19,102.67,102.75,104.49,106.44,105.16,109.32
Annual,Median,Index,Belgium,100.45,98.4,101.68,101.52,100.74,103.09,103.29,105.27,106.90 b,110.14,110.46,113.05,108.77
Annual,Median,Index,Bulgaria,93.77,88.99,88.87,100.25,102.51,97.99 b,113.16,111.84,128.19,136.61,150.92,153.04,164.25
Annual,Median,Index,Switzerland,100.48,104.09,106.18,101.36 b,103.73,102.85,104.31,103.93,102.63,102.76,103.66,105.71,103.94
Annual,Median,Index,Cyprus,102.38,98.56,89.65,81.02,77.81,80.33,84.09,88.36,92.69,94.97,95.92,100.38,98.15
Annual,Median,Index,Czechia,99.82,99.32,96.89,97.86,100.59,104.89,109.14,113.87,119.66,124.15,123.88,132.83,124.64
Annual,Median,Index,Germany,100.19,100.59,98.39,97.61,101.44,104.33,107.04,109.04,110.85,120.22 b,114.87,111.21,107.89
Annual,Median,Index,Denmark,102.72 b,100.94,99.45,100.76,102.15,103.03,105.38,106.72,108.35,107.63 b,112.01,113.65,106.75
Annual,Median,Index,Euro area – 20 countries (from 2023),97.92,96.49,93.8,93.02,94.71,97.27,99.59,101.02,102.17,106.53 b,106.08,106.99,104.66
Annual,Median,Index,Estonia,95.14,96.84,102.1,108.49 b,118.02,129.24,139.18,150.59,158.59,165.45,171.88,193.22,165.04
Annual,Median,Index,Greece,87.7,73.65,64.15,59.36,58.94,59.44,60.22,61.61,63.72,67.92,68.56,74.15,71.62
Annual,Median,Index,Spain,93.46,90.29,85.96,83.07,83.75,86.35,89.96,91.77,91.61,97.13,96.53,99.15,99.71
Annual,Median,Index,European Union - 27 countries (from 2020),98.33,97.01,94.82,94.88,96.97,100.04,103.57,106.65,109.92,115.79 b,117.36,119.83,118.63
Annual,Median,Index,Finland,100.54,101.2,100.58,100.22,99.27,98.95,99.97,101.45,101.65,102.97,102.44,104.64,100.6
Annual,Median,Index,France,98.46,99.18,98.54,98.86,99.26,100.55,101.41,101.44,100.87,97.74 b,99.81,99.17 b,98.21
Annual,Median,Index,Croatia,97.51,90.79,84.02,84.99,89.15,93.59,101.08,105.99,113.82,121.97,126.59,133.91,136.38
Annual,Median,Index,Hungary,99.42,101.4,94.14,96.35,101.14,106.21,111.15,117.19,126.72,138.36,147.66,150.95,152.1
Annual,Median,Index,Ireland,95.08,92.88,93.43,94.57,101.5,105.98,107.28,115.99,117.30 b,124.10 b,135.5,138.27,130.61
Annual,Median,Index,Iceland,90.36,88.22,90.88,93.37,96.28,104.91,113.39,122.6,120.32,:,:,:,:
Annual,Median,Index,Italy,98.41,95.7,91.25,90.25,90.53,92.74,94.45,94.93,95.54,99.94,97.12,101.0,99.03
Annual,Median,Index,Lithuania,94.59,102.15,107.27,108.84,116.63,127.95,138.15,149.71,160.66,178.27,198.17,199.72,185.98
Annual,Median,Index,Luxembourg,97.89,95.07,93.86,95.12,97.08,90.34 b,99.86,92.84,95.97,98.28 b,110.32 b,113.72 b,110.54
Annual,Median,Index,Latvia,94.64,96.33,98.73,110.09,122.48,133.46,138.41,149.29,162.54,170.54,182.19,191.82,179.56
Annual,Median,Index,Malta,102.01,104.89,106.88,112.57,118.19,117.39,124.07,124.71,127.33,132.66,138.08,146.11,143.62
Annual,Median,Index,Netherlands,99.17,97.97,96.56,94.39,95.89,102.17 b,105.78,106.45,107.36,109.62,119.5,120.7,107.07
Annual,Median,Index,Norway,100.79,106.7,109.04,113.96,113.42,113.6,110.34,111.47,110.45,114.03,109.50 b,109.09,108.85 b
Annual,Median,Index,Poland,102.57,102.53,102.51,105.41,109.32,116.6,123.06,130.62,140.07,155.73,160.65,169.11,172.25
Annual,Median,Index,Portugal,95.57,91.35,87.32,87.48,89.82,93.04,95.49,96.88,102.7,110.34,113.43,111.6,110.83
Annual,Median,Index,Romania,96.16,89.63,89.71,92.09,98.14,104.27,119.24,143.73,164.95,179.37,202.27,225.58,240.41
Annual,Median,Index,Sweden,100.65,103.86,105.67,106.37,109.33,110.98,112.03,112.63,112.62,115.34,117.12,115.78,114.4
Annual,Median,Index,Slovenia,100.15,99.11,94.25,92.92,95.86,96.56,99.75,102.32,106.62,110.12,115.21,121.17,120.94
Annual,Median,Index,Slovakia,102.38,108.05,101.3,100.91,102.8,103.47,107.45,110.08,116.82,121.84,116.28,117.7,109.68
Annual,Median,Index,Türkiye,102.67,109.4,106.03,109.91,112.09,119.99,126.92,127.4,131.0,131.14,131.12,144.78,146.75
Annual,Median,Index,United Kingdom,97.03,98.59 b,98.24,100.88,103.34,104.87,108.53 b,109.28,:,:,:,:,:
