Time frequency,Unit of measure,Geopolitical entity (reporting)\Time,1996.0,1997.0,1998.0,1999.0,2000.0,2001.0,2002.0,2003.0,2004.0,2005.0,2006.0,2007.0,2008.0,2009.0,2010.0,2011.0,2012.0,2013.0,2014.0,2015.0
Annual,Per million inhabitants,Austria,91.66,50.85,67.12,73.79,93.72,91.51,93.63,98.64,162.6,168.39,222.55,235.06,239.53,267.67,303.41,314.14,341.69,347.26,340.55,345.84
Annual,Per million inhabitants,Australia,14.43,15.31,13.6,20.57,31.16,21.74,20.52,19.93,20.32,25.82,36.62,35.14,38.31,34.11,34.31,38.5,39.51,39.83,39.25 b,58.49 e
Annual,Per million inhabitants,Belgium,67.44,44.05,56.51,59.04,76.86,69.96,62.27,95.69,85.22,93.05,107.98,123.58,130.03,163.02,174.17,165.9,157.82,173.45,183.95,198.87
Annual,Per million inhabitants,Bulgaria,0.12,0.12,0.48,0.49,0.73,0.98,0.76,1.15,0.77,7.15,8.65,33.54,36.31,36.69,49.31,58.76,66.74,63.56,92.05,90.53
Annual,Per million inhabitants,Brazil,0.4,0.38,0.35,0.37,0.72,0.85,0.78,1.67,1.27,1.57,1.77,1.35,1.73,1.48,1.36,1.31,1.21,1.5 e,1.26 e,1.26 e
Annual,Per million inhabitants,Canada,15.77,11.6,11.91,16.05,25.65,21.99,19.71,18.3,22.54,22.08,25.69,25.94,25.93,23.93,25.64,29.09,27.84 b,:,:,:
Annual,Per million inhabitants,Switzerland,175.44,81.91,97.65,132.1,163.73,170.04,174.9,246.52,219.58,279.16,342.27,388.75,388.36,380.95,461.87,497.45,444.14,502.67,520.29,481.2
Annual,Per million inhabitants,China except Hong Kong,0.05,0.03,0.02,0.04,0.02,0.06,0.08,0.1,0.13,0.26,0.4,0.58,0.63,0.69,0.99,1.29,1.44,1.54,1.99 e,3.03 e
Annual,Per million inhabitants,Cyprus,44.18,37.52,32.58,39.54,85.45,41.57,86.46,106.48,150.78,158.24,205.64,283.67,274.37,335.04,325.95,479.9,484.91,441.17,496.5,707.2
Annual,Per million inhabitants,Czechia,1.55,0.29,1.07,0.97,1.95,3.03,2.94,9.12,26.09,21.87,33.75,46.81,43.6,46.52,61.94,71.42,87.48,81.78,85.52,94.13
Annual,Per million inhabitants,Germany,93.97,47.72,58.65,84.52,119.15,100.56,88.43,118.21,118.56,132.77,164.56,188.47,188.78,197.13,223.94,247.9,249.1,247.45,231.05,251.24
Annual,Per million inhabitants,Denmark,135.21,88.53,98.21,117.81,148.78,143.01,139.52,167.36,143.4,162.25,193.09,211.67,207.09,196.68,229.46,240.08,246.75,255.24,271.71,307.79
Annual,Per million inhabitants,Estonia,:,:,3.59,:,2.85,2.15,4.34,14.54,21.96,30.17,44.42,84.89,65.0,74.12,117.0,141.39,175.82,193.16,229.51,270.32
Annual,Per million inhabitants,Greece,7.37,6.21,7.86,10.61,14.66,13.01,17.54,23.54,24.31,22.15,35.17,42.04,38.15,35.96,34.71,38.12,40.59,64.52,71.48,71.01
Annual,Per million inhabitants,Spain,69.46,37.08,48.08,63.82,85.2,84.1,94.48,139.26,129.48,133.96,143.01,163.83,151.99,151.82,167.55,170.89,171.56,181.56,188.51,202.48
Annual,Per million inhabitants,European Union - 28 countries (2013-2020),52.32,34.56,40.9,53.32,74.1,63.04,62.66,81.35,82.65,89.31,107.79,124.41,122.58,126.68,139.56,148.76,151.82,158.72,162.94,175.85
Annual,Per million inhabitants,Finland,70.55,55.14,66.25,73.26,99.97,94.77,87.59,85.28,84.3,102.74,119.87,137.77,142.82,147.01,179.95,183.99,195.51,199.2,190.23,250.74
Annual,Per million inhabitants,France,27.97,31.28,35.41,45.1,56.19,52.39,58.84,71.06,72.71,74.9,83.87,94.01,94.1,101.03,107.94,114.1,112.23,112.79,113.45,118.93
Annual,Per million inhabitants,Hong Kong,21.8,19.18,17.32,21.69,37.1,34.77,51.89,49.38,68.7,64.93,76.77,68.32,70.22,70.75,97.28,103.21,114.24,120.88,127.56,126.38 e
Annual,Per million inhabitants,Croatia,:,0.22,:,:,:,0.7,0.46,1.16,3.02,4.64,2.09,5.33,4.87,7.89,5.35,10.96,9.59,29.33,30.14,31.24
Annual,Per million inhabitants,Hungary,1.65,2.82,1.07,0.78,2.25,1.47,2.06,5.62,13.64,16.44,19.55,26.13,28.67,28.71,38.15,35.35,35.04,47.43,53.86,57.33
Annual,Per million inhabitants,Ireland,85.91,60.47,85.29,125.4,177.63,139.32,123.6,126.13,147.44,130.85,170.62,178.8,177.89,177.82,183.98,173.93,179.37,228.49,225.17,230.51
Annual,Per million inhabitants,Israel,19.52,18.19,24.79,27.92,51.2,38.36,28.16,33.19,27.76,32.32,36.29,39.0,42.55,35.8,32.4,41.21,37.55,40.57 b,45.47 e,55.43 e
Annual,Per million inhabitants,India,0.02,0.03,0.02,0.04,0.07,0.05,0.07,0.06,0.07,0.09,0.13,0.15,0.16,0.19,0.18,0.19,0.2,0.17,0.22 e,0.24 e
Annual,Per million inhabitants,Iceland,22.39,11.12,33.04,18.13,14.33,21.17,24.43,20.8,55.06,40.88,183.4,315.27,396.25,153.43,119.64,97.35,147.07,490.9,607.98,218.78
Annual,Per million inhabitants,Italy,39.56,36.57,42.67,57.72,75.05,64.33,69.38,89.76,86.72,89.21,108.26,123.66,123.86,124.56,134.94,136.36,136.19,146.7,152.12,163.33
