Time frequency,Effects,Unit of measure,Geopolitical entity (reporting)\Time,2008.0,2009.0,2010.0,2011.0,2012.0,2013.0,2014.0,2015.0,2016.0,2017.0,2018.0,2019.0,2020.0,2021.0,2022.0,2023.0
Annual,Refused entry,Number,Austria,0.33,0.08,0.05,0.05,0.03,0.04,0.05,0.07,0.05,0.08,0.05,0.09,0.03,0.06,0.06,0.07
Annual,Refused entry,Number,Belgium,0.11,0.19,0.17,0.25,0.22,0.14,0.14,0.15,0.14,0.21,0.19,0.2,0.07,0.1,0.15,0.15
Annual,Refused entry,Number,Bulgaria,0.54,0.41,0.41,0.38,0.42,0.35,0.32,0.33,0.3,0.4,0.46,0.61,0.67,0.89,1.16,1.12
Annual,Refused entry,Number,Switzerland,0.12,0.15,0.15,0.13,0.11,0.12,0.11,0.11,0.11,0.15,0.14,0.14,0.15,0.24,0.19,0.15
Annual,Refused entry,Number,Cyprus,1.15,0.84,0.84,0.69,0.63,0.5,0.49,0.49,0.66,1.67,2.34,1.03,0.41,0.49,0.47,0.51
Annual,Refused entry,Number,Czechia,0.02,0.04,0.03,0.03,0.02,0.03,0.03,0.04,0.03,0.02,0.03,0.04,0.04,0.03,0.03,0.04
Annual,Refused entry,Number,Germany,0.09,0.04,0.04,0.04,0.05,0.05,0.04,0.05,0.05,0.05,0.06,0.08,0.05,0.06,0.07,0.07
Annual,Refused entry,Number,Denmark,0.01,0.01,0.01,0.02,0.02,0.02,0.02,0.02,0.02,0.05,0.06,0.11,0.08,0.11,0.09,0.09
Annual,Refused entry,Number,Estonia,1.74,0.69,1.25,1.66,1.45,1.06,0.53,0.73,0.66,0.89,1.24,1.6,0.38,0.42,4.1,4.29
Annual,Refused entry,Number,Greece,0.19,0.27,0.34,1.0,0.85,0.64,0.59,0.63,1.68,1.97,1.33,0.65,0.29,0.29,0.52,0.7
Annual,Refused entry,Number,Spain,11.17,8.37,6.24,4.88,4.27,4.13,3.7,3.62,4.14,4.36,4.94,10.51,0.07,0.05,0.15,0.15
Annual,Refused entry,Number,European Union - 27 countries (from 2020),:,:,:,:,:,0.7,0.61,0.63,0.72,0.78,0.88,1.5,0.31,0.31,0.32,0.27 e
Annual,Refused entry,Number,Finland,0.34,0.24,0.22,0.26,0.3,0.32,0.29,0.2,0.17,0.25,0.32,0.32,0.31,0.21,0.72,0.4
Annual,Refused entry,Number,France,0.26,0.22,0.15,0.16,0.17,0.17,0.17,0.16,0.13,0.15,0.14,0.15,0.06,0.12,0.14,0.14 e
Annual,Refused entry,Number,Croatia,:,:,:,:,:,2.35,2.04,2.21,2.18,2.41,3.23,3.2,3.62,3.52,3.06,2.83
Annual,Refused entry,Number,Hungary,0.55,0.77,1.05,1.18,0.93,1.12,1.35,1.17,1.01,1.43,1.54,1.46,3.74,3.56,1.63,1.31
Annual,Refused entry,Number,Ireland,1.18,0.79,0.61,0.56,0.48,0.42,0.53,0.74,0.84,0.78,0.99,1.52,0.56,0.74,1.83,1.4
Annual,Refused entry,Number,Iceland,0.01,0.01,0.03,0.03,0.02,0.04,0.05,0.06,0.08,0.16,0.46,0.07,0.05,0.15,:,:
Annual,Refused entry,Number,Italy,0.11,0.06,0.07,0.15,0.12,0.12,0.12,0.12,0.16,0.19,0.14,0.16,0.07,0.1,0.1,0.11
Annual,Refused entry,Number,Liechtenstein,0.91,0.76,0.72,0.33,0.8,0.9,0.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Annual,Refused entry,Number,Lithuania,0.69,0.55,0.63,0.73,0.74,0.96,1.17,1.19,1.58,1.82,1.85,2.18,1.63,1.28,1.87,1.49
Annual,Refused entry,Number,Luxembourg,0.01,0.0,0.0,0.0,0.01,0.0,0.01,0.01,0.02,0.01,0.0,0.01,0.01,0.0,0.02,0.02
Annual,Refused entry,Number,Latvia,0.4,0.31,0.38,0.59,0.89,1.01,1.02,0.44,0.41,0.55,0.87,0.94,0.33,0.45,1.2,1.93
Annual,Refused entry,Number,Montenegro,:,:,:,:,:,:,:,:,:,:,:,:,:,1.31,1.3,0.84
Annual,Refused entry,Number,Malta,0.29,0.34,0.31,0.19,0.48,0.71,0.65,0.91,0.85,1.0,0.85,0.78,0.21,0.52,0.67,0.68
Annual,Refused entry,Number,Netherlands,0.19,0.15,0.18,0.21,0.15,0.12,0.14,0.14,0.16,0.14,0.15,0.17,0.11,0.21,0.17,0.14
Annual,Refused entry,Number,Norway,0.09,0.02,0.03,0.03,0.04,0.05,0.05,0.09,0.1,0.07,0.07,0.07,0.02,0.37,0.09,0.06
Annual,Refused entry,Number,Poland,0.44,0.71,0.61,0.53,0.78,1.06,0.53,0.8,0.91,1.02,1.41,1.72,0.74,0.71,0.63,0.4
Annual,Refused entry,Number,Portugal,0.34,0.24,0.2,0.17,0.12,0.08,0.09,0.12,0.16,0.21,0.37,0.49,0.15,0.11,0.17,0.15
Annual,Refused entry,Number,Romania,0.43,0.22,0.23,0.18,0.17,0.17,0.2,0.24,0.27,0.27,0.37,0.39,0.65,0.57,0.47,0.38
Annual,Refused entry,Number,Sweden,0.01,0.0,0.01,0.02,0.02,0.02,0.04,0.06,0.14,0.09,0.11,0.15,0.12,0.05,0.09,0.09
Annual,Refused entry,Number,Slovenia,3.76,3.88,3.83,3.89,3.73,2.32,2.14,2.14,2.16,1.78,1.71,1.86,2.03,1.85,1.91,0.35
Annual,Refused entry,Number,Slovakia,0.29,0.16,0.16,0.11,0.11,0.08,0.08,0.09,0.14,0.2,0.32,0.25,0.08,0.09,0.2,0.18
Annual,Ordered to leave an EU Member State,Number,Austria,1.07,1.27,1.32,1.02,0.97,1.19,0.29,1.15,1.36,1.01,1.21,1.58,1.03,1.17,2.76,2.0
Annual,Ordered to leave an EU Member State,Number,Belgium,2.68,2.24,2.11,3.35,4.59,4.26,3.15,2.76,2.92,2.84,2.12,1.92,1.76,1.65,1.66,2.08
