Time frequency,Unit of measure,Rail network Segment (2015),Train category\Time,2015.0
Annual,Number,Adjud  - Marasesti,Goods trains,3421.0
Annual,Number,Adjud  - Marasesti,Passenger trains,8122.0
Annual,Number,Apahida - Coslariu,Goods trains,3609.0
Annual,Number,Apahida - Coslariu,Passenger trains,6018.0
Annual,Number,Arad  - Simeria,Goods trains,5917.0
Annual,Number,Arad  - Simeria,Passenger trains,9429.0
Annual,Number,Arad - Timisoara,Goods trains,3359.0
Annual,Number,Arad - Timisoara,Passenger trains,8619.0
Annual,Number,Bacau  - Adjud,Goods trains,2114.0
Annual,Number,Bacau  - Adjud,Passenger trains,7084.0
Annual,Number,Beclean Pe Somes  - Deda,Goods trains,933.0
Annual,Number,Beclean Pe Somes  - Deda,Passenger trains,6560.0
Annual,Number,Beclean Pe Somes  - Ilva Mica,Goods trains,841.0
Annual,Number,Beclean Pe Somes  - Ilva Mica,Passenger trains,4067.0
Annual,Number,Border ( Curtici Ro/Hu)  - Curtici,Goods trains,6446.0
Annual,Number,Border ( Curtici Ro/Hu)  - Curtici,Passenger trains,2341.0
Annual,Number,Border Ro/Hu  - Episcopia Bihor,Goods trains,1185.0
Annual,Number,Border Ro/Hu  - Episcopia Bihor,Passenger trains,1613.0
Annual,Number,Border Ro/Ua  - Halmeu,Goods trains,600.0
Annual,Number,Border Ro/Ua  - Halmeu,Passenger trains,0.0
Annual,Number,Border Ro/Ua  - Vicsani,Goods trains,1551.0
Annual,Number,Border Ro/Ua  - Vicsani,Passenger trains,38.0
Annual,Number,Brazi - Bucuresti,Goods trains,5051.0
Annual,Number,Brazi - Bucuresti,Passenger trains,18941.0
Annual,Number,Brasov  - Predeal,Goods trains,6298.0
Annual,Number,Brasov  - Predeal,Passenger trains,8451.0
Annual,Number,Bucuresti  - Fetesti,Goods trains,7546.0
Annual,Number,Bucuresti  - Fetesti,Passenger trains,5514.0
Annual,Number,Bucuresti - Giurgiu,Goods trains,0.0
Annual,Number,Bucuresti - Giurgiu,Passenger trains,0.0
Annual,Number,Bucuresti  - Videle,Goods trains,7055.0
Annual,Number,Bucuresti  - Videle,Passenger trains,10395.0
