Time frequency,Currency,Balance of payments item,Sector (ESA 2010),Sector (ESA 2010),Seasonal adjustment,Stock or flow,Geopolitical entity (partner),Geopolitical entity (reporting)\Time,2012.0,2013.0,2014.0,2015.0,2016.0,2017.0,2018.0,2019.0,2020.0,2021.0,2022.0,2023.0
Annual,Million euro,Current account,Total economy,Total economy,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Balance,Rest of the world,Finland,-4469.0,-3832.0,-2793.0,-1909.0,-4251.0,-1472.0,-3736.0,-329.0,1000.0,823.0,-6430.0,-1510.0
Annual,Million euro,Current account,Total economy,Total economy,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Balance,Rest of the world,France,-20151.0,-12919.0,-19673.0,-7156.0,-11788.0,-12531.0,-16440.0,14532.0,-47595.0,6942.0,-31103.0,-28110.0
Annual,Million euro,Current account,Total economy,Total economy,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Balance,Rest of the world,Croatia,-790.0,-380.0,237.0,1296.0,1129.0,1815.0,734.0,1504.0,-507.0,492.0,-2160.0,533.0
Annual,Million euro,Current account,Total economy,Total economy,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Balance,Rest of the world,Hungary,1110.7,3064.4,818.0,2375.1,5095.5,2234.8,402.9,-905.9,-1217.4,-6096.8,-14215.1,1540.5
Annual,Million euro,Current account,Total economy,Total economy,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Balance,Rest of the world,Ireland,-5934.0,4387.0,4138.0,16712.0,-3434.0,3528.0,14370.0,-75369.0,-27024.0,54648.0,45643.0,41262.0
Annual,Million euro,Current account,Total economy,Total economy,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Balance,Rest of the world,Iceland,-392.8,758.4,595.4,890.0,1549.7,914.1,959.2,1442.5,212.8,-570.1,-564.2,349.4
Annual,Million euro,Current account,Total economy,Total economy,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Balance,Rest of the world,Italy,-3279.0,16693.0,28702.0,20668.0,41949.0,42551.0,44465.0,56955.0,62807.0,38672.0,-34925.0,-301.0
Annual,Million euro,Current account,Total economy,Total economy,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Balance,Rest of the world,Lithuania,-525.0,590.5,1309.3,-938.1,-391.2,434.2,163.8,1849.4,3622.4,820.9,-4114.0,811.2
Annual,Million euro,Current account,Total economy,Total economy,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Balance,Rest of the world,Luxembourg,2319.0,1931.0,2119.0,3034.0,4161.0,3749.0,5004.0,5324.0,6145.0,7998.0,5208.0,4724.0
Annual,Million euro,Current account,Total economy,Total economy,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Balance,Rest of the world,Latvia,-817.0,-635.0,-334.0,-25.0,436.0,383.0,-111.0,-51.0,888.0,-1313.0,-1974.0,-1536.0
Annual,Million euro,Current account,Total economy,Total economy,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Balance,Rest of the world,Montenegro,:,-383.0,-429.0,-402.0,-642.0,-692.0,-793.0,-707.0,-1091.0,-457.0,-766.0,-791.0
Annual,Million euro,Current account,Total economy,Total economy,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Balance,Rest of the world,North Macedonia,-240.0,-134.2,-30.5,-158.9,-252.5,-78.3,22.4,-334.7,-318.0,-329.0,-801.3,55.6
Annual,Million euro,Current account,Total economy,Total economy,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Balance,Rest of the world,Malta,-29.4,9.8,493.6,269.8,-59.8,2372.7,1824.9,2611.8,2300.2,1563.8,-137.9,1315.5
Annual,Million euro,Current account,Total economy,Total economy,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Balance,Rest of the world,Netherlands,51403.0,55742.0,60138.0,34111.0,52689.0,61038.0,70816.0,56761.0,45593.0,89312.0,65738.0,105203.0
Annual,Million euro,Current account,Total economy,Total economy,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Balance,Rest of the world,Norway,49291.6,40196.4,41339.8,27986.2,13425.2,19530.6,29457.8,10561.3,3745.6,56456.5,162820.2,74968.0
Annual,Million euro,Current account,Total economy,Total economy,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Balance,Rest of the world,Poland,-15914.7,-7799.0,-11858.2,-5691.5,-4518.7,-5504.8,-9924.1,-1430.7,12616.9,-7787.3,-14881.4,13485.5
Annual,Million euro,Current account,Total economy,Total economy,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Balance,Rest of the world,Portugal,-2510.0,2619.0,594.0,905.0,2648.0,2901.0,1542.0,1673.0,-1385.0,-1436.0,-4730.0,1336.0
Annual,Million euro,Current account,Total economy,Total economy,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Balance,Rest of the world,Romania,-6477.7,-1602.8,-475.3,-1046.9,-3488.0,-5955.4,-9498.9,-10898.2,-11200.1,-17424.1,-26840.4,-21492.6
Annual,Million euro,Current account,Total economy,Total economy,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Balance,Rest of the world,Serbia,-3672.0,-2099.0,-1905.0,-1529.0,-1317.0,-2049.0,-2092.0,-3273.0,-2034.0,-2296.0,-4139.0,-1811.0
Annual,Million euro,Current account,Total economy,Total economy,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Balance,Rest of the world,Sweden,23676.3,19060.9,14279.1,11736.3,8647.8,9809.2,10352.0,25313.1,27916.7,36014.3,25875.2,37746.8
Annual,Million euro,Current account,Total economy,Total economy,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Balance,Rest of the world,Slovenia,506.5,1271.1,1985.6,1584.5,2114.1,2895.6,2959.9,3105.4,3586.0,1951.1,-636.9,2858.3
Annual,Million euro,Current account,Total economy,Total economy,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Balance,Rest of the world,Slovakia,683.7,2190.9,1331.1,-1657.9,-1187.2,-1473.7,-1474.2,-3334.7,-429.0,-4924.9,-10588.6,-2070.8
Annual,Million euro,Current account,Total economy,Total economy,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Balance,Rest of the world,Türkiye,-32316.2,-37178.1,-24293.6,-19238.0,-20009.3,-31098.1,-11483.0,13481.0,-27404.9,-5293.5,-42975.9,-37596.3
Annual,Million euro,Current account,Total economy,Total economy,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Balance,Rest of the world,United Kingdom,-73970.5,-102562.1,-112977.7,-132659.1,-133104.9,-88871.0,-89026.2,-77684.2,:,:,:,:
Annual,Million euro,Current account,Total economy,Total economy,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Balance,Rest of the world,Kosovo*,-293.1,-179.0,-275.9,-512.1,-499.9,-348.6,-508.8,-399.5,-472.2,-694.6,-917.0,-738.1
Annual,Million euro,Current account,Total economy,Total economy,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Credit,Rest of the world,Albania,:,:,:,4096.5,4479.0,5016.3,5456.0,5836.6,4524.2,6391.7,8609.5,10536.3
Annual,Million euro,Current account,Total economy,Total economy,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Credit,Rest of the world,Austria,205784.0,196304.0,203292.0,202898.0,220091.0,229127.0,244155.0,256234.0,229655.0,273498.0,325194.0,329504.0
Annual,Million euro,Current account,Total economy,Total economy,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Credit,Rest of the world,Bosnia and Herzegovina,6805.7,7093.0,7423.1,7667.6,8001.3,9196.2,10062.6,10347.0,8807.1,11597.5,14714.2,15085.1
Annual,Million euro,Current account,Total economy,Total economy,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Credit,Rest of the world,Belgium,389015.0,391221.0,399955.0,394835.0,413894.0,437906.0,458953.0,475343.0,434710.0,532215.0,632291.0,621915.0
Annual,Million euro,Current account,Total economy,Total economy,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Credit,Rest of the world,Bulgaria,28924.3,31027.2,31387.2,32785.5,34717.8,39126.8,40822.3,43575.0,38827.4,48749.0,65738.7,64636.7
Annual,Million euro,Current account,Total economy,Total economy,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Credit,Rest of the world,Switzerland,482552.8,497333.1,494532.7,559197.5,582304.9,599748.2,603525.6,626023.6,581665.0,675521.7,823833.6,853149.0
Annual,Million euro,Current account,Total economy,Total economy,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Credit,Rest of the world,Cyprus,25860.5,26836.1,27865.5,41293.5,27209.3,43455.6,53454.8,54191.2,52609.1,68547.0,59957.0,61426.6
Annual,Million euro,Current account,Total economy,Total economy,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Credit,Rest of the world,Czechia,131464.6,129318.4,137790.7,146526.1,150545.5,166954.3,176575.7,183078.6,162488.3,189152.4,227676.0,240341.9
Annual,Million euro,Current account,Total economy,Total economy,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Credit,Rest of the world,Germany,1460979.0,1454738.0,1499703.0,1581375.0,1616118.0,1692515.0,1791772.0,1831928.0,1623154.0,1911011.0,2231363.0,2311943.0
Annual,Million euro,Current account,Total economy,Total economy,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Credit,Rest of the world,Denmark,162872.0,169137.3,173581.2,181082.7,179185.6,191901.0,201860.4,213340.6,200416.4,239149.5,311162.9,301855.2
Annual,Million euro,Current account,Total economy,Total economy,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Credit,Rest of the world,Euro area - 19 countries  (2015-2022),3192893.0,3268918.0,3444287.0,3738812.0,3768187.0,4033781.0,4273245.0,4410506.0,3908018.0,4496954.0,:,:
Annual,Million euro,Current account,Total economy,Total economy,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Credit,Rest of the world,Estonia,16896.8,17594.4,18000.1,17475.8,18445.4,19934.4,21373.6,22796.9,21160.6,27533.9,34426.1,33424.9
Annual,Million euro,Current account,Total economy,Total economy,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Credit,Rest of the world,Greece,62947.0,65346.0,68210.0,65942.0,62464.0,69835.0,77768.0,82628.0,62004.0,86000.0,113783.0,114714.0
Annual,Million euro,Current account,Total economy,Total economy,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Credit,Rest of the world,Spain,387504.0,404121.0,411460.0,431269.0,448934.0,484755.0,505885.0,520324.0,415295.0,504492.0,648949.0,702992.0
Annual,Million euro,Current account,Total economy,Total economy,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Credit,Rest of the world,European Union - 27 countries (from 2020),3048851.9,3102869.1,3219822.3,3537506.5,3560170.2,3828851.7,4012165.2,4188247.3,3747830.9,4329950.5,5213524.3,5361598.3
Annual,Million euro,Current account,Total economy,Total economy,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Credit,Rest of the world,Finland,95597.0,93770.0,94757.0,92294.0,93928.0,103734.0,109957.0,120658.0,106946.0,124431.0,150378.0,148500.0
Annual,Million euro,Current account,Total economy,Total economy,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Credit,Rest of the world,France,805568.0,824152.0,842274.0,887788.0,882658.0,928427.0,984649.0,1034016.0,842424.0,1035897.0,1278215.0,1369795.0
Annual,Million euro,Current account,Total economy,Total economy,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Credit,Rest of the world,Croatia,20377.0,20971.0,22069.0,24492.0,26439.0,29722.0,31641.0,34536.0,27667.0,36574.0,48569.0,51572.0
Annual,Million euro,Current account,Total economy,Total economy,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Credit,Rest of the world,Hungary,100194.1,101787.9,105066.8,110341.0,115035.9,124489.7,128893.7,138629.1,122943.0,143162.1,175031.0,189614.4
Annual,Million euro,Current account,Total economy,Total economy,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Credit,Rest of the world,Ireland,244325.0,261294.0,298412.0,427105.0,437178.0,488698.0,520733.0,594741.0,641003.0,744858.0,886219.0,963426.0
Annual,Million euro,Current account,Total economy,Total economy,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Credit,Rest of the world,Iceland,7072.8,7352.1,7734.6,9067.6,10110.0,10919.0,11256.3,10661.8,7178.7,8994.6,13445.9,14019.5
Annual,Million euro,Current account,Total economy,Total economy,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Credit,Rest of the world,Italy,528649.0,528817.0,544370.0,551394.0,567733.0,612538.0,641450.0,655676.0,563991.0,672594.0,820908.0,859667.0
Annual,Million euro,Current account,Total economy,Total economy,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Credit,Rest of the world,Lithuania,28501.6,30332.4,29271.8,28212.7,28677.7,33779.3,36979.3,40769.7,38929.1,47729.8,61209.8,60763.6
Annual,Million euro,Current account,Total economy,Total economy,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Credit,Rest of the world,Luxembourg,277967.0,311746.0,324443.0,372711.0,390933.0,397937.0,445131.0,450789.0,418186.0,444478.0,447949.0,491858.0
Annual,Million euro,Current account,Total economy,Total economy,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Credit,Rest of the world,Latvia,15777.0,16029.0,16636.0,17149.0,17515.0,19305.0,20570.0,21021.0,20710.0,24227.0,31364.0,30712.0
Annual,Million euro,Current account,Total economy,Total economy,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Credit,Rest of the world,Montenegro,:,1895.0,1894.0,2058.0,2145.0,2343.0,2644.0,2845.0,1763.0,2958.0,3997.0,4453.0
Annual,Million euro,Current account,Total economy,Total economy,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Credit,Rest of the world,North Macedonia,5214.9,5324.9,5934.2,6266.3,6771.0,7516.0,8589.4,9060.8,8006.8,10092.2,12429.9,12950.9
Annual,Million euro,Current account,Total economy,Total economy,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Credit,Rest of the world,Malta,22100.7,22268.4,23045.3,25176.8,25218.3,37933.2,40958.5,51209.4,53105.2,37328.2,42327.0,45855.4
Annual,Million euro,Current account,Total economy,Total economy,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Credit,Rest of the world,Netherlands,777414.0,787504.0,815951.0,862245.0,855372.0,941047.0,1001399.0,1004021.0,893872.0,1063938.0,1331795.0,1341628.0
Annual,Million euro,Current account,Total economy,Total economy,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Credit,Rest of the world,Norway,196837.0,188564.5,186806.6,172911.3,157647.1,170150.4,186624.7,174404.4,137881.9,219487.5,373281.9,279197.0
Annual,Million euro,Current account,Total economy,Total economy,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Credit,Rest of the world,Poland,188182.1,197032.6,207999.2,222948.1,232289.8,262123.3,283996.6,305489.1,301875.8,355537.4,445512.5,469969.6
Annual,Million euro,Current account,Total economy,Total economy,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Credit,Rest of the world,Portugal,79695.0,84389.0,87429.0,90632.0,93016.0,102526.0,108694.0,112813.0,93792.0,112448.0,145329.0,154375.0
Annual,Million euro,Current account,Total economy,Total economy,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Credit,Rest of the world,Romania,57573.9,66085.3,70512.0,76632.3,80344.9,88557.1,95422.2,101784.5,92880.8,110451.2,136682.2,143646.1
Annual,Million euro,Current account,Total economy,Total economy,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Credit,Rest of the world,Serbia,15426.0,18081.0,18553.0,20192.0,21661.0,23978.0,26535.0,28557.0,27083.0,34199.0,45845.0,48998.0
Annual,Million euro,Current account,Total economy,Total economy,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Credit,Rest of the world,Sweden,246151.9,242929.1,245588.8,249294.1,249528.0,262370.1,273790.5,292036.3,267787.5,326119.5,380485.6,392964.0
Annual,Million euro,Current account,Total economy,Total economy,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Credit,Rest of the world,Slovenia,27985.5,28237.8,30147.3,31694.8,33380.9,37987.7,41417.4,43320.4,39304.2,46853.0,56937.4,58096.8
Annual,Million euro,Current account,Total economy,Total economy,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Credit,Rest of the world,Slovakia,69931.8,72895.5,73127.8,76044.0,79424.5,84396.8,90953.9,92015.3,84597.7,97664.6,114461.0,117877.8
Annual,Million euro,Current account,Total economy,Total economy,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Credit,Rest of the world,Türkiye,171474.0,181547.7,188537.4,201795.6,191921.7,210071.7,215056.0,235051.9,190292.2,252788.3,341748.8,345664.5
Annual,Million euro,Current account,Total economy,Total economy,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Credit,Rest of the world,United Kingdom,866649.5,836767.6,852900.5,930399.8,876812.9,944601.2,1015725.7,1055584.2,:,:,:,:
Annual,Million euro,Current account,Total economy,Total economy,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Credit,Rest of the world,Kosovo*,2614.1,2678.4,2571.5,2548.8,2753.7,3195.3,3531.3,3753.2,3363.3,4712.9,5755.6,6476.2
Annual,Million euro,Current account,Total economy,Total economy,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Debit,Rest of the world,Albania,:,:,:,4980.1,5290.5,5886.9,6321.7,6925.8,5677.5,7557.9,9672.4,10805.9
Annual,Million euro,Current account,Total economy,Total economy,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Debit,Rest of the world,Austria,201060.0,190689.0,195379.0,197503.0,210936.0,224484.0,240912.0,246834.0,216851.0,266451.0,329056.0,323159.0
Annual,Million euro,Current account,Total economy,Total economy,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Debit,Rest of the world,Bosnia and Herzegovina,7964.4,7821.3,8448.2,8412.9,8729.2,9973.5,10621.9,10821.1,9308.4,11893.3,15737.1,15676.7
Annual,Million euro,Current account,Total economy,Total economy,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Debit,Rest of the world,Belgium,389327.0,387470.0,396845.0,389071.0,411523.0,434798.0,463159.0,474750.0,430598.0,522939.0,639694.0,626015.0
Annual,Million euro,Current account,Total economy,Total economy,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Debit,Rest of the world,Bulgaria,29282.1,30491.6,30478.8,32777.7,33241.8,37469.3,40454.5,42555.8,38553.2,49517.4,67971.1,63798.0
Annual,Million euro,Current account,Total economy,Total economy,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Debit,Rest of the world,Switzerland,424072.7,436161.8,449485.7,503598.8,536964.1,567419.6,569204.5,599320.9,578340.6,629320.1,749710.9,809384.1
Annual,Million euro,Current account,Total economy,Total economy,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Debit,Rest of the world,Cyprus,26589.8,27109.4,28565.0,41341.8,27960.4,44474.4,54301.2,55481.3,54778.9,69925.6,61541.0,64392.9
Annual,Million euro,Current account,Total economy,Total economy,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Debit,Rest of the world,Czechia,133982.8,130147.9,137494.7,145810.5,147395.9,164032.9,175716.4,182315.3,158514.9,194277.3,241130.4,239363.8
Annual,Million euro,Current account,Total economy,Total economy,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Debit,Rest of the world,Germany,1259701.0,1262392.0,1283770.0,1331290.0,1331456.0,1423788.0,1502583.0,1553454.0,1405124.0,1656430.0,2056858.0,2068821.0
Annual,Million euro,Current account,Total economy,Total economy,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Debit,Rest of the world,Denmark,147454.4,150015.2,151257.7,159425.7,159173.4,170346.4,182880.1,190367.5,177858.7,209189.3,266591.5,264835.0
Annual,Million euro,Current account,Total economy,Total economy,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Debit,Rest of the world,Euro area - 19 countries  (2015-2022),3096183.0,3061004.0,3205830.0,3451861.0,3439039.0,3680845.0,3946795.0,4136431.0,3719304.0,4208272.0,:,:
Annual,Million euro,Current account,Total economy,Total economy,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Debit,Rest of the world,Estonia,17236.4,17621.3,17881.2,17165.9,18228.2,19524.8,21227.2,22224.5,21864.3,28668.9,35845.2,34088.2
Annual,Million euro,Current account,Total economy,Total economy,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Debit,Rest of the world,Greece,69610.0,67932.0,69530.0,67379.0,65514.0,73242.0,82999.0,85354.0,72969.0,98272.0,135009.0,128646.0
Annual,Million euro,Current account,Total economy,Total economy,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Debit,Rest of the world,Spain,385889.0,382775.0,392970.0,409021.0,413601.0,452072.0,483129.0,493634.0,406389.0,494943.0,644135.0,663220.0
Annual,Million euro,Current account,Total economy,Total economy,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Debit,Rest of the world,European Union - 27 countries (from 2020),2857127.1,2814458.9,2928034.6,3190048.3,3157704.0,3418187.8,3628794.5,3843543.0,3442313.4,3922452.2,5176302.4,5027643.3
Annual,Million euro,Current account,Total economy,Total economy,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Debit,Rest of the world,Finland,100066.0,97604.0,97551.0,94201.0,98178.0,105205.0,113693.0,120987.0,105945.0,123608.0,156808.0,150010.0
Annual,Million euro,Current account,Total economy,Total economy,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Debit,Rest of the world,France,825717.0,837071.0,861947.0,894945.0,894446.0,940958.0,1001090.0,1019483.0,890020.0,1028954.0,1309318.0,1397905.0
Annual,Million euro,Current account,Total economy,Total economy,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Debit,Rest of the world,Croatia,19759.0,21350.0,21831.0,23194.0,25310.0,27908.0,30907.0,33031.0,28175.0,36081.0,50728.0,51039.0
Annual,Million euro,Current account,Total economy,Total economy,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Debit,Rest of the world,Hungary,99083.4,98723.6,104248.8,107965.9,109940.4,122255.0,128490.9,139535.0,124160.4,149259.0,189246.1,188073.9
Annual,Million euro,Current account,Total economy,Total economy,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Debit,Rest of the world,Ireland,250259.0,256908.0,294273.0,410394.0,440611.0,485173.0,506364.0,670111.0,668027.0,690210.0,840576.0,922163.0
Annual,Million euro,Current account,Total economy,Total economy,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Debit,Rest of the world,Iceland,7465.6,6593.6,7139.2,8177.7,8560.3,10002.9,10297.0,9235.6,6965.8,9564.8,14010.1,13670.1
Annual,Million euro,Current account,Total economy,Total economy,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Debit,Rest of the world,Italy,531929.0,512125.0,515668.0,530727.0,525784.0,569987.0,596985.0,598720.0,501185.0,633920.0,855834.0,859968.0
