Time frequency,Stock or flow,"Standard International Trade Classification (SITC Rev. 4, 2006)",Geopolitical entity (partner),Unit of measure,Geopolitical entity (reporting)\Time,Décembre 2023,Janvier 2024,Février 2024,Mars 2024,Avril 2024,Mai 2024,Juin 2024,Juillet 2024,Août 2024,Septembre 2024,Octobre 2024,Novembre 2024
Monthly,Exports,Machinery and transport equipment,Rest of the world,Percentage change m/m-12 (NSA),Euro area – 20 countries (from 2023),-5.8,3.0,2.0,-9.4,10.8,-7.8,-8.1,4.0,-9.1,-2.0,-2.8,-8.1
Monthly,Exports,Machinery and transport equipment,Rest of the world,Percentage change m/m-12 (NSA),European Union - 27 countries (from 2020),-6.7,3.1,3.8,-9.2,12.8,-7.4,-6.8,6.0,-6.4,-0.2,-3.9,-6.7
Monthly,Exports,Machinery and transport equipment,Rest of the world,Percentage change m/m-1 (SA),Euro area – 20 countries (from 2023),-1.3,-0.2,-0.5,0.2,1.8,-3.5,0.4,-1.0,-0.1,0.4,-1.2,0.0
Monthly,Exports,Machinery and transport equipment,Rest of the world,Percentage change m/m-1 (SA),European Union - 27 countries (from 2020),-0.8,-1.0,1.9,-1.1,2.7,-4.9,2.3,-3.4,2.7,-1.4,-2.9,3.7
Monthly,Exports,Machinery and transport equipment,Rest of the world,Trade value in million euro (SA),Euro area – 20 countries (from 2023),94530.9,94356.9,93892.0,94072.5,95764.1,92450.4,92856.4,91897.5,91830.9,92160.4,91020.1,90996.5
Monthly,Exports,Machinery and transport equipment,Rest of the world,Trade value in million euro (SA),European Union - 27 countries (from 2020),85213.5,84330.3,85895.8,84931.8,87266.9,83008.8,84909.5,82062.7,84266.2,83053.5,80659.2,83627.0
