Time frequency,Interest rate,Geopolitical entity (reporting)\Time,1973.0,1974.0,1975.0,1976.0,1977.0,1978.0,1979.0,1980.0,1981.0,1982.0,1983.0,1984.0,1985.0,1986.0,1987.0,1988.0,1989.0,1990.0,1991.0,1992.0,1993.0,1994.0,1995.0,1996.0,1997.0,1998.0
Annual,Long-term government bond yield,Austria,:,:,:,:,:,:,:,:,:,:,:,:,7.77,7.33,6.94,6.67,7.14,8.74,8.62,8.27,6.64,6.7,6.47,5.3,4.79,4.29
Annual,Long-term government bond yield,Belgium,7.44,8.68,8.54,9.05,8.8,8.45,9.71,12.2,13.82,13.44,11.79,11.95,10.61,7.92,7.83,7.86,8.64,10.05,9.25,8.66,7.21,7.71,7.37,6.3,5.59,4.69
Annual,Long-term government bond yield,Canada,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,8.01,6.91,5.9,:
Annual,Long-term government bond yield,Germany,9.34,10.39,8.48,7.8,6.15,5.72,7.43,8.5,10.39,8.97,7.89,7.77,6.86,5.92,5.84,6.08,7.03,8.85,8.64,7.98,6.28,6.68,6.5,5.64,5.1,4.4
Annual,Long-term government bond yield,Denmark,11.08,14.55,13.1,13.58,16.64,16.64,15.92,18.94,19.17,20.77,14.3,13.89,11.23,10.06,11.3,9.57,9.89,10.72,9.23,8.91,7.18,7.95,8.28,7.13,6.23,4.88
Annual,Long-term government bond yield,Greece,:,:,:,:,:,:,:,:,17.72,15.53,18.24,18.47,15.76,15.79,17.48,16.55,: m,: m,: m,: m,: m,: m,: m,: m,: m,: m
Annual,Long-term government bond yield,Spain,:,:,:,:,:,:,13.33,15.96,15.8,15.99,16.95,16.53,13.39,11.36,12.78,11.74,13.71,14.68,12.43,12.17,10.15,9.7,11.03,8.18,5.84,4.54
Annual,Long-term government bond yield,Finland,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,11.97,8.82,9.05,8.79,7.07,5.96,4.79
Annual,Long-term government bond yield,France,9.0,11.01,10.31,10.51,10.99,10.61,10.04,13.78,16.3,15.99,14.36,13.4,11.86,9.11,10.22,9.22,9.15,10.41,9.48,8.96,7.04,7.52,7.65,6.51,5.67,4.81
Annual,Long-term government bond yield,Ireland,:,:,:,:,:,12.84,15.08,15.35,17.26,17.04,13.9,14.62,12.67,11.07,11.27,9.49,8.95,10.09,9.17,9.11,7.71,8.2,8.29,7.48,6.49,4.99
Annual,Long-term government bond yield,Italy,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,13.27,11.3,10.57,12.21,9.4,6.86,4.89
Annual,Long-term government bond yield,Luxembourg,6.79,7.27,6.73,7.23,7.03,6.63,6.78,7.44,8.69,10.35,9.83,10.26,9.53,8.68,7.96,7.14,7.69,8.6,8.15,7.9,6.92,6.39,6.05,5.22,5.41,5.29
Annual,Long-term government bond yield,Netherlands,7.92,9.83,8.25,8.63,7.81,7.61,8.83,10.14,11.53,9.92,8.24,8.1,7.32,6.36,6.36,6.06,7.22,9.01,8.92,8.18,6.31,6.72,6.6,5.72,5.22,4.53
Annual,Long-term government bond yield,Portugal,:,:,:,:,:,:,:,21.73,19.15,22.26,26.51,27.55,25.4,17.86,15.36,13.87,14.76,15.17,14.26,11.74,11.18,10.16,10.74,7.44,5.44,4.15
Annual,Long-term government bond yield,Sweden,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,11.33,11.2,13.2,10.79,9.98,8.61,9.51,10.24,8.02,6.61,:
Annual,Long-term government bond yield,United Kingdom,10.72,14.74,14.39,14.43,12.72,12.47,12.98,13.78,14.75,12.87,10.8,10.69,10.58,9.87,9.5,9.36,9.58,11.08,9.92,9.13,7.86,8.05,8.25,8.1,7.08,5.44
