Time frequency,Classification of individual consumption by purpose (COICOP),Unit of measure,Geopolitical entity (reporting)\Time,Janvier 2024,Février 2024,Mars 2024,Avril 2024,Mai 2024,Juin 2024,Juillet 2024,Août 2024,Septembre 2024,Octobre 2024,Novembre 2024,Décembre 2024
Monthly,All-items HICP,"Index, 2015=100",Albania,128.98 d,129.39 d,130.36 d,130.37 d,130.32 d,130.07 d,129.83 d,130.22 d,131.17 d,131.30 d,130.92 d,131.57 d
Monthly,All-items HICP,"Index, 2015=100",Austria,132.6,133.26,134.12,134.27,134.39,134.44,133.95,133.77,134.13,134.63,135.0,135.92
Monthly,All-items HICP,"Index, 2015=100",Belgium,127.51,130.54,131.05,130.72,130.98,131.56,130.76,132.73,132.21,132.9,133.13,134.12
Monthly,All-items HICP,"Index, 2015=100",Bulgaria,136.29,136.72,137.05,136.93,136.93,137.15,138.75,138.83,137.25,138.14,138.53,138.99
Monthly,All-items HICP,"Index, 2015=100",Switzerland,106.57,106.8,106.74,107.3,107.58,107.44,107.89,107.86,107.5,107.48,106.92,106.86
Monthly,All-items HICP,"Index, 2015=100",Cyprus,112.67,113.6,114.46,116.07,117.46,117.88,118.76,119.88,119.41,119.18,118.02,117.65
Monthly,All-items HICP,"Index, 2015=100",Czechia,150.1,150.6,150.9,152.1,152.0,151.6,152.7,152.9,152.2,152.6,152.7,152.3
Monthly,All-items HICP,"Index, 2015=100",Germany,126.4,127.2,128.0,128.8,129.1,129.3,130.0,129.8,129.7,130.2,129.3,130.2
Monthly,All-items HICP,"Index, 2015=100",Denmark,118.2,118.7,118.7,118.7,118.7,118.8,120.3,119.7,119.2,120.0,119.5,119.1
Monthly,All-items HICP,"Index, 2015=100","Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023)",123.6,124.37,125.31,126.04,126.31,126.58,126.54,126.72,126.6,127.03,126.62,127.07
Monthly,All-items HICP,"Index, 2015=100",Euro area - 19 countries  (2015-2022),123.58,124.35,125.29,126.01,126.28,126.55,126.5,126.67,126.56,126.99,126.58,127.03
Monthly,All-items HICP,"Index, 2015=100",Euro area – 20 countries (from 2023),123.62,124.38,125.32,126.05,126.32,126.59,126.56,126.73,126.61,127.05,126.63,127.08
Monthly,All-items HICP,"Index, 2015=100",Estonia,152.35,152.54,153.2,154.76,154.76,155.48,155.82,156.41,155.95,157.2,156.15,156.57
Monthly,All-items HICP,"Index, 2015=100",Greece,115.89,116.04,118.13,119.24,118.9,120.11,119.55,119.57,121.71,121.8,120.32,120.42
Monthly,All-items HICP,"Index, 2015=100",Spain,120.82,121.29,122.93,123.67,123.95,124.44,123.51,123.54,123.42,123.91,123.95,124.49
Monthly,All-items HICP,"Index, 2015=100","European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2020)",127.74,128.48,129.33,130.09,130.33,130.57,130.73,130.88,130.77,131.25,130.99,131.39
Monthly,All-items HICP,"Index, 2015=100",European Union - 27 countries (from 2020),127.21,127.95,128.79,129.55,129.79,130.02,130.19,130.33,130.23,130.7,130.44,130.84
Monthly,All-items HICP,"Index, 2015=100",Finland,119.01,119.8,119.64,119.74,119.67,119.61,119.91,119.23,119.79,120.71,120.37,120.46
Monthly,All-items HICP,"Index, 2015=100",France,121.2,122.35,122.65,123.41,123.59,123.78,124.03,124.77,123.15,123.54,123.36,123.62
Monthly,All-items HICP,"Index, 2015=100",Croatia,128.19,128.57,129.74,131.06,131.31,132.34,133.69,133.84,133.11,134.13,134.1,134.35
Monthly,All-items HICP,"Index, 2015=100",Hungary,162.62,163.78,165.12,166.34,166.3,166.33,167.72,167.84,167.42,167.54,168.42,169.3
Monthly,All-items HICP,"Index, 2015=100",Ireland,117.2,118.5,118.9,119.1,119.8,120.2,120.4,120.5,119.3,119.6,119.0,120.1
Monthly,All-items HICP,"Index, 2015=100",Iceland,123.54,125.28,125.88,126.21,127.26,129.05,130.0,129.76,128.53,128.34,127.89,128.21
Monthly,All-items HICP,"Index, 2015=100",Italy,120.4,120.4,121.8,122.4,122.7,122.9,121.8,121.6,123.0,123.4,123.3,123.4
Monthly,All-items HICP,"Index, 2015=100",Lithuania,149.34,150.38,150.27,150.66,151.11,151.18,151.0,150.25,150.79,150.88,151.72,151.95
Monthly,All-items HICP,"Index, 2015=100",Luxembourg,122.31,124.34,124.55,125.13,125.2,125.19,124.68,125.87,125.25,125.18,124.69,124.84
Monthly,All-items HICP,"Index, 2015=100",Latvia,142.87,142.99,144.67,145.43,145.99,145.99,146.09,145.49,145.73,145.92,146.08,146.54
Monthly,All-items HICP,"Index, 2015=100",Montenegro,134.00 d,134.51 d,135.16 d,135.41 d,135.63 d,136.23 d,137.39 d,138.27 d,137.48 d,136.96 d,137.05 d,136.81 d
Monthly,All-items HICP,"Index, 2015=100",North Macedonia,138.44 d,139.08 d,140.31 d,141.29 d,142.62 d,142.15 d,143.73 d,145.01 d,146.05 d,144.61 d,146.15 d,146.03 d
Monthly,All-items HICP,"Index, 2015=100",Malta,117.77,118.06,119.23,122.57,124.53,126.23,126.87,127.47,126.22,124.9,120.96,120.48
Monthly,All-items HICP,"Index, 2015=100",Netherlands,128.08,129.29,130.09,131.47,131.85,132.07,133.73,134.22,133.01,133.85,132.47,132.93
Monthly,All-items HICP,"Index, 2015=100",Norway,133.9,134.2,134.4,135.6,135.3,135.7,136.3,134.8,135.1,136.0,136.6,136.4
Monthly,All-items HICP,"Index, 2015=100",Poland,145.8,146.3,146.6,148.1,148.2,148.4,149.6,149.7,149.8,150.3,150.8,150.9
Monthly,All-items HICP,"Index, 2015=100",Portugal,118.36,118.54,121.26,122.55,123.83,123.46,122.52,122.37,124.28,123.84,122.58,122.24
Monthly,All-items HICP,"Index, 2015=100",Romania,146.64,147.78,148.44,148.97,149.02,149.11,149.98,150.4,151.01,152.08,152.57,152.96
Monthly,All-items HICP,"Index, 2015=100",Serbia,147.6 d,148.5 d,149.0 d,150.0 d,150.7 d,150.9 d,151.5 d,152.1 d,152.4 d,153.2 d,153.6 d,153.8 d
Monthly,All-items HICP,"Index, 2015=100",Sweden,128.05,128.31,128.48,128.82,129.02,128.92,129.11,128.35,128.76,129.36,130.11,130.46
Monthly,All-items HICP,"Index, 2015=100",Slovenia,125.57,126.34,127.04,127.89,128.4,128.44,128.22,128.18,128.44,128.11,128.98,128.82
Monthly,All-items HICP,"Index, 2015=100",Slovakia,141.02,141.82,142.0,142.53,142.72,142.79,143.24,143.65,143.73,144.82,145.18,144.48
Monthly,All-items HICP,"Index, 2015=100",Türkiye,760.88 d,795.41 d,820.57 d,846.64 d,875.21 d,889.52 d,918.24 d,940.91 d,969.11 d,996.99 d,1019.26 d,1029.82 d
Monthly,All-items HICP,"Index, 2015=100",United States,126.92 d,127.49 d,127.99 d,128.18 d,128.26 d,128.48 d,128.45 d,128.61 d,129.21 d,129.43 d,129.46 d,129.47 d
Monthly,All-items HICP,"Index, 2015=100",Kosovo*,130.26 d,130.37 d,129.97 d,130.08 d,129.62 d,129.59 d,129.94 d,130.24 d,129.78 d,130.05 d,130.27 d,131.23 d
Monthly,All-items HICP,Percentage change m/m-1,Albania,0.4 d,0.3 d,0.7 d,0.0 d,0.0 d,-0.2 d,-0.2 d,0.3 d,0.7 d,0.1 d,-0.3 d,0.5 d
Monthly,All-items HICP,Percentage change m/m-1,Austria,-0.4,0.5,0.6,0.1,0.1,0.0,-0.4,-0.1,0.3,0.4,0.3,0.7
Monthly,All-items HICP,Percentage change m/m-1,Belgium,-0.7,2.4,0.4,-0.3,0.2,0.4,-0.6,1.5,-0.4,0.5,0.2,0.7
Monthly,All-items HICP,Percentage change m/m-1,Bulgaria,0.1,0.3,0.2,-0.1,0.0,0.2,1.2,0.1,-1.1,0.6,0.3,0.3
Monthly,All-items HICP,Percentage change m/m-1,Switzerland,0.1,0.2,-0.1,0.5,0.3,-0.1,0.4,0.0,-0.3,0.0,-0.5,-0.1
Monthly,All-items HICP,Percentage change m/m-1,Cyprus,-1.2,0.8,0.8,1.4,1.2,0.4,0.7,0.9,-0.4,-0.2,-1.0,-0.3
Monthly,All-items HICP,Percentage change m/m-1,Czechia,1.8,0.3,0.2,0.8,-0.1,-0.3,0.7,0.1,-0.5,0.3,0.1,-0.3
Monthly,All-items HICP,Percentage change m/m-1,Germany,-0.2,0.6,0.6,0.6,0.2,0.2,0.5,-0.2,-0.1,0.4,-0.7,0.7
Monthly,All-items HICP,Percentage change m/m-1,Denmark,1.0,0.4,0.0,0.0,0.0,0.1,1.3,-0.5,-0.4,0.7,-0.4,-0.3
Monthly,All-items HICP,Percentage change m/m-1,"Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023)",-0.4,0.6,0.8,0.6,0.2,0.2,0.0,0.1,-0.1,0.3,-0.3,0.4
Monthly,All-items HICP,Percentage change m/m-1,Euro area - 19 countries  (2015-2022),-0.4,0.6,0.8,0.6,0.2,0.2,0.0,0.1,-0.1,0.3,-0.3,0.4
Monthly,All-items HICP,Percentage change m/m-1,Euro area – 20 countries (from 2023),-0.4,0.6,0.8,0.6,0.2,0.2,0.0,0.1,-0.1,0.3,-0.3,0.4
Monthly,All-items HICP,Percentage change m/m-1,Estonia,1.3,0.1,0.4,1.0,0.0,0.5,0.2,0.4,-0.3,0.8,-0.7,0.3
Monthly,All-items HICP,Percentage change m/m-1,Greece,-0.9,0.1,1.8,0.9,-0.3,1.0,-0.5,0.0,1.8,0.1,-1.2,0.1
Monthly,All-items HICP,Percentage change m/m-1,Spain,-0.2,0.4,1.4,0.6,0.2,0.4,-0.7,0.0,-0.1,0.4,0.0,0.4
Monthly,All-items HICP,Percentage change m/m-1,"European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2020)",-0.2,0.6,0.7,0.6,0.2,0.2,0.1,0.1,-0.1,0.4,-0.2,0.3
Monthly,All-items HICP,Percentage change m/m-1,European Union - 27 countries (from 2020),-0.2,0.6,0.7,0.6,0.2,0.2,0.1,0.1,-0.1,0.4,-0.2,0.3
Monthly,All-items HICP,Percentage change m/m-1,Finland,0.3,0.7,-0.1,0.1,-0.1,-0.1,0.3,-0.6,0.5,0.8,-0.3,0.1
Monthly,All-items HICP,Percentage change m/m-1,France,-0.2,0.9,0.2,0.6,0.1,0.2,0.2,0.6,-1.3,0.3,-0.1,0.2
Monthly,All-items HICP,Percentage change m/m-1,Croatia,-0.3,0.3,0.9,1.0,0.2,0.8,1.0,0.1,-0.5,0.8,0.0,0.2
Monthly,All-items HICP,Percentage change m/m-1,Hungary,0.7,0.7,0.8,0.7,0.0,0.0,0.8,0.1,-0.3,0.1,0.5,0.5
Monthly,All-items HICP,Percentage change m/m-1,Ireland,-1.4,1.1,0.3,0.2,0.6,0.3,0.2,0.1,-1.0,0.3,-0.5,0.9
Monthly,All-items HICP,Percentage change m/m-1,Iceland,-0.2,1.4,0.5,0.3,0.8,1.4,0.7,-0.2,-0.9,-0.1,-0.4,0.3
Monthly,All-items HICP,Percentage change m/m-1,Italy,-1.1,0.0,1.2,0.5,0.2,0.2,-0.9,-0.2,1.2,0.3,-0.1,0.1
Monthly,All-items HICP,Percentage change m/m-1,Lithuania,0.1,0.7,-0.1,0.3,0.3,0.0,-0.1,-0.5,0.4,0.1,0.6,0.2
Monthly,All-items HICP,Percentage change m/m-1,Luxembourg,-0.4,1.7,0.2,0.5,0.1,0.0,-0.4,1.0,-0.5,-0.1,-0.4,0.1
Monthly,All-items HICP,Percentage change m/m-1,Latvia,0.8,0.1,1.2,0.5,0.4,0.0,0.1,-0.4,0.2,0.1,0.1,0.3
Monthly,All-items HICP,Percentage change m/m-1,Montenegro,0.5 d,0.4 d,0.5 d,0.2 d,0.2 d,0.4 d,0.9 d,0.6 d,-0.6 d,-0.4 d,0.1 d,-0.2 d
Monthly,All-items HICP,Percentage change m/m-1,North Macedonia,0.2 d,0.5 d,0.9 d,0.7 d,0.9 d,-0.3 d,1.1 d,0.9 d,0.7 d,-1.0 d,1.1 d,-0.1 d
Monthly,All-items HICP,Percentage change m/m-1,Malta,-0.4,0.2,1.0,2.8,1.6,1.4,0.5,0.5,-1.0,-1.0,-3.2,-0.4
Monthly,All-items HICP,Percentage change m/m-1,Netherlands,0.2,0.9,0.6,1.1,0.3,0.2,1.3,0.4,-0.9,0.6,-1.0,0.3
Monthly,All-items HICP,Percentage change m/m-1,Norway,-0.1,0.2,0.1,0.9,-0.2,0.3,0.4,-1.1,0.2,0.7,0.4,-0.1
Monthly,All-items HICP,Percentage change m/m-1,Poland,0.3,0.3,0.2,1.0,0.1,0.1,0.8,0.1,0.1,0.3,0.3,0.1
