Time frequency,Unit of measure,Maritime entity (reporting)\Time,Janvier-Mars 2005,Avril-Juin 2005,Jullet-Septembre 2005,Octobre-Décembre 2005,Janvier-Mars 2006,Avril-Juin 2006,Jullet-Septembre 2006,Octobre-Décembre 2006,Janvier-Mars 2007,Avril-Juin 2007,Jullet-Septembre 2007,Octobre-Décembre 2007,Janvier-Mars 2008,Avril-Juin 2008,Jullet-Septembre 2008,Octobre-Décembre 2008,Janvier-Mars 2009,Avril-Juin 2009,Jullet-Septembre 2009,Octobre-Décembre 2009,Janvier-Mars 2010,Avril-Juin 2010,Jullet-Septembre 2010,Octobre-Décembre 2010,Janvier-Mars 2011,Avril-Juin 2011,Jullet-Septembre 2011,Octobre-Décembre 2011,Janvier-Mars 2012,Avril-Juin 2012,Jullet-Septembre 2012,Octobre-Décembre 2012,Janvier-Mars 2013,Avril-Juin 2013,Jullet-Septembre 2013,Octobre-Décembre 2013,Janvier-Mars 2014,Avril-Juin 2014,Jullet-Septembre 2014,Octobre-Décembre 2014,Janvier-Mars 2015,Avril-Juin 2015,Jullet-Septembre 2015,Octobre-Décembre 2015,Janvier-Mars 2016,Avril-Juin 2016,Jullet-Septembre 2016,Octobre-Décembre 2016,Janvier-Mars 2017,Avril-Juin 2017,Jullet-Septembre 2017,Octobre-Décembre 2017,Janvier-Mars 2018,Avril-Juin 2018,Jullet-Septembre 2018,Octobre-Décembre 2018,Janvier-Mars 2019,Avril-Juin 2019,Jullet-Septembre 2019,Octobre-Décembre 2019,Janvier-Mars 2020,Avril-Juin 2020,Jullet-Septembre 2020,Octobre-Décembre 2020,Janvier-Mars 2021,Avril-Juin 2021,Jullet-Septembre 2021,Octobre-Décembre 2021,Janvier-Mars 2022,Avril-Juin 2022,Jullet-Septembre 2022,Octobre-Décembre 2022,Janvier-Mars 2023,Avril-Juin 2023,Jullet-Septembre 2023,Octobre-Décembre 2023,Janvier-Mars 2024
Quarterly,Thousand tonnes,Trieste,8825.0,8372.0,9361.0,9260.0,8105.0,8598.0,9186.0,10206.0,7831.0,8301.0,8330.0,7285.0,7511.0,7673.0,6369.0,7949.0,9097.0,8960.0,9341.0,7538.0,6819.0,6480.0,7898.0,6778.0,6731.0,8336.0,6270.0,7820.0,7244.0,6246.0,9721.0,5773.0,10367.0,7203.0,7834.0,8069.0,8754.0,10097.0,8353.0,6465.0,10828.0,8299.0,7351.0,8049.0,9524.0,9656.0,8607.0,10123.0,9409.0,10815.0,11059.0,10807.0,8143.0,7863.0,8783.0,7709.0,9277.0,10555.0,9174.0,10876.0,9872.0,8378.0,11298.0,9463.0,9155.0,10924.0,10585.0,10637.0,10248.0,10740.0,9553.0,10797.0,9425.0,8964.0,11617.0,9082.0,9438.0
Quarterly,Thousand tonnes,Amsterdam,5153.0,4492.0,4887.0,4781.0,5339.0,7398.0,6386.0,5494.0,6137.0,6596.0,6337.0,7182.0,9025.0,9440.0,9081.0,9049.0,9169.0,9729.0,9405.0,9637.0,8936.0,9275.0,9184.0,10049.0,10151.0,9773.0,8693.0,9724.0,10150.0,11797.0,10189.0,11325.0,9898.0,10645.0,9881.0,10060.0,11351.0,11698.0,9281.0,10486.0,12398.0,12351.0,9776.0,9336.0,12065.0,11450.0,10432.0,11744.0,13104.0,11238.0,10562.0,11056.0,13154.0,10302.0,11703.0,11712.0,12312.0,13331.0,12565.0,11706.0,11657.0,13346.0,10137.0,11327.0,10310.0,11900.0,10225.0,9236.0,9171.0,12748.0,12829.0,9852.0,10421.0,9706.0,8899.0,8596.0,9711.0
Quarterly,Thousand tonnes,Rotterdam,41095.0,42648.0,40746.0,43380.0,42131.0,43134.0,43514.0,44592.0,44171.0,44581.0,48002.0,47302.0,49436.0,48132.0,47223.0,45104.0,47928.0,50351.0,47074.0,47929.0,55178.0,49675.0,50790.0,53861.0,48077.0,46231.0,50562.0,48090.0,53917.0,51111.0,52355.0,51043.0,51217.0,50364.0,50682.0,46519.0,48260.0,48520.0,49933.0,51206.0,53550.0,55967.0,53128.0,53927.0,55320.0,52896.0,54429.0,53484.0,54151.0,52929.0,49266.0,50265.0,54509.0,49669.0,51169.0,52078.0,56882.0,51070.0,50044.0,49370.0,51049.0,48127.0,43180.0,48401.0,51420.0,46882.0,50870.0,51907.0,50571.0,53192.0,53130.0,55072.0,54329.0,50394.0,49613.0,51605.0,51883.0
Quarterly,Thousand tonnes,Gdansk,3574.0,2760.0,3163.0,2234.0,3408.0,3235.0,3207.0,3470.0,3503.0,3351.0,2831.0,2401.0,2315.0,2873.0,3227.0,2193.0,2176.0,2444.0,2760.0,2613.0,2972.0,3691.0,4228.0,3888.0,4206.0,3061.0,1664.0,2307.0,1638.0,1557.0,3504.0,4332.0,3105.0,1444.0,3475.0,3342.0,3107.0,2522.0,2916.0,4069.0,3477.0,3763.0,4046.0,3706.0,2801.0,2997.0,3955.0,3360.0,3353.0,3104.0,2669.0,4380.0,4518.0,3753.0,3292.0,4059.0,4068.0,6126.0,3980.0,3825.0,3315.0,3149.0,4065.0,2944.0,4480.0,3431.0,4312.0,6354.0,5370.0,5770.0,6481.0,7423.0,8417.0,9523.0,9958.0,9918.0,10019.0
Quarterly,Sum of the last 4 quarters (in thousand tonnes),Antwerp-Bruges,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,89729.0,90160.0,88399.0,88020.0,88707.0,88316.0
Quarterly,Sum of the last 4 quarters (in thousand tonnes),Antwerpen,:,:,:,36841.0,35742.0,36999.0,37117.0,37740.0,39014.0,37844.0,37655.0,39220.0,39216.0,39805.0,40178.0,38991.0,38587.0,38952.0,38972.0,38978.0,39187.0,38043.0,38910.0,40471.0,42935.0,46166.0,46838.0,45401.0,43788.0,43043.0,43204.0,44367.0,48119.0,51950.0,55200.0,58606.0,59676.0,59926.0,60892.0,62378.0,62943.0,64207.0,65356.0,66123.0,68195.0,69424.0,69697.0,68282.0,68046.0,68445.0,69398.0,71944.0,72844.0,74070.0,74467.0,74242.0,72651.0,72056.0,71249.0,71089.0,71241.0,68586.0,67742.0,67574.0,66762.0,68619.0,69669.0,70798.0,:,:,:,:,:,:,:,:,:
Quarterly,Sum of the last 4 quarters (in thousand tonnes),Wilhelmshaven,:,:,:,43645.0,42597.0,42930.0,42529.0,40866.0,41633.0,40530.0,38857.0,40444.0,38755.0,37958.0,37550.0,36629.0,36411.0,34803.0,35156.0,30394.0,27132.0,24605.0,21807.0,21660.0,20342.0,19359.0,18804.0,20746.0,21912.0,23392.0,24466.0,22815.0,22597.0,21609.0,20046.0,19150.0,19333.0,18426.0,18508.0,19419.0,18888.0,18374.0,18281.0,16668.0,14988.0,15413.0,15942.0,17070.0,18861.0,18735.0,19093.0,18472.0,17949.0,18041.0,16261.0,17027.0,17482.0,18482.0,20126.0,20153.0,20652.0,20648.0,20978.0,20929.0,20922.0,20542.0,20678.0,21604.0,21601.0,22253.0,22520.0,22612.0,24203.0,24827.0,23482.0,23483.0,23107.0
Quarterly,Sum of the last 4 quarters (in thousand tonnes),HAROPA (Le Havre and Rouen),:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,31822.0,40834.0,40245.0,39314.0,39960.0,42019.0,42659.0
Quarterly,Sum of the last 4 quarters (in thousand tonnes),Le Havre,:,:,:,46825.0,46890.0,47712.0,46566.0,47507.0,46394.0,46841.0,46992.0,45865.0,46306.0,46347.0,47794.0,48953.0,49539.0,49473.0,47150.0,45576.0,44511.0,43754.0,44287.0,42388.0,41207.0,40122.0,39719.0,41388.0,40838.0,40031.0,38941.0,36502.0,36111.0,37456.0,37818.0,39080.0,38974.0,37693.0,37603.0,37904.0,38864.0,40516.0,40903.0,40070.0,38934.0,37191.0,36915.0,37580.0,38646.0,39209.0,39740.0,40053.0,39920.0,39379.0,39879.0,39815.0,39986.0,39947.0,38303.0,36131.0,34125.0,31325.0,29769.0,28947.0,28103.0,29039.0,29245.0,30604.0,:,:,8605.0,:,:,:,:,:,:
Quarterly,Sum of the last 4 quarters (in thousand tonnes),Marseille,:,:,:,65688.0,66908.0,66312.0,66954.0,67428.0,64929.0,67013.0,66671.0,65872.0,68263.0,67037.0,67899.0,66683.0,65997.0,64946.0,61746.0,60197.0,59115.0,58647.0,59143.0,58366.0,59576.0,60687.0,61126.0,62660.0,61195.0,58733.0,57605.0,56053.0,54173.0,53335.0,51265.0,49452.0,47675.0,46606.0,47296.0,47544.0,48843.0,48951.0,48613.0,49933.0,50004.0,49242.0,50369.0,49399.0,48181.0,48730.0,46384.0,46328.0,46648.0,45457.0,45642.0,45269.0,45776.0,46397.0,46490.0,45563.0,44024.0,44362.0,44166.0,44377.0,44363.0,43785.0,43272.0,42922.0,43943.0,41788.0,40940.0,39380.0,37507.0,40913.0,42798.0,45134.0,46014.0
Quarterly,Sum of the last 4 quarters (in thousand tonnes),Trieste,:,:,:,35818.0,35098.0,35324.0,35149.0,36095.0,35821.0,35524.0,34668.0,31748.0,31427.0,30799.0,28838.0,29502.0,31088.0,32375.0,35346.0,34935.0,32657.0,30177.0,28734.0,27974.0,27887.0,29744.0,28116.0,29158.0,29671.0,27580.0,31031.0,28984.0,32107.0,33064.0,31177.0,33473.0,31860.0,34754.0,35273.0,33669.0,35742.0,33944.0,32942.0,34527.0,33223.0,34580.0,35835.0,37910.0,37796.0,38955.0,41407.0,42090.0,40824.0,37872.0,35596.0,32498.0,33632.0,36323.0,36715.0,39882.0,40478.0,38301.0,40424.0,39011.0,38293.0,40840.0,40127.0,41301.0,42394.0,42210.0,41179.0,41338.0,40515.0,38739.0,40802.0,39087.0,39100.0
Quarterly,Sum of the last 4 quarters (in thousand tonnes),Amsterdam,:,:,:,19314.0,19500.0,22405.0,23903.0,24616.0,25414.0,24612.0,24564.0,26252.0,29140.0,31984.0,34728.0,36595.0,36738.0,37028.0,37352.0,37940.0,37708.0,37253.0,37032.0,37444.0,38659.0,39157.0,38666.0,38341.0,38340.0,40364.0,41861.0,43461.0,43209.0,42057.0,41749.0,40485.0,41938.0,42991.0,42390.0,42816.0,43862.0,44516.0,45011.0,43861.0,43529.0,42628.0,43283.0,45691.0,46730.0,46518.0,46648.0,45961.0,46010.0,45074.0,46215.0,46871.0,46029.0,49058.0,49920.0,49914.0,49259.0,49274.0,46846.0,46467.0,45121.0,43674.0,43762.0,41671.0,40532.0,41380.0,43984.0,44599.0,45849.0,42807.0,38877.0,37621.0,36910.0
Quarterly,Sum of the last 4 quarters (in thousand tonnes),Rotterdam,:,:,:,167870.0,168905.0,169390.0,172158.0,173370.0,175411.0,176858.0,181346.0,184056.0,189320.0,192872.0,192093.0,189895.0,188388.0,190606.0,190457.0,193282.0,200531.0,199855.0,203571.0,209503.0,202403.0,198959.0,198731.0,192960.0,198800.0,203680.0,205474.0,208427.0,205727.0,204980.0,203306.0,198782.0,195824.0,193981.0,193232.0,197920.0,203210.0,210656.0,213850.0,216571.0,218342.0,215272.0,216573.0,216130.0,214961.0,214993.0,209830.0,206610.0,206968.0,203709.0,205612.0,207425.0,209798.0,211199.0,210074.0,207365.0,201533.0,198590.0,191725.0,190756.0,191127.0,189882.0,197572.0,201078.0,200229.0,206539.0,208800.0,211965.0,215722.0,212924.0,209407.0,205941.0,203495.0
Quarterly,Sum of the last 4 quarters (in thousand tonnes),Gdansk,:,:,:,11732.0,11565.0,12041.0,12085.0,13321.0,13416.0,13531.0,13155.0,12085.0,10897.0,10419.0,10816.0,10608.0,10469.0,10040.0,9573.0,9993.0,10789.0,12036.0,13503.0,14778.0,16012.0,15382.0,12818.0,11237.0,8670.0,7166.0,9006.0,11031.0,12498.0,12385.0,12355.0,11366.0,11367.0,12446.0,11886.0,12613.0,12983.0,14225.0,15355.0,14992.0,14316.0,13549.0,13459.0,13112.0,13664.0,13771.0,12485.0,13505.0,14671.0,15320.0,15943.0,15621.0,15171.0,17545.0,18233.0,18000.0,17247.0,14270.0,14355.0,13474.0,14640.0,14921.0,15168.0,18577.0,19467.0,21806.0,23975.0,25044.0,28090.0,31843.0,35321.0,37817.0,39418.0
