Time frequency,Unit of measure,Place of residence,Demographic indicator,Geopolitical entity (reporting)\Time,2011.0,2012.0,2013.0,2014.0,2015.0,2016.0,2017.0,2018.0,2019.0,2020.0,2021.0,2022.0,2023.0
Annual,Rate,All deaths reported in the country,Early neonatal mortality rate,Austria,2.0,1.9,1.9,2.0,2.0,1.9,1.7,1.6,1.9,2.1,1.9,1.4,1.8
Annual,Rate,All deaths reported in the country,Early neonatal mortality rate,Belgium,1.9,1.7,1.7,1.6,1.6,1.7,1.8,1.8,1.8,1.7,1.6,1.5,:
Annual,Rate,All deaths reported in the country,Early neonatal mortality rate,Bulgaria,3.9,3.0,3.1,3.1,2.7,2.7,2.6,2.4,2.2,1.9,2.2,1.6,:
Annual,Rate,All deaths reported in the country,Early neonatal mortality rate,Switzerland,2.7,2.7,2.9,2.8,2.8,2.7,2.5,2.4,2.6,2.8,2.5,2.9,:
Annual,Rate,All deaths reported in the country,Early neonatal mortality rate,Cyprus,1.4,2.4,0.5,1.2,1.6,1.8,0.9,1.6,1.7,1.1,1.6,1.6,:
Annual,Rate,All deaths reported in the country,Early neonatal mortality rate,Czechia,1.1,1.1,1.0,1.1,1.0,1.3,1.2,1.1,1.0,1.3,1.0,0.8,0.9
Annual,Rate,All deaths reported in the country,Early neonatal mortality rate,Germany,1.9,1.8,1.7,1.8,1.8,1.7,1.8,1.8,1.9,1.8,1.7,1.8,:
Annual,Rate,All deaths reported in the country,Early neonatal mortality rate,Denmark,2.4,2.5,2.6,2.9,2.7,2.4,2.8,2.6,1.3,1.7,1.5,1.6,:
Annual,Rate,All deaths reported in the country,Early neonatal mortality rate,Estonia,1.1,1.3,0.8,0.9,0.9,0.7,0.9,0.8,0.4,0.4,1.2,0.8,:
Annual,Rate,All deaths reported in the country,Early neonatal mortality rate,Greece,1.3,1.2,1.8,1.8,1.9,1.8,1.6,1.6,1.7,1.6,1.6,1.5,:
Annual,Rate,All deaths reported in the country,Early neonatal mortality rate,Spain,1.4,1.4,1.3,1.4,1.2,1.3,1.3,1.3,1.3,1.2,1.2,1.3,1.2
Annual,Rate,All deaths reported in the country,Early neonatal mortality rate,European Union - 27 countries (from 2020),1.9,1.8,1.8,1.8,1.8,1.7,1.8,1.7,1.7,1.7,1.6,:,:
Annual,Rate,All deaths reported in the country,Early neonatal mortality rate,European Union - 28 countries (2013-2020),1.9,1.9,1.9,1.8,1.8,1.8,1.8,1.8,:,:,:,:,:
Annual,Rate,All deaths reported in the country,Early neonatal mortality rate,Finland,1.3,1.2,0.9,1.1,1.0,1.1,1.0,1.2,1.2,1.1,0.8,1.1,:
Annual,Rate,All deaths reported in the country,Early neonatal mortality rate,France,1.6,1.7,1.7,1.7,1.8,1.8,2.0,1.8,2.0,1.8,1.9,1.9,:
Annual,Rate,All deaths reported in the country,Early neonatal mortality rate,Metropolitan France,1.5,1.6,1.6,1.6,1.6,1.6,1.7,1.6,1.7,1.5,1.6,1.6,:
Annual,Rate,All deaths reported in the country,Early neonatal mortality rate,Croatia,2.4,1.9,2.3,3.1,2.2,2.1,2.0,2.5,2.3,2.5,2.0,2.6,:
Annual,Rate,All deaths reported in the country,Early neonatal mortality rate,Hungary,2.2,2.2,2.0,1.7,1.7,1.5,1.4,1.6,1.4,1.3,1.4,1.6,:
Annual,Rate,All deaths reported in the country,Early neonatal mortality rate,Ireland,2.0,2.0,2.2,1.8,2.2,1.8,1.6,1.6,1.6,1.8,1.8,2.0,:
Annual,Rate,All deaths reported in the country,Early neonatal mortality rate,Iceland,: @C,: @C,: @C,0.9,1.2,0.0,1.5,0.9,: @C,1.1,1.6,: @C,:
Annual,Rate,All deaths reported in the country,Early neonatal mortality rate,Italy,1.6,1.6,1.6,1.5,1.4,1.4,1.4,1.4,1.2,1.2,1.2,1.2,:
Annual,Rate,All deaths reported in the country,Early neonatal mortality rate,Liechtenstein,0.0,:,0.0,:,:,:,:,:,:,:,:,:,:
Annual,Rate,All deaths reported in the country,Early neonatal mortality rate,Lithuania,2.1,1.5,1.6,1.6,1.7,1.5,1.3,1.3,1.5,1.1,1.5,1.4,:
Annual,Rate,All deaths reported in the country,Early neonatal mortality rate,Luxembourg,1.6,1.0,2.1,1.5,1.5,2.1,1.8,2.1,2.1,1.1,2.1,1.5,:
Annual,Rate,All deaths reported in the country,Early neonatal mortality rate,Latvia,3.2,3.3,1.8,2.1,2.0,1.7,2.7,1.2,1.8,2.0,1.5,0.7,:
Annual,Rate,All deaths reported in the country,Early neonatal mortality rate,Malta,4.3,4.1,3.5,3.3,2.3,5.1,3.2,3.4,3.7,2.7,2.0,3.0,:
Annual,Rate,All deaths reported in the country,Early neonatal mortality rate,Netherlands,2.1,2.0,2.2,2.1,1.8,2.0,2.1,2.1,2.3,2.4,2.1,1.9,:
Annual,Rate,All deaths reported in the country,Early neonatal mortality rate,Norway,1.2,1.3,1.2,1.4,1.2,1.0,1.2,1.1,0.9,0.8,1.0,:,:
Annual,Rate,All deaths reported in the country,Early neonatal mortality rate,Poland,2.4,2.4,2.3,2.1,2.1,2.1,2.1,2.1,2.0,1.9,2.1,1.9,:
Annual,Rate,All deaths reported in the country,Early neonatal mortality rate,Portugal,1.5,1.5,1.2,1.5,1.4,1.5,1.2,1.6,1.2,1.2,1.2,:,:
