Time frequency,Unit of measure,Sex,Geopolitical entity (reporting)\Time,2013.0,2014.0,2015.0,2016.0,2017.0,2018.0,2019.0,2020.0,2021.0,2022.0
Annual,Per thousand inhabitants,Females,Albania,:,:,:,:,:,:,:,:,0.1,0.1
Annual,Per thousand inhabitants,Females,Austria,0.6,0.5,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3
Annual,Per thousand inhabitants,Females,Belgium,0.5,0.5,0.3,0.3,0.2,0.3,0.3,0.3,0.3,0.3
Annual,Per thousand inhabitants,Females,Bulgaria,0.3,0.5,0.2,0.2,0.2,0.2,0.2,0.1,0.2,0.2
Annual,Per thousand inhabitants,Females,Switzerland,0.9,1.1,0.6,0.6,0.6,0.6,0.7,0.7,0.7,:
Annual,Per thousand inhabitants,Females,Cyprus,0.1,0.2,0.1,0.2,0.1,0.1,0.1,0.2,0.2,0.1
Annual,Per thousand inhabitants,Females,Czechia,0.5,0.6,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3
Annual,Per thousand inhabitants,Females,Germany,0.8,0.8,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4
Annual,Per thousand inhabitants,Females,Denmark,0.8,0.9,0.5,0.5,0.4,0.4,0.4,0.4,0.4,0.4
Annual,Per thousand inhabitants,Females,Estonia,0.3,0.5,0.3,0.3,0.4,0.3,0.3,0.3,0.3,0.4
Annual,Per thousand inhabitants,Females,Greece,0.3,0.4,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.2
Annual,Per thousand inhabitants,Females,Spain,0.7,0.7,0.5,0.5,0.6,0.6,0.3,0.3,0.3,0.4
Annual,Per thousand inhabitants,Females,European Union - 27 countries (from 2020),:,:,0.7 d,0.7 d,0.7,0.6 d,0.6,0.5,0.6,0.7
Annual,Per thousand inhabitants,Females,European Union - 28 countries (2013-2020),:,:,0.7 d,0.7 d,0.7,0.7 d,0.7,:,:,:
Annual,Per thousand inhabitants,Females,Finland,0.9,0.9,0.5,0.5,0.4,0.4,0.4,0.4,0.3,0.4
Annual,Per thousand inhabitants,Females,France,0.8,0.8,0.4,0.4,0.4,0.3 d,0.3,0.3,0.3,0.5
Annual,Per thousand inhabitants,Females,Croatia,0.5,0.5,0.3,0.2,0.2,0.2,0.2,0.2,0.2,0.3
Annual,Per thousand inhabitants,Females,Hungary,0.2,0.2,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2
Annual,Per thousand inhabitants,Females,Ireland,0.7,0.8,0.4,0.4,0.3,0.4 d,0.4 d,0.4 d,0.4 d,0.4 d
Annual,Per thousand inhabitants,Females,Iceland,0.5,0.9,0.3,0.3,0.3,0.1,0.2,0.3,0.3,0.2
Annual,Per thousand inhabitants,Females,Italy,0.6,0.6,0.3,0.3,0.3 d,0.2,0.3,0.3 p,0.3,0.3
Annual,Per thousand inhabitants,Females,Liechtenstein,0.0,0.0,0.0,0.0,0.0,0.2,0.4,0.6,0.0,:
Annual,Per thousand inhabitants,Females,Lithuania,0.5,0.5,0.2,0.1,0.2,0.2,0.2,0.2,0.2,0.2
Annual,Per thousand inhabitants,Females,Luxembourg,0.3,0.1,0.2,0.2,0.3,0.2,0.3,0.2,0.3,0.5
Annual,Per thousand inhabitants,Females,Latvia,0.4,0.4,0.2,0.1,0.1,0.1,0.1,0.1,0.1,0.2
