Time frequency,Classification of individual consumption by purpose (COICOP),Unit of measure,Geopolitical entity (reporting)\Time,Janvier 2024,Février 2024,Mars 2024,Avril 2024,Mai 2024,Juin 2024,Juillet 2024,Août 2024,Septembre 2024,Octobre 2024,Novembre 2024,Décembre 2024
Monthly,Health,"Index, 2015=100",Albania,105.63 d,106.37 d,106.42 d,106.58 d,106.64 d,106.65 d,106.65 d,106.75 d,106.75 d,106.83 d,106.57 d,106.80 d
Monthly,Health,"Index, 2015=100",Austria,124.81,126.1,126.25,126.07,126.2,126.69,127.11,127.06,126.65,127.08,127.53,127.68
Monthly,Health,"Index, 2015=100",Belgium,114.78,114.83,115.0,115.1,115.12,115.25,115.37,115.52,115.62,115.72,115.78,115.91
Monthly,Health,"Index, 2015=100",Bulgaria,124.74,124.85,125.17,123.62,124.03,124.31,124.88,124.93,125.11,125.34,125.62,126.1
Monthly,Health,"Index, 2015=100",Switzerland,95.69,95.66,95.59,95.57,95.61,95.51,95.52,95.45,95.42,95.37,95.37,95.25
Monthly,Health,"Index, 2015=100",Cyprus,106.07,106.23,106.3,106.37,106.38,106.39,106.47,106.5,106.82,107.01,107.02,107.13
Monthly,Health,"Index, 2015=100",Czechia,144.7,145.1,146.7,147.6,149.2,149.4,150.1,150.8,149.5,149.6,149.1,148.8
Monthly,Health,"Index, 2015=100",Germany,113.2,113.7,113.8,114.0,114.0,114.2,114.4,114.4,114.4,114.7,114.8,114.9
Monthly,Health,"Index, 2015=100",Denmark,112.1,112.4,112.6,112.3,112.0,112.0,112.7,112.3,113.4,113.8,112.4,113.8
Monthly,Health,"Index, 2015=100","Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023)",110.6,111.03,111.33,111.83,112.48,112.86,112.95,112.84,112.95,113.27,113.3,113.37
Monthly,Health,"Index, 2015=100",Euro area - 19 countries  (2015-2022),110.56,110.99,111.29,111.79,112.45,112.83,112.92,112.81,112.91,113.22,113.26,113.32
Monthly,Health,"Index, 2015=100",Euro area – 20 countries (from 2023),110.65,111.08,111.37,111.88,112.53,112.91,113.0,112.89,113.0,113.31,113.35,113.42
Monthly,Health,"Index, 2015=100",Estonia,144.53,144.47,145.92,147.87,149.58,149.46,149.9,149.29,150.43,150.42,150.42,150.27
Monthly,Health,"Index, 2015=100",Greece,109.81,109.96,111.34,111.39,111.36,111.34,111.39,112.96,113.59,113.44,113.41,113.62
Monthly,Health,"Index, 2015=100",Spain,107.37,107.71,108.04,108.35,108.61,108.62,108.84,108.91,108.99,108.97,109.05,109.16
Monthly,Health,"Index, 2015=100","European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2020)",116.57,117.09,117.46,117.99,118.62,119.04,119.13,119.12,119.31,119.59,119.7,119.86
Monthly,Health,"Index, 2015=100",European Union - 27 countries (from 2020),115.95,116.46,116.84,117.36,117.99,118.41,118.5,118.49,118.67,118.95,119.07,119.22
Monthly,Health,"Index, 2015=100",Finland,111.13,110.5,112.07,114.29,117.72,115.47,114.08,113.04,112.28,112.65,111.79,111.43
Monthly,Health,"Index, 2015=100",France,101.79,102.44,102.59,104.07,107.09,108.43,108.28,106.79,107.23,108.36,108.19,108.39
Monthly,Health,"Index, 2015=100",Croatia,122.12,122.45,122.74,123.36,123.58,123.77,123.74,124.08,125.45,125.52,125.69,126.14
