Time frequency,Crops,Structure of production,Geopolitical entity (reporting)\Time,2013.0,2014.0,2015.0,2016.0,2017.0,2018.0,2019.0,2020.0,2021.0,2022.0,2023.0,2024.0
Annual,Grapes for wines,Harvested production in EU standard humidity (1000 t),United Kingdom,0.00 n,2.7,4.01 p,4.0,9.31,15.19 e,14.6,:,:,:,:,:
Annual,Grapes for wines,Harvested production in EU standard humidity (1000 t),Kosovo*,20.5,19.5,19.4,14.7,12.2,22.3,14.8,20.05,19.09,16.46,6.31,:
Annual,Grapes for table use,Harvested production in EU standard humidity (1000 t),Albania,:,30.5,:,:,70.90 e,16.0,17.10 e,17.90 p,19.20 e,19.3,15.70 e,:
Annual,Grapes for table use,Harvested production in EU standard humidity (1000 t),Austria,0.00 n,0.00 n,0.00 n,0.00 n,0.00 n,0.00 n,0.00 n,0.00 n,0.00 n,0.00 n,0.00 n,0.00 n
Annual,Grapes for table use,Harvested production in EU standard humidity (1000 t),Bosnia and Herzegovina,8.00 e,4.84 e,7.30 e,8.82 e,4.89 e,7.63 e,10.55 e,13.14 e,11.55 e,6.09 b,7.62 p,:
Annual,Grapes for table use,Harvested production in EU standard humidity (1000 t),Belgium,0.0,0.0,0.00 n,0.00 n,0.00 n,0.00 n,0.00 n,0.00 n,0.00 n,0.00 n,0.00 n,0.00 n
Annual,Grapes for table use,Harvested production in EU standard humidity (1000 t),Bulgaria,19.7,7.8,17.04,11.54 d,15.15,15.4,13.66,12.79,13.39,13.69,12.32,:
Annual,Grapes for table use,Harvested production in EU standard humidity (1000 t),Switzerland,:,0.00 n,0.00 n,1.40 e,1.50 e,1.70 e,1.42 e,:,0.00 n,:,:,:
Annual,Grapes for table use,Harvested production in EU standard humidity (1000 t),Cyprus,3.82,3.87,3.31,4.79,3.87,4.44,3.71,3.34,3.45,3.07,3.10 p,:
Annual,Grapes for table use,Harvested production in EU standard humidity (1000 t),Czechia,0.00 n,0.00 n,0.00 n,0.00 n,0.00 n,0.00 n,0.00 n,0.00 n,0.00 n,0.00 n,0.00 n,0.00 n
Annual,Grapes for table use,Harvested production in EU standard humidity (1000 t),Germany,: u,: u,: u,: u,: u,: u,: u,: u,: u,: u,: u,:
Annual,Grapes for table use,Harvested production in EU standard humidity (1000 t),Denmark,:,:,0.00 n,0.00 n,0.00 n,0.00 n,0.00 n,0.00 n,0.00 n,0.00 n,0.00 n,0.00 n
Annual,Grapes for table use,Harvested production in EU standard humidity (1000 t),Estonia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00 n,0.00 n
Annual,Grapes for table use,Harvested production in EU standard humidity (1000 t),Greece,327.95,293.77,253.71,315.27,310.06,293.43,273.27,273.06,264.44,289.78,152.41,:
Annual,Grapes for table use,Harvested production in EU standard humidity (1000 t),Spain,254.26,241.77,270.74,281.96,266.97,308.41,314.14,287.55,307.5,292.39,347.71,:
Annual,Grapes for table use,Harvested production in EU standard humidity (1000 t),European Union - 27 countries (from 2020),:,:,:,:,1694.59,1789.9,:,:,:,1678.62,1422.31,:
Annual,Grapes for table use,Harvested production in EU standard humidity (1000 t),Finland,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Annual,Grapes for table use,Harvested production in EU standard humidity (1000 t),France,37.9,43.82 e,41.57 e,45.14 e,34.27 e,34.12 e,46.28 e,49.74 e,38.11 e,45.74,41.77,:
Annual,Grapes for table use,Harvested production in EU standard humidity (1000 t),Croatia,:,:,:,:,1.26,1.47,1.56,2.48,1.11,1.98,1.75,:
Annual,Grapes for table use,Harvested production in EU standard humidity (1000 t),Hungary,13.76,15.57,11.58,10.97,12.21,11.29,10.04,7.66,4.67,4.62,4.61,:
Annual,Grapes for table use,Harvested production in EU standard humidity (1000 t),Ireland,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Annual,Grapes for table use,Harvested production in EU standard humidity (1000 t),Iceland,0.0,0.0,0.0,0.0,0.0,0.00 n,0.00 n,0.0,0.0,0.0,0.0,0.0
Annual,Grapes for table use,Harvested production in EU standard humidity (1000 t),Italy,1108.33,998.63,813.48,997.01,977.86,1028.11,1009.11,1039.84,1014.66,966.26,798.6,:
Annual,Grapes for table use,Harvested production in EU standard humidity (1000 t),Lithuania,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00 n,0.00 n
Annual,Grapes for table use,Harvested production in EU standard humidity (1000 t),Luxembourg,0.01,0.01,0.01,0.01,0.09,0.03,0.05,0.06,0.09,0.09,0.07,:
Annual,Grapes for table use,Harvested production in EU standard humidity (1000 t),Latvia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Annual,Grapes for table use,Harvested production in EU standard humidity (1000 t),Montenegro,2.11,2.44,3.03,3.14 p,2.81 p,1.02 p,1.34 p,2.13 p,2.78 p,2.34 p,2.26 p,:
Annual,Grapes for table use,Harvested production in EU standard humidity (1000 t),North Macedonia,42.9,29.33,47.48,51.64,33.94,46.79,48.13,68.26,47.53,50.92,38.66,:
Annual,Grapes for table use,Harvested production in EU standard humidity (1000 t),Malta,0.4,0.41,0.36,0.24,0.21,0.26,0.19,0.17,0.16,0.22,0.15,:
Annual,Grapes for table use,Harvested production in EU standard humidity (1000 t),Netherlands,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Annual,Grapes for table use,Harvested production in EU standard humidity (1000 t),Norway,:,:,0.0,0.00 n,0.00 n,0.00 n,0.00 n,0.00 n,:,0.0,0.0,0.0
Annual,Grapes for table use,Harvested production in EU standard humidity (1000 t),Poland,0.00 e,0.00 n,0.00 n,0.00 n,0.00 n,0.00 n,:,:,:,0.00 n,0.00 n,0.00 n
Annual,Grapes for table use,Harvested production in EU standard humidity (1000 t),Portugal,17.48,14.44,19.03,22.14,21.74,17.59,18.34,17.85,19.6,15.49,16.73,:
Annual,Grapes for table use,Harvested production in EU standard humidity (1000 t),Romania,55.38,35.96,42.09,38.81,47.68,71.41,55.72,52.45,51.93,42.21,39.73,:
Annual,Grapes for table use,Harvested production in EU standard humidity (1000 t),Serbia,47.19,15.92,31.63,26.25,26.2,32.91,33.51,32.9,29.34,30.63,24.79,:
Annual,Grapes for table use,Harvested production in EU standard humidity (1000 t),Sweden,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Annual,Grapes for table use,Harvested production in EU standard humidity (1000 t),Slovenia,0.0,0.07,0.12,0.11,0.11,0.17,0.16,0.15,0.14,0.16,0.15,:
Annual,Grapes for table use,Harvested production in EU standard humidity (1000 t),Slovakia,0.38,0.26,0.5,0.41,0.72,1.38,0.35,0.66,0.39,0.29,0.57,0.00 n
Annual,Grapes for table use,Harvested production in EU standard humidity (1000 t),Türkiye,2133.0,2167.0,1892.0,1991.0,2109.0,1945.0,2050.0,2218.0,1857.0,2100.0,1799.0,:
Annual,Grapes for table use,Harvested production in EU standard humidity (1000 t),United Kingdom,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,:,:,:,:
Annual,Grapes for table use,Harvested production in EU standard humidity (1000 t),Kosovo*,7.1,7.1,7.0,7.5,3.2,5.0,4.5,6.28,7.44,7.05,3.4,:
Annual,Grapes for raisins,Harvested production in EU standard humidity (1000 t),Albania,:,:,:,:,0.0,0.0,0.0,0.00 n,0.0,0.0,0.0,0.0
Annual,Grapes for raisins,Harvested production in EU standard humidity (1000 t),Austria,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Annual,Grapes for raisins,Harvested production in EU standard humidity (1000 t),Bosnia and Herzegovina,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Annual,Grapes for raisins,Harvested production in EU standard humidity (1000 t),Belgium,0.0,0.0,0.00 n,0.00 n,0.00 n,0.00 n,0.00 n,0.00 n,0.00 n,0.00 n,0.00 n,0.00 n
Annual,Grapes for raisins,Harvested production in EU standard humidity (1000 t),Bulgaria,0.0,0.0,0.00 n,0.00 n,0.00 n,0.00 n,0.00 n,0.00 n,0.00 n,0.00 n,0.00 n,0.00 n
Annual,Grapes for raisins,Harvested production in EU standard humidity (1000 t),Switzerland,:,0.0,0.0,0.00 n,0.0,0.0,0.0,:,0.0,0.0,:,:
Annual,Grapes for raisins,Harvested production in EU standard humidity (1000 t),Cyprus,0.07,0.06,0.05,0.06,0.04,0.09,0.07,0.15,0.07,0.17,0.18 p,:
Annual,Grapes for raisins,Harvested production in EU standard humidity (1000 t),Czechia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Annual,Grapes for raisins,Harvested production in EU standard humidity (1000 t),Germany,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Annual,Grapes for raisins,Harvested production in EU standard humidity (1000 t),Denmark,:,:,0.00 n,0.00 n,0.00 n,0.00 n,0.00 n,0.00 n,0.00 n,0.00 n,0.00 n,0.00 n
Annual,Grapes for raisins,Harvested production in EU standard humidity (1000 t),Estonia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Annual,Grapes for raisins,Harvested production in EU standard humidity (1000 t),Greece,155.41,175.52,178.15,168.4,216.44,174.61,98.84,99.89,83.49,80.38,73.95,:
Annual,Grapes for raisins,Harvested production in EU standard humidity (1000 t),Spain,1.75,1.4,1.29,1.3,1.3,1.37,0.99,1.0,0.9,0.72,0.68,:
Annual,Grapes for raisins,Harvested production in EU standard humidity (1000 t),European Union - 27 countries (from 2020),:,:,:,174.1,218.68,176.99,100.82,101.44,:,:,:,:
Annual,Grapes for raisins,Harvested production in EU standard humidity (1000 t),Finland,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Annual,Grapes for raisins,Harvested production in EU standard humidity (1000 t),France,1.72,4.17 e,4.01 e,4.35 e,0.90 e,0.92 e,0.92 e,0.12 e,0.00 e,0.0,0.00 n,0.00 n
Annual,Grapes for raisins,Harvested production in EU standard humidity (1000 t),Croatia,0.00 n,0.00 n,0.00 n,0.00 n,0.00 n,0.0,0.00 n,0.00 n,0.0,0.0,0.0,0.0
Annual,Grapes for raisins,Harvested production in EU standard humidity (1000 t),Hungary,0.0,0.0,0.00 n,0.00 n,0.00 n,0.00 n,0.00 n,0.00 n,0.00 n,0.00 n,:,:
Annual,Grapes for raisins,Harvested production in EU standard humidity (1000 t),Ireland,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Annual,Grapes for raisins,Harvested production in EU standard humidity (1000 t),Iceland,0.0,0.0,0.0,0.0,0.0,0.00 n,0.00 n,0.0,0.0,0.0,0.0,0.0
Annual,Grapes for raisins,Harvested production in EU standard humidity (1000 t),Italy,:,:,:,0.00 n,0.0,0.0,0.0,0.28,0.28,0.28,0.28,:
Annual,Grapes for raisins,Harvested production in EU standard humidity (1000 t),Lithuania,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Annual,Grapes for raisins,Harvested production in EU standard humidity (1000 t),Luxembourg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Annual,Grapes for raisins,Harvested production in EU standard humidity (1000 t),Latvia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Annual,Grapes for raisins,Harvested production in EU standard humidity (1000 t),Montenegro,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Annual,Grapes for raisins,Harvested production in EU standard humidity (1000 t),Malta,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Annual,Grapes for raisins,Harvested production in EU standard humidity (1000 t),Netherlands,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Annual,Grapes for raisins,Harvested production in EU standard humidity (1000 t),Norway,:,:,0.0,0.00 n,0.00 n,0.00 n,0.00 n,0.00 n,:,0.0,0.0,0.0
Annual,Grapes for raisins,Harvested production in EU standard humidity (1000 t),Poland,0.0,0.00 n,0.00 n,0.00 n,0.00 n,0.00 n,0.0,0.0,0.0,0.00 n,0.00 n,0.00 n
Annual,Grapes for raisins,Harvested production in EU standard humidity (1000 t),Portugal,0.00 n,:,0.00 n,0.00 n,0.00 n,0.00 n,0.00 n,0.00 n,:,:,0.00 n,0.00 n
Annual,Grapes for raisins,Harvested production in EU standard humidity (1000 t),Romania,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Annual,Grapes for raisins,Harvested production in EU standard humidity (1000 t),Serbia,0.00 n,0.00 n,0.00 n,0.00 n,0.00 n,0.00 n,0.00 n,0.00 n,0.00 n,0.00 n,0.00 n,0.00 n
Annual,Grapes for raisins,Harvested production in EU standard humidity (1000 t),Sweden,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Annual,Grapes for raisins,Harvested production in EU standard humidity (1000 t),Slovenia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Annual,Grapes for raisins,Harvested production in EU standard humidity (1000 t),Slovakia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Annual,Grapes for raisins,Harvested production in EU standard humidity (1000 t),Türkiye,1424.0,1563.0,1335.0,1537.0,1603.0,1524.0,1599.0,1534.0,1430.0,1682.0,1304.0,:
Annual,Grapes for raisins,Harvested production in EU standard humidity (1000 t),United Kingdom,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,:,:,:,:
