Time frequency,Unit of measure,Age class,Geopolitical entity (reporting)\Time,2005.0,2006.0,2007.0,2008.0,2009.0,2010.0,2011.0,2012.0,2013.0,2014.0,2015.0,2016.0,2017.0,2018.0,2019.0,2020.0,2021.0,2022.0
Annual,Thousand,From 15 to 64 years,Algeria,:,8728.1,8477.0,9044.9,9376.0,9622.6,:,10076.4,10691.6,10156.9,10490.0,10756.0,10718.7,10865.0,11138.0,:,:,:
Annual,Thousand,From 15 to 64 years,Egypt,19341.8,20443.6,21723.9,22155.0,22563.6,23403.3,26124.9,23120.1,23499.0,23819.7,24403.0,24862.8,25540.0,25581.0,25718.0,25811.0,26734.0,:
Annual,Thousand,From 15 to 64 years,Israel,2425.4,2505.8,2615.1,2703.0,2759.8,2848.3,2923.9,3228.4 b,3302.3,3399.2,3474.5,3541.7,3620.0,3679.5,3733.8,3681.2,3725.4,3940.2
Annual,Thousand,From 15 to 64 years,Jordan,1057.9,1064.4,1039.4,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:
Annual,Thousand,From 15 to 64 years,Lebanon,:,:,1067.7,:,1215.1,:,:,1251.9,:,:,:,:,:,1516.0 e,:,:,:,:
Annual,Thousand,From 15 to 64 years,Libya,:,:,:,:,:,:,:,1873.5,:,:,:,:,:,:,:,:,:,:
Annual,Thousand,From 15 to 64 years,Morocco,9210.0,9557.9,9657.9,9808.6,9901.6,10028.5,10142.4,10139.0,10240.3,10261.8,10276.6,10223.6,10254.2,10341.0,10500.0,10046.0,10248.0,:
Annual,Thousand,From 15 to 64 years,Palestine*,591.0,623.9,693.8,649.8,702.1,728.9,815.6,831.4,854.4,877.5,916.7,929.9,939.9,945.7,999.9,943.3,1023.4,1120.5
Annual,Thousand,From 15 to 64 years,Tunisia,2843.1,2911.3,3001.8,3082.5 p,3127.7 p,3198.5 p,3071.3,3167.9,3262.4,:,3324.1,3355.9,3396.0,3437.2,3452.6,3427.6,3352.8,3376.6
Annual,Thousand,15 years or over,Algeria,8044.2,8868.8,8594.2,9145.5,9472.4,9735.3,9599.2,10170.1,10788.5,10239.0,10594.1,10845.0,10858.3,11001.0,11281.0,:,:,:
Annual,Thousand,15 years or over,Egypt,19653.7,20771.2,22115.5,22507.3,22975.3,23829.0,26529.0,23595.8,23973.7,24298.7,24778.8,25331.2,26006.0,26021.0,26123.0,26199.0,27188.0,:
Annual,Thousand,15 years or over,Israel,2493.6,2573.6,2682.0,2776.7,2841.0,2938.3,3024.7,3358.9 b,3449.5,3555.8,3643.8,3736.8,3824.8,3905.1,3966.9,3913.4,3957.0,4187.0
Annual,Thousand,15 years or over,Jordan,1073.0,1078.9,1052.6,:,:,:,:,:,:,:,:,:,1466.0,1411.0,1378.0,1338.0,1372.0,1419.0
Annual,Thousand,15 years or over,Lebanon,:,:,1118.4,:,1269.9,:,:,1326.2,:,:,:,:,:,1794.0 e,:,:,:,:
Annual,Thousand,15 years or over,Libya,:,:,:,:,:,:,:,3814.1,:,:,:,:,:,:,:,:,:,:
Annual,Thousand,15 years or over,Morocco,9628.1,9927.7,10056.2,10189.3,10284.4,10404.7,10509.3,10510.5,10624.6,10645.6,10678.7,10641.6,10698.9,10810.0,10975.0,10542.0,10772.0,:
Annual,Thousand,15 years or over,Palestine*,603.2,636.0,690.4,666.2,714.8,739.2,828.2,844.8,866.3,892.2,928.9,939.6,948.8,956.3,1013.4,957.0,1036.2,1135.9
Annual,Thousand,15 years or over,Tunisia,2928.5,3004.9,3085.1,3155.3 p,3198.9 p,3277.4 p,3139.8,3231.6,3315.3,:,3386.3,3417.6,3458.1,3497.8,3527.9,3511.6,3406.9,3454.4
