Time frequency,Age class,Sex,Unit of measure,Geopolitical entity (reporting)\Time,2005.0,2006.0,2007.0,2008.0,2009.0,2010.0,2011.0,2012.0,2013.0,2014.0,2015.0,2016.0,2017.0,2018.0,2019.0,2020.0,2021.0,2022.0,2023.0
Annual,Total,Females,Ratio,Finland,3.58,3.59,3.65,3.71,3.69,3.54,3.6,3.62,3.52,3.55,3.49,3.48,3.48,3.61,3.67,3.65,3.5,3.64,3.65
Annual,Total,Females,Ratio,France,4.04,3.97,3.81,4.43 b,4.42,4.43,4.55,4.5,4.46,4.23,4.27,4.37,4.34,4.28,4.33,4.38 b,4.34,4.55 b,4.61
Annual,Total,Females,Ratio,Croatia,:,:,:,:,:,5.46,5.42,5.3,5.4,4.98,5.06,4.97,5.03,5.02,4.78,4.67,4.93,4.67,5.09 b
Annual,Total,Females,Ratio,Hungary,3.91 b,5.3,3.62,3.5,3.42,3.34,3.82,3.86,4.05,4.19,4.15,4.15,4.22,4.4,4.14,4.07,4.08,3.87,4.46
Annual,Total,Females,Ratio,Ireland,4.84,4.69,4.8,4.47,4.18,4.74,4.5,4.69,4.67,4.92,4.36,4.49,4.6,4.44,3.95 b,3.88 b,3.71,3.73,3.79
Annual,Total,Females,Ratio,Iceland,3.36,3.73,4.04,3.79,4.15,3.53,3.22,3.23,3.25,3.02,3.47,3.35,3.54,3.14,3.26,:,:,:,:
Annual,Total,Females,Ratio,Italy,5.57,5.48,5.35,5.23,5.37,5.4,5.71,5.63,5.81,5.73,5.77,6.2,5.83,6.08,5.91,5.75,5.8,5.69,5.23
Annual,Total,Females,Ratio,Lithuania,6.54 b,6.11,5.82,5.86,5.84,6.64,5.67,5.17,5.9,6.01,7.17,6.72,6.77,6.87,6.28,5.92,5.94,6.07,5.88
Annual,Total,Females,Ratio,Luxembourg,3.83,4.08,3.9,4.03,4.34,3.95,3.88,4.07,4.43,4.33,4.2,4.77 b,4.64,5.35,5.34,4.88 b,4.55 b,4.42 b,4.7
Annual,Total,Females,Ratio,Latvia,6.21 b,7.33,6.17,7.22,7.13,6.35,6.0,6.09,6.03,6.12,6.35,6.09,6.13,6.74,6.56,6.34,6.51,6.31,6.09
Annual,Total,Females,Ratio,Montenegro,:,:,:,:,:,:,:,:,8.5,7.11,7.37,7.06,7.24,7.21,6.58,5.87,5.67,5.46,:
Annual,Total,Females,Ratio,North Macedonia,:,:,:,:,:,:,:,9.82,8.26,7.09,6.55,6.64,6.45,6.22,5.57,5.87,:,:,:
Annual,Total,Females,Ratio,Malta,3.99 b,4.08,3.9,4.3,4.03,4.34,4.02,3.88,4.01,3.95,4.09,4.15,4.14,4.35,4.15,4.79,5.08,4.9,5.22
Annual,Total,Females,Ratio,Netherlands,3.80 b,3.78,3.88,3.98,3.97,3.68,3.74,3.6,3.55,3.77,3.77,3.87 b,3.9,3.92,3.83,4.03,3.8,3.88,3.79
Annual,Total,Females,Ratio,Norway,3.95,4.6,3.51,3.84,3.52,3.42,3.24,3.17,3.2,3.4,3.47,3.63,3.86,3.63,3.71,3.66,3.83 b,4.03,3.53 b
Annual,Total,Females,Ratio,Poland,6.43 b,5.48,5.14,4.99,4.87,4.86,4.84,4.76,4.78,4.79,4.76,4.67,4.44,4.13,4.27,4.03,3.96,3.84,3.98
Annual,Total,Females,Ratio,Portugal,7.03,6.86,6.58,6.14,6.03,5.54,5.59,5.72,5.91,6.11,5.88,5.84,5.68,5.15,5.09,4.99,5.65,5.1,5.61
Annual,Total,Females,Ratio,Romania,:,:,8.16 b,7.02,6.6,6.1,6.13,6.41,6.68,6.96,8.09,7.03,6.4,7.23,7.03,6.66,7.0,5.79,5.55
Annual,Total,Females,Ratio,Serbia,:,:,:,:,:,:,:,:,8.3,9.38,10.22,10.62,9.13,7.72,6.28,5.98,5.97,5.58,:
Annual,Total,Females,Ratio,Sweden,3.35,3.48,3.28,3.67 b,3.9,3.78,3.9,3.87,3.95,4.08,3.99,4.15,4.29,4.14,4.08,3.95,3.98,4.22,4.53
Annual,Total,Females,Ratio,Slovenia,3.50 b,3.43,3.37,3.4,3.31,3.47,3.52,3.46,3.6,3.68,3.59,3.55,3.43,3.35,3.39,3.33,3.25,3.28,3.31
Annual,Total,Females,Ratio,Slovakia,3.85,4.03,3.41,3.33,3.55,3.67,3.69,3.66,3.51,3.77,3.48,3.52,3.41,3.02,3.28,3.0,3.19,3.1,3.27
Annual,Total,Females,Ratio,Türkiye,:,11.55 b,9.48,9.38,10.44,9.86,9.45,9.3,8.71,8.29,8.63,8.61,8.69,8.67,8.47,9.25,8.6,9.17,8.51
Annual,Total,Females,Ratio,United Kingdom,5.60 b,5.26,5.25,5.51,5.16,5.2,5.28,4.79 b,4.57,5.0,5.0,4.97,5.35 b,5.55,:,:,:,:,:
Annual,Total,Males,Ratio,Albania,:,:,:,:,:,:,:,:,:,:,:,:,7.44,6.93,6.36,5.92,5.73,:,:
Annual,Total,Males,Ratio,Austria,3.81,3.57,3.73,4.22 b,4.21,4.36,4.17,4.23,4.11,4.11,4.2,4.19,4.24,4.07,4.15,4.17,4.1,4.33,4.37
Annual,Total,Males,Ratio,Belgium,4.29,4.38,3.91,4.05,3.92,3.92,3.88,3.91,3.89,3.89,3.95,3.94,3.88,3.83,3.68 b,3.72,3.47,3.62,3.41
Annual,Total,Males,Ratio,Bulgaria,:,5.15 b,7.0,6.47,5.79,5.66,6.36,6.03,6.44,7.04,7.23,7.98 b,8.44,7.91,8.42,8.09,7.31,7.32,7.0
Annual,Total,Males,Ratio,Switzerland,:,:,4.76,4.82,4.73,4.59,4.59,4.42,4.28,4.41 b,4.49,4.52,4.88,4.72,5.0,5.05,5.06,4.82,5.03
Annual,Total,Males,Ratio,Cyprus,4.14,4.07,4.23,4.08 b,4.28,4.4,4.18,4.52,4.84,5.22,5.24,4.85,4.5,4.32,4.51,4.34,4.18,4.19,4.13
Annual,Total,Males,Ratio,Czechia,3.71 b,3.5,3.48,3.39,3.41,3.43,3.51,3.45,3.38,3.5,3.47,3.49,3.37,3.28,3.28,3.25,3.42,3.41,3.36
Annual,Total,Males,Ratio,Germany,3.86 b,4.24,5.01,4.84,4.53,4.6,4.57,4.35,4.65,5.23,4.85,4.67,4.53,4.99,4.69,4.92 b,5.04,4.39,4.48
Annual,Total,Males,Ratio,Denmark,3.6,3.56,3.8,3.77,5.53,4.59 b,4.14 b,4.25,4.31,4.26,4.21,4.2,4.34,4.26,4.22,4.20 b,3.97,4.07,4.31
Annual,Total,Males,Ratio,Euro area - 19 countries  (2015-2022),4.69,4.71,4.87,4.87,4.86,4.93,5.06,5.02,5.12,5.3,5.26,5.2,5.06,5.06,4.94,4.97 b,5.07,:,:
Annual,Total,Males,Ratio,Euro area – 20 countries (from 2023),:,:,:,:,:,:,:,:,:,5.29,5.26,5.2,5.06,5.06,4.94,4.97,5.09,4.78,4.77
Annual,Total,Males,Ratio,Estonia,6.26,5.76,5.61,5.13,5.22,5.26,5.68,5.7,5.78,6.84 b,6.64,5.8,5.58,5.2,5.21,5.19,5.19,5.53,5.57
Annual,Total,Males,Ratio,Greece,5.73,6.08,5.92,5.95,5.77,5.56,6.14,6.86,6.64,6.63,6.84,6.78,6.26,5.65,5.19,5.36,5.89,5.22,5.3
Annual,Total,Males,Ratio,Spain,5.56,5.45,5.45,5.52 b,5.89,6.16,6.29,6.53,6.54,6.93,7.13,6.67,6.48,6.02,5.86,5.8,6.16,5.56,5.48
Annual,Total,Males,Ratio,European Union - 27 countries (2007-2013),5.11,5.00 i,5.06,5.04,4.95,4.99,5.09,5.06,5.07,5.29,5.35,5.23,5.11,5.14,5.07 e,:,:,:,:
Annual,Total,Males,Ratio,European Union - 27 countries (from 2020),:,:,:,:,:,4.92,5.05,5.04,5.13,5.32 e,5.33 e,5.22 e,5.06 e,5.05 e,4.98 e,4.93 b,5.04,4.75,4.76
Annual,Total,Males,Ratio,European Union - 28 countries (2013-2020),:,:,:,:,:,4.99,5.09,5.06,5.07,5.29,5.35,5.23,5.11,5.14,5.07 e,:,:,:,:
Annual,Total,Males,Ratio,Finland,3.69,3.69,3.74,3.81,3.72,3.67,3.77,3.74,3.66,3.68,3.62,3.68,3.6,3.68,3.72,3.79,3.65,3.86,3.9
Annual,Total,Males,Ratio,France,4.0,3.97,3.94,4.37 b,4.39,4.44,4.67,4.57,4.48,4.3,4.32,4.27,4.28,4.2,4.21,4.47 b,4.49,4.64 b,4.64
Annual,Total,Males,Ratio,Croatia,:,:,:,:,:,5.66,5.47,5.38,5.34,5.1,5.19,4.95,4.92,4.95,4.69,4.52,4.56,4.4,4.72 b
Annual,Total,Males,Ratio,Hungary,4.20 b,5.67,3.73,3.72,3.61,3.49,4.07,4.18,4.55,4.49,4.49,4.38,4.31,4.3,4.31,4.27,4.24,4.12,4.49
Annual,Total,Males,Ratio,Ireland,5.17,5.03,4.75,4.39,4.34,4.71,4.75,4.87,4.83,4.92,4.62,4.4,4.67,4.13,4.08 b,3.95 b,3.76,3.88,3.87
Annual,Total,Males,Ratio,Iceland,3.67,3.73,3.84,3.88,4.27,3.7,3.43,3.46,3.49,3.21,3.39,3.31,3.64,3.28,3.43,:,:,:,:
Annual,Total,Males,Ratio,Italy,5.55,5.4,5.45,5.16,5.23,5.35,5.72,5.63,5.88,5.82,5.9,6.34,6.01,6.1,6.11,5.74,5.92,5.54,5.28
Annual,Total,Males,Ratio,Lithuania,7.24 b,6.51,5.95,6.26,7.03,8.34,6.04,5.45,6.18,6.13,7.84,7.46,7.9,7.42,6.54,6.34,6.37,6.66,6.78
Annual,Total,Males,Ratio,Luxembourg,3.94,4.25,4.07,4.1,4.32,4.3,4.09,4.17,4.77,4.49,4.3,4.49 b,4.45,5.01,5.36,5.10 b,4.74 b,4.49 b,4.83
Annual,Total,Males,Ratio,Latvia,7.33 b,7.98,6.54,7.24,7.79,7.51,7.19,6.95,6.68,6.82,6.64,6.25,6.41,6.75,6.48,6.12,6.62,6.23,6.23
Annual,Total,Males,Ratio,Montenegro,:,:,:,:,:,:,:,:,8.66,7.47,7.62,7.69,7.88,7.52,6.97,6.1,5.98,5.71,:
Annual,Total,Males,Ratio,North Macedonia,:,:,:,:,:,:,:,10.48,8.54,7.43,6.6,6.58,6.33,6.12,5.55,5.99,:,:,:
Annual,Total,Males,Ratio,Malta,3.91 b,3.98,3.9,4.2,3.96,4.33,4.0,4.0,4.26,4.15,4.21,4.3,4.24,4.21,4.21,4.59,5.04,4.58,5.41
Annual,Total,Males,Ratio,Netherlands,4.21 b,3.85,4.05,4.03,3.96,3.63,3.76,3.62,3.6,3.89,3.89,3.99 b,4.08,4.19,4.02,4.27,3.97,4.0,3.96
Annual,Total,Males,Ratio,Norway,4.14,5.06,3.52,3.63,3.47,3.39,3.31,3.24,3.29,3.41,3.51,3.69,3.92,3.79,3.9,3.89,3.91 b,4.18,3.71 b
Annual,Total,Males,Ratio,Poland,6.88 b,5.82,5.41,5.28,5.07,5.06,5.07,5.09,4.98,5.05,5.12,4.85,4.68,4.37,4.48,4.1,4.1,4.0,4.14
Annual,Total,Males,Ratio,Portugal,6.83,6.6,6.34,6.07,5.98,5.58,5.76,5.93,6.13,6.32,6.16,5.9,5.81,5.29,5.23,5.01,5.67,5.2,5.57
Annual,Total,Males,Ratio,Romania,:,:,8.06 b,7.02,6.49,6.13,6.39,6.79,6.95,7.62,8.62,7.48,6.51,7.25,7.1,6.61,7.26,6.21,6.1
Annual,Total,Males,Ratio,Serbia,:,:,:,:,:,:,:,:,8.9,9.65,11.36,12.09,9.81,9.75,6.51,6.16,5.91,5.5,:
Annual,Total,Males,Ratio,Sweden,3.29,3.68,3.41,3.71 b,4.0,3.9,3.98,4.05,3.99,4.21,4.12,4.33,4.24,4.09,4.59,4.27,4.08,4.43,4.91
Annual,Total,Males,Ratio,Slovenia,3.35 b,3.34,3.23,3.3,3.16,3.36,3.4,3.42,3.57,3.71,3.59,3.54,3.4,3.38,3.38,3.31,3.23,3.29,3.36
Annual,Total,Males,Ratio,Slovakia,3.99,4.08,3.52,3.37,3.57,3.95,3.93,3.8,3.66,4.11,3.62,3.74,3.59,3.07,3.41,3.08,3.23,3.11,3.74
Annual,Total,Males,Ratio,Türkiye,:,11.04 b,9.19,9.29,10.33,9.92,9.56,9.37,8.68,8.36,8.6,8.68,8.66,8.65,8.23,9.15,8.68,9.6,8.9
Annual,Total,Males,Ratio,United Kingdom,6.16 b,5.5,5.41,5.72,5.29,5.49,5.38,5.19 b,4.69,5.12,5.47,5.28,5.44 b,5.69,:,:,:,:,:
Annual,Total,Total,Ratio,Albania,:,:,:,:,:,:,:,:,:,:,:,:,7.47,6.98,6.38,5.86,5.72,:,:
Annual,Total,Total,Ratio,Austria,3.81,3.66,3.77,4.19 b,4.15,4.34,4.12,4.2,4.11,4.13,4.05,4.09,4.29,4.04,4.17,4.11,4.0,4.25,4.28
Annual,Total,Total,Ratio,Belgium,4.04,4.17,3.87,4.06,3.91,3.92,3.86,3.95,3.81,3.81,3.83,3.85,3.84,3.79,3.61 b,3.65,3.42,3.56,3.38
Annual,Total,Total,Ratio,Bulgaria,:,5.12 b,6.98,6.48,5.91,5.86,6.46,6.12,6.59,6.81,7.11,7.69 b,8.23,7.66,8.1,8.01,7.45,7.3,6.61
Annual,Total,Total,Ratio,Switzerland,:,:,4.71,4.86,4.76,4.48,4.52,4.4,4.22,4.42 b,4.48,4.42,4.63,4.5,4.75,4.89,4.87,4.79,4.94
Annual,Total,Total,Ratio,Cyprus,4.34,4.27,4.44,4.30 b,4.37,4.54,4.34,4.67,4.91,5.37,5.2,4.88,4.56,4.29,4.58,4.31,4.23,4.28,4.27
Annual,Total,Total,Ratio,Czechia,3.67 b,3.53,3.52,3.43,3.47,3.47,3.54,3.49,3.4,3.5,3.51,3.5,3.4,3.32,3.34,3.34,3.43,3.48,3.42
Annual,Total,Total,Ratio,Germany,3.79 b,4.06,4.93,4.76,4.48,4.49,4.46,4.3,4.6,5.12,4.8,4.62,4.49,5.07,4.89,4.87 b,4.98,4.38,4.44
Annual,Total,Total,Ratio,Denmark,3.5,3.44,3.73,3.63,4.61,4.41 b,3.98 b,3.94,4.01,4.12,4.08,4.06,4.08,4.11,4.09,4.00 b,3.93,4.03,4.15
Annual,Total,Total,Ratio,Euro area - 19 countries  (2015-2022),4.65,4.68,4.84,4.87,4.85,4.9,5.0,4.98,5.05,5.23,5.16,5.15,5.05,5.07,4.98,4.93 b,5.02,:,:
Annual,Total,Total,Ratio,Euro area – 20 countries (from 2023),:,:,:,:,:,:,:,:,:,5.22,5.16,5.15,5.04,5.07,4.98,4.93,5.04,4.79,4.75
Annual,Total,Total,Ratio,Estonia,5.93,5.51,5.54,4.99,5.01,5.01,5.35,5.41,5.54,6.48 b,6.21,5.56,5.42,5.07,5.08,5.03,5.03,5.39,5.37
Annual,Total,Total,Ratio,Greece,5.79,6.05,6.01,5.89,5.76,5.61,5.96,6.63,6.6,6.46,6.51,6.55,6.11,5.51,5.11,5.23,5.79,5.2,5.28
Annual,Total,Total,Ratio,Spain,5.55,5.52,5.48,5.59 b,5.87,6.16,6.28,6.47,6.29,6.81,6.87,6.6,6.59,6.03,5.94,5.77,6.19,5.63,5.5
Annual,Total,Total,Ratio,European Union - 27 countries (2007-2013),5.03,4.95 i,5.02,5.01,4.92,4.94,5.03,4.98,5.0,5.2,5.22,5.16,5.08,5.12,5.08 e,:,:,:,:
Annual,Total,Total,Ratio,European Union - 27 countries (from 2020),:,:,:,:,:,4.89,4.99,4.98,5.05,5.22 e,5.22 e,5.16 e,5.03 e,5.05 e,4.99 e,4.89 b,4.99,4.73,4.72
Annual,Total,Total,Ratio,European Union - 28 countries (2013-2020),:,:,:,:,:,4.94,5.03,4.98,5.0,5.2,5.22,5.16,5.08,5.12,5.07 e,:,:,:,:
Annual,Total,Total,Ratio,Finland,3.64,3.64,3.71,3.76,3.71,3.61,3.69,3.69,3.59,3.62,3.56,3.58,3.54,3.65,3.69,3.72,3.58,3.75,3.78
Annual,Total,Total,Ratio,France,4.02,3.98,3.88,4.40 b,4.42,4.43,4.61,4.54,4.48,4.27,4.29,4.32,4.31,4.23,4.27,4.42 b,4.41,4.60 b,4.63
Annual,Total,Total,Ratio,Croatia,:,:,:,:,:,5.54,5.58,5.36,5.34,4.91,5.14,4.9,4.97,5.0,4.74,4.59,4.77,4.57,4.91 b
Annual,Total,Total,Ratio,Hungary,4.04 b,5.48,3.67,3.6,3.51,3.41,3.94,4.0,4.29,4.33,4.3,4.26,4.27,4.35,4.23,4.16,4.15,3.99,4.47
Annual,Total,Total,Ratio,Ireland,5.01,4.86,4.82,4.43,4.24,4.7,4.63,4.82,4.73,4.9,4.5,4.45,4.63,4.23,4.02 b,3.92 b,3.75,3.81,3.86
Annual,Total,Total,Ratio,Iceland,3.51,3.74,3.95,3.84,4.22,3.61,3.32,3.36,3.36,3.12,3.43,3.33,3.59,3.21,3.35,:,:,:,:
Annual,Total,Total,Ratio,Italy,5.57,5.45,5.42,5.21,5.31,5.38,5.73,5.64,5.85,5.78,5.84,6.27,5.92,6.09,6.01,5.75,5.86,5.62,5.27
Annual,Total,Total,Ratio,Lithuania,6.95 b,6.34,5.91,6.11,6.39,7.35,5.84,5.32,6.05,6.1,7.46,7.06,7.28,7.09,6.44,6.14,6.14,6.39,6.32
Annual,Total,Total,Ratio,Luxembourg,3.87,4.18,4.02,4.11,4.31,4.1,3.97,4.13,4.59,4.42,4.26,4.62 b,4.56,5.18,5.34,4.99 b,4.59 b,4.51 b,4.79
Annual,Total,Total,Ratio,Latvia,6.69 b,7.76,6.37,7.27,7.4,6.84,6.5,6.47,6.32,6.48,6.51,6.2,6.3,6.78,6.54,6.27,6.63,6.33,6.2
Annual,Total,Total,Ratio,Montenegro,:,:,:,:,:,:,:,:,8.54,7.27,7.48,7.38,7.57,7.37,6.72,5.96,5.81,5.58,:
Annual,Total,Total,Ratio,North Macedonia,:,:,:,:,:,:,:,10.2,8.37,7.22,6.62,6.63,6.38,6.16,5.56,5.92,:,:,:
Annual,Total,Total,Ratio,Malta,3.95 b,4.03,3.89,4.26,3.99,4.33,4.01,3.94,4.14,4.05,4.15,4.22,4.21,4.28,4.18,4.69,5.03,4.75,5.3
Annual,Total,Total,Ratio,Netherlands,3.99 b,3.82,3.97,4.01,3.97,3.65,3.75,3.61,3.58,3.83,3.82,3.93 b,3.99,4.05,3.94,4.15,3.88,3.94,3.87
Annual,Total,Total,Ratio,Norway,4.05,4.84,3.54,3.73,3.51,3.42,3.28,3.21,3.25,3.41,3.5,3.69,3.9,3.71,3.81,3.78,3.87 b,4.11,3.63 b
Annual,Total,Total,Ratio,Poland,6.64 b,5.65,5.26,5.12,4.97,4.98,4.95,4.92,4.88,4.91,4.92,4.76,4.56,4.25,4.37,4.07,4.03,3.91,4.06
Annual,Total,Total,Ratio,Portugal,6.96,6.73,6.47,6.11,6.01,5.56,5.68,5.82,6.01,6.23,6.01,5.88,5.75,5.22,5.16,4.99,5.66,5.13,5.6
Annual,Total,Total,Ratio,Romania,:,:,8.11 b,7.0,6.53,6.11,6.24,6.6,6.83,7.24,8.32,7.2,6.45,7.21,7.08,6.62,7.1,6.0,5.83
Annual,Total,Total,Ratio,Serbia,:,:,:,:,:,:,:,:,8.59,9.41,10.7,11.02,9.38,8.58,6.46,6.06,5.95,5.54,:
Annual,Total,Total,Ratio,Sweden,3.33,3.58,3.35,3.70 b,3.96,3.85,3.95,3.98,3.97,4.15,4.06,4.25,4.27,4.13,4.33,4.12,4.04,4.34,4.73
Annual,Total,Total,Ratio,Slovenia,3.43 b,3.39,3.31,3.36,3.24,3.42,3.46,3.44,3.6,3.7,3.6,3.56,3.42,3.38,3.39,3.32,3.24,3.28,3.34
Annual,Total,Total,Ratio,Slovakia,3.92,4.06,3.48,3.36,3.56,3.8,3.81,3.73,3.58,3.93,3.54,3.63,3.49,3.03,3.34,3.03,3.2,3.12,3.63
Annual,Total,Total,Ratio,Türkiye,:,11.29 b,9.33,9.33,10.35,9.93,9.51,9.33,8.7,8.35,8.62,8.65,8.68,8.66,8.35,9.2,8.64,9.39,8.72
Annual,Total,Total,Ratio,United Kingdom,5.87 b,5.39,5.34,5.63,5.25,5.35,5.34,4.98 b,4.63,5.06,5.23,5.12,5.40 b,5.63,:,:,:,:,:
