Time frequency,Age class,Sex,Unit of measure,Geopolitical entity (reporting)\Time,2005.0,2006.0,2007.0,2008.0,2009.0,2010.0,2011.0,2012.0,2013.0,2014.0,2015.0,2016.0,2017.0,2018.0,2019.0,2020.0,2021.0,2022.0,2023.0
Annual,Total,Females,Ratio,Albania,:,:,:,:,:,:,:,:,:,:,:,:,7.5,7.05,6.37,5.86,5.72,:,:
Annual,Total,Females,Ratio,Austria,3.8,3.72,3.8,4.16 b,4.11,4.31,4.07,4.15,4.12,4.14,3.9,3.98,4.35,4.01,4.14,4.04,4.04,4.17,4.19
Annual,Total,Females,Ratio,Belgium,3.78,3.97,3.84,4.06,3.89,3.91,3.83,3.96,3.72,3.73,3.68,3.75,3.8,3.73,3.55 b,3.57,3.37,3.49,3.34
Annual,Total,Females,Ratio,Bulgaria,:,5.09 b,6.95,6.48,5.96,6.04,6.55,6.25,6.72,6.59,6.9,7.43 b,8.0,7.41,7.75,7.87,7.54,7.2,6.23
Annual,Total,Females,Ratio,Switzerland,:,:,4.65,4.87,4.75,4.35,4.42,4.35,4.16,4.38 b,4.45,4.29,4.37,4.27,4.5,4.73,4.66,4.76,4.83
Annual,Total,Females,Ratio,Cyprus,4.54,4.47,4.68,4.48 b,4.45,4.67,4.5,4.79,4.98,5.51,5.18,4.9,4.63,4.25,4.66,4.28,4.31,4.32,4.41
Annual,Total,Females,Ratio,Czechia,3.63 b,3.54,3.54,3.44,3.5,3.49,3.55,3.5,3.4,3.49,3.53,3.49,3.4,3.34,3.37,3.41,3.42,3.51,3.42
Annual,Total,Females,Ratio,Germany,3.70 b,3.88,4.83,4.68,4.43,4.37,4.34,4.24,4.55,5.0,4.73,4.55,4.43,5.14,5.09,4.81 b,4.91,4.36,4.4
Annual,Total,Females,Ratio,Denmark,3.4,3.33,3.65,3.5,3.96,4.24 b,3.84 b,3.68,3.74,4.01,3.96,3.92,3.85,3.98,3.95,3.80 b,3.92,3.99,3.97
Annual,Total,Females,Ratio,Euro area - 19 countries  (2015-2022),4.61,4.64,4.79,4.86,4.84,4.86,4.93,4.93,4.98,5.15,5.06,5.11,5.02,5.08,5.03,4.89 b,4.97,:,:
Annual,Total,Females,Ratio,Euro area – 20 countries (from 2023),:,:,:,:,:,:,:,:,:,5.14,5.06,5.1,5.02,5.08,5.02,4.89,4.99,4.78,4.71
Annual,Total,Females,Ratio,Estonia,5.64,5.27,5.42,4.81,4.84,4.79,5.06,5.17,5.31,6.16 b,5.85,5.32,5.22,4.91,4.94,4.87,4.86,5.24,5.14
Annual,Total,Females,Ratio,Greece,5.84,6.06,6.22,5.81,5.72,5.64,5.87,6.5,6.46,6.33,6.18,6.31,5.97,5.38,5.04,5.17,5.69,5.21,5.25
Annual,Total,Females,Ratio,Spain,5.53,5.58,5.5,5.63 b,5.84,6.16,6.25,6.42,6.06,6.7,6.64,6.53,6.71,6.05,6.05,5.73,6.21,5.68,5.51
Annual,Total,Females,Ratio,European Union - 27 countries (2007-2013),4.95,4.88 i,4.97,4.97,4.89,4.88,4.96,4.89,4.92,5.11,5.1,5.08,5.04,5.11,5.07 e,:,:,:,:
Annual,Total,Females,Ratio,European Union - 27 countries (from 2020),:,:,:,:,:,4.84,4.92,4.91,4.98,5.12 e,5.11 e,5.10 e,5.00 e,5.04 e,5.00 e,4.85 b,4.94,4.71,4.66
Annual,Total,Females,Ratio,European Union - 28 countries (2013-2020),:,:,:,:,:,4.89,4.96,4.9,4.93,5.11,5.1,5.08,5.04,5.11,5.07 e,:,:,:,:
