Time frequency,product,geo\TIME_PERIOD,2000.0,2001.0,2002.0,2003.0,2004.0,2005.0,2006.0,2007.0,2008.0,2009.0,2010.0,2011.0,2012.0,2013.0
Annual,10000.0,IL,100.0,93.6,105.3,114.3,116.3,116.4,124.3,127.0,144.6,152.5,144.3,162.9,166.1,168.2
Annual,10000.0,PS,100.0,100.5,106.1,115.1,125.5,131.2,134.4,146.0,182.5,184.3,183.0,184.5,184.1,186.0
Annual,10000.0,TN,100.0,100.0,100.0,100.0,100.0,103.8,100.0,104.7 p,146.1,106.7,100.6,101.0,100.3,103.7
Annual,20000.0,IL,100.0,95.7,109.1,114.9,116.4,118.6,127.7,126.8,140.9,139.5,146.2,169.2,169.3,170.1
Annual,20000.0,TN,100.0,110.4,110.4,110.4,111.2,101.9,109.3,110.8 p,102.6,103.0,99.7,105.2,105.4,103.4
Annual,30000.0,IL,100.0,85.0,97.4,103.9,109.4,108.8,113.9,121.7,153.8,150.4,132.4,150.2,145.3,144.0
Annual,30000.0,TN,100.0,95.2,98.9,113.8,102.3,115.0,125.5,104.9 p,104.8,105.2,112.3,128.1,120.3,106.7
Annual,40000.0,IL,100.0,117.9,123.0,123.7,138.1,144.8,152.7,161.9,165.4,168.0,174.4,174.3,183.3,177.9
Annual,40000.0,PS,100.0,100.9,103.1,101.6,103.4,105.4,103.1,108.8,139.8,137.3,152.4,153.7,166.3,174.7
Annual,40000.0,TN,100.0,107.6,97.7,101.9,99.2,106.0,104.7,103.4 p,84.8,106.8,100.2,114.1,113.1,111.1
Annual,50000.0,IL,100.0,105.0,104.6,130.6,128.4,136.0,137.4,129.0,121.0,139.5,152.3,167.7,128.3,190.2
Annual,50000.0,JO,:,58.1 de,64.0 de,80.7 de,74.6 de,62.2 de,65.0 de,100.0 de,91.5 de,96.5 de,97.2 de,106.3 de,71.2 de,149.8 de
Annual,50000.0,PS,100.0,115.7,97.6,118.7,102.2,100.0,112.8,111.7,127.8,129.6,153.1,140.9,121.7,174.7
Annual,50000.0,TN,100.0,162.9,97.4,110.5,91.5,105.3,100.0,100.0 p,84.3,114.2,85.2,104.2,128.6,95.0
Annual,60000.0,IL,100.0,105.0,107.6,121.5,108.5,112.3,118.2,119.2,145.8,145.8,152.6,162.7,139.2,154.1
Annual,60000.0,PS,100.0,103.1,102.0,110.0,98.7,99.6,101.4,104.5,125.5,126.4,132.5,147.7,151.4,149.8
Annual,60000.0,TN,100.0,109.6,105.9,100.5,95.0,105.5,102.7,104.9 p,99.5,100.8,106.4,100.1,106.4,112.0
Annual,70000.0,TN,100.0,102.5,101.2,92.3,107.1,98.1,104.5,85.7 p,102.8,121.6,100.0,105.1,108.0,102.0
Annual,80000.0,PS,100.0,85.0,82.0,72.9,70.6,83.7,97.2,95.3,108.8,111.7,133.7,126.4,109.0,106.6
Annual,80000.0,TN,100.0,122.8,154.5,83.6,113.0,167.3,102.3,74.8 p,107.2,77.0,118.2,101.9,88.5,129.6
Annual,90000.0,IL,100.0,102.2,107.5,109.5,109.2,108.1,119.8,122.2,114.7,120.5,120.8,118.5,118.1,118.6
Annual,90000.0,TN,100.0,100.0,100.0,119.8,100.0,100.0,100.0,100.0 p,110.0,100.0,100.0,105.0,107.5,:
Annual,100000.0,IL,100.0,107.6,114.4,125.5,121.7,125.9,132.0,134.9,148.7,153.2,157.3,165.1,156.4,164.2
Annual,100000.0,TN,100.0,110.3,102.2,99.8,100.7,112.4,102.9,96.3 p,101.7,100.1,105.3,106.0,105.7,110.9
Annual,110000.0,IL,100.0,102.1,98.4,99.9,105.4,112.5,120.9,123.6,139.0,140.8,142.0,146.2,147.1,147.0
