Time frequency,Unit of measure,Age class,Sex,Geopolitical entity (reporting)\Time,2005.0,2006.0,2007.0,2008.0,2009.0,2010.0,2011.0,2012.0,2013.0,2014.0,2015.0,2016.0,2017.0,2018.0,2019.0,2020.0,2021.0,2022.0
Annual,Rate,From 15 to 64 years,Females,Algeria,13.3,15.9,14.7,15.2,15.0,15.2,15.3,17.1,17.9,16.1,17.7,18.1,18.5,18.0,19.1,:,:,:
Annual,Rate,From 15 to 64 years,Females,Egypt,22.6,21.1,23.2,21.8,22.9,23.2,22.5,22.4,22.9,23.1,22.5,22.9,23.0,19.2,16.4,15.0,16.2,:
Annual,Rate,From 15 to 64 years,Females,Israel,58.1,58.7,59.4,59.5,60.5,60.9,60.9,67.1 b,67.3,68.4,68.3,68.6,68.7,69.2,69.2,67.7,68.5,70.2
Annual,Rate,From 15 to 64 years,Females,Jordan,12.4,12.6,15.6,15.2,15.9,15.7,15.7,15.2,14.2,13.5,14.5,13.2,17.3,15.2,14.0,14.2,14.0,13.9
Annual,Rate,From 15 to 64 years,Females,Lebanon,:,:,23.9,:,24.9,:,:,33.3,:,:,:,:,:,33.6 e,:,:,:,25.7 e
Annual,Rate,From 15 to 64 years,Females,Libya,:,:,:,:,:,:,:,31.8,:,:,:,:,:,:,:,:,:,:
Annual,Rate,From 15 to 64 years,Females,Morocco,29.5,28.7,28.6,28.0,27.2,27.3,27.1,26.2,26.6,26.8,26.3,25.2,24.0,23.4,23.2,21.7,22.8,:
Annual,Rate,From 15 to 64 years,Females,Palestine*,14.1,15.2,16.4,16.1,16.5,15.6,17.5,18.4,18.4,20.6,18.7,18.1,18.3,18.3,19.1,17.0,18.2,19.6
Annual,Rate,From 15 to 64 years,Females,Tunisia,26.2,27.2,27.5,27.8,27.1,:,:,:,:,:,29.1,29.5,29.4,30.2,29.5,28.2,32.5,31.0
Annual,Rate,From 15 to 64 years,Males,Algeria,73.5,74.4,72.2,73.5,73.5,73.6,69.7,73.2,74.5,71.1,71.9,71.9,71.4,72.1,72.6,:,:,:
Annual,Rate,From 15 to 64 years,Males,Egypt,71.4,71.9,71.7,72.4,72.3,75.0,74.6,74.1,73.4,72.3,70.5,69.6,69.5,70.6,70.2,70.3,72.7,:
Annual,Rate,From 15 to 64 years,Males,Israel,66.8,67.2,68.0,68.1,67.8,68.2,68.2,75.9 b,76.0,76.1,76.1,75.6,75.6,74.7,74.2,72.1,71.8,73.7
Annual,Rate,From 15 to 64 years,Males,Jordan,67.7,66.6,68.0,67.8,68.6,67.3,66.6,65.1,64.6,64.1,65.0,58.7,60.8,56.1,54.0,53.6,54.0,53.1
Annual,Rate,From 15 to 64 years,Males,Lebanon,:,:,72.9,:,77.6,:,:,79.4,:,:,:,:,:,77.8 e,:,:,:,73.4 e
Annual,Rate,From 15 to 64 years,Males,Libya,:,:,:,:,:,:,:,68.2,:,:,:,:,:,:,:,:,:,:
Annual,Rate,From 15 to 64 years,Males,Morocco,80.4,80.2,80.1,79.9,79.2,78.8,78.6,77.8,77.3,76.8,76.1,75.3,76.4,76.0,75.8,75.4,75.4,:
Annual,Rate,From 15 to 64 years,Males,Palestine*,69.5,69.6,69.5,69.1,69.6,69.5,71.4,71.7,71.9,74.1,72.2,72.5,72.8,71.9,72.6,67.6,71.7,73.6
Annual,Rate,From 15 to 64 years,Males,Tunisia,73.6,73.4,73.8,74.3,73.9,:,:,:,:,:,76.5,74.9,74.6,77.0,74.0,76.6,74.3,72.5
Annual,Rate,From 15 to 64 years,Total,Algeria,43.7,45.3,43.7,44.6,44.4,44.7,42.7,45.2,46.5,43.9,45.0,45.3,45.2,45.3,46.1,:,:,:
Annual,Rate,From 15 to 64 years,Total,Egypt,47.8,47.0,47.9,47.6,48.1,49.5,48.8,48.4,48.5,48.0,46.6,46.6,46.8,45.2,44.0,43.3,45.2,:
Annual,Rate,From 15 to 64 years,Total,Israel,62.4,62.9,63.7,63.8,64.1,64.5,64.6,71.5 b,71.6,72.2,72.2,72.1,72.1,72.0,71.7,69.9,70.2,71.9
Annual,Rate,From 15 to 64 years,Total,Jordan,40.2,39.8,41.9,41.8,42.4,41.8,41.4,40.4,39.7,39.0,39.8,36.0,39.2,36.2,34.0,34.0,34.5,33.4
Annual,Rate,From 15 to 64 years,Total,Lebanon,:,:,47.6,:,50.9,:,:,54.5,:,:,:,:,:,54.6 e,:,:,:,48.8 e
Annual,Rate,From 15 to 64 years,Total,Libya,:,:,:,:,:,:,:,47.8,:,:,:,:,:,:,:,:,:,:
Annual,Rate,From 15 to 64 years,Total,Morocco,54.3,53.8,53.6,53.2,52.4,52.2,52.0,51.2,51.1,50.9,50.2,49.3,49.7,49.2,49.2,48.3,48.9,:
Annual,Rate,From 15 to 64 years,Total,Palestine*,42.2,42.8,43.5,43.1,43.6,43.1,45.0,45.6,45.6,47.8,45.9,45.8,46.1,45.6,46.3,42.8,45.4,47.1
Annual,Rate,From 15 to 64 years,Total,Tunisia,49.6,50.0,50.4,50.8,50.2,:,:,:,:,:,52.5,51.8,51.6,53.1,51.3,51.7,52.9,51.5
