Time frequency,Unit of measure,Balance of payments item,Stock or flow,Geopolitical entity (partner),Geopolitical entity (reporting)\Time,1995.0,1996.0,1997.0,1998.0,1999.0,2000.0,2001.0,2002.0,2003.0,2004.0,2005.0,2006.0,2007.0,2008.0,2009.0,2010.0,2011.0,2012.0,2013.0,2014.0,2015.0,2016.0,2017.0,2018.0,2019.0,2020.0,2021.0,2022.0,2023.0
Annual,Percentage of world total - 1-year change,Goods,Credit,Extra-euro area - 20 countries (from 2023),Euro area – 20 countries (from 2023),:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,2.419,3.7579,3.503,-1.6796,-1.6234,-0.0317,-3.3301,-5.6283,-5.4633,6.2003
Annual,Percentage of world total - 1-year change,Goods,Credit,Extra-EU27 (from 2020),European Union - 27 countries (from 2020),:,:,:,:,:,-9.4761,7.8392,2.661,3.9034,-3.159,-5.4438,-0.8746,5.4587,-0.289,0.3442,-8.3339,-1.7917,-3.0232,1.9255,1.7323,3.639,3.1173,-5.9483,-1.888,0.904,1.4025,-6.7362,-6.2944,7.7104
Annual,Percentage of world total - 1-year change,Goods,Credit,Rest of the world,Austria,:,-2.6011,-0.352,9.2879,-1.6972,-11.1192,8.3291,4.9196,2.3575,1.2322,-4.4604,-2.5294,6.452,-4.0866,-2.116,-9.5305,-2.5081,-6.9888,0.1391,1.582,-1.5746,4.4356,-2.0665,1.6964,-0.0299,0.628,-1.8176,-5.2912,7.3208
Annual,Percentage of world total - 1-year change,Goods,Credit,Rest of the world,Belgium,:,:,:,:,:,:,1.8948,-5.8004,3.2176,-0.9226,-3.9262,-6.4237,2.364,-5.0565,-1.586,-7.6505,-0.8857,-8.1874,1.621,-1.0949,-7.1134,10.3767,0.6448,-0.6465,0.9559,1.6991,4.4469,-4.293,-3.874
Annual,Percentage of world total - 1-year change,Goods,Credit,Rest of the world,Bulgaria,:,:,:,:,-8.8366,8.3969,10.1414,7.0922,12.8464,8.1488,3.4925,10.6155,-2.0682,6.7284,-7.3763,3.701,17.2839,-5.8097,8.917,-1.314,0.2063,8.1187,7.2801,-1.688,2.5432,3.1804,2.7997,9.7415,-0.4346
Annual,Percentage of world total - 1-year change,Goods,Credit,Rest of the world,Cyprus,:,:,:,:,:,:,:,:,:,:,0.9962,-18.8513,-3.7135,-10.5869,29.4795,-14.0213,-1.6504,-8.3466,-9.8715,-2.0234,3.6754,-7.4256,-1.4017,26.4959,-18.4312,6.2065,2.7847,7.498,-6.9151
Annual,Percentage of world total - 1-year change,Goods,Credit,Rest of the world,Czechia,6.6069,-0.2655,-4.0882,16.655,-7.7814,-3.046,20.8114,12.6839,12.2074,30.822,11.8599,3.2146,9.487,3.0001,2.4882,-6.3289,-0.3857,-3.93,-0.1174,6.5491,0.6446,5.0239,0.4399,0.7656,-0.116,-0.2455,-4.7857,-4.6589,11.8429
Annual,Percentage of world total - 1-year change,Goods,Credit,Rest of the world,Germany,-1.526,-2.7795,-3.4196,7.6328,-4.3329,-10.1457,7.4962,2.6691,3.6268,-0.0661,-6.0576,-1.1797,5.3124,-4.5935,-1.8669,-7.5048,-2.4856,-5.4486,0.0439,2.5854,0.4843,2.8967,-2.8017,-1.5909,-1.0106,-0.4114,-5.8911,-8.5879,8.1481
Annual,Percentage of world total - 1-year change,Goods,Credit,Rest of the world,Denmark,:,:,:,:,:,:,:,:,:,:,:,-4.2151,-1.4209,1.4256,2.7593,-12.2223,-2.4058,-6.6499,2.2862,1.4447,-0.2507,3.0235,-3.289,-2.1369,3.4207,7.6207,-7.1715,-4.692,12.7838
