Time frequency,Waste management operations,Unit of measure,Geopolitical entity (reporting)\Time,2000.0,2001.0,2002.0,2003.0,2004.0,2005.0,2006.0,2007.0,2008.0,2009.0,2010.0,2011.0,2012.0,2013.0,2014.0,2015.0,2016.0,2017.0,2018.0,2019.0,2020.0,2021.0,2022.0
Annual,Waste generated,Kilograms per capita,Albania,:,:,:,:,:,:,:,:,:,:,:,:,:,325 i,425 i,491 i,452 e,436 e,462.0,381.0,369.0,311.0,295.0
Annual,Waste generated,Kilograms per capita,Austria,580.0,576.0,608.0,607.0,574.0,575.0,597.0,597.0,600.0,590.0,562.0,573.0,579.0,578.0,565.0,560.0,564.0,570.0,579.0,588.0,834 b,835.0,803.0
Annual,Waste generated,Kilograms per capita,Bosnia and Herzegovina,:,:,:,:,:,:,:,:,356.0,354.0,332.0,340.0,340.0,311.0,349.0,340.0,354.0,352.0,356.0,352.0,:,:,343 e
Annual,Waste generated,Kilograms per capita,Belgium,471.0,467.0,482.0,465.0,485.0,482.0,485.0,493.0,480.0,467.0,456.0,455.0,445.0,436.0,425.0,412.0,419.0,411.0,409.0,416.0,729 b,755.0,690.0
Annual,Waste generated,Kilograms per capita,Bulgaria,612.0,596.0,602.0,603.0,599 b,588.0,577.0,553.0,599.0,598.0,554.0,508.0,460.0,438.0,451.0,431.0,418.0,453.0,426.0,465 i,432.0,470.0,488.0
Annual,Waste generated,Kilograms per capita,Switzerland,659.0,663.0,678.0,670.0,663.0,664.0,712.0,724.0,739.0,705.0,711.0,692.0,697.0,706.0,733.0,728.0,723.0,709.0,706.0,709.0,706.0,704.0,677.0
Annual,Waste generated,Kilograms per capita,Cyprus,628.0,650.0,655.0,670.0,684.0,688.0,695.0,704.0,729.0,729.0,711.0,692.0,681.0,635.0,619.0,637.0,649.0,642.0,662.0,664.0,625.0,650.0,673 p
Annual,Waste generated,Kilograms per capita,Czechia,335.0,274 b,279.0,280.0,279.0,289.0,297.0,294.0,306.0,317.0,318.0,320.0,308.0,307.0,310.0,316.0,339.0,489 b,494.0,500.0,543.0,570.0,:
Annual,Waste generated,Kilograms per capita,Germany,642 i,632 i,640.0,601.0,587.0,565.0,564.0,582.0,589.0,592.0,602.0,626.0,619.0,615.0,631.0,632.0,633.0,627.0,606.0,609 e,641.0,651 p,606 p
Annual,Waste generated,Kilograms per capita,Denmark,664.0,657.0,664.0,671.0,695.0,736.0,740.0,790.0,830.0,762 e,:,862 b,806.0,813.0,808.0,822.0,830.0,820.0,814.0,844.0,814.0,769.0,802.0
