Annual,Females,From 15 to 29 years,Percentage of total population,Euro area – 20 countries (from 2023),:,:,:,:,:,:,16.5,16.7,16.7,17.1,17.4,17.2,16.7,16.2,15.6,14.9,14.2,14.9,13.8,12.5,12.0
Annual,Females,From 15 to 29 years,Percentage of total population,Estonia,:,:,:,:,:,:,18.9,17.9,15.4,16.6,16.1,15.2,16.2,17.9,12.6,13.2,12.2,12.9,11.7,9.2,8.9
Annual,Females,From 15 to 29 years,Percentage of total population,Greece,:,:,:,:,:,:,19.9,21.8,25.0,27.7,28.5,26.9,24.6,23.3,23.1,20.6,18.0,18.5,17.9,16.5,17.2
Annual,Females,From 15 to 29 years,Percentage of total population,Spain,:,:,:,:,:,:,19.5,19.7,20.4,21.6,22.1,20.9,19.7,18.7,17.1,16.0,15.4,17.3,13.9 d,13.3 d,12.3 d
Annual,Females,From 15 to 29 years,Percentage of total population,European Union - 27 countries (from 2020),:,:,:,:,:,:,16.7,17.2,17.2,17.6,17.9,17.6,17.1,16.7,16.0,15.3,14.7,15.4,14.5,13.0,12.5
Annual,Females,From 15 to 29 years,Percentage of total population,Finland,:,:,:,:,:,:,11.6,10.9,10.4,10.7,10.8,11.1,12.4,11.6,11.0,10.6,9.9,9.9,8.7,8.6,9.1
Annual,Females,From 15 to 29 years,Percentage of total population,France,12.2,12.5,12.4,12.5,12.1,11.8,12.7,13.0,13.2,13.2,13.8,13.9,14.5,14.3,13.6,13.2,12.6,13.7,13.0 d,12.1 d,12.5 d
Annual,Females,From 15 to 29 years,Percentage of total population,Croatia,:,:,:,:,:,:,17.3,17.3,18.9,19.4 b,21.8,20.9,19.2,19.3,18.9,17.8,16.2,15.9,16.2,15.1,12.7
Annual,Females,From 15 to 29 years,Percentage of total population,Hungary,:,:,:,:,:,:,16.9,16.8,17.4,18.5,19.0,17.2,15.3,14.5,14.7,13.9 b,13.4,14.8,14.8,13.3,13.3
Annual,Females,From 15 to 29 years,Percentage of total population,Ireland,:,:,:,:,:,:,18.4,20.3,20.9,20.3,18.5,18.2,16.6,14.6,13.8,12.5,12.4,14.5,9.5 b,9.5,8.7
Annual,Females,From 15 to 29 years,Percentage of total population,Iceland,:,:,:,:,:,:,8.5,11.0,7.7,6.4,5.9,6.5,4.9,5.0,4.8,5.9,4.8,7.4 b,7.6,5.2,6.3
Annual,Females,From 15 to 29 years,Percentage of total population,Italy,:,:,:,:,:,:,24.1,25.4,25.8,26.6,28.3,28.4,27.9,27.0,26.6,26.1 b,24.9,26.1,25.0,20.5,17.8
Annual,Females,From 15 to 29 years,Percentage of total population,Lithuania,:,:,:,:,:,:,13.6,14.5,13.3,13.0,14.3,14.3,13.0,10.7,10.8,9.9,11.0,12.4,13.5,11.8,14.1
Annual,Females,From 15 to 29 years,Percentage of total population,Luxembourg,:,:,:,:,:,:,8.8,7.0,8.2,9.0,7.7,5.6,8.6 b,8.3,6.9,9.6,5.9,6.6,8.5,6.4,10.0
Annual,Females,From 15 to 29 years,Percentage of total population,Latvia,:,:,:,:,:,:,20.7,21.0,20.3,18.4,17.3,17.9,15.4,13.6,13.5,12.4,10.6,12.6,12.6,11.6,10.4
Annual,Females,From 15 to 29 years,Percentage of total population,Montenegro,:,:,:,:,:,:,:,:,25.6,25.7,23.3,22.5,24.1,23.1,22.6,20.8,21.5,26.9,:,:,:
Annual,Females,From 15 to 29 years,Percentage of total population,North Macedonia,:,:,:,:,:,:,37.2,35.1,34.8,34.1,34.6,36.2,35.3,34.0,35.7,33.9,28.3,29.0,:,:,:
Annual,Females,From 15 to 29 years,Percentage of total population,Malta,:,:,:,:,:,:,16.4,16.1,14.9,14.7,12.7,14.5,15.0,12.1,9.8,9.0,10.6,10.9,12.0,7.9,8.3
Annual,Females,From 15 to 29 years,Percentage of total population,Netherlands,:,:,:,:,:,:,8.2,8.2,8.0,8.9,9.4,9.9,8.8,8.2,7.9,7.4,6.9,7.2,4.2,4.6,5.5
Annual,Females,From 15 to 29 years,Percentage of total population,Norway,:,:,:,:,:,:,8.5,8.5,9.2,8.9,9.5,9.8,9.4,9.0,9.1,8.7,8.8,8.5,7.3,6.8,6.2
Annual,Females,From 15 to 29 years,Percentage of total population,Poland,:,:,:,:,:,:,17.0,16.7 b,17.7,18.2,18.8,17.9,16.5,16.8,16.7,16.2,15.3 b,16.1,16.3,13.3,11.5
Annual,Females,From 15 to 29 years,Percentage of total population,Portugal,:,:,:,:,:,:,13.6,14.5,14.8,15.7,16.9,15.2,14.2,13.1,10.8,9.8,10.0,11.0,9.7,8.5,8.9
Annual,Females,From 15 to 29 years,Percentage of total population,Romania,:,:,:,:,:,:,21.4,28.4,27.3,27.4,27.9,28.1,30.6,29.1,26.5,26.3,25.8,25.9,26.3,25.4,24.8
Annual,Females,From 15 to 29 years,Percentage of total population,Serbia,:,:,:,:,:,:,:,74872.7,31.3,31.9,31.9,28.0,27.0,25.2,24.3,23.1,21.6,22.3,21.0,17.5,16.6
Annual,Females,From 15 to 29 years,Percentage of total population,Sweden,:,:,:,:,:,:,9.9,8.6,8.2,8.6,8.0,7.8,7.4,7.1,7.0,7.0,6.2,7.2,6.3,5.9,5.7
Annual,Females,From 15 to 29 years,Percentage of total population,Slovenia,:,:,:,:,:,:,8.2,8.1,7.7,10.5,11.5,12.1,10.6,9.3,8.7,8.4,9.2,8.9,8.2,9.8,9.0
Annual,Females,From 15 to 29 years,Percentage of total population,Slovakia,:,:,:,:,:,:,19.1,19.4,19.0 b,19.6,19.4,19.2,18.9,18.5,19.1,17.6,17.2,17.8,17.5,13.9,12.4
Annual,Females,From 15 to 29 years,Percentage of total population,Türkiye,:,:,:,:,:,:,54.3,51.3,48.7,46.7,43.8,42.3 b,41.6,40.9,40.7,40.2,40.8,42.8,39.4 b,38.2,36.3
Annual,Males,From 15 to 29 years,Percentage of total population,Austria,:,:,:,:,:,:,8.1,7.8,7.4,7.1,7.7,8.6,8.4,8.6,7.9,7.2,7.0,9.6,8.5,8.5,8.8
Annual,Males,From 15 to 29 years,Percentage of total population,Bosnia and Herzegovina,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,21.6,19.8,18.8
Annual,Males,From 15 to 29 years,Percentage of total population,Belgium,:,:,:,:,:,:,9.9,10.4,10.9,11.8,12.5,12.3,12.2,10.6,10.5 b,9.7,9.8,10.3,10.4 b,9.3,9.8
Annual,Males,From 15 to 29 years,Percentage of total population,Bulgaria,:,:,:,:,:,:,17.7,21.0 b,22.8 b,22.8,23.6,21.1,19.6,18.9,14.7,14.5,13.1 b,14.7,14.4,12.7,12.5
Annual,Males,From 15 to 29 years,Percentage of total population,Switzerland,:,:,:,:,:,:,:,6.7 b,7.3,6.8,7.4,7.4,7.0,7.3,7.3,6.6,6.5,6.6,:,:,7.5
Annual,Males,From 15 to 29 years,Percentage of total population,Cyprus,:,:,:,:,:,:,8.6,10.8,14.2,17.2,20.7,20.5,17.7,16.4,15.7,14.2,12.9,14.3,14.6,12.2,13.0
Annual,Males,From 15 to 29 years,Percentage of total population,Czechia,:,:,:,:,:,:,8.0,8.3,7.6 b,8.4,8.2,7.0,6.6,5.6,4.6,4.0,4.0,4.7,4.8,6.1,4.6
Annual,Males,From 15 to 29 years,Percentage of total population,Germany,:,:,:,:,:,:,10.5,9.6 b,8.5 b,7.9,7.5,7.4,7.3,7.8,7.4,6.8,6.5,8.6 b,8.1,7.2,7.4
Annual,Males,From 15 to 29 years,Percentage of total population,Denmark,:,:,:,:,:,:,7.5,8.6,7.9,8.9,7.8,7.4,8.2,8.2 b,9.1 b,9.5,9.5,9.9,8.0,7.6,8.3 b
Annual,Males,From 15 to 29 years,Percentage of total population,Euro area – 20 countries (from 2023),:,:,:,:,:,:,13.3,13.6,13.6,14.3,14.9,14.5,14.0,13.2,12.6,11.9,11.5,13.1,12.3,10.9,10.5
Annual,Males,From 15 to 29 years,Percentage of total population,Estonia,:,:,:,:,:,:,16.5,16.3,12.8,11.6,11.1,11.2,8.7,8.9,8.5,9.7,7.3,9.3,10.7,11.9,10.2
Annual,Males,From 15 to 29 years,Percentage of total population,Greece,:,:,:,:,:,:,11.2,14.6,20.3,25.1,27.7,25.7,23.0,20.5,18.8,17.8,16.9,18.5,16.5,14.1,14.6
Annual,Males,From 15 to 29 years,Percentage of total population,Spain,:,:,:,:,:,:,20.4,20.3,20.8,22.8,22.8,20.5,19.2,17.4,15.7,14.7,14.4,17.3,14.6 d,12.2 d,12.3 d
Annual,Males,From 15 to 29 years,Percentage of total population,European Union - 27 countries (from 2020),:,:,:,:,:,:,13.0,13.7,13.7,14.4,14.8,14.4,13.9,13.0,12.1,11.4,11.0,12.5,11.8,10.5,10.1
Annual,Males,From 15 to 29 years,Percentage of total population,Finland,:,:,:,:,:,:,10.0,9.2,8.8,9.0,10.0,11.4,11.2,10.7,9.9,8.6,8.3,9.6,9.7,10.0,9.2
Annual,Males,From 15 to 29 years,Percentage of total population,France,9.0,9.1,9.4,9.4,9.1,9.1,11.3,11.3,10.9,11.7,12.3,12.9,13.4,12.9,12.7,12.6,12.1,13.1,12.5 d,11.9 d,12.2 d
Annual,Males,From 15 to 29 years,Percentage of total population,Croatia,:,:,:,:,:,:,12.6,18.0,19.3,20.4 b,22.5,22.4,20.4,19.5,16.8,13.3,12.6,13.2,13.6,11.2,11.0
Annual,Males,From 15 to 29 years,Percentage of total population,Hungary,:,:,:,:,:,:,14.1,14.3,13.7,15.3,14.5,12.2,11.1,9.6,7.9,7.5 b,8.7,10.2,8.7,8.3,8.7
Annual,Males,From 15 to 29 years,Percentage of total population,Ireland,:,:,:,:,:,:,22.0,23.2,23.8,23.0,19.0,17.3,16.3,14.3,11.8,10.7,10.5,13.8,9.9 b,7.7,8.3
Annual,Males,From 15 to 29 years,Percentage of total population,Iceland,:,:,:,:,:,:,10.2,9.1,7.4,7.5,6.8,7.2,5.6,4.3,3.4,4.9,6.6,6.7 b,6.9,5.4,5.2
Annual,Males,From 15 to 29 years,Percentage of total population,Italy,:,:,:,:,:,:,17.3,19.0,19.7,21.4,24.1,24.3,23.8,22.0,22.0,21.1 b,19.9,21.0,21.2,17.7,14.4
Annual,Males,From 15 to 29 years,Percentage of total population,Lithuania,:,:,:,:,:,:,16.3,19.3,15.9,14.8,13.2,11.5,10.7,10.8,9.8,8.8,10.9,13.6,11.9,9.6,13.0
Annual,Males,From 15 to 29 years,Percentage of total population,Luxembourg,:,:,:,:,:,:,6.2,5.1,5.0,6.1,6.7,7.3,6.5 b,5.4,6.4,5.4,7.0,8.7,9.0,7.2,7.0
Annual,Males,From 15 to 29 years,Percentage of total population,Latvia,:,:,:,:,:,:,20.9,20.5,17.9,16.0,13.9,12.6,12.2,12.9,11.1,10.8,10.0,11.3,11.5,11.0,9.6
Annual,Males,From 15 to 29 years,Percentage of total population,Montenegro,:,:,:,:,:,:,:,:,23.7,23.3,23.9,22.5,22.8,21.6,20.3,21.2,21.0,26.2,:,:,:
Annual,Males,From 15 to 29 years,Percentage of total population,North Macedonia,:,:,:,:,:,:,28.6,28.6,28.6,30.2,28.1,27.8,29.9,28.7,26.7,25.9,20.9,23.6,:,:,:
Annual,Males,From 15 to 29 years,Percentage of total population,Malta,:,:,:,:,:,:,8.9,8.4,9.4,9.3,9.1,8.9,8.8,6.9,7.8,6.1,6.7,8.7,9.2,7.4,7.0
Annual,Males,From 15 to 29 years,Percentage of total population,Netherlands,:,:,:,:,:,:,4.9,5.4,5.1,5.6,6.9,6.6,5.9,5.8,5.3,5.2,5.7,5.5,3.6,3.8,4.0
Annual,Males,From 15 to 29 years,Percentage of total population,Norway,:,:,:,:,:,:,6.2,7.4,6.5,6.4,7.1,7.1,7.3,7.7,6.3,6.7,6.3,7.2,7.5,6.8,6.6
Annual,Males,From 15 to 29 years,Percentage of total population,Poland,:,:,:,:,:,:,11.6,13.1 b,13.3,13.6,14.2,13.7,13.3,11.3,9.6,8.4,7.7 b,9.0,10.1,8.2,6.9
Annual,Males,From 15 to 29 years,Percentage of total population,Portugal,:,:,:,:,:,:,11.5,12.2,12.9,15.6,16.1,13.9,12.0,12.4,10.4,9.2,8.2,11.1,9.7,8.5,9.0
Annual,Males,From 15 to 29 years,Percentage of total population,Romania,:,:,:,:,:,:,14.6,20.3,21.6,21.3,21.3,21.7,21.4,19.9,17.9,16.6,16.2,15.7,14.6,14.5,14.1
Annual,Males,From 15 to 29 years,Percentage of total population,Serbia,:,:,:,:,:,:,:,66947.9,28.4,27.7,25.6,24.9,24.1,21.1,20.7,18.6,17.9,19.3,17.3,13.4,14.0
Annual,Males,From 15 to 29 years,Percentage of total population,Sweden,:,:,:,:,:,:,9.1,7.5,7.0,7.6,7.1,7.2,6.8,6.4,5.9,6.1,5.7,6.6,5.8,5.4,5.6
Annual,Males,From 15 to 29 years,Percentage of total population,Slovenia,:,:,:,:,:,:,7.8,7.9,8.3,9.7,10.4,10.0,10.4,9.4,7.2,6.6,5.9,6.9,6.6,7.2,6.7
Annual,Males,From 15 to 29 years,Percentage of total population,Slovakia,:,:,:,:,:,:,14.0,17.1,16.9 b,16.5,17.2,15.8,14.0,11.8,11.3,10.1,10.3,11.1,11.1,10.8,10.0
Annual,Males,From 15 to 29 years,Percentage of total population,Türkiye,:,:,:,:,:,:,21.3,18.7,16.4,16.6,14.8,14.6 b,14.2,14.8,14.6,15.3,18.3,21.3,17.7 b,16.6,15.6
Annual,Total,From 15 to 29 years,Percentage of total population,Austria,:,:,:,:,:,:,10.0,9.5,8.9,8.6,9.0,9.7,9.0,9.3,8.8,8.8,8.6,9.9,9.4,9.1,9.4
Annual,Total,From 15 to 29 years,Percentage of total population,Bosnia and Herzegovina,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,25.1,23.5,22.2
Annual,Total,From 15 to 29 years,Percentage of total population,Belgium,:,:,:,:,:,:,12.2,12.3,13.1,13.6,14.1,13.3,13.6,12.2,11.8 b,11.4,11.2,11.3,10.1 b,9.2,9.6
Annual,Total,From 15 to 29 years,Percentage of total population,Bulgaria,:,:,:,:,:,:,20.8,23.4 b,24.7 b,24.7,25.7,23.9,22.2,22.4,18.9,18.1,16.6 b,18.0,17.4,14.8,13.8
Annual,Total,From 15 to 29 years,Percentage of total population,Switzerland,:,:,:,:,:,:,:,8.1 b,7.9,7.7,8.0,7.7,7.3,7.5,7.2,6.6,6.2,6.3,:,:,7.7
Annual,Total,From 15 to 29 years,Percentage of total population,Cyprus,:,:,:,:,:,:,11.5,12.9,14.8,17.3,20.4,19.5,18.5,18.0,17.6,14.9,14.7,15.2,15.0,14.4,13.9
Annual,Total,From 15 to 29 years,Percentage of total population,Czechia,:,:,:,:,:,:,12.7,12.9,12.1 b,12.9,12.8,12.1,11.8,11.1,10.0,9.5,9.8,11.0,10.9,11.4,10.1
Annual,Total,From 15 to 29 years,Percentage of total population,Germany,:,:,:,:,:,:,12.9,12.2 b,11.0 b,10.6,9.9,9.8,9.6,10.0,9.6,9.0,8.6,9.6 b,9.5,8.8,8.8
Annual,Total,From 15 to 29 years,Percentage of total population,Denmark,:,:,:,:,:,:,7.4,8.2,8.4,9.0,8.2,8.0,8.5,8.4 b,9.8 b,9.6,9.6,10.2,8.4,7.9,8.6 b
Annual,Total,From 15 to 29 years,Percentage of total population,Euro area – 20 countries (from 2023),:,:,:,:,:,:,14.8,15.2,15.1,15.7,16.2,15.8,15.3,14.7,14.0,13.4,12.8,14.0,13.0,11.7,11.3
Annual,Total,From 15 to 29 years,Percentage of total population,Estonia,:,:,:,:,:,:,17.7,17.1,14.1,14.1,13.5,13.2,12.4,13.3,10.5,11.5,9.7,11.1,11.2,10.6,9.6
Annual,Total,From 15 to 29 years,Percentage of total population,Greece,:,:,:,:,:,:,15.5,18.2,22.7,26.4,28.1,26.3,23.8,21.9,21.0,19.2,17.5,18.5,17.2,15.3,15.9
Annual,Total,From 15 to 29 years,Percentage of total population,Spain,:,:,:,:,:,:,19.9,20.0,20.6,22.2,22.5,20.7,19.4,18.1,16.4,15.3,14.9,17.3,14.2 d,12.7 d,12.3 d
Annual,Total,From 15 to 29 years,Percentage of total population,European Union - 27 countries (from 2020),:,:,:,:,:,:,14.8,15.4,15.5,16.0,16.4,16.0,15.5,14.8,14.0,13.3,12.8,13.9,13.1,11.7,11.2
Annual,Total,From 15 to 29 years,Percentage of total population,Finland,:,:,:,:,:,:,10.8,10.0,9.6,9.9,10.4,11.2,11.8,11.2,10.4,9.6,9.1,9.8,9.2,9.3,9.2
Annual,Total,From 15 to 29 years,Percentage of total population,France,10.6,10.8,10.9,10.9,10.6,10.4,12.0,12.1,12.0,12.4,13.0,13.4,13.9,13.6,13.2,12.9,12.4,13.4,12.8 d,12.0 d,12.3 d
Annual,Total,From 15 to 29 years,Percentage of total population,Croatia,:,:,:,:,:,:,14.9,17.6,19.1,19.9 b,22.1,21.7,19.8,19.4,17.9,15.5,14.3,14.5,14.9,13.1,11.8
Annual,Total,From 15 to 29 years,Percentage of total population,Hungary,:,:,:,:,:,:,15.5,15.6,15.5,16.9,16.7,14.7,13.1,12.0,11.2,10.6 b,11.0,12.4,11.7,10.7,10.9
Annual,Total,From 15 to 29 years,Percentage of total population,Ireland,:,:,:,:,:,:,20.2,21.7,22.4,21.6,18.8,17.8,16.5,14.5,12.8,11.6,11.4,14.1,9.7 b,8.6,8.5
Annual,Total,From 15 to 29 years,Percentage of total population,Iceland,:,:,:,:,:,:,9.3,10.0,7.6,7.0,6.4,6.9,5.3,4.6,4.1,5.4,5.7,7.0 b,7.2,5.3,5.7
Annual,Total,From 15 to 29 years,Percentage of total population,Italy,:,:,:,:,:,:,20.7,22.2,22.7,23.9,26.2,26.3,25.8,24.4,24.2,23.5 b,22.3,23.5,23.1,19.0,16.1
Annual,Total,From 15 to 29 years,Percentage of total population,Lithuania,:,:,:,:,:,:,15.0,17.0,14.7,13.9,13.7,12.9,11.8,10.7,10.2,9.3,10.9,13.0,12.7,10.7,13.5
Annual,Total,From 15 to 29 years,Percentage of total population,Luxembourg,:,:,:,:,:,:,7.5,6.1,6.6,7.6,7.2,6.5,7.6 b,6.8,6.6,7.5,6.5,7.7,8.8,6.8,8.5
Annual,Total,From 15 to 29 years,Percentage of total population,Latvia,:,:,:,:,:,:,20.8,20.7,19.1,17.2,15.6,15.2,13.8,13.3,12.3,11.6,10.2,11.9,12.1,11.3,10.0
Annual,Total,From 15 to 29 years,Percentage of total population,Montenegro,:,:,:,:,:,:,:,:,24.6,24.4,23.6,22.5,23.4,22.3,21.4,21.0,21.3,26.6,:,:,:
Annual,Total,From 15 to 29 years,Percentage of total population,North Macedonia,:,:,:,:,:,:,32.8,31.8,31.6,32.1,31.3,31.9,32.5,31.3,31.1,29.8,24.5,26.2,:,:,:
Annual,Total,From 15 to 29 years,Percentage of total population,Malta,:,:,:,:,:,:,12.6,12.2,12.1,12.0,10.9,11.6,11.8,9.4,8.8,7.4,8.5,9.7,10.5,7.6,7.6
Annual,Total,From 15 to 29 years,Percentage of total population,Netherlands,:,:,:,:,:,:,6.5,6.8,6.5,7.2,8.2,8.2,7.3,6.9,6.5,6.3,6.3,6.3,3.9,4.2,4.7
Annual,Total,From 15 to 29 years,Percentage of total population,Norway,:,:,:,:,:,:,7.4,7.9,7.8,7.6,8.3,8.4,8.3,8.4,7.7,7.6,7.5,7.8,7.4,6.8,6.4
Annual,Total,From 15 to 29 years,Percentage of total population,Poland,:,:,:,:,:,:,14.3,14.9 b,15.4,15.9,16.4,15.7,14.9,14.0,13.0,12.2,11.4 b,12.5,13.2,10.7,9.1
Annual,Total,From 15 to 29 years,Percentage of total population,Portugal,:,:,:,:,:,:,12.6,13.3,13.9,15.6,16.5,14.6,13.1,12.7,10.6,9.5,9.1,11.0,9.7,8.5,8.9
Annual,Total,From 15 to 29 years,Percentage of total population,Romania,:,:,:,:,:,:,17.9,24.2,24.4,24.3,24.5,24.8,25.8,24.3,22.1,21.3,20.9,20.6,20.3,19.8,19.3
Annual,Total,From 15 to 29 years,Percentage of total population,Serbia,:,:,:,:,:,:,:,70665.0,29.8,29.6,28.6,26.4,25.5,23.1,22.5,20.8,19.7,20.8,19.1,15.4,15.2
Annual,Total,From 15 to 29 years,Percentage of total population,Sweden,:,:,:,:,:,:,9.5,8.0,7.6,8.1,7.6,7.5,7.1,6.7,6.5,6.5,5.9,6.9,6.1,5.6,5.7
Annual,Total,From 15 to 29 years,Percentage of total population,Slovenia,:,:,:,:,:,:,8.0,8.0,8.0,10.1,11.0,11.0,10.5,9.3,7.9,7.5,7.5,7.9,7.3,8.4,7.8
Annual,Total,From 15 to 29 years,Percentage of total population,Slovakia,:,:,:,:,:,:,16.5,18.2,18.0 b,18.0,18.3,17.5,16.4,15.1,15.1,13.8,13.7,14.4,14.2,12.3,11.2
Annual,Total,From 15 to 29 years,Percentage of total population,Türkiye,:,:,:,:,:,:,38.1,35.2,32.7,31.7,29.3,28.4 b,27.9,27.8,27.5,27.6,29.5,32.0,28.4 b,27.2,25.8
