Time frequency,Social protection indicators,Category of schemes,Main expenditure type,Geopolitical entity (reporting)\Time,2012.0,2013.0,2014.0,2015.0,2016.0,2017.0,2018.0,2019.0,2020.0,2021.0
Annual,Gross social protection - percentage of GDP,All schemes,Total expenditure,Austria,29.1,29.58,29.73,29.78,29.74,29.31,29.05,29.27,34.04,32.91
Annual,Gross social protection - percentage of GDP,All schemes,Total expenditure,Bosnia and Herzegovina,0.0,20.7,20.93,20.33,20.8,20.23,19.74,19.82,22.2,19.86
Annual,Gross social protection - percentage of GDP,All schemes,Total expenditure,Belgium,29.69,30.03,30.0,29.83,29.24,28.85,28.73,28.68,32.67,30.0
Annual,Gross social protection - percentage of GDP,All schemes,Total expenditure,Bulgaria,16.46,17.56,18.39,17.65,17.33,16.82,16.84,16.55,18.7,18.89
Annual,Gross social protection - percentage of GDP,All schemes,Total expenditure,Switzerland,24.94,25.87,26.07,26.85,27.23,27.59,27.07,27.65,31.43,29.72
Annual,Gross social protection - percentage of GDP,All schemes,Total expenditure,Cyprus,20.83,22.92,20.09,19.9,19.31,18.31,17.64,18.49,24.57,22.3
Annual,Gross social protection - percentage of GDP,All schemes,Total expenditure,Czechia,20.33,19.94,19.51,18.82,18.74,18.33,18.45,18.8,21.96,21.87
Annual,Gross social protection - percentage of GDP,All schemes,Total expenditure,Germany,28.88,29.24,29.07,29.36,29.61,29.5,29.67,30.04,32.81,31.86
Annual,Gross social protection - percentage of GDP,All schemes,Total expenditure,Denmark,33.65,34.49,34.37,33.71,32.47,32.05,31.79,31.71,33.52,31.22
Annual,Gross social protection - percentage of GDP,All schemes,Total expenditure,Estonia,15.02,14.85,14.9,16.13,16.56,15.96,16.35,16.41,19.24,17.39
Annual,Gross social protection - percentage of GDP,All schemes,Total expenditure,Greece,28.58,26.64,26.07,26.28,26.59,25.68,25.48,25.44,29.5,27.08
Annual,Gross social protection - percentage of GDP,All schemes,Total expenditure,Spain,25.69,25.94,25.52,24.7,23.83,23.42,23.58,24.11,30.05,28.07
Annual,Gross social protection - percentage of GDP,All schemes,Total expenditure,European Union - 27 countries (from 2020),28.7,29.07,28.94,28.59,28.49,28.06,27.87,27.97,31.64,29.94
Annual,Gross social protection - percentage of GDP,All schemes,Total expenditure,Finland,29.92,30.99,31.68,31.78,31.64,30.53,30.08,30.07,31.88,31.05
Annual,Gross social protection - percentage of GDP,All schemes,Total expenditure,France,33.84,34.22,34.49,34.25,34.28,34.01,33.71,33.41,38.01,35.81
Annual,Gross social protection - percentage of GDP,All schemes,Total expenditure,Croatia,21.19,20.96,21.44,21.38,21.39,21.07,21.07,21.02,23.91,22.05
Annual,Gross social protection - percentage of GDP,All schemes,Total expenditure,Hungary,21.13,20.69,19.69,18.96,18.79,18.18,17.59,16.61,18.3,17.76
Annual,Gross social protection - percentage of GDP,All schemes,Total expenditure,Ireland,24.16,23.04,21.31,16.17,16.09,15.08,14.17,13.71,15.28,13.66
Annual,Gross social protection - percentage of GDP,All schemes,Total expenditure,Iceland,22.82,22.49,22.96,22.07,22.13,23.39,23.97,25.05,30.58,29.55
Annual,Gross social protection - percentage of GDP,All schemes,Total expenditure,Italy,28.86,29.44,29.64,29.69,29.16,28.86,28.85,29.21,34.35,31.75
Annual,Gross social protection - percentage of GDP,All schemes,Total expenditure,Lithuania,16.31,15.37,15.33,15.66,15.38,15.08,15.84,16.45,19.46,18.47
Annual,Gross social protection - percentage of GDP,All schemes,Total expenditure,Luxembourg,21.24,21.36,21.12,20.67,20.33,20.98,21.41,21.74,24.25,21.89
Annual,Gross social protection - percentage of GDP,All schemes,Total expenditure,Latvia,14.26,14.61,14.45,14.79,14.93,14.73,15.21,15.62,17.46,19.33
Annual,Gross social protection - percentage of GDP,All schemes,Total expenditure,Montenegro,0.0,19.59,19.4,18.67,18.7,17.73,16.66,16.48,22.65,19.15
Annual,Gross social protection - percentage of GDP,All schemes,Total expenditure,North Macedonia,0.0,0.0,0.0,14.27,14.15,14.5,:,:,:,:
Annual,Gross social protection - percentage of GDP,All schemes,Total expenditure,Malta,18.73,18.32,17.82,16.39,16.42,15.35,14.73,14.5,19.66,17.93
Annual,Gross social protection - percentage of GDP,All schemes,Total expenditure,Netherlands,31.4,31.53,31.28,30.32,29.89,29.32,28.86,28.77,32.79,30.83
Annual,Gross social protection - percentage of GDP,All schemes,Total expenditure,Norway,23.85,24.38,25.24,27.07,28.38,27.6,26.53,27.59,30.71,26.62
Annual,Gross social protection - percentage of GDP,All schemes,Total expenditure,Poland,19.07,19.89,19.53,19.42,21.09,20.32,19.67,21.19,23.65,22.87
Annual,Gross social protection - percentage of GDP,All schemes,Total expenditure,Portugal,26.4,27.58,26.87,25.71,25.09,24.63,24.01,24.0,27.5,26.83
Annual,Gross social protection - percentage of GDP,All schemes,Total expenditure,Romania,14.72,15.01,14.74,14.58,14.87,14.88,14.9,15.22,17.71,16.64
Annual,Gross social protection - percentage of GDP,All schemes,Total expenditure,Serbia,22.62,21.89,22.01,20.67,20.28,19.44,19.42,19.49,21.92,20.19
Annual,Gross social protection - percentage of GDP,All schemes,Total expenditure,Sweden,29.01,29.82,29.34,28.94,29.4,28.72,28.32,27.77,29.37,27.84
Annual,Gross social protection - percentage of GDP,All schemes,Total expenditure,Slovenia,24.73,24.58,23.89,23.75,23.24,22.62,22.2,22.23,26.21,25.12
Annual,Gross social protection - percentage of GDP,All schemes,Total expenditure,Slovakia,17.77,18.22,18.41,17.93,18.34,18.17,17.9,17.84,19.58,19.36
Annual,Gross social protection - percentage of GDP,All schemes,Total expenditure,Türkiye,12.37,12.09,12.03,11.91,12.81,12.21,11.93,12.56,12.98,10.86
Annual,Gross social protection - percentage of GDP,All schemes,Total expenditure,United Kingdom,28.64,28.01,27.2,27.29,25.86,26.3,25.7,:,:,:
Annual,Net social protection - percentage of GDP,All schemes,Total expenditure,Austria,26.19,26.56,26.64,26.68,27.03,26.61,26.31,26.45,30.77,29.85
