Time frequency,Unit of measure,Geopolitical entity (reporting)\Time,1990.0,1991.0,1992.0,1993.0,1994.0,1995.0,1996.0,1997.0,1998.0,1999.0,2000.0,2001.0,2002.0,2003.0,2004.0,2005.0,2006.0,2007.0,2008.0,2009.0,2010.0,2011.0,2012.0
Annual,Number,Austria,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3 n,3 n,3.0,3.0,6.0,6.0,6.0,6.0
Annual,Number,Bulgaria,:,:,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,: @C,: @C,: @C,: @C,: @C
Annual,Number,Switzerland,5.0,5.0,5.0,5.0,5.0,5.0,5.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
Annual,Number,Czechia,:,:,:,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Annual,Number,Denmark,:,:,2.0,3.0,3.0,3.0,3.0,3.0,3.0,:,:,:,:,:,:,:,:,:,:,:,:,:,:
Annual,Number,Greece,:,:,:,:,:,:,:,:,:,:,:,:,:,:,2.0,2.0,2.0,2.0,2.0,:,:,:,:
Annual,Number,Spain,:,:,:,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,:,:,2.0,2.0,2.0,2.0,:,:,7.0,:
Annual,Number,France,:,:,:,:,:,15.0,15.0,15.0,14.0,14.0,14.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,:,:
Annual,Number,Croatia,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Annual,Number,Italy,:,:,14.0,14.0,:,14.0,14.0,15.0,14.0,14.0,14.0,14.0,14 p,:,:,:,:,5.0,4.0,4.0,4.0,4.0,3.0
Annual,Number,Lithuania,:,:,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,:,:,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,:
Annual,Number,Latvia,:,:,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Annual,Number,North Macedonia,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Annual,Number,Netherlands,:,:,:,:,:,14.0,14.0,14.0,15.0,16.0,15.0,:,:,:,:,:,:,:,:,:,:,:,:
Annual,Number,Norway,3.0,3.0,3.0,4.0,4.0,4.0,5.0,5.0,5.0,5.0,6.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,5.0,5.0,5.0
Annual,Number,Poland,:,:,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Annual,Number,Romania,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,1.0,1.0,3.0,3.0,:,:,:
Annual,Number,Slovakia,:,:,:,:,:,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,:,1.0,1.0,:,1.0,: @C,: @C,: @C
Annual,Number,Türkiye,:,:,3.0,3.0,3.0,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:
Annual,Number,United Kingdom,:,:,:,:,7.0,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:
