Time frequency,Unit of measure,Geopolitical entity (reporting)\Time,2005.0,2006.0,2007.0,2008.0,2009.0,2010.0,2011.0,2012.0,2013.0,2014.0,2015.0,2016.0,2017.0,2018.0,2019.0,2020.0,2021.0,2022.0
Annual,Annual average index,Armenia,61.2,63.0,65.8,71.6,74.1,80.1,86.3,88.5,93.6,96.4,100.0,98.6,99.6,102.1,103.5,104.8,112.3,122.0
Annual,Annual average index,Azerbaijan,51.8,56.2,65.5,79.2,80.3,84.9,91.6,92.6,94.8,96.1,100.0,112.4,127.0,129.9,133.3,136.9,146.0,166.3
Annual,Annual average index,Belarus,15.9,17.1,18.5,21.2,24.0,25.8,39.6,63.0,74.6,88.1,100.0,111.8,118.6,124.3,131.3,138.6,:,:
Annual,Annual average index,Georgia,61.0,66.6,72.8,80.0,81.4,87.2,94.7,93.8,93.3,96.2,100.0,102.1,108.3,111.1,116.5,122.6,134.3,150.3
Annual,Annual average index,Moldova,48.0 e,54.2 e,60.9 e,68.7 e,68.6 e,73.7 e,79.4 e,83.0 e,86.8 e,91.2 e,100.0 e,106.4 e,113.3 e,116.8 e,122.4 e,127.1,133.5,171.9
Annual,Annual average index,Ukraine,:,:,:,:,:,:,:,:,:,:,100.0 d,113.9 d,130.4 d,144.6 d,156.0 d,160.3 d,175.3 d,210.7 d
Annual,Annual average rate of change,Armenia,0.6,2.9,4.4,9.0,3.4,8.2,7.7,2.6,5.8,3.0,3.7,-1.4,1.0,2.5,1.4,1.2,7.2,8.6
Annual,Annual average rate of change,Azerbaijan,9.6,8.3,16.7,20.8,1.5,5.7,7.9,1.1,2.4,1.4,4.0,12.4,12.9,2.3,2.6,2.8,6.7,13.9
Annual,Annual average rate of change,Belarus,10.3,7.0,8.4,14.8,13.0,7.8,53.2,59.2,18.3,18.1,13.5,11.8,6.0,4.9,5.6,5.5,:,:
Annual,Annual average rate of change,Georgia,8.2,9.2,9.2,10.0,1.7,7.1,8.5,-0.9,-0.5,3.1,4.0,2.1,6.0,2.6,4.9,5.2,9.6,11.9
Annual,Annual average rate of change,Moldova,11.9,12.7,12.3,12.7,0.0,7.4,7.6,4.6,4.6,5.1,9.7,6.4,6.6,3.0,4.8,3.8,5.1,28.7
Annual,Annual average rate of change,Ukraine,13.5,9.1,12.8,25.2,15.9,9.4,8.0,0.6,-0.3,12.1 d,48.7 d,13.9 d,14.4 d,10.9 d,7.9 d,2.7 d,9.4 d,20.2 d
