Time frequency,Unit of measure,Metropolitan regions\Time,2003.0,2004.0,2005.0,2006.0,2007.0,2008.0,2009.0,2010.0,2011.0,2012.0,2013.0,2014.0,2015.0,2016.0
Annual,Number,Wien,:,:,91.0,81.0,99.0,:,:,77.0,:,:,:,111.0,:,:
Annual,Number,Graz,8.0,13.0,18.0,14.0,18.0,16.0,19.0,19.0,19.0,24.0,30.0,19.0,16.0,26 p
Annual,Number,Linz,27.0,33.0,32.0,61.0,41.0,50.0,48.0,48.0,57.0,42.0,59.0,55.0,45.0,43 p
Annual,Number,Salzburg,12.0,14.0,23.0,23.0,39.0,39.0,51.0,50.0,55.0,57.0,42.0,41.0,53.0,43 p
Annual,Number,Innsbruck,12.0,22.0,12.0,16.0,13.0,15.0,18.0,10.0,12.0,14.0,21.0,29.0,19.0,17 p
Annual,Number,Non-metropolitan regions in Austria,:,:,:,:,:,:,180.0,:,191.0,:,:,:,:,:
Annual,Number,Bruxelles / Brussel,48.0,78.0,90.0,80.0,91.0,76.0,83.0,100.0,:,99.0,119.0,90.0,84.0,51 p
Annual,Number,Antwerpen,28.0,40.0,33.0,35.0,35.0,34.0,26.0,29.0,29.0,34.0,44.0,42.0,42.0,36 p
Annual,Number,Gent,:,:,:,:,25.0,:,24.0,25.0,:,22.0,24.0,:,:,19 p
Annual,Number,Charleroi,2.0,4.0,2.0,3.0,3.0,:,4.0,4.0,3.0,5.0,1.0,11.0,6.0,6 p
Annual,Number,Liège,:,:,17.0,8.0,13.0,:,:,:,:,:,15.0,:,:,:
Annual,Number,Sofia,:,:,:,:,:,:,:,:,:,:,38.0,:,51.0,:
Annual,Number,Plovdiv,:,:,:,:,5.0,12.0,6.0,14.0,15.0,43.0,21.0,31.0,36.0,20 p
Annual,Number,Varna,:,:,:,:,2.0,:,3.0,5.0,1.0,3.0,13.0,7.0,7.0,8 p
Annual,Number,Burgas,:,:,:,1.0,1.0,:,2.0,1.0,1.0,1.0,1.0,2.0,3.0,1 p
Annual,Number,Zürich,18.0,42.0,49.0,58.0,55.0,55.0,48.0,40.0,49.0,45.0,72.0,67.0,73.0,21 p
Annual,Number,Genève,15.0,20.0,33.0,43.0,43.0,34.0,12.0,19.0,14.0,7.0,18.0,16.0,10.0,13 p
Annual,Number,Basel,15.0,30.0,35.0,23.0,44.0,38.0,33.0,32.0,38.0,15.0,22.0,31.0,24.0,23 p
Annual,Number,Bern,7.0,16.0,29.0,37.0,75.0,22.0,13.0,4.0,8.0,7.0,7.0,4.0,8.0,6 p
Annual,Number,Lausanne,26.0,46.0,66.0,70.0,61.0,61.0,33.0,15.0,31.0,25.0,43.0,9.0,56.0,37 p
Annual,Number,Lefkosia,4.0,2.0,7.0,9.0,8.0,2.0,7.0,12.0,16.0,14.0,29.0,24.0,14.0,17 p
Annual,Number,Praha,3.0,7.0,27.0,47.0,42.0,57.0,43.0,75.0,83.0,95.0,86.0,93.0,79.0,73 p
Annual,Number,Brno,:,9.0,12.0,9.0,13.0,18.0,20.0,21.0,34.0,26.0,29.0,40.0,28.0,12 p
Annual,Number,Ostrava,1.0,2.0,2.0,9.0,15.0,13.0,20.0,15.0,15.0,24.0,13.0,23.0,15.0,15 p
Annual,Number,Plzen,:,:,1.0,2.0,3.0,2.0,5.0,:,4.0,1.0,4.0,7.0,2.0,7 p
Annual,Number,Liberec,2.0,1.0,2.0,7.0,10.0,8.0,8.0,7.0,12.0,27.0,11.0,20.0,9.0,13 p
Annual,Number,Non-metropolitan regions in Czech Republic,:,:,:,67.0,51.0,:,54.0,68.0,94.0,:,79.0,63.0,71.0,:
Annual,Number,Hamburg,:,130.0,:,119.0,136.0,133.0,143.0,131.0,132.0,195.0,:,:,153.0,154 p
Annual,Number,München,162.0,:,286.0,317.0,227.0,290.0,262.0,272.0,262.0,290.0,261.0,:,262.0,:
Annual,Number,Köln,33.0,:,61.0,:,73.0,59.0,59.0,62.0,:,78.0,65.0,66.0,:,52 p
Annual,Number,Frankfurt am Main,:,60.0,85.0,:,67.0,82.0,77.0,67.0,84.0,:,91.0,88.0,89.0,:
Annual,Number,Stuttgart,165.0,281.0,308.0,307.0,412.0,287.0,252.0,289.0,258.0,333.0,311.0,307.0,243.0,230 p
Annual,Number,Leipzig,:,:,:,:,6.0,:,:,:,:,10.0,:,12.0,13.0,:
Annual,Number,Dresden,:,:,:,:,:,15.0,20.0,21.0,:,36.0,21.0,17.0,18.0,:
Annual,Number,Düsseldorf,64.0,88.0,98.0,90.0,100.0,93.0,121.0,114.0,129.0,115.0,109.0,110.0,83.0,68 p
Annual,Number,Bremen,:,:,:,31.0,:,:,:,38.0,26.0,:,55.0,35.0,:,:
Annual,Number,Hannover,24.0,18.0,30.0,49.0,47.0,:,47.0,63.0,68.0,58.0,91.0,76.0,60.0,53 p
Annual,Number,Nürnberg,:,49.0,:,68.0,73.0,:,:,58.0,68.0,:,77.0,67.0,:,79 p
Annual,Number,Bielefeld,1.0,13.0,10.0,20.0,13.0,14.0,17.0,13.0,21.0,17.0,12.0,5.0,9.0,8 p
Annual,Number,Halle an der Saale,2.0,:,:,:,:,:,:,3.0,:,6.0,3.0,:,:,:
Annual,Number,Magdeburg,:,:,:,:,:,:,:,:,:,:,:,5.0,:,4 p
Annual,Number,Wiesbaden,10.0,6.0,7.0,11.0,14.0,11.0,19.0,22.0,17.0,9.0,14.0,19.0,20.0,18 p
Annual,Number,Göttingen,5.0,6.0,4.0,9.0,8.0,10.0,:,11.0,12.0,12.0,6.0,15.0,:,:
Annual,Number,Darmstadt,17.0,36.0,25.0,22.0,25.0,18.0,33.0,25.0,18.0,36.0,19.0,24.0,20.0,11 p
Annual,Number,Freiburg im Breisgau,:,18.0,17.0,13.0,19.0,21.0,35.0,17.0,31.0,19.0,23.0,16.0,17.0,13 p
Annual,Number,Regensburg,:,6.0,8.0,:,11.0,12.0,:,9.0,10.0,:,15.0,:,:,14 p
Annual,Number,Schwerin,:,:,:,2.0,:,:,7.0,5.0,2.0,8.0,:,3.0,3.0,6 p
Annual,Number,Erfurt,:,8.0,:,:,:,:,:,:,:,:,5.0,:,:,:
Annual,Number,Augsburg,11.0,18.0,:,24.0,24.0,27.0,33.0,31.0,29.0,31.0,27.0,26.0,26.0,32 p
Annual,Number,Bonn,23.0,25.0,20.0,29.0,19.0,44.0,37.0,52.0,21.0,35.0,34.0,30.0,41.0,17 p
Annual,Number,Karlsruhe,18.0,22.0,34.0,27.0,34.0,22.0,34.0,38.0,33.0,35.0,31.0,36.0,39.0,20 p
Annual,Number,Mönchengladbach,11.0,15.0,15.0,8.0,13.0,19.0,17.0,13.0,15.0,9.0,17.0,16.0,11.0,2 p
Annual,Number,Mainz,5.0,6.0,9.0,14.0,18.0,17.0,13.0,14.0,9.0,13.0,14.0,19.0,22.0,12 p
Annual,Number,Ruhrgebiet,:,:,:,85.0,:,:,95.0,107.0,110.0,:,:,91.0,:,:
Annual,Number,Kiel,:,:,:,:,10.0,:,:,17.0,:,15.0,12.0,10.0,8.0,14 p
Annual,Number,Saarbrücken,:,:,:,9.0,:,11.0,:,:,:,10.0,11.0,8.0,10.0,:
Annual,Number,Koblenz,:,3.0,3.0,4.0,6.0,:,4.0,:,:,11.0,18.0,6.0,4.0,11 p
Annual,Number,Rostock,:,:,:,:,2.0,4.0,:,:,:,5.0,5.0,:,:,2 p
Annual,Number,Kaiserslautern,:,:,:,:,:,:,:,:,:,:,:,4.0,4.0,:
Annual,Number,Iserlohn,27.0,50.0,58.0,112.0,86.0,110.0,87.0,87.0,91.0,79.0,79.0,76.0,77.0,59 p
Annual,Number,Flensburg,2.0,:,2.0,16.0,:,:,7.0,13.0,13.0,15.0,21.0,11.0,19.0,22 p
Annual,Number,Konstanz,5.0,12.0,20.0,11.0,12.0,9.0,6.0,9.0,8.0,9.0,10.0,5.0,9.0,4 p
Annual,Number,Gießen,6.0,6.0,9.0,10.0,2.0,2.0,8.0,6.0,3.0,4.0,4.0,5.0,3.0,8 p
Annual,Number,Bayreuth,4.0,:,14.0,:,27.0,:,:,8.0,11.0,:,13.0,10.0,12.0,:
Annual,Number,Aschaffenburg,:,:,:,14.0,9.0,:,18.0,24.0,16.0,9.0,:,18.0,:,:
Annual,Number,Neubrandenburg,:,:,1.0,:,1.0,:,1.0,2.0,1.0,1.0,:,1.0,:,:
Annual,Number,Rosenheim,15.0,10.0,9.0,10.0,15.0,4.0,19.0,22.0,20.0,33.0,23.0,31.0,40.0,32 p
Annual,Number,Offenburg,10.0,13.0,13.0,9.0,19.0,14.0,17.0,18.0,21.0,24.0,34.0,22.0,12.0,20 p
Annual,Number,Görlitz,4.0,1.0,2.0,1.0,1.0,:,5.0,1.0,4.0,4.0,2.0,2.0,2.0,2 p
Annual,Number,Schweinfurt,:,:,:,5.0,:,:,:,4.0,:,:,:,6.0,4.0,9 p
Annual,Number,Wetzlar,8.0,17.0,13.0,11.0,15.0,9.0,19.0,7.0,8.0,14.0,14.0,13.0,14.0,10 p
Annual,Number,Mannheim-Ludwigshafen,:,:,:,:,:,:,:,:,:,:,:,:,44.0,:
Annual,Number,Münster,7.0,:,8.0,8.0,5.0,12.0,12.0,5.0,10.0,10.0,12.0,11.0,18.0,11 p
