Time frequency,Statistical information,Unit of measure,Currency\Time,1971.0,1972.0,1973.0,1974.0,1975.0,1976.0,1977.0,1978.0,1979.0,1980.0,1981.0,1982.0,1983.0,1984.0,1985.0,1986.0,1987.0,1988.0,1989.0,1990.0,1991.0,1992.0,1993.0,1994.0,1995.0,1996.0,1997.0,1998.0,1999.0,2000.0,2001.0,2002.0,2003.0,2004.0,2005.0,2006.0,2007.0,2008.0,2009.0,2010.0,2011.0,2012.0,2013.0,2014.0,2015.0,2016.0,2017.0,2018.0,2019.0,2020.0,2021.0,2022.0
Annual,Average,National currency (former currencies of the euro area countries),Austrian schilling,:,:,:,:,21.5469,20.0345,18.8418,18.4636,18.3095,17.9686,17.7151,16.6991,15.9689,15.7349,15.6428,14.9643,14.571,14.5861,14.5695,14.4399,14.4309,14.2169,13.6238,13.5395,13.1824,13.4345,13.824,13.8545,13.7603 d,13.7603,13.7603,13.7603,13.7603,13.7603,13.7603,13.7603,13.7603,13.7603,13.7603,13.7603,13.7603,13.7603,13.7603,13.7603,13.7603,13.7603,13.7603,13.7603,13.7603,13.7603,13.7603,13.7603
Annual,Average,National currency (former currencies of the euro area countries),Belgian franc,50.8664,49.3612,47.801,46.8874,45.569,43.1655,40.8827,40.0611,40.1653,40.598,41.2947,44.7116,45.438,45.4421,44.9137,43.7979,43.041,43.4285,43.3806,42.4257,42.2233,41.5932,40.4713,39.6565,38.5519,39.2986,40.5332,40.6207,40.3399,40.3399,40.3399,40.3399,40.3399,40.3399,40.3399,40.3399,40.3399,40.3399,40.3399,40.3399,40.3399,40.3399,40.3399,40.3399,40.3399,40.3399,40.3399,40.3399,40.3399,40.3399,40.3399,40.3399
Annual,Average,National currency (former currencies of the euro area countries),Cyprus pound,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,0.58195,0.57335,0.583675,0.582941,0.583931,0.591619,0.591904,0.582433,0.57934,0.57884,0.57392,0.57589,0.5753,0.58409,0.58185,0.57683,0.57578,0.58263,0.585274,0.585274,0.585274,0.585274,0.585274,0.585274,0.585274,0.585274,0.585274,0.585274,0.585274,0.585274,0.585274,0.585274,0.585274
Annual,Average,National currency (former currencies of the euro area countries),German mark,3.64567,3.57682,3.27645,3.08215,3.0494,2.81546,2.64832,2.55608,2.51097,2.52421,2.5139,2.37599,2.27053,2.23811,2.22632,2.12819,2.07153,2.0744,2.07015,2.05209,2.05076,2.02031,1.93639,1.92452,1.87375,1.90954,1.96438,1.96913,1.95583 d,1.95583,1.95583,1.95583,1.95583,1.95583,1.95583,1.95583,1.95583,1.95583,1.95583,1.95583,1.95583,1.95583,1.95583,1.95583,1.95583,1.95583,1.95583,1.95583,1.95583,1.95583,1.95583,1.95583
Annual,Average,National currency (former currencies of the euro area countries),Estonian Kroon,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,15.4844,15.393,14.9844,15.273,15.713,15.7481,15.6466,15.6466,15.6466,15.6466,15.6466,15.6466,15.6466,15.6466,15.6466,15.6466,15.6466,15.6466,15.6466,15.6466,15.6466,15.6466,15.6466,15.6466,15.6466,15.6466,15.6466,15.6466,15.6466,15.6466
Annual,Average,National currency (former currencies of the euro area countries),Spanish peseta,:,:,:,:,:,74.7442,86.8245,97.4199,91.9732,99.702,102.676,107.558,127.503,126.569,129.135,137.456,142.165,137.601,130.406,129.411,128.469,132.526,149.124,158.918,163.0,160.748,165.887,167.184,166.386 d,166.386,166.386,166.386,166.386,166.386,166.386,166.386,166.386,166.386,166.386,166.386,166.386,166.386,166.386,166.386,166.386,166.386,166.386,166.386,166.386,166.386,166.386,166.386
Annual,Average,National currency (former currencies of the euro area countries),Finnish markka,:,:,:,:,:,4.31119,4.59344,5.23851,5.32202,5.17224,4.79298,4.70721,4.94819,4.72408,4.69423,4.97974,5.06517,4.94358,4.72301,4.85496,5.00211,5.80703,6.69628,6.19077,5.70855,5.82817,5.88064,5.98251,5.94573 d,5.94573,5.94573,5.94573,5.94573,5.94573,5.94573,5.94573,5.94573,5.94573,5.94573,5.94573,5.94573,5.94573,5.94573,5.94573,5.94573,5.94573,5.94573,5.94573,5.94573,5.94573,5.94573,5.94573
Annual,Average,National currency (former currencies of the euro area countries),French franc,5.77215,5.65717,5.46776,5.72745,5.31924,5.34487,5.60608,5.73983,5.82981,5.86896,6.03993,6.43117,6.77078,6.87166,6.79503,6.79976,6.9291,7.03644,7.02387,6.91412,6.97332,6.84839,6.63368,6.58261,6.52505,6.493,6.6126,6.60141,6.55957 d,6.55957,6.55957,6.55957,6.55957,6.55957,6.55957,6.55957,6.55957,6.55957,6.55957,6.55957,6.55957,6.55957,6.55957,6.55957,6.55957,6.55957,6.55957,6.55957,6.55957,6.55957,6.55957,6.55957
Annual,Average,National currency (former currencies of the euro area countries),Greek drachma,:,:,:,:,:,:,:,46.7986,50.7569,59.4841,61.623,65.3419,78.0884,88.4154,105.739,137.425,156.268,167.576,178.84,201.412,225.216,247.026,268.568,288.026,302.989,305.546,309.355,330.731,325.76,336.63,340.750 d,340.75,340.75,340.75,340.75,340.75,340.75,340.75,340.75,340.75,340.75,340.75,340.75,340.75,340.75,340.75,340.75,340.75,340.75,340.75,340.75,340.75
