Time frequency,Sex,Age class,Unit of measure,Geopolitical entity (reporting)\Time,2003.0,2004.0,2005.0,2006.0,2007.0,2008.0,2009.0,2010.0,2011.0,2012.0,2013.0,2014.0,2015.0,2016.0,2017.0,2018.0,2019.0,2020.0,2021.0,2022.0,2023.0
Annual,Total,From 15 to 24 years,Percentage of population in the labour force,Austria,:,:,:,:,:,:,11.3,10.1,9.5,10.0,10.3,11.0,11.3,12.0,10.5,10.0,9.1,11.7,11.0,9.5,10.4
Annual,Total,From 15 to 24 years,Percentage of population in the labour force,Belgium,:,:,:,:,:,:,22.0,22.4,18.9,20.0,23.9,23.4,22.5,20.3,19.4 b,16.0,14.5,15.9,18.2,16.4,16.1
Annual,Total,From 15 to 24 years,Percentage of population in the labour force,Bulgaria,:,:,:,:,:,:,19.4,25.1 b,28.2 b,31.2,31.5,26.9,24.7,20.4,16.1,15.9,12.1 b,17.5,15.8,10.6,12.1
Annual,Total,From 15 to 24 years,Percentage of population in the labour force,Cyprus,:,:,:,:,:,:,13.8,16.6,22.4,27.7,38.9,36.0,32.8,29.1,24.7,20.2,17.6,17.6,17.3,18.1,16.6
Annual,Total,From 15 to 24 years,Percentage of population in the labour force,Czechia,:,:,:,:,:,:,16.6,18.3,18.1 b,19.5,19.0,15.9,12.6,10.5,7.9,6.7,5.6,8.0,8.2,6.8,8.3
Annual,Total,From 15 to 24 years,Percentage of population in the labour force,Germany,:,:,:,:,:,:,11.9,10.5 b,9.1 b,8.6,8.3,8.3,7.7,7.5,7.2,6.6,6.2,8.0 b,7.0,6.0,5.9
Annual,Total,From 15 to 24 years,Percentage of population in the labour force,Denmark,:,:,:,:,:,:,13.5,15.6,16.4,15.8,14.8,14.2,12.2,12.2 b,12.4 b,10.5,10.1,11.7,10.8,10.6,11.5 b
Annual,Total,From 15 to 24 years,Percentage of population in the labour force,Euro area – 20 countries (from 2023),:,:,:,:,:,:,21.3,22.1,22.1,24.3,25.2,24.4,23.1,21.5,19.4,17.5,16.3,18.1,16.9,14.6,14.5
Annual,Total,From 15 to 24 years,Percentage of population in the labour force,Estonia,:,:,:,:,:,:,27.2,32.6,22.3,20.7,18.6,14.9,14.3,14.0,12.1,12.0,11.6,18.3,16.7,18.6,17.3
Annual,Total,From 15 to 24 years,Percentage of population in the labour force,Greece,:,:,:,:,:,:,26.1,33.6,45.2,55.9,59.2,53.0,50.3,48.2,44.5,41.2,37.5,38.0,35.5,31.4,26.7
Annual,Total,From 15 to 24 years,Percentage of population in the labour force,Spain,:,:,:,:,:,:,37.7,41.5,46.2,52.9,55.5,53.2,48.3,44.4,38.6,34.3,32.5,38.3,35.0 d,29.7 d,28.7 d
Annual,Total,From 15 to 24 years,Percentage of population in the labour force,European Union - 27 countries (from 2020),:,:,:,:,:,:,21.2,22.4,22.5,24.4,25.2,24.1,22.4,20.7,18.5,16.7,15.6,17.5,16.7,14.5,14.5
Annual,Total,From 15 to 24 years,Percentage of population in the labour force,Finland,:,:,:,:,:,:,21.7,22.0,20.3,19.5,20.6,20.5,22.5,20.5,20.0,17.3,17.7,21.0,17.1,14.2,16.2
Annual,Total,From 15 to 24 years,Percentage of population in the labour force,France,20.1,21.7,22.3,23.5,20.8,20.2,25.0,24.7,24.1,25.8,26.4,25.7,26.1,26.0,23.5,22.0,20.7,21.5,18.9 d,17.3 d,17.2 d
Annual,Total,From 15 to 24 years,Percentage of population in the labour force,Croatia,:,:,:,:,:,:,25.2,32.4,36.7,42.5 b,50.5,45.7,42.3,30.9,27.4,23.5,16.7,20.6,21.5,17.7,18.9
Annual,Total,From 15 to 24 years,Percentage of population in the labour force,Hungary,:,:,:,:,:,:,25.8,25.9,25.4,27.8,26.1,20.1,17.1,12.7,10.5,9.9 b,11.4,12.7,13.6,10.6,12.8
Annual,Total,From 15 to 24 years,Percentage of population in the labour force,Ireland,:,:,:,:,:,:,24.5,28.1,29.6,30.8,26.7,23.4,20.2,16.8,14.4,13.8,12.5,15.8,14.6 b,10.1,10.7
Annual,Total,From 15 to 24 years,Percentage of population in the labour force,Italy,:,:,:,:,:,:,25.4,28.0,29.2,35.3,40.0,42.7,40.3,37.7,34.6,32.2 b,29.2,29.8,29.7,23.7,22.7
Annual,Total,From 15 to 24 years,Percentage of population in the labour force,Lithuania,:,:,:,:,:,:,29.6,35.7,32.6,26.7,21.9,19.3,16.3,14.5,13.3,11.1,11.9,19.6,14.3,11.9,13.8
Annual,Total,From 15 to 24 years,Percentage of population in the labour force,Luxembourg,:,:,:,:,:,:,17.2,14.2,16.8,18.8,15.5,22.6,17.3 b,18.9,15.4,14.2,17.0,23.2,16.9,17.6,18.8
Annual,Total,From 15 to 24 years,Percentage of population in the labour force,Latvia,:,:,:,:,:,:,33.4,36.2,31.0,28.5,23.2,19.6,16.3,17.5,17.0,12.2,12.7,14.9,14.8,15.3,12.3
Annual,Total,From 15 to 24 years,Percentage of population in the labour force,Malta,:,:,:,:,:,:,14.5,13.2,13.3,13.8,12.7,11.7,11.6,10.7,10.6,9.4,10.1,11.5,9.9,9.0,9.2
Annual,Total,From 15 to 24 years,Percentage of population in the labour force,Netherlands,:,:,:,:,:,:,11.6,12.4,11.4,12.9,14.2,13.8,12.5,12.1,10.4,8.9,8.5,10.6,9.3,7.6,8.2
Annual,Total,From 15 to 24 years,Percentage of population in the labour force,Poland,:,:,:,:,:,:,21.0,24.0 b,26.0,26.8,27.6,24.1,21.0,17.8,14.9,11.8,9.7 b,10.8,11.9,10.8,11.4
Annual,Total,From 15 to 24 years,Percentage of population in the labour force,Portugal,:,:,:,:,:,:,25.3,28.0,30.4,38.2,38.6,34.7,31.8,27.8,23.8,20.2,18.4,22.4,23.4,19.2,20.5
Annual,Total,From 15 to 24 years,Percentage of population in the labour force,Romania,:,:,:,:,:,:,24.8,28.0,29.4,28.2,29.6,30.0,27.3,25.9,23.0,20.5,21.0,21.6,21.0,22.8,21.8
Annual,Total,From 15 to 24 years,Percentage of population in the labour force,Sweden,:,:,22.2,20.9,18.6,19.6,24.4,24.1,22.1,22.9,22.8,22.2,19.7,18.2,17.1,16.8,19.3,23.6,24.7,21.7,22.1
Annual,Total,From 15 to 24 years,Percentage of population in the labour force,Slovenia,:,:,:,:,:,:,13.8,14.7,15.9,20.8,21.6,20.5,16.4,15.3,11.3,8.9,8.1,14.3,12.8,10.1,9.9
Annual,Total,From 15 to 24 years,Percentage of population in the labour force,Slovakia,:,:,:,:,:,:,28.5,34.9,34.8 b,35.3,34.9,31.0,27.7,23.4,20.0,15.8,17.1,20.4,20.6,19.9,19.8
Annual,Total,From 15 to 74 years,Percentage of population in the labour force,Austria,:,:,:,:,:,:,5.7,5.2,4.9,5.2,5.7,6.0,6.1,6.5,5.9,5.2,4.8,6.0,6.2,4.8,5.1
Annual,Total,From 15 to 74 years,Percentage of population in the labour force,Belgium,:,:,:,:,:,:,8.0,8.4,7.2,7.6,8.6,8.7,8.7,7.9,7.2 b,6.0,5.5,5.8,6.3,5.6,5.5
Annual,Total,From 15 to 74 years,Percentage of population in the labour force,Bulgaria,:,:,:,:,:,:,7.9,11.3 b,12.3 b,13.3,13.9,12.4,10.1,8.6,7.2,6.2,5.2 b,6.1,5.2,4.2,4.3
Annual,Total,From 15 to 74 years,Percentage of population in the labour force,Cyprus,:,:,:,:,:,:,5.4,6.3,7.9,11.9,15.9,16.1,15.0,13.0,11.1,8.4,7.2,7.6,7.2,6.3,5.8
Annual,Total,From 15 to 74 years,Percentage of population in the labour force,Czechia,:,:,:,:,:,:,6.7,7.3,6.7 b,7.0,7.0,6.1,5.1,4.0,2.9,2.2,2.0,2.6,2.8,2.2,2.6
Annual,Total,From 15 to 74 years,Percentage of population in the labour force,Germany,:,:,:,:,:,:,7.3,6.6 b,5.5 b,5.1,5.0,4.7,4.4,3.9,3.6,3.2,3.0,3.7 b,3.7,3.2,3.1
Annual,Total,From 15 to 74 years,Percentage of population in the labour force,Denmark,:,:,:,:,:,:,6.4,7.7,7.8,7.8,7.4,6.9,6.3,6.0 b,5.8 b,5.1,5.0,5.6,5.1,4.5,5.1 b
Annual,Total,From 15 to 74 years,Percentage of population in the labour force,Euro area – 20 countries (from 2023),:,:,:,:,:,:,9.7,10.3,10.3,11.5,12.2,11.7,11.0,10.1,9.1,8.2,7.6,8.0,7.8,6.8,6.6
Annual,Total,From 15 to 74 years,Percentage of population in the labour force,Estonia,:,:,:,:,:,:,13.5,16.6,12.3,9.9,8.6,7.3,6.4,6.8,5.8,5.4,4.5,6.9,6.2,5.6,6.4
Annual,Total,From 15 to 74 years,Percentage of population in the labour force,Greece,:,:,:,:,:,:,9.8,12.9,18.1,24.8,27.8,26.6,25.0,23.9,21.8,19.7,17.9,17.6,14.7,12.5,11.1
Annual,Total,From 15 to 74 years,Percentage of population in the labour force,Spain,:,:,:,:,:,:,17.9,19.9,21.4,24.8,26.1,24.5,22.1,19.6,17.2,15.3,14.1,15.5,14.9 d,13.0 d,12.2 d
Annual,Total,From 15 to 74 years,Percentage of population in the labour force,European Union - 27 countries (from 2020),:,:,:,:,:,:,9.3,10.1,10.1,11.1,11.6,11.0,10.2,9.3,8.3,7.4,6.8,7.2,7.1,6.2,6.1
