Time frequency,Duration,Country of destination,Unit of measure,Geopolitical entity (reporting)\Time,2012.0,2013.0,2014.0,2015.0,2016.0,2017.0,2018.0,2019.0,2020.0,2021.0,2022.0,2023.0
Annual,1 night or over,All countries of the world,Percentage of total population,Spain,53.35,54.34,53.93,62.8 b,65.73,65.64,67.37,69.66,63.95,54.12,65.37,68.79
Annual,1 night or over,All countries of the world,Percentage of total population,European Union - 27 countries (from 2020),59.94,59.85,59.19,60.95,62.21,62.48 u,64.3,65.18,52.36,55.85 u,61.54 u,64.71
Annual,1 night or over,All countries of the world,Percentage of total population,Finland,92.08,90.69,90.75,90.65,91.45,91.33,91.02,82.99,71.19,75.14,81.08,81.1
Annual,1 night or over,All countries of the world,Percentage of total population,France,75.09,75.05,74.29,74.78,73.11,73.79,74.31,74.32,74.31,78.01,78.72,84.59
Annual,1 night or over,All countries of the world,Percentage of total population,Croatia,51.84,47.09,49.04,42.93 b,43.98,43.08,46.46,54.04,37.64,39.41,48.2,49.26
Annual,1 night or over,All countries of the world,Percentage of total population,Hungary,52.0,51.68,53.03,52.96,55.21,56.64,57.61,58.75,40.26,42.38,52.5,55.73
Annual,1 night or over,All countries of the world,Percentage of total population,Ireland,70.96,70.44,73.91,74.29,74.23,74.2,74.65,73.15,60.04,72.29,72.91,77.94
Annual,1 night or over,All countries of the world,Percentage of total population,Italy,48.47,41.74,37.9 b,41.89,41.88,41.39,44.87,44.88,25.88,31.89,40.75,40.07
Annual,1 night or over,All countries of the world,Percentage of total population,Lithuania,51.94,56.25,57.87,58.24,57.29,57.68,57.33,57.26,32.0,35.62,51.89,54.5
Annual,1 night or over,All countries of the world,Percentage of total population,Luxembourg,81.03,82.78,82.47,82.92,80.93,81.25,81.09,82.96,70.31,76.57,83.07,82.67
Annual,1 night or over,All countries of the world,Percentage of total population,Latvia,61.46,52.47,52.51,55.3,58.98,100.0,61.66,57.45,42.68,45.5,57.42,60.51
Annual,1 night or over,All countries of the world,Percentage of total population,Montenegro,:,:,:,:,: @C,:,:,:,:,:,:,:
Annual,1 night or over,All countries of the world,Percentage of total population,North Macedonia,:,:,:,:,:,:,39.81,40.01,20.2,32.82,:,:
Annual,1 night or over,All countries of the world,Percentage of total population,Malta,48.67,50.39,53.69,51.7,59.16,64.0,65.55,66.93,35.04,44.63,62.24,57.41
Annual,1 night or over,All countries of the world,Percentage of total population,Netherlands,85.23,84.39,83.69,83.52,85.28,85.52,84.99,85.02,68.97,80.98,83.72,83.77
Annual,1 night or over,All countries of the world,Percentage of total population,Norway,:,91.34,90.2,89.71,91.09,90.34,92.52,90.27,81.11,79.56,89.12,91.0
Annual,1 night or over,All countries of the world,Percentage of total population,Poland,47.84,52.11,53.12,54.1,56.75,59.24,61.88,64.13,43.56,52.55,59.11,65.65
Annual,1 night or over,All countries of the world,Percentage of total population,Portugal,36.61,37.48,23.87,24.39,42.38,42.22,44.79,49.3,36.33,41.69,45.52,49.35
Annual,1 night or over,All countries of the world,Percentage of total population,Romania,21.5,23.57,25.19,26.32,24.01,26.76,27.04,28.6,23.72,26.56,28.23,26.82
Annual,1 night or over,All countries of the world,Percentage of total population,Serbia,:,:,:,:,:,: @C,:,:,:,:,:,:
Annual,1 night or over,All countries of the world,Percentage of total population,Sweden,:,:,75.23,81.05,78.79,81.88,84.94,84.23,71.65,78.01,69.17,71.14
Annual,1 night or over,All countries of the world,Percentage of total population,Slovenia,63.61,61.46 e,62.85 e,62.63,66.59,65.64,69.3,65.88,56.21,59.77,66.07,63.3
Annual,1 night or over,All countries of the world,Percentage of total population,Slovakia,54.43,56.03 b,53.49,60.1,66.14,70.69,73.24,75.27,43.08,44.35,61.16,59.1
Annual,1 night or over,All countries of the world,Percentage of total population,United Kingdom,65.69,64.08,64.08,64.08,64.08,64.08 e,:,:,:,:,:,:
Annual,4 nights or over,All countries of the world,Percentage of total population,Albania,:,:,:,:,:,34.8,33.01,38.08,20.45,32.38,36.33,:
Annual,4 nights or over,All countries of the world,Percentage of total population,Austria,59.91,58.66,58.92,58.78,59.93,59.74,60.62,60.95,38.09,45.39,60.4,59.88
Annual,4 nights or over,All countries of the world,Percentage of total population,Belgium,41.94,52.86,46.26,47.69,50.06,52.57 b,55.39,57.34,33.81,41.26,50.55,58.54
Annual,4 nights or over,All countries of the world,Percentage of total population,Bulgaria,11.09 b,14.13,16.69,21.57,20.22,25.93,24.53,27.06,18.41,16.09,18.06,21.46
Annual,4 nights or over,All countries of the world,Percentage of total population,Switzerland,74.79,76.37,77.44,77.39,80.82,81.06,80.86,78.51,71.84,69.9,78.16,:
Annual,4 nights or over,All countries of the world,Percentage of total population,Cyprus,44.03 e,28.03 e,47.71 e,53.12 e,53.03 e,52.49 e,55.67 e,58.96 e,32.54 e,36.89 e,45.57 e,50.56 e
Annual,4 nights or over,All countries of the world,Percentage of total population,Czechia,56.95 e,56.47,65.6,60.52,61.17,62.9,60.18,61.3,45.81,52.51,57.47,59.29
Annual,4 nights or over,All countries of the world,Percentage of total population,Germany,64.19,64.51,65.38,64.6,64.05,61.44,65.95,63.36,43.17,51.48,57.68,63.26
Annual,4 nights or over,All countries of the world,Percentage of total population,Denmark,69.2,73.48,73.47,71.84,73.83,60.7 e,48.8 e,52.34,30.98,:,36.95,:
Annual,4 nights or over,All countries of the world,Percentage of total population,Euro area – 20 countries (from 2023),52.06,51.46,50.39,52.12,53.25,52.17 u,54.83,54.53,41.06,45.36 u,52.06 u,55.34
Annual,4 nights or over,All countries of the world,Percentage of total population,Estonia,36.8 b,38.83,43.22,41.47,43.93,43.87,55.58,44.82,20.6,24.65,39.25,42.76
Annual,4 nights or over,All countries of the world,Percentage of total population,Greece,28.96,27.86,33.0,30.17,29.2,33.2,36.2,34.82,29.23,32.49,37.67,38.99
Annual,4 nights or over,All countries of the world,Percentage of total population,Spain,38.08,38.87,38.16,48 b,50.46,49.84,52.72,54.56,48.96,38.97,49.25,53.64
Annual,4 nights or over,All countries of the world,Percentage of total population,European Union - 27 countries (from 2020),47.55,47.43,47.09,48.58,49.5,49.12 u,51.15,51.25,38.06,42.22 u,48.37 u,51.08
Annual,4 nights or over,All countries of the world,Percentage of total population,Finland,68.08 b,68.76,67.73,70.83,68.92,69.1,70.13,64.81,47.78,53.78,61.65,60.79
Annual,4 nights or over,All countries of the world,Percentage of total population,France,65.49,65.79,65.37,65.02,63.06,57.35,58.76,58.42,59.4,63.44,62.6,67.09
Annual,4 nights or over,All countries of the world,Percentage of total population,Croatia,33.63,29.51,34.04,29.86 b,30.82,34.01,35.37,39.26,27.9,30.82,37.71,39.37
Annual,4 nights or over,All countries of the world,Percentage of total population,Hungary,35.5 b,34.5,34.7,35.89,36.72,36.3,37.8,38.03,19.23,24.77,31.6,34.84
Annual,4 nights or over,All countries of the world,Percentage of total population,Ireland,52.75,50.35,56.2,54.94,56.12,56.09,57.9,57.46,33.05,45.02,56.71,63.68
Annual,4 nights or over,All countries of the world,Percentage of total population,Italy,39.83,33.94,33.21 b,36.5,35.32,36.32,39.33,39.68,23.01,28.4,37.39,36.38
Annual,4 nights or over,All countries of the world,Percentage of total population,Lithuania,24.39,26.93,28.32,28.11,26.96,27.53,26.92,27.67,10.81,11.65,22.8,24.82
Annual,4 nights or over,All countries of the world,Percentage of total population,Luxembourg,72.37,76.39,67.12,74.6,75.54,75.18,44.49,44.65,59.27,68.48,75.09,74.15
Annual,4 nights or over,All countries of the world,Percentage of total population,Latvia,30.29,27.71,27.0,30.03,32.34,55.3,36.26,30.01,16.96,19.46,32.69,37.23
Annual,4 nights or over,All countries of the world,Percentage of total population,Montenegro,:,:,:,:,: @C,:,:,:,:,:,:,:
Annual,4 nights or over,All countries of the world,Percentage of total population,North Macedonia,:,:,:,:,:,:,22.96,26.97,8.44,19.1,:,:
Annual,4 nights or over,All countries of the world,Percentage of total population,Malta,33.58,36.01,39.85,39.12,44.59,50.61,54.83,54.39,18.77,25.87,49.05,39.07
Annual,4 nights or over,All countries of the world,Percentage of total population,Netherlands,75.1 b,73.61,72.26,72.8,74.9,75.44,75.46,75.51,52.11,66.76,73.81,74.47
Annual,4 nights or over,All countries of the world,Percentage of total population,Norway,:,82.05,82.48,79.87,82.75,81.24,82.74,80.48,61.98,63.2,76.25,79.82
Annual,4 nights or over,All countries of the world,Percentage of total population,Poland,33.17,36.31,36.49,36.61,38.64,39.74,40.94,41.88,26.6,34.33,39.29,45.14
Annual,4 nights or over,All countries of the world,Percentage of total population,Portugal,21.3,27.28,16.3,17.06,29.68,30.37,32.53,36.56,25.62,30.69,32.42,36.2
Annual,4 nights or over,All countries of the world,Percentage of total population,Romania,10.1,10.01,10.46,10.69,9.66,10.24,11.04,12.6,9.48,10.73,11.61,11.3
Annual,4 nights or over,All countries of the world,Percentage of total population,Serbia,:,:,:,:,:,: @C,:,:,:,:,:,:
Annual,4 nights or over,All countries of the world,Percentage of total population,Sweden,:,:,47.58,53.15,48.77,66.94,68.03,69.92,49.59,58.31,59.61,29.15
Annual,4 nights or over,All countries of the world,Percentage of total population,Slovenia,51.97,49.57 e,51.85 e,52.29,53.54,55.62,59.46,54.08,40.18,41.28,53.39,50.34
Annual,4 nights or over,All countries of the world,Percentage of total population,Slovakia,44.49,40.12 b,39.0,46.54,47.87,48.73,53.03,55.76,20.25,23.91,39.06,39.96
Annual,4 nights or over,All countries of the world,Percentage of total population,United Kingdom,56.85,53.57,43.26,44.77,43.59,43.59 e,:,:,:,:,:,:
