Time frequency,Duration,Country of destination,Unit of measure,Geopolitical entity (reporting)\Time,2012.0,2013.0,2014.0,2015.0,2016.0,2017.0,2018.0,2019.0,2020.0,2021.0,2022.0,2023.0
Annual,From 1 to 3 nights,All countries of the world,Percentage of total population,Albania,:,:,:,:,:,19.58,22.75,18.11,15.55,17.9,22.54,:
Annual,From 1 to 3 nights,All countries of the world,Percentage of total population,Austria,57.73,59.61,57.26,57.45,58.22,58.45,62.94,63.37,47.92,52.39,60.67,65.14
Annual,From 1 to 3 nights,All countries of the world,Percentage of total population,Belgium,23.51,30.09,27.44,29.75,31.32,38.62 b,41.74,39.75,24.94,32.01,39.26,44.21
Annual,From 1 to 3 nights,All countries of the world,Percentage of total population,Bulgaria,8.53,10.32,17.07,16.48,16.61,22.19,20.53,23.62,14.16,13.11,16.72,17.45
Annual,From 1 to 3 nights,All countries of the world,Percentage of total population,Switzerland,65.2,66.49,65.25,67.62,68.5,68.49,68.59,67.57,52.95 u,60.07,68.31,:
Annual,From 1 to 3 nights,All countries of the world,Percentage of total population,Cyprus,42.2 e,29.57 e,35.11 e,33.95 e,38.58 e,34.57 e,38.8 e,44.28 e,30.96 e,34.23 e,26.71 e,30.61 e
Annual,From 1 to 3 nights,All countries of the world,Percentage of total population,Czechia,63.13,61.81,69.7,68.39,69.96,71.37,67.84,68.03,58.67,57.64,63.61,61.54
Annual,From 1 to 3 nights,All countries of the world,Percentage of total population,Germany,70.46,70.99,70.96,69.41,71.05,64.83,68.74,72.02,53.22,58.86,65.69,68.96
Annual,From 1 to 3 nights,All countries of the world,Percentage of total population,Denmark,42.16,45.29,47.1,42.08,43.33,32.53 e,31.62 e,53.66,44.91,:,46.8,:
Annual,From 1 to 3 nights,All countries of the world,Percentage of total population,Euro area – 20 countries (from 2023),45.87,45.22,44.11,45.08,47.37,47.51 u,49.01,50.55,39.22,42.3 u,48.12 u,51.27
Annual,From 1 to 3 nights,All countries of the world,Percentage of total population,Estonia,51.64,52.73,64.45,51.72,54.88,63.54,73.5,65.96,8.97,16.1,17.38,20.08
Annual,From 1 to 3 nights,All countries of the world,Percentage of total population,Greece,13.84,9.14,11.72,11.69,10.42,12.29,13.01,11.4,8.89,10.4,13.3,12.82
Annual,From 1 to 3 nights,All countries of the world,Percentage of total population,Spain,36.77,37.05,37.43,45.98 b,47.26,51.54,49.42,53.41,48.61,38.62,52.1,55.01
Annual,From 1 to 3 nights,All countries of the world,Percentage of total population,European Union - 27 countries (from 2020),42.59,42.0,42.07,43.06,45.17,46.19 u,47.32,49.13,38.15,40.95 u,46.57 u,49.39
Annual,From 1 to 3 nights,All countries of the world,Percentage of total population,Finland,87.29,85.15,86.01,85.18,86.93,86.85,85.66,76.5,65.77,68.28,75.88,74.94
Annual,From 1 to 3 nights,All countries of the world,Percentage of total population,France,51.82,50.81,50.84,50.94,50.2,55.12,55.7,55.6,52.13,57.11,59.41,65.08
Annual,From 1 to 3 nights,All countries of the world,Percentage of total population,Croatia,34 u,30.72,28.77,22 b,21.14,20.72,26.39,29.83,15.82,17.36,24.53,25.29
Annual,From 1 to 3 nights,All countries of the world,Percentage of total population,Hungary,39.37,36.92,39.41,39.36,41.72,44.64,43.7,45.42,30.52,31.25,40.98,42.1
Annual,From 1 to 3 nights,All countries of the world,Percentage of total population,Ireland,46.56,43.33,47.03,46.52,46.92,48.87,48.8,47.55,36.38,45.83,44.54,63.68
Annual,From 1 to 3 nights,All countries of the world,Percentage of total population,Italy,22.86,18.88,17.69 b,19.51,21.64,18.91,20.21,21.45,9.74,12.72,16.97,17.33
Annual,From 1 to 3 nights,All countries of the world,Percentage of total population,Lithuania,27.55,29.83,30.16,30.46,30.66,30.81,31.07,30.24,21.53,24.36,30.44,31.07
Annual,From 1 to 3 nights,All countries of the world,Percentage of total population,Luxembourg,49.24,54.7,48.36,57.72,52.42,66.47,: @C,70.53,58.79,65.48,65.33,67.57
Annual,From 1 to 3 nights,All countries of the world,Percentage of total population,Latvia,50.9,43.44,44.97,47.4,50.75,82.62,51.92,49.37,36.42,38.38,47.55,50.65
Annual,From 1 to 3 nights,All countries of the world,Percentage of total population,Montenegro,:,:,:,:,: @C,:,:,:,:,:,:,:
Annual,From 1 to 3 nights,All countries of the world,Percentage of total population,North Macedonia,:,:,:,:,:,:,17.51,13.71,11.94,14.12,:,:
Annual,From 1 to 3 nights,All countries of the world,Percentage of total population,Malta,23.61,23.67,24.49,22.66,27.0,26.24,25.14,26.53,20.75,23.96,25.48,29.38
Annual,From 1 to 3 nights,All countries of the world,Percentage of total population,Netherlands,59.02,55.4,56.22,54.19,56.02,55.42,55.31,56.3,44.78,59.26,56.6,57.99
Annual,From 1 to 3 nights,All countries of the world,Percentage of total population,Norway,:,82.83,81.83,79.84,80.4,80.36,84.03,82.43,73.37,70.15,80.84,82.68
Annual,From 1 to 3 nights,All countries of the world,Percentage of total population,Poland,33.02,30.87,35.78,38.39,41.41,42.51,44.4,46.03,31.17,37.0,45.18,48.77
Annual,From 1 to 3 nights,All countries of the world,Percentage of total population,Portugal,24.68,29.0,17.22,17.31,30.72,30.25,32.94,36.73,24.8,26.99,32.69,36.08
Annual,From 1 to 3 nights,All countries of the world,Percentage of total population,Romania,11.4,13.87,14.94,15.81,14.55,16.8,16.32,16.31,14.41,16.03,16.78,15.72
Annual,From 1 to 3 nights,All countries of the world,Percentage of total population,Serbia,:,:,:,:,:,: @C,:,:,:,:,:,:
Annual,From 1 to 3 nights,All countries of the world,Percentage of total population,Sweden,:,:,38.96,41.44,43.38,76.45,74.12,77.98,65.13,72.61,64.65,67.42
Annual,From 1 to 3 nights,All countries of the world,Percentage of total population,Slovenia,36.31,31.78 e,33.03 e,30.6,37.82,35.62,37.72,35.76,29.93,39.14,36.53,41.26
Annual,From 1 to 3 nights,All countries of the world,Percentage of total population,Slovakia,13.87,27.19 b,26.22,29.57,33.01,45.68,52.18,55.87,31.39,35.08,45.11,42.66
Annual,From 1 to 3 nights,All countries of the world,Percentage of total population,United Kingdom,8.82,22.29,25.12,22.49,22.68,22.68 e,:,:,:,:,:,:
Annual,1 night or over,All countries of the world,Percentage of total population,Albania,:,:,:,:,:,51.67,54.06,53.06,35.25,48.6,55.26,:
Annual,1 night or over,All countries of the world,Percentage of total population,Austria,76.21,76.43,76.41,75.92,76.78,76.62,78.7,77.79,60.3,65.56,75.4,76.66
Annual,1 night or over,All countries of the world,Percentage of total population,Belgium,48.31,59.99,54.1,54.91,56.9,62.74 b,65.49,65.78,44.45,52.17,60.25,67.53
Annual,1 night or over,All countries of the world,Percentage of total population,Bulgaria,18.8,22.0,25.67,28.38,29.77,34.72,33.82,37.2,26.59,22.7,27.8,31.11
Annual,1 night or over,All countries of the world,Percentage of total population,Switzerland,85.99,86.86,86.42,87.42,89.78,89.13,89.83,87.32,81.17,82.17,87.59,:
Annual,1 night or over,All countries of the world,Percentage of total population,Cyprus,75.72 e,52.04 e,63.18 e,67.6 e,69.03 e,68.35 e,69.48 e,72.51 e,49.81 e,53.9 e,58.03 e,62.05 e
Annual,1 night or over,All countries of the world,Percentage of total population,Czechia,75.01,73.58,83.91,80.52,80.8,81.55,78.1,78.27,68.17,71.11,74.6,74.08
Annual,1 night or over,All countries of the world,Percentage of total population,Germany,77.39,77.79,77.13,77.51,75.41,72.35,75.32,76.51,60.0,65.56,69.47,73.96
Annual,1 night or over,All countries of the world,Percentage of total population,Denmark,73.41 e,82.18,82.07,78.84,79.84,70.44 e,69.93 e,74.69,52.5,:,54.78,:
Annual,1 night or over,All countries of the world,Percentage of total population,Euro area – 20 countries (from 2023),64.21,63.3,61.15,63.14,64.56,64.41 u,66.46,67.08,54.44,57.98 u,64.06 u,67.2
Annual,1 night or over,All countries of the world,Percentage of total population,Estonia,60.58,61.84,71.11,66.1,68.72,67.7,79.48,72.27,25.02,34.15,46.59,51.76
Annual,1 night or over,All countries of the world,Percentage of total population,Greece,37.08,32.58,38.84,36.68,35.56,39.36,42.81,40.81,34.08,38.17,43.95,45.11
