Time frequency,Unit of measure,indic_en,product,geo\TIME_PERIOD,2000.0,2001.0,2002.0,2003.0,2004.0,2005.0,2006.0,2007.0,2008.0,2009.0,2010.0,2011.0,2012.0,2013.0,2014.0,2015.0
Annual,Thousand tonnes of oil equivalent,101000.0,0.0,DZ,:,:,:,:,9177.0,9542.0,10179.0,10164.0,11080.0,11515.0,11571.0,12494.0,13511.0,12989.0,14185.0,17176.0
Annual,Thousand tonnes of oil equivalent,101000.0,0.0,EG,:,:,:,:,19042.0,20884.0,21061.0,21833.0,22911.0,24455.0,26106.0,26990.0,29169.0,31280.0,:,:
Annual,Thousand tonnes of oil equivalent,101000.0,0.0,IL,9282.6,9527.1,9806.3,10080.7,10850.0,11001.9,:,:,:,11734.9,12448.6,12489.8,13888.7,13349.4,11849.9,12148.6
Annual,Thousand tonnes of oil equivalent,101000.0,0.0,JO,:,:,:,:,2237.0,2370.0,2717.1,3034.6,3282.0,3422.0,3231.3,3118.9,3533.7,3602.1,3724.7,3853.4
Annual,Thousand tonnes of oil equivalent,101000.0,0.0,LB,:,:,:,:,2621.0,2374.0,2586.0,2145.0,2599.0,2652.0,3059.0,3714.0,4427.0,3522.0,3018.0,3326.0
Annual,Thousand tonnes of oil equivalent,101000.0,0.0,MA,:,:,:,:,3239.0,3999.0,4462.0,4407.0,4577.0,4210.0,4652.0,:,:,5252.0,5743.0,:
Annual,Thousand tonnes of oil equivalent,101000.0,0.0,PS,:,16.9,41.1,116.6,95.1,127.4,72.2,92.2,92.4,108.9,96.8,126.3,99.5,114.8,79.4,:
Annual,Thousand tonnes of oil equivalent,101000.0,0.0,TN,:,:,:,:,:,:,:,:,:,:,3526.5,3372.7,3634.6,3504.0,3692.0,:
Annual,Thousand tonnes of oil equivalent,101000.0,2000.0,DZ,:,:,:,:,0.0,0.0,:,:,:,:,:,:,:,:,:,:
Annual,Thousand tonnes of oil equivalent,101000.0,2000.0,EG,:,:,:,:,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,:,:
Annual,Thousand tonnes of oil equivalent,101000.0,2000.0,IL,:,:,:,:,:,:,:,:,:,:,:,:,8397.7,7088.7,6567.4,6396.8
Annual,Thousand tonnes of oil equivalent,101000.0,2000.0,JO,:,:,:,:,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Annual,Thousand tonnes of oil equivalent,101000.0,2000.0,LB,:,:,:,:,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Annual,Thousand tonnes of oil equivalent,101000.0,2000.0,MA,:,:,:,:,:,:,3227.0,3115.0,2905.0,2690.0,2770.0,:,:,2951.0,4019.1,:
Annual,Thousand tonnes of oil equivalent,101000.0,2000.0,PS,:,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,:,:
Annual,Thousand tonnes of oil equivalent,101000.0,2000.0,TN,:,:,:,:,:,:,:,:,:,:,0.0,0.0,0.0,0.0,0.0,:
Annual,Thousand tonnes of oil equivalent,101000.0,3000.0,DZ,:,:,:,:,76.0,95.0,113.0,98.0,13.0,106.0,160.0,164.0,178.0,172.0,265.0,435.0
Annual,Thousand tonnes of oil equivalent,101000.0,3000.0,EG,:,:,:,:,3999.0,3688.0,3861.0,4363.0,4564.0,5166.0,5657.0,5252.0,4503.0,6504.0,:,:
Annual,Thousand tonnes of oil equivalent,101000.0,3000.0,IL,2940.0,2394.0,2269.0,2333.0,1756.0,1751.7,:,:,:,745.8,571.5,1025.2,3049.0,479.8,29.6,114.3
Annual,Thousand tonnes of oil equivalent,101000.0,3000.0,JO,1419.0,1504.0,1748.0,1543.0,1042.0,986.0,713.6,628.5,557.2,336.4,942.6,2246.2,2874.8,2695.4,3424.0,1909.3
Annual,Thousand tonnes of oil equivalent,101000.0,3000.0,LB,:,:,2247.0,:,2621.0,2374.0,2586.0,2145.0,2599.0,2652.0,3059.0,3714.0,4427.0,3522.0,3018.0,3326.0
Annual,Thousand tonnes of oil equivalent,101000.0,3000.0,MA,:,:,:,:,666.0,980.0,812.0,812.0,1188.0,974.0,1298.0,:,:,1241.0,700.0,602.2
