Time frequency,National accounts indicator (ESA 2010),Statistical classification of economic activities in the European Community (NACE Rev. 2),Unit of measure,Geopolitical entity (reporting)\Time,1995.0,1996.0,1997.0,1998.0,1999.0,2000.0,2001.0,2002.0,2003.0,2004.0,2005.0,2006.0,2007.0,2008.0,2009.0,2010.0,2011.0,2012.0,2013.0,2014.0,2015.0,2016.0,2017.0,2018.0,2019.0,2020.0,2021.0,2022.0,2023.0,2024.0
Annual,Employees domestic concept,Total - all NACE activities,Percentage change on previous period (based on persons),Austria,:,-0.1,0.9,1.1,1.7,1.2,0.7,-0.2,0.5,0.5,1.2,1.7,2.0,1.9,-0.7,0.9,1.8,1.4,0.7,0.9,1.1,1.5,1.9,2.2,1.4,-2.0,1.9,2.9,1.1,:
Annual,Employees domestic concept,Total - all NACE activities,Percentage change on previous period (based on persons),Belgium,:,0.1,0.8,2.2,1.7,2.5,1.8,0.5,-0.1,1.1,1.6,1.2,1.8,1.8,-0.3 b,0.7,1.3,0.1,-0.5,0.3,0.7,1.2,1.5,1.4,1.5,-0.5,1.4,1.9,0.7 p,:
Annual,Employees domestic concept,Total - all NACE activities,Percentage change on previous period (based on persons),Bulgaria,:,0.8,-5.3,-2.7,-5.1,-3.0,-2.3,0.4,3.7,2.8,3.7,4.3,4.2,2.4,-2.1,-4.4,-1.5,-1.8,-1.1,-0.2,1.0,1.8,0.3,0.8,1.5,-2.8,1.0,0.4,1.5,:
Annual,Employees domestic concept,Total - all NACE activities,Percentage change on previous period (based on persons),Cyprus,:,1.0,1.2,2.0,2.0,1.6,2.7,2.9,2.8,4.3,4.8,4.1,8.1,6.4,0.9,2.6,0.9,-3.2,-6.0,-2.1,1.7,4.8,5.8,6.1,5.0,-0.6,3.2,4.4,1.6,:
Annual,Employees domestic concept,Total - all NACE activities,Percentage change on previous period (based on persons),Czechia,:,0.4,-0.9,-3.2,-3.0,-1.2,-0.3,-0.4,-2.1,0.4,3.1,1.3,2.3,2.7,-2.4,-2.0,-0.5,0.7,1.0,0.9,1.9,0.9,1.6,1.4,0.1,-2.2,1.0,0.8,0.9,:
Annual,Employees domestic concept,Total - all NACE activities,Percentage change on previous period (based on persons),Germany,0.3,-0.1,-0.2,1.2,1.7,2.4,-0.4,-0.6,-1.4,0.0,-0.5,0.7,1.8,1.6,0.1,0.5,1.3,1.3,0.9,1.1,1.1,1.6,1.7,1.6,1.2,-0.5,0.4 p,1.7 p,0.9 p,0.3 p
Annual,Employees domestic concept,Total - all NACE activities,Percentage change on previous period (based on persons),Denmark,1.0,1.2,1.7,1.7,0.9,1.0,1.2,-0.1,-0.9,-0.2,1.6,2.4,2.5,1.4,-3.1,-2.3,-0.1,-0.7,0.1,0.7,1.4,1.9,1.6,1.6,1.5,-1.1,2.5,4.2,1.5,:
Annual,Employees domestic concept,Total - all NACE activities,Percentage change on previous period (based on persons),Estonia,:,-3.0,-0.3,-2.6,-4.5,0.8,1.2,0.2,1.1,-1.3,4.3,4.5,-1.0,1.3,-10.7,-5.1,6.3,1.3,0.9,0.9,2.8,0.1,1.8,0.7,1.1,-2.6,-0.3,5.1,2.5,:
Annual,Employees domestic concept,Total - all NACE activities,Percentage change on previous period (based on persons),Greece,:,-0.2,0.3,4.6,2.5,1.5,1.9,4.1,1.8,3.7,-0.7,2.9,2.6,1.9,-0.8,-1.5,-4.3,-5.1,0.1,5.1,-0.7,5.9,-0.2,7.2,3.0,-3.9,5.7,3.1 p,1.6 p,:
