Time frequency,Unit of measure,Geopolitical entity (reporting)\Time,2005.0,2006.0,2007.0,2008.0,2009.0,2010.0,2011.0,2012.0,2013.0,2014.0,2015.0,2016.0,2017.0,2018.0,2019.0,2020.0,2021.0,2022.0
Annual,Thousand,Armenia,6.9,7.4,6.2,6.3,6.5,8.0,9.7,12.0,:,:,:,:,:,:,:,:,:,:
Annual,Thousand,Azerbaijan,22.5,24.7,25.5,28.3,30.6,30.8,32.0,32.8,34.0,35.7,37.3,40.0,41.6,46.7,50.0,50.1,53.0,56.6
Annual,Thousand,Belarus,23.5,24.1,24.6,24.4,25.7,26.7,29.0,28.5,29.9,35.4,37.0,38.6,38.6,38.4,38.9,38.7,:,:
Annual,Thousand,Georgia,18.2,20.5,16.7,17.6,18.7,21.1,25.8,33.0,32.2,38.4,48.5,61.4,66.9,72.6,76.3,57.9,87.8,97.8
Annual,Thousand,Moldova,4.6,4.5,4.3,4.4,4.7,5.1,5.5,5.7,5.8,6.2,6.1,6.4,6.6,6.9,6.9,7.0,7.2,7.3
Annual,Thousand,Ukraine,106.0,111.0 d,135.0 d,162.0 d,174.0 d,187.0 d,154.0 b,163.0,179.0,136.0 d,133.0 d,136.0 d,133.0 d,135.0 d,171.7 d,162.1 d,:,:
