Time frequency,Business trend indicator,Statistical classification of economic activities in the European Community (NACE Rev. 2),Seasonal adjustment,Unit of measure,Geopolitical entity (reporting)\Time,Janvier 2024,Février 2024,Mars 2024,Avril 2024,Mai 2024,Juin 2024,Juillet 2024,Août 2024,Septembre 2024,Octobre 2024,Novembre 2024,Décembre 2024
Monthly,Domestic producer prices,MIG - energy,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),"Index, 2021=100 (NSA)",European Union - 27 countries (from 2020),149.5,144.7,141.1,137.4,135.7,137.9,141.3,142.9,140.2,141.8,149.5,:
Monthly,Domestic producer prices,MIG - energy,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),"Index, 2021=100 (NSA)",Finland,130.5,125.7,121.6,122.0,115.0,113.3,109.8,104.7,111.8,109.4,110.8,:
Monthly,Domestic producer prices,MIG - energy,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),"Index, 2021=100 (NSA)",France,170.7,162.2,155.0,135.9,126.3,124.5,125.6,126.1,125.4 p,130.2 p,146.8 p,:
Monthly,Domestic producer prices,MIG - energy,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),"Index, 2021=100 (NSA)",Croatia,179.1,179.6,179.5,172.6,158.7,160.7,166.1,164.1,163.8,164.4,163.2,171.1
Monthly,Domestic producer prices,MIG - energy,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),"Index, 2021=100 (NSA)",Hungary,248.2,249.8,246.8,245.3,240.6,245.3,254.6,254.3,252.7,248.8,261.0,:
Monthly,Domestic producer prices,MIG - energy,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),"Index, 2021=100 (NSA)",Ireland,: @C,: @C,: @C,: @C,: @C,: @C,: @C,: @C,: @C,: @C,: @C,:
Monthly,Domestic producer prices,MIG - energy,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),"Index, 2021=100 (NSA)",Italy,134.5,129.3,127.6,122.1,122.8,126.3,133.3,137.8,134.7,138.1,144.8 p,:
Monthly,Domestic producer prices,MIG - energy,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),"Index, 2021=100 (NSA)",Lithuania,190.4,175.7,169.2,168.0,163.0,165.3,168.7,161.7,160.6,160.0,160.8,164.7 p
Monthly,Domestic producer prices,MIG - energy,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),"Index, 2021=100 (NSA)",Luxembourg,202.7,203.5,203.5,178.4,178.4,178.3,178.1,178.1,178.1,178.1,177.2,:
Monthly,Domestic producer prices,MIG - energy,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),"Index, 2021=100 (NSA)",Latvia,172.7,160.2,155.4,154.2,155.8,157.7,156.0,157.5,152.1,152.8,152.6,:
Monthly,Domestic producer prices,MIG - energy,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),"Index, 2021=100 (NSA)",Montenegro,126.4,126.4,126.6,128.0,128.2,128.4,128.4,128.5,128.7,128.8,:,:
Monthly,Domestic producer prices,MIG - energy,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),"Index, 2021=100 (NSA)",North Macedonia,125.1,119.1,125.0,126.7,127.0,138.0,137.6,139.3,140.7,140.5,138.8,:
Monthly,Domestic producer prices,MIG - energy,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),"Index, 2021=100 (NSA)",Malta,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0 p,100.0 p,100.0 p,:
Monthly,Domestic producer prices,MIG - energy,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),"Index, 2021=100 (NSA)",Netherlands,145.5,143.4,140.6,134.0,131.7,133.8,130.8 p,131.2 p,131.8 p,138.3 p,152.2 p,:
Monthly,Domestic producer prices,MIG - energy,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),"Index, 2021=100 (NSA)",Norway,165.8,157.1,165.7,162.3,148.0,146.5,146.5,140.1,136.7,143.3,149.9,150.9
Monthly,Domestic producer prices,MIG - energy,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),"Index, 2021=100 (NSA)",Poland,150.3,152.0,150.0,152.0,150.9,152.7,154.4,150.8,147.3,147.3,147.4,:
Monthly,Domestic producer prices,MIG - energy,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),"Index, 2021=100 (NSA)",Portugal,103.4,104.5,101.8,98.7,99.3,106.8,112.2,113.1,109.9,108.5,114.9,:
Monthly,Domestic producer prices,MIG - energy,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),"Index, 2021=100 (NSA)",Romania,238.9,231.5,216.8,214.9,217.2,225.8,238.8,228.8,215.4,208.9,228.6 p,:
Monthly,Domestic producer prices,MIG - energy,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),"Index, 2021=100 (NSA)",Serbia,131.2,134.2,134.1,135.4,132.8,131.5,133.5,130.2,127.0,130.0,130.0,129.9
Monthly,Domestic producer prices,MIG - energy,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),"Index, 2021=100 (NSA)",Sweden,120.8,112.1,114.7,108.3,95.0,95.2,92.0,88.0,86.7,91.1,110.8,:
Monthly,Domestic producer prices,MIG - energy,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),"Index, 2021=100 (NSA)",Slovenia,222.5,200.6,199.7,199.9,197.6,199.3,202.5,201.1,203.8,197.1,218.4,224.4
Monthly,Domestic producer prices,MIG - energy,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),"Index, 2021=100 (NSA)",Slovakia,189.8,167.4,166.1,164.2,164.4,171.2,178.4,181.2,183.3,174.1,171.9,:
Monthly,Domestic producer prices,MIG - energy,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),"Index, 2021=100 (NSA)",Türkiye,492.8,493.0,496.4,521.6,539.0,550.9,585.5,603.3,606.0,602.7,588.7,568.9
Monthly,Domestic producer prices,MIG - energy,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Percentage change m/m-12 (NSA),Austria,-23.2,-21.7,-21.9,-19.2,-15.5,-13.0,-11.9,-12.0,-13.5,-13.0,-12.2 p,:
Monthly,Domestic producer prices,MIG - energy,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Percentage change m/m-12 (NSA),Belgium,-38.4,-31.4,-32.8,-11.9,-10.4,-6.8,-4.8,-9.4,-13.4,-11.3,-6.7,:
Monthly,Domestic producer prices,MIG - energy,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Percentage change m/m-12 (NSA),Bulgaria,-33.0,-24.5,-25.3,-22.5,-10.2,-7.9,-0.3,3.5,-2.5,-9.0,-0.6,:
Monthly,Domestic producer prices,MIG - energy,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Percentage change m/m-12 (NSA),Switzerland,10.4,9.3,10.2,12.5,7.2,6.6,7.7,3.2,3.2,1.4,2.7,5.0
Monthly,Domestic producer prices,MIG - energy,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Percentage change m/m-12 (NSA),Cyprus,-13.2,-13.2,-13.7,-13.3,-6.9,-7.3,-2.6,-2.7,-6.7,-6.8 p,-10.7 p,:
Monthly,Domestic producer prices,MIG - energy,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Percentage change m/m-12 (NSA),Czechia,-2.1,0.8,2.7,5.8,5.1,4.2,4.2,1.3,-0.1,0.2,2.3,:
Monthly,Domestic producer prices,MIG - energy,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Percentage change m/m-12 (NSA),Germany,-11.7,-10.1,-7.0,-8.2,-6.4,-5.9,-4.1,-4.6,-6.6,-5.6,-2.4,-0.2
Monthly,Domestic producer prices,MIG - energy,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Percentage change m/m-12 (NSA),Denmark,-21.6,-22.3,-25.2,-15.5,-12.2,-8.4,-3.3,-5.3,-9.5,-0.5,6.2,13.0
Monthly,Domestic producer prices,MIG - energy,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Percentage change m/m-12 (NSA),Euro area - 19 countries  (2015-2022),-20.0,-21.3,-20.4,-15.0,-11.8,-9.9,-7.3,-7.8,-11.6,:,:,:
Monthly,Domestic producer prices,MIG - energy,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Percentage change m/m-12 (NSA),Euro area – 20 countries (from 2023),-19.9,-21.2,-20.3,-15.0,-11.8,-9.8,-7.2,-7.8,-11.6,-11.2,-5.3,:
Monthly,Domestic producer prices,MIG - energy,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Percentage change m/m-12 (NSA),Estonia,0.3,-23.0,-20.9,-18.9,-6.1,-2.2,0.8,3.0,-18.2,-9.0,-14.8,-6.7
Monthly,Domestic producer prices,MIG - energy,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Percentage change m/m-12 (NSA),Greece,-13.6,-11.1,-3.1,-6.6,-7.6,-4.9,-1.6,-2.0,-3.8,-2.1,1.7,:
Monthly,Domestic producer prices,MIG - energy,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Percentage change m/m-12 (NSA),Spain,-12.8,-25.0,-24.8,-20.7,-14.7,-11.9,-7.1,-6.2,-16.8 p,-12.9 p,2.4 p,:
Monthly,Domestic producer prices,MIG - energy,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Percentage change m/m-12 (NSA),European Union - 27 countries (from 2020),-18.9,-19.7,-19.0,-13.7,-10.5,-8.7,-6.1,-7.0,-10.7,-10.3,-4.8,:
Monthly,Domestic producer prices,MIG - energy,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Percentage change m/m-12 (NSA),Finland,-10.0,-8.8,-9.8,-2.9,3.0,-1.2,-3.7,-18.2,-10.8,-12.9,-12.9,:
Monthly,Domestic producer prices,MIG - energy,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Percentage change m/m-12 (NSA),France,-11.6,-13.0,-20.2,-18.3,-21.4,-20.0,-19.3,-21.5,-23.6 p,-20.5 p,-17.0 p,:
Monthly,Domestic producer prices,MIG - energy,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Percentage change m/m-12 (NSA),Croatia,-3.3,-5.7,-6.4,-4.5,-6.4,-8.6,-9.4,-12.5,-14.3,-11.0,-12.4,-6.6
Monthly,Domestic producer prices,MIG - energy,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Percentage change m/m-12 (NSA),Hungary,-16.0,-12.1,-11.0,-11.4,-9.3,-3.5,-0.2,-0.8,-5.3,-5.5,0.0,:
Monthly,Domestic producer prices,MIG - energy,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Percentage change m/m-12 (NSA),Ireland,: @C,: @C,: @C,: @C,: @C,: @C,: @C,: @C,: @C,: @C,: @C,:
Monthly,Domestic producer prices,MIG - energy,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Percentage change m/m-12 (NSA),Italy,-30.8,-31.3,-28.6,-17.9,-10.4,-7.3,-3.2,-1.9,-6.7,-10.6,-2.6 p,:
Monthly,Domestic producer prices,MIG - energy,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Percentage change m/m-12 (NSA),Lithuania,3.0,-8.3,-6.5,-0.7,1.5,1.3,1.1,-6.1,-10.4,-7.7,-2.5,2.4 p
Monthly,Domestic producer prices,MIG - energy,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Percentage change m/m-12 (NSA),Luxembourg,-19.5,-19.4,-19.3,-19.7,-19.5,-19.6,-15.3,-15.1,-15.1,-11.1,-11.3,:
Monthly,Domestic producer prices,MIG - energy,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Percentage change m/m-12 (NSA),Latvia,-19.2,-24.8,-22.4,-18.0,-13.6,-8.3,-13.3,-12.2,-17.4,-11.0,-12.7,:
Monthly,Domestic producer prices,MIG - energy,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Percentage change m/m-12 (NSA),Montenegro,2.7,2.3,2.7,1.7,1.8,2.3,2.1,2.1,2.2,2.2,:,:
Monthly,Domestic producer prices,MIG - energy,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Percentage change m/m-12 (NSA),North Macedonia,-1.0,-5.4,0.2,2.4,1.0,9.4,11.4,12.1,13.2,14.6,13.2,:
Monthly,Domestic producer prices,MIG - energy,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Percentage change m/m-12 (NSA),Malta,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 p,0.0 p,0.0 p,:
Monthly,Domestic producer prices,MIG - energy,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Percentage change m/m-12 (NSA),Netherlands,-36.3,-37.3,-33.3,-24.1,-20.1,-19.6,-12.7 p,-18.0 p,-20.8 p,-16.7 p,-9.5 p,:
Monthly,Domestic producer prices,MIG - energy,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Percentage change m/m-12 (NSA),Norway,-1.4,-6.3,-2.5,-5.1,-4.8,-4.1,-3.1,-10.4,-14.1,-13.3,-14.3,-9.5
Monthly,Domestic producer prices,MIG - energy,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Percentage change m/m-12 (NSA),Poland,-19.8,-17.4,-17.2,-12.4,-9.7,-8.9,-7.5,-10.7,-11.7,-12.1,-11.2,:
Monthly,Domestic producer prices,MIG - energy,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Percentage change m/m-12 (NSA),Portugal,2.6,-1.2,0.8,0.4,4.1,9.3,3.4,1.7,-2.9,-1.8,9.1,:
Monthly,Domestic producer prices,MIG - energy,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Percentage change m/m-12 (NSA),Romania,-16.3,-19.1,-23.2,-14.0,-7.3,-1.3,2.0,2.1,-10.3,-13.8,-7.0 p,:
Monthly,Domestic producer prices,MIG - energy,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Percentage change m/m-12 (NSA),Serbia,6.4,8.9,9.5,11.3,7.5,6.0,6.8,1.0,-2.8,-0.2,-2.0,-0.7
Monthly,Domestic producer prices,MIG - energy,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Percentage change m/m-12 (NSA),Sweden,-9.8,-11.2,-7.5,-5.6,-7.0,-11.8,-5.5,-11.3,-11.1,-6.9,-6.8,:
Monthly,Domestic producer prices,MIG - energy,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Percentage change m/m-12 (NSA),Slovenia,9.1,-16.6,-16.0,-14.9,-13.0,-12.4,-11.2,-10.8,-12.1,-15.0,-1.4,2.0
Monthly,Domestic producer prices,MIG - energy,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Percentage change m/m-12 (NSA),Slovakia,-10.3,-34.9,-33.3,-31.3,-29.1,-25.0,-24.2,-23.5,-23.6,-27.8,-25.1,:
Monthly,Domestic producer prices,MIG - energy,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Percentage change m/m-12 (NSA),Türkiye,-4.1,0.4,11.6,29.8,43.7,30.4,31.1,18.2,11.9,14.6,8.1,11.9
Monthly,Domestic producer prices,MIG - energy,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Percentage change m/m-1 (NSA),Austria,-5.7,-2.4,-3.7,-2.3,0.2,0.3,-0.3,1.4,-0.6,0.5,1.9 p,:
Monthly,Domestic producer prices,MIG - energy,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Percentage change m/m-1 (NSA),Belgium,-7.5,1.9,-2.9,-1.9,-3.0,1.3,2.7,-1.5,-0.6,2.5,3.9,:
Monthly,Domestic producer prices,MIG - energy,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Percentage change m/m-1 (NSA),Bulgaria,-4.1,-4.0,-8.1,-2.7,10.6,-2.2,8.3,3.0,-1.4,-7.4,10.9,:
Monthly,Domestic producer prices,MIG - energy,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Percentage change m/m-1 (NSA),Switzerland,3.2,1.0,0.5,0.5,3.5,-0.6,0.9,-2.5,-0.4,-1.0,0.0,-0.1
Monthly,Domestic producer prices,MIG - energy,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Percentage change m/m-1 (NSA),Cyprus,-6.4,0.0,-2.2,0.2,4.9,-0.1,2.8,0.0,-3.7,-0.3 p,-5.5 p,:
Monthly,Domestic producer prices,MIG - energy,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Percentage change m/m-1 (NSA),Czechia,7.1,0.6,-1.1,0.4,-2.6,-0.8,0.6,-1.3,-0.5,-0.1,1.3,:
Monthly,Domestic producer prices,MIG - energy,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Percentage change m/m-1 (NSA),Germany,-0.1,-1.2,0.0,-0.1,-0.5,-0.1,0.5,0.8,-1.5,0.6,1.8,-0.4
Monthly,Domestic producer prices,MIG - energy,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Percentage change m/m-1 (NSA),Denmark,-0.1,-9.8,-10.1,12.0,-2.9,5.6,-0.3,4.4,0.7,3.3,11.6,0.4
Monthly,Domestic producer prices,MIG - energy,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Percentage change m/m-1 (NSA),Euro area - 19 countries  (2015-2022),-3.3,-3.6,-2.4,-3.7,-1.1,1.6,2.7,1.8,-1.9,:,:,:
Monthly,Domestic producer prices,MIG - energy,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Percentage change m/m-1 (NSA),Euro area – 20 countries (from 2023),-3.3,-3.5,-2.4,-3.7,-1.1,1.7,2.7,1.8,-2.0,1.6,5.4,:
Monthly,Domestic producer prices,MIG - energy,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Percentage change m/m-1 (NSA),Estonia,18.9,-22.6,-3.4,-4.5,7.7,8.9,2.2,4.9,-12.8,4.1,-4.9,1.4
Monthly,Domestic producer prices,MIG - energy,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Percentage change m/m-1 (NSA),Greece,1.0,-2.6,-3.9,-3.4,-5.2,3.2,5.2,2.8,0.6,-1.4,4.5,:
Monthly,Domestic producer prices,MIG - energy,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Percentage change m/m-1 (NSA),Spain,-0.6,-8.4,-7.9,-0.7,2.7,7.6,5.5,5.0,-7.1 p,0.0 p,9.3 p,:
Monthly,Domestic producer prices,MIG - energy,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Percentage change m/m-1 (NSA),European Union - 27 countries (from 2020),-2.7,-3.2,-2.5,-2.6,-1.2,1.6,2.5,1.1,-1.9,1.1,5.4,:
Monthly,Domestic producer prices,MIG - energy,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Percentage change m/m-1 (NSA),Finland,3.8,-3.7,-3.3,0.3,-5.7,-1.5,-3.1,-4.6,6.8,-2.1,1.3,:
Monthly,Domestic producer prices,MIG - energy,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Percentage change m/m-1 (NSA),France,-3.7,-5.0,-4.4,-12.3,-7.1,-1.4,0.9,0.4,-0.6 p,3.8 p,12.7 p,:
Monthly,Domestic producer prices,MIG - energy,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Percentage change m/m-1 (NSA),Croatia,-2.2,0.3,-0.1,-3.8,-8.1,1.3,3.4,-1.2,-0.2,0.4,-0.7,4.8
Monthly,Domestic producer prices,MIG - energy,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Percentage change m/m-1 (NSA),Hungary,-2.8,0.6,-1.2,-0.6,-1.9,2.0,3.8,-0.1,-0.6,-1.5,4.9,:
Monthly,Domestic producer prices,MIG - energy,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Percentage change m/m-1 (NSA),Ireland,: @C,: @C,: @C,: @C,: @C,: @C,: @C,: @C,: @C,: @C,: @C,:
Monthly,Domestic producer prices,MIG - energy,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Percentage change m/m-1 (NSA),Italy,-6.5,-3.9,-1.3,-4.3,0.6,2.9,5.5,3.4,-2.2,2.5,4.9 p,:
Monthly,Domestic producer prices,MIG - energy,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Percentage change m/m-1 (NSA),Lithuania,18.3,-7.7,-3.7,-0.7,-3.0,1.4,2.1,-4.1,-0.7,-0.4,0.5,2.4 p
Monthly,Domestic producer prices,MIG - energy,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Percentage change m/m-1 (NSA),Luxembourg,1.7,0.4,0.0,-12.3,0.0,-0.1,-0.1,0.0,0.0,0.0,-0.5,:
Monthly,Domestic producer prices,MIG - energy,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Percentage change m/m-1 (NSA),Latvia,2.4,-7.2,-3.0,-0.8,1.0,1.2,-1.1,1.0,-3.4,0.5,-0.1,:
Monthly,Domestic producer prices,MIG - energy,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Percentage change m/m-1 (NSA),Montenegro,0.5,0.0,0.2,1.1,0.2,0.2,0.0,0.1,0.2,0.1,:,:
Monthly,Domestic producer prices,MIG - energy,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Percentage change m/m-1 (NSA),North Macedonia,2.6,-4.8,5.0,1.4,0.2,8.7,-0.3,1.2,1.0,-0.1,-1.2,:
Monthly,Domestic producer prices,MIG - energy,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Percentage change m/m-1 (NSA),Malta,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 p,0.0 p,0.0 p,:
Monthly,Domestic producer prices,MIG - energy,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Percentage change m/m-1 (NSA),Netherlands,-7.3,-1.4,-2.0,-4.7,-1.7,1.6,-2.2 p,0.3 p,0.5 p,4.9 p,10.1 p,:
Monthly,Domestic producer prices,MIG - energy,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Percentage change m/m-1 (NSA),Norway,-0.6,-5.2,5.5,-2.1,-8.8,-1.0,0.0,-4.4,-2.4,4.8,4.6,0.7
Monthly,Domestic producer prices,MIG - energy,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Percentage change m/m-1 (NSA),Poland,-7.1,1.1,-1.3,1.3,-0.7,1.2,1.1,-2.3,-2.3,0.0,0.1,:
Monthly,Domestic producer prices,MIG - energy,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Percentage change m/m-1 (NSA),Portugal,0.3,1.1,-2.6,-3.0,0.6,7.6,5.1,0.8,-2.8,-1.3,5.9,:
Monthly,Domestic producer prices,MIG - energy,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Percentage change m/m-1 (NSA),Romania,-1.4,-3.1,-6.3,-0.9,1.1,4.0,5.8,-4.2,-5.9,-3.0,9.4 p,:
Monthly,Domestic producer prices,MIG - energy,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Percentage change m/m-1 (NSA),Serbia,0.3,2.3,-0.1,1.0,-1.9,-1.0,1.5,-2.5,-2.5,2.4,0.0,-0.1
Monthly,Domestic producer prices,MIG - energy,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Percentage change m/m-1 (NSA),Sweden,2.7,-7.2,2.3,-5.6,-12.3,0.2,-3.4,-4.3,-1.5,5.1,21.6,:
Monthly,Domestic producer prices,MIG - energy,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Percentage change m/m-1 (NSA),Slovenia,1.1,-9.8,-0.4,0.1,-1.2,0.9,1.6,-0.7,1.3,-3.3,10.8,2.7
