Time frequency,Sex,Unit of measure,Geopolitical entity (reporting)\Time,1990.0,1991.0,1992.0,1993.0,1994.0,1995.0,1996.0,1997.0,1998.0,1999.0,2000.0,2001.0,2002.0,2003.0,2004.0,2005.0,2006.0,2007.0,2008.0,2009.0,2010.0,2011.0,2012.0
Annual,Females,Number,Austria,:,:,:,:,:,:,:,45.0,45.0,50.0,42.0,65.0,69.0,:,82.0,106 n,105 n,116.0,108.0,349.0,119.0,103.0,119.0
Annual,Females,Number,Bulgaria,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,109.0,108.0,110.0,117.0,114 p
Annual,Females,Number,Finland,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,: m
Annual,Females,Number,Croatia,:,:,:,:,:,:,:,:,:,74.0,60.0,55.0,47.0,48.0,64.0,58.0,61.0,61.0,65.0,60.0,8.0,8.0,8.0
Annual,Females,Number,Lithuania,:,:,:,:,:,:,:,:,:,:,:,:,:,:,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,:
Annual,Females,Number,Latvia,:,:,:,:,0.0,0.0,0.0,0.0,0.0,0.0,:,:,:,:,:,:,:,:,:,:,:,:,:
Annual,Females,Number,Poland,:,:,:,:,:,186.0,191.0,181.0,162.0,98.0,112.0,137.0,128.0,151.0,136.0,89.0,72.0,58.0,106.0,81.0,57.0,54.0,35.0
Annual,Females,Number,Romania,:,:,:,:,:,:,:,4920.0,4180.0,4055.0,:,:,:,:,:,:,:,:,:,:,:,:,:
Annual,Females,Number,Slovakia,:,:,:,:,:,:,:,201.0,181.0,178.0,0.0,0.0,0.0,:,87.0,84.0,88.0,82.0,78.0,69.0,46.0,:,:
Annual,Males,Number,Austria,:,:,:,:,:,:,:,197.0,249.0,273.0,230.0,255.0,261.0,:,255.0,273 n,329 n,297.0,349.0,121.0,340.0,363.0,339.0
Annual,Males,Number,Bulgaria,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,1025.0,987.0,948.0,862.0,775 p
Annual,Males,Number,Finland,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,: m
Annual,Males,Number,Croatia,:,:,:,:,:,:,:,:,:,385.0,430.0,387.0,298.0,313.0,474.0,494.0,610.0,653.0,694.0,635.0,126.0,125.0,120.0
Annual,Males,Number,Lithuania,:,:,:,:,:,:,:,:,:,:,:,:,:,:,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,:
Annual,Males,Number,Latvia,:,:,:,:,0.0,0.0,0.0,0.0,0.0,0.0,:,:,:,:,:,:,:,:,:,:,:,:,:
Annual,Males,Number,Poland,:,:,:,:,:,1479.0,1489.0,1313.0,812.0,574.0,656.0,903.0,867.0,976.0,878.0,785.0,663.0,646.0,756.0,723.0,613.0,562.0,452.0
Annual,Males,Number,Romania,:,:,:,:,:,:,:,390.0,340.0,315.0,:,:,:,:,:,:,:,:,:,:,:,:,:
Annual,Males,Number,Slovakia,:,:,:,:,:,:,:,1614.0,1473.0,1384.0,0.0,0.0,0.0,:,588.0,587.0,668.0,627.0,543.0,452.0,431.0,:,:
Annual,Total,Number,Austria,:,:,:,:,:,:,:,242.0,294.0,323.0,272.0,320.0,330.0,:,337.0,379 n,434 n,413.0,457.0,470.0,459.0,466.0,458.0
Annual,Total,Number,Bulgaria,:,:,1577.0,1568.0,1487.0,1549.0,:,:,:,:,:,:,:,:,:,:,:,:,1134.0,1095.0,1058.0,979.0,889 p
Annual,Total,Number,Switzerland,2451.0,:,2554.0,:,981.0,:,849.0,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:
Annual,Total,Number,Czechia,:,:,:,3220.0,2958.0,826.0,578.0,471.0,481.0,599.0,712.0,868.0,386.0,536.0,450.0,401.0,521.0,504.0,432.0,:,:,:,:
Annual,Total,Number,Germany,:,:,10793.0,10006.0,9425.0,9039.0,8613.0,8190.0,8140.0,8380.0,8057.0,7749.0,7689.0,7690.0,7612.0,8116.0,7960.0,7812.0,7628.0,7470.0,7292.0,:,:
Annual,Total,Number,Estonia,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,: m,: m,:,: m,:,: m
Annual,Total,Number,Finland,30.0,30.0,30.0,30.0,30.0,30.0,30.0,25.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,31.0,31.0,30.0,30.0,30.0,50.0,50.0
Annual,Total,Number,Croatia,:,:,820.0,758.0,609.0,574.0,522.0,494.0,527.0,459.0,490.0,442.0,345.0,361.0,538.0,552.0,671.0,714.0,759.0,695.0,134.0,133.0,128.0
Annual,Total,Number,Hungary,:,:,:,:,:,2473.0,2287.0,2250.0,1971.0,2205.0,1966.0,1800.0,1700.0,1503.0,1192.0,1192.0,1192.0,1192.0,1192.0,:,236.0,198.0,164.0
Annual,Total,Number,Italy,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,392.0,428.0,393.0,418.0,451.0,440.0
Annual,Total,Number,Lithuania,:,:,252.0,197.0,182.0,139.0,111.0,92.0,84.0,77.0,50.0,33.0,:,:,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,:
Annual,Total,Number,Latvia,:,:,:,:,0.0,0.0,0.0,0.0,0.0,0.0,:,:,:,:,:,:,:,:,:,:,:,:,:
Annual,Total,Number,Netherlands,:,:,:,:,:,:,6110.0,6090.0,6190.0,6360.0,6180.0,:,:,:,:,:,:,:,:,:,:,:,:
Annual,Total,Number,Poland,:,:,2500.0,2200.0,:,1665.0,1680.0,1494.0,974.0,672.0,768.0,1040.0,995.0,1127.0,1014.0,874.0,735.0,704.0,862.0,804.0,670.0,616.0,487.0
Annual,Total,Number,Romania,:,:,5866.0,5948.0,5764.0,5764.0,5752.0,5310.0,4520.0,4370.0,:,:,:,:,:,:,:,:,214.0,332.0,:,:,:
Annual,Total,Number,Slovakia,:,:,2635.0,2476.0,2118.0,2099.0,1952.0,1815.0,1654.0,1562.0,1406.0,1208.0,1060.0,902.0,675.0,671.0,756.0,709.0,621.0,521.0,477.0,2616.0,2590.0
