Time frequency,Unit of measure,Rail network Segment (2015),Train category\Time,2015.0
Annual,Number,Helsinki - Pasila,Goods trains,0.0
Annual,Number,Helsinki - Pasila,Passenger trains,175351.0
Annual,Number,Pasila - Huopalahti,Goods trains,0.0
Annual,Number,Pasila - Huopalahti,Passenger trains,82704.0
Annual,Number,Huopalahti - Leppävaara,Goods trains,0.0
Annual,Number,Huopalahti - Leppävaara,Passenger trains,50404.0
Annual,Number,Leppävaara - Espoo,Goods trains,0.0
Annual,Number,Leppävaara - Espoo,Passenger trains,30507.0
Annual,Number,Espoo - Kirkkonummi,Goods trains,0.0
Annual,Number,Espoo - Kirkkonummi,Passenger trains,21352.0
Annual,Number,Kirkkonummi - Karjaa,Goods trains,0.0
Annual,Number,Kirkkonummi - Karjaa,Passenger trains,7049.0
Annual,Number,Karjaa - Turku,Goods trains,194.0
Annual,Number,Karjaa - Turku,Passenger trains,5182.0
Annual,Number,Karjaa - Hanko,Goods trains,802.0
Annual,Number,Karjaa - Hanko,Passenger trains,2580.0
Annual,Number,Karjaa - Hyvinkää,Goods trains,1489.0
Annual,Number,Karjaa - Hyvinkää,Passenger trains,21.0
Annual,Number,Pasila - Tikkurila,Goods trains,5.0
Annual,Number,Pasila - Tikkurila,Passenger trains,93069.0
Annual,Number,Tikkurila - Kerava,Goods trains,5.0
Annual,Number,Tikkurila - Kerava,Passenger trains,72779.0
Annual,Number,Kerava - Hyvinkää,Goods trains,842.0
Annual,Number,Kerava - Hyvinkää,Passenger trains,25511.0
Annual,Number,Hyvinkää - Riihimäki,Goods trains,2048.0
Annual,Number,Hyvinkää - Riihimäki,Passenger trains,25442.0
Annual,Number,Riihimäki - Toijala,Goods trains,3717.0
Annual,Number,Riihimäki - Toijala,Passenger trains,12246.0
Annual,Number,Toijala - Tampere,Goods trains,4742.0
Annual,Number,Toijala - Tampere,Passenger trains,15059.0
Annual,Number,Tampere - Lielahti,Goods trains,4776.0
Annual,Number,Tampere - Lielahti,Passenger trains,7287.0
Annual,Number,Lielahti - Parkano,Goods trains,1787.0
Annual,Number,Lielahti - Parkano,Passenger trains,4870.0
Annual,Number,Parkano - Seinäjoki,Goods trains,1479.0
Annual,Number,Parkano - Seinäjoki,Passenger trains,4872.0
Annual,Number,Seinäjoki - Kokkola,Goods trains,2376.0
Annual,Number,Seinäjoki - Kokkola,Passenger trains,4032.0
Annual,Number,Kokkola - Ylivieska,Goods trains,3585.0
Annual,Number,Kokkola - Ylivieska,Passenger trains,3955.0
Annual,Number,Ylivieska - Tuomioja,Goods trains,2383.0
Annual,Number,Ylivieska - Tuomioja,Passenger trains,3963.0
Annual,Number,Tuomioja - Oulu,Goods trains,2188.0
Annual,Number,Tuomioja - Oulu,Passenger trains,3962.0
Annual,Number,Oulu - Kemi,Goods trains,1251.0
Annual,Number,Oulu - Kemi,Passenger trains,2669.0
Annual,Number,Kemi - Laurila,Goods trains,1204.0
Annual,Number,Kemi - Laurila,Passenger trains,2669.0
Annual,Number,Laurila - Rovaniemi,Goods trains,856.0
Annual,Number,Laurila - Rovaniemi,Passenger trains,2432.0
Annual,Number,Turku - Toijala,Goods trains,883.0
Annual,Number,Turku - Toijala,Passenger trains,3071.0
Annual,Number,Lielahti - Kokemäki,Goods trains,2995.0
Annual,Number,Lielahti - Kokemäki,Passenger trains,2420.0
Annual,Number,Kokemäki - Pori,Goods trains,1826.0
Annual,Number,Kokemäki - Pori,Passenger trains,2419.0
Annual,Number,Kokemäki - Rauma,Goods trains,2455.0
Annual,Number,Kokemäki - Rauma,Passenger trains,0.0
Annual,Number,Tuomioja - Raahe,Goods trains,960.0
Annual,Number,Tuomioja - Raahe,Passenger trains,0.0
Annual,Number,Laurila - Tornio,Goods trains,347.0
Annual,Number,Laurila - Tornio,Passenger trains,238.0
Annual,Number,Riihimäki - Lahti,Goods trains,2214.0
Annual,Number,Riihimäki - Lahti,Passenger trains,6426.0
Annual,Number,Lahti - Kouvola,Goods trains,3086.0
Annual,Number,Lahti - Kouvola,Passenger trains,9373.0
Annual,Number,Kouvola - Luumäki,Goods trains,6096.0
Annual,Number,Kouvola - Luumäki,Passenger trains,4902.0
Annual,Number,Luumäki - Lappeenranta,Goods trains,3916.0
Annual,Number,Luumäki - Lappeenranta,Passenger trains,3057.0
Annual,Number,Lappeenranta - Imatra,Goods trains,5322.0
Annual,Number,Lappeenranta - Imatra,Passenger trains,2443.0
Annual,Number,Imatra - Parikkala,Goods trains,1836.0
