Time frequency,Classification of individual consumption by purpose (COICOP),Unit of measure,Geopolitical entity (reporting)\Time,Janvier 2024,Février 2024,Mars 2024,Avril 2024,Mai 2024,Juin 2024,Juillet 2024,Août 2024,Septembre 2024,Octobre 2024,Novembre 2024,Décembre 2024
Monthly,"Alcoholic beverages, tobacco and narcotics","Index, 2015=100",Albania,118.56 d,118.65 d,118.90 d,119.27 d,119.55 d,119.77 d,120.21 d,120.89 d,121.05 d,121.56 d,121.81 d,122.96 d
Monthly,"Alcoholic beverages, tobacco and narcotics","Index, 2015=100",Austria,127.86,128.7,128.57,130.22,129.77,130.63,130.54,130.13,130.71,130.08,130.27,129.38
Monthly,"Alcoholic beverages, tobacco and narcotics","Index, 2015=100",Belgium,156.89,157.84,159.42,163.97,167.29,167.63,172.73,177.68,180.74,183.4,183.48,183.25
Monthly,"Alcoholic beverages, tobacco and narcotics","Index, 2015=100",Bulgaria,125.84,126.67,127.38,128.4,129.55,129.47,129.88,130.32,130.62,131.22,132.08,131.91
Monthly,"Alcoholic beverages, tobacco and narcotics","Index, 2015=100",Switzerland,107.04,107.37,107.01,108.25,106.51,106.84,107.4,107.92,108.13,107.34,106.5,106.33
Monthly,"Alcoholic beverages, tobacco and narcotics","Index, 2015=100",Cyprus,100.62,101.5,101.94,101.86,102.11,102.25,102.2,102.93,103.5,102.96,102.79,101.86
Monthly,"Alcoholic beverages, tobacco and narcotics","Index, 2015=100",Czechia,153.1,151.5,152.3,155.6,155.4,154.5,154.5,156.3,156.4,156.5,156.1,154.1
Monthly,"Alcoholic beverages, tobacco and narcotics","Index, 2015=100",Germany,136.3,136.9,137.5,138.5,137.9,138.3,138.7,139.2,139.3,140.7,141.1,141.3
Monthly,"Alcoholic beverages, tobacco and narcotics","Index, 2015=100",Denmark,134.3,134.1,133.1,134.3,133.8,132.9,135.1,135.1,134.7,135.0,134.8,132.5
Monthly,"Alcoholic beverages, tobacco and narcotics","Index, 2015=100","Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023)",134.52,135.54,135.9,136.87,137.03,138.05,138.78,139.2,139.44,139.88,140.03,139.85
