Time frequency,Unit of measure,Sex,Age class,Geopolitical entity (reporting)\Time,2005.0,2006.0,2007.0,2008.0,2009.0,2010.0,2011.0,2012.0,2013.0,2014.0,2015.0,2016.0,2017.0,2018.0,2019.0,2020.0,2021.0,2022.0
Annual,Percentage,Females,From 20 to 24 years,Algeria,:,72.5,:,74.9,:,:,:,84.4,88.4,:,91.1,:,:,:,:,:,:,:
Annual,Percentage,Females,From 20 to 24 years,Egypt,64.3,65.5 b,68.5 b,70.0,71.5,69.2,69.8,70.3,69.1,69.5,70.4,70.4,70.4,:,:,:,:,:
Annual,Percentage,Females,From 20 to 24 years,Israel,92.0,91.4,92.2,92.7,92.5,93.9,94.1,94.0 b,93.6,94.2,94.5,95.0,94.4,93.7,95.3,94.7,95.4,:
Annual,Percentage,Females,From 20 to 24 years,Lebanon,:,:,65.7 e,:,71.5,:,:,68.0,:,:,:,:,:,59.5 e,:,:,:,:
Annual,Percentage,Females,From 20 to 24 years,Morocco,24.2,24.1,25.6,25.4,26.8,28.2,29.9,31.2,33.3,34.1,36.6,39.7,:,:,:,:,:,:
Annual,Percentage,Females,From 20 to 24 years,Palestine*,40.7,31.1,31.8,33.6,46.7,49.3,50.0,48.2,48.3,44.3,45.8,44.8,44.1,44.0,43.7,45.1,46.8,50.3
Annual,Percentage,Males,From 20 to 24 years,Algeria,:,80.1,:,79.0,:,:,:,86.2,87.2,:,90.6,:,:,:,:,:,:,:
Annual,Percentage,Males,From 20 to 24 years,Egypt,70.6,71.1 b,73.0 b,72.6,72.1,71.0,71.3,72.1,71.9,72.8,72.8,73.4,73.4,:,:,:,:,:
Annual,Percentage,Males,From 20 to 24 years,Israel,83.6,81.4,84.6,84.6,84.6,85.3,86.5,88.1 b,88.5,89.0,88.9,89.3,89.2,89.4,90.4,91.6,91.5,:
Annual,Percentage,Males,From 20 to 24 years,Lebanon,:,:,55.8 e,:,61.3,:,:,53.1,:,:,:,:,:,60.3 e,:,:,:,:
Annual,Percentage,Males,From 20 to 24 years,Morocco,26.9,29.3,29.4,29.9,31.0,32.1,32.5,33.7,36.3,39.0,42.1,43.8,:,:,:,:,:,:
Annual,Percentage,Males,From 20 to 24 years,Palestine*,38.5,34.5,35.1,35.6,42.5,40.8,41.1,39.9,39.1,35.8,35.3,34.7,34.5,33.1,35.0,35.6,35.7,36.9
Annual,Percentage,Total,From 20 to 24 years,Algeria,:,76.3,:,77.0,:,:,:,85.2,87.8,:,90.8,:,:,:,:,:,:,:
Annual,Percentage,Total,From 20 to 24 years,Egypt,67.8,68.4 b,71.0 b,71.5,71.9,70.0,70.6,71.3,70.5,71.4,71.7,70.6,70.6,:,:,:,:,:
Annual,Percentage,Total,From 20 to 24 years,Israel,87.7,86.3,88.4,88.6,88.5,89.5,90.2,91.0 b,91.0,91.5,91.6,92.0,91.7,91.5,92.8,93.1,93.4,:
Annual,Percentage,Total,From 20 to 24 years,Lebanon,:,:,60.5 e,:,66.2,:,:,60.4,:,:,:,:,:,59.9 e,:,:,:,:
Annual,Percentage,Total,From 20 to 24 years,Morocco,25.5,26.6,27.5,27.6,28.8,30.1,31.2,32.5,34.8,36.5,39.3,41.7,:,:,:,:,:,:
Annual,Percentage,Total,From 20 to 24 years,Palestine*,39.5,32.8,33.5,34.6,44.5,44.9,45.5,44.0,43.6,40.0,40.4,39.7,39.2,38.4,39.2,40.2,41.1,43.5
