Time frequency,Unit of measure,Geopolitical entity (reporting)\Time,1996.0,1997.0,1998.0,1999.0,2000.0,2001.0,2002.0,2003.0,2004.0,2005.0,2006.0,2007.0,2008.0,2009.0,2010.0,2011.0,2012.0,2013.0,2014.0,2015.0,2016.0
Annual,Number,Austria,729.0,405.0,535.0,589.0,750.0,734.0,755.0,799.0,1324.0,1381.0,1837.0,1947.0,1990.0,2231.0,2534.0,2631.0,2873.0,2935.0,2897.0,2966.0,2531 p
Annual,Number,Australia,263.0,282.0,253.0,387.0,593.0,419.0,400.0,393.0,405.0,521.0,749.0,732.0,814.0,740.0,756.0,860.0,898.0,921.0,922.0,1402.0,940 p
Annual,Number,Belgium,684.0,448.0,576.0,603.0,787.0,718.0,642.0,991.0,886.0,972.0,1135.0,1308.0,1387.0,1753.0,1888.0,1825.0,1751.0,1936.0,2061.0,2239.0,1829 p
Annual,Number,Bulgaria,1.0,1.0,4.0,4.0,6.0,8.0,6.0,9.0,6.0,55.0,66.0,254.0,273.0,274.0,366.0,433.0,489.0,463.0,667.0,652.0,548 p
Annual,Number,Brazil,64.0,62.0,58.0,62.0,123.0,147.0,137.0,298.0,230.0,288.0,329.0,254.0,328.0,283.0,263.0,255.0,238.0,306.0,259.0,262.0,187 p
Annual,Number,Canada,467.0,347.0,359.0,488.0,787.0,682.0,618.0,579.0,720.0,712.0,837.0,854.0,864.0,807.0,875.0,1003.0,971.0,1078.0,1030.0,1215.0,994 p
Annual,Number,Switzerland,1239.0,580.0,693.0,941.0,1173.0,1225.0,1269.0,1803.0,1617.0,2070.0,2553.0,2919.0,2949.0,2934.0,3596.0,3915.0,3533.0,4041.0,4235.0,3964.0,2921 p
Annual,Number,China except Hong Kong,59.0,42.0,29.0,54.0,32.0,72.0,100.0,128.0,173.0,340.0,525.0,770.0,845.0,928.0,1342.0,1765.0,1979.0,2136.0,2728.0,4165.0,6150 p
Annual,Number,Cyprus,29.0,25.0,22.0,27.0,59.0,29.0,61.0,76.0,109.0,116.0,153.0,215.0,213.0,267.0,267.0,403.0,418.0,382.0,426.0,599.0,536 p
Annual,Number,Czechia,16.0,3.0,11.0,10.0,20.0,31.0,30.0,93.0,266.0,223.0,345.0,480.0,451.0,485.0,648.0,749.0,919.0,860.0,899.0,992.0,926 p
Annual,Number,Germany,7688.0,3914.0,4813.0,6934.0,9790.0,8272.0,7290.0,9757.0,9785.0,10954.0,13566.0,15514.0,15521.0,16165.0,18319.0,19887.0,20010.0,19926.0,18661.0,20400.0,16557 p
Annual,Number,Denmark,710.0,467.0,520.0,626.0,793.0,765.0,749.0,901.0,774.0,878.0,1048.0,1153.0,1134.0,1084.0,1270.0,1335.0,1377.0,1430.0,1529.0,1742.0,1560 p
Annual,Number,Estonia,:,:,5.0,:,4.0,3.0,6.0,20.0,30.0,41.0,60.0,114.0,87.0,99.0,156.0,188.0,233.0,255.0,302.0,355.0,316 p
Annual,Number,Greece,78.0,66.0,84.0,114.0,158.0,141.0,191.0,257.0,266.0,243.0,387.0,464.0,422.0,399.0,386.0,424.0,450.0,710.0,781.0,771.0,755 p
Annual,Number,Spain,2765.0,1482.0,1930.0,2572.0,3448.0,3420.0,3877.0,5825.0,5509.0,5800.0,6294.0,7337.0,6941.0,7020.0,7789.0,7975.0,8032.0,8484.0,8768.0,9405.0,8042 p
Annual,Number,European Union - 27 countries (from 2020),19759.0,13267.0,15838.0,20827.0,28313.0,24752.0,24879.0,33730.0,34431.0,37270.0,45340.0,52826.0,52894.0,55683.0,61432.0,65275.0,66290.0,69328.0,70815.0,76886.0,66238 p
Annual,Number,European Union - 28 countries (2013-2020),25258.0,16711.0,19871.0,25946.0,36106.0,30779.0,30637.0,39917.0,40711.0,44174.0,53511.0,61992.0,61325.0,63604.0,70221.0,74822.0,76526.0,80182.0,82602.0,89412.0,75884 p
Annual,Number,Finland,361.0,283.0,341.0,378.0,517.0,491.0,455.0,444.0,440.0,538.0,630.0,727.0,757.0,783.0,963.0,989.0,1056.0,1081.0,1037.0,1372.0,1331 p
Annual,Number,France,1665.0,1868.0,2122.0,2713.0,3402.0,3195.0,3614.0,4396.0,4529.0,4702.0,5303.0,5983.0,6023.0,6501.0,6979.0,7414.0,7326.0,7399.0,7475.0,7899.0,6433 p
Annual,Number,Hong Kong,141.0,125.0,114.0,144.0,249.0,234.0,349.0,334.0,467.0,444.0,530.0,474.0,489.0,495.0,686.0,734.0,820.0,873.0,927.0,924.0,844 p
Annual,Number,Croatia,:,1.0,:,:,:,3.0,2.0,5.0,13.0,20.0,9.0,23.0,21.0,34.0,23.0,47.0,41.0,125.0,128.0,132.0,138 p
Annual,Number,Hungary,17.0,29.0,11.0,8.0,23.0,15.0,21.0,57.0,138.0,166.0,197.0,263.0,288.0,288.0,382.0,353.0,348.0,470.0,532.0,565.0,475 p
Annual,Number,Ireland,311.0,221.0,315.0,468.0,671.0,534.0,482.0,500.0,594.0,538.0,718.0,776.0,793.0,804.0,837.0,795.0,822.0,1049.0,1037.0,1067.0,954 p
