Time frequency,Unit of measure,Loading status,Maritime entity (reporting)\Time,1997.0,1998.0,1999.0,2000.0,2001.0,2002.0,2003.0,2004.0,2005.0,2006.0,2007.0,2008.0,2009.0,2010.0,2011.0,2012.0,2013.0,2014.0,2015.0,2016.0,2017.0,2018.0,2019.0,2020.0,2021.0,2022.0,2023.0
Annual,Growth rate on previous period (t/t-1),Empty,Belgium,:,136.1,-6.3,3.1,-16.1,-5.1,9.4,187.6,91.1,6.5,29.4,7.5,-23.1,6.3,-7.2,-3.8,10.0,3.9,10.3,-7.7,13.0,8.3,11.3,9.9,2.1,5.3,-9.1
Annual,Growth rate on previous period (t/t-1),Empty,Bulgaria,:,:,:,:,:,95.1,16.9,20.3,0.8,3.7,-2.8,91.2,-42.6,-11.1,-5.0,40.8,1.7,7.4,0.8,-5.9,17.8,10.5,-0.1,2.3,-28.1,22.5,27.2
Annual,Growth rate on previous period (t/t-1),Empty,Cyprus,:,:,:,:,:,:,5.8,15.2,1.8,14.6,13.0,16.3,-10.3,-10.2,-1.7,-16.7,-12.8,11.3,1.1,9.1,20.1,8.8,-11.6,-10.5,-26.1,25.6,9.1
Annual,Growth rate on previous period (t/t-1),Empty,Germany,:,:,:,:,23.0,9.1,9.6,8.5,21.1,21.5,21.2,-2.8,-37.6,11.8,21.5,-11.3,4.8,1.1,-1.4,1.1,0.2,-10.5,10.6,-8.9,6.4,-4.9,1.8
Annual,Growth rate on previous period (t/t-1),Empty,Denmark,:,13.3,4.3,-6.2,0.0,-1.5,-9.3,-3.6,18.6,12.9,29.6,-7.8,-11.3,18.5,6.2,-3.9,-5.0,1.5,0.0,3.1,-0.7,13.1,-1.0,7.4,18.7,2.6,-20.6
Annual,Growth rate on previous period (t/t-1),Empty,Estonia,:,:,:,:,:,:,2.6,17.6,18.6,14.3,58.6,4.7,-51.2,15.6,56.8,26.4,18.2,-10.5,-28.9,-4.2,24.3,6.8,13.8,-12.1,6.8,64.1,-29.9
Annual,Growth rate on previous period (t/t-1),Empty,Greece,:,:,:,:,-6.2,5.8,10.2,10.1,-1.4,-3.7,44.6,-49.5,16.6,-9.0,39.5,67.9,8.3,23.3,-8.6,13.4,1.9,30.2,17.3,-11.5,-20.6,14.4,23.9
Annual,Growth rate on previous period (t/t-1),Empty,Spain,:,:,:,:,6.7,3.2,27.1,36.6,19.0,3.9,5.7,-6.3,-9.5,3.5,15.2,-3.0,4.0,4.9,-7.6,5.9,2.5,9.1,-0.1,-13.9,8.0,2.4,-0.2
Annual,Growth rate on previous period (t/t-1),Empty,European Union - 15 countries (1995-2004),:,:,:,:,8.7,15.1,12.4,15.7,15.0,4.8,15.9,-5.9,-21.2,2.8,15.7,1.5,2.6,8.2,-0.4,1.5,5.0,4.1,6.1,-20.1,:,:,:
