Time frequency,Unit of measure,Age class,Sex,Geopolitical entity (reporting)\Time,2005.0,2010.0,2015.0
Annual,Percentage,From 15 to 64 years,Males,Austria,77.0,79.0,75.1
Annual,Percentage,From 15 to 64 years,Males,Belgium,75.0,72.4,78.6
Annual,Percentage,From 15 to 64 years,Males,Bulgaria,55.2,57.1,66.5
Annual,Percentage,From 15 to 64 years,Males,Cyprus,65.9,64.0,61.0
Annual,Percentage,From 15 to 64 years,Males,Czechia,71.2,66.1,67.2
Annual,Percentage,From 15 to 64 years,Males,Germany,69.5,68.0,67.6
Annual,Percentage,From 15 to 64 years,Males,Denmark,87.2,88.3,88.7
Annual,Percentage,From 15 to 64 years,Males,Estonia,78.2,79.3,82.2
Annual,Percentage,From 15 to 64 years,Males,Greece,67.6,49.6,54.3
Annual,Percentage,From 15 to 64 years,Males,Spain,60.6,67.9,75.0
Annual,Percentage,From 15 to 64 years,Males,European Union - 27 countries (from 2020),70.9,68.6,71.4
Annual,Percentage,From 15 to 64 years,Males,European Union - 28 countries (2013-2020),70.7,69.2,72.8
Annual,Percentage,From 15 to 64 years,Males,Finland,88.2,89.9,89.9
Annual,Percentage,From 15 to 64 years,Males,France,72.0,65.6,84.4
Annual,Percentage,From 15 to 64 years,Males,Croatia,75.1,67.3,70.6
Annual,Percentage,From 15 to 64 years,Males,Hungary,58.6,62.9,51.2
Annual,Percentage,From 15 to 64 years,Males,Ireland,80.0,77.0,82.2
Annual,Percentage,From 15 to 64 years,Males,Italy,74.5,67.5,62.2
Annual,Percentage,From 15 to 64 years,Males,Lithuania,55.5,51.6,53.7
Annual,Percentage,From 15 to 64 years,Males,Luxembourg,77.3,76.2,89.0
Annual,Percentage,From 15 to 64 years,Males,Latvia,66.8,71.5,53.7
Annual,Percentage,From 15 to 64 years,Males,Malta,79.1,78.6,82.2
Annual,Percentage,From 15 to 64 years,Males,Netherlands,85.8,81.1,80.8
Annual,Percentage,From 15 to 64 years,Males,Poland,72.2,69.5,64.0
Annual,Percentage,From 15 to 64 years,Males,Portugal,72.1,68.1,62.8
Annual,Percentage,From 15 to 64 years,Males,Romania,61.4,63.3,67.0
Annual,Percentage,From 15 to 64 years,Males,Sweden,88.1,87.0,89.0
Annual,Percentage,From 15 to 64 years,Males,Slovenia,76.5,78.8,81.9
Annual,Percentage,From 15 to 64 years,Males,Slovakia,65.1,60.9,65.7
Annual,Percentage,From 15 to 64 years,Males,United Kingdom,68.7,73.1,81.1
Annual,Percentage,From 15 to 64 years,Total,Austria,76.9,75.5,73.9
Annual,Percentage,From 15 to 64 years,Total,Belgium,74.6,71.9,77.6
Annual,Percentage,From 15 to 64 years,Total,Bulgaria,56.1,56.9,67.3
Annual,Percentage,From 15 to 64 years,Total,Cyprus,65.9,60.4,60.0
Annual,Percentage,From 15 to 64 years,Total,Czechia,70.8,67.7,67.0
Annual,Percentage,From 15 to 64 years,Total,Germany,66.1,67.6,67.2
Annual,Percentage,From 15 to 64 years,Total,Denmark,86.4,87.4,89.2
Annual,Percentage,From 15 to 64 years,Total,Estonia,78.4,80.4,82.8
Annual,Percentage,From 15 to 64 years,Total,Greece,62.6,50.4,51.4
Annual,Percentage,From 15 to 64 years,Total,Spain,60.3,64.9,71.4
Annual,Percentage,From 15 to 64 years,Total,European Union - 27 countries (from 2020),69.7,67.5,70.6
Annual,Percentage,From 15 to 64 years,Total,European Union - 28 countries (2013-2020),69.5,68.3,72.2
Annual,Percentage,From 15 to 64 years,Total,Finland,89.9,90.6,90.4
Annual,Percentage,From 15 to 64 years,Total,France,72.5,65.5,84.1
Annual,Percentage,From 15 to 64 years,Total,Croatia,73.1,66.5,71.9
Annual,Percentage,From 15 to 64 years,Total,Hungary,59.3,63.6,54.6
Annual,Percentage,From 15 to 64 years,Total,Ireland,77.4,77.9,80.3
Annual,Percentage,From 15 to 64 years,Total,Italy,73.0,65.2,59.8
Annual,Percentage,From 15 to 64 years,Total,Lithuania,57.3,57.0,58.6
Annual,Percentage,From 15 to 64 years,Total,Luxembourg,74.9,75.8,84.9
Annual,Percentage,From 15 to 64 years,Total,Latvia,67.2,71.4,56.0
Annual,Percentage,From 15 to 64 years,Total,Malta,79.2,79.7,84.4
Annual,Percentage,From 15 to 64 years,Total,Netherlands,83.9,78.5,80.7
Annual,Percentage,From 15 to 64 years,Total,Poland,68.8,66.4,64.7
Annual,Percentage,From 15 to 64 years,Total,Portugal,69.3,63.5,61.5
Annual,Percentage,From 15 to 64 years,Total,Romania,60.7,61.0,65.1
Annual,Percentage,From 15 to 64 years,Total,Sweden,89.4,89.1,90.6
Annual,Percentage,From 15 to 64 years,Total,Slovenia,80.7,79.1,84.0
Annual,Percentage,From 15 to 64 years,Total,Slovakia,67.0,64.1,65.6
Annual,Percentage,From 15 to 64 years,Total,United Kingdom,68.7,73.9,82.0
Annual,Percentage,From 25 to 64 years,Females,Austria,76.1,70.8,74.4
Annual,Percentage,From 25 to 64 years,Females,Belgium,74.1,71.6,78.8
Annual,Percentage,From 25 to 64 years,Females,Bulgaria,57.0,57.0,69.7
Annual,Percentage,From 25 to 64 years,Females,Cyprus,68.7,58.3,61.4
Annual,Percentage,From 25 to 64 years,Females,Czechia,70.2,72.0,67.0
Annual,Percentage,From 25 to 64 years,Females,Germany,63.3,66.1,68.4
Annual,Percentage,From 25 to 64 years,Females,Denmark,89.0,88.8,90.3
Annual,Percentage,From 25 to 64 years,Females,Estonia,80.4,83.3,83.1
Annual,Percentage,From 25 to 64 years,Females,Greece,55.7,54.3,50.4
Annual,Percentage,From 25 to 64 years,Females,Spain,62.2,60.4,68.5
Annual,Percentage,From 25 to 64 years,Females,European Union - 27 countries (from 2020),69.7,66.5,70.8
Annual,Percentage,From 25 to 64 years,Females,European Union - 28 countries (2013-2020),69.8,67.7,72.5
Annual,Percentage,From 25 to 64 years,Females,Finland,93.7,91.7,92.7
Annual,Percentage,From 25 to 64 years,Females,France,74.2,68.1,84.8
Annual,Percentage,From 25 to 64 years,Females,Croatia,72.5,66.4,72.6
Annual,Percentage,From 25 to 64 years,Females,Hungary,60.6,66.1,58.6
Annual,Percentage,From 25 to 64 years,Females,Ireland,77.2,80.2,77.6
Annual,Percentage,From 25 to 64 years,Females,Italy,74.0,62.4,58.2
Annual,Percentage,From 25 to 64 years,Females,Lithuania,60.6,63.1,63.8
Annual,Percentage,From 25 to 64 years,Females,Luxembourg,69.5,75.8,78.2
Annual,Percentage,From 25 to 64 years,Females,Latvia,68.6,71.8,58.8
Annual,Percentage,From 25 to 64 years,Females,Malta,80.5,81.3,86.7
Annual,Percentage,From 25 to 64 years,Females,Netherlands,85.3,77.5,80.2
Annual,Percentage,From 25 to 64 years,Females,Poland,65.7,62.9,67.9
Annual,Percentage,From 25 to 64 years,Females,Portugal,68.0,60.0,63.0
Annual,Percentage,From 25 to 64 years,Females,Romania,60.5,57.5,63.8
Annual,Percentage,From 25 to 64 years,Females,Sweden,93.0,90.7,92.5
Annual,Percentage,From 25 to 64 years,Females,Slovenia,86.9,81.5,86.9
Annual,Percentage,From 25 to 64 years,Females,Slovakia,70.7,67.6,67.2
Annual,Percentage,From 25 to 64 years,Females,United Kingdom,70.7,76.3,83.6
Annual,Percentage,From 25 to 64 years,Males,Austria,77.6,78.4,74.3
Annual,Percentage,From 25 to 64 years,Males,Belgium,74.9,72.4,79.3
Annual,Percentage,From 25 to 64 years,Males,Bulgaria,55.1,58.2,68.6
Annual,Percentage,From 25 to 64 years,Males,Cyprus,70.0,63.7,63.4
Annual,Percentage,From 25 to 64 years,Males,Czechia,70.2,66.8,68.9
Annual,Percentage,From 25 to 64 years,Males,Germany,69.4,67.9,68.9
Annual,Percentage,From 25 to 64 years,Males,Denmark,87.5,90.3,92.4
Annual,Percentage,From 25 to 64 years,Males,Estonia,79.9,79.2,85.3
Annual,Percentage,From 25 to 64 years,Males,Greece,67.3,51.3,55.4
Annual,Percentage,From 25 to 64 years,Males,Spain,60.5,70.3,76.5
Annual,Percentage,From 25 to 64 years,Males,European Union - 27 countries (from 2020),71.0,69.3,72.8
Annual,Percentage,From 25 to 64 years,Males,European Union - 28 countries (2013-2020),71.3,69.9,73.9
Annual,Percentage,From 25 to 64 years,Males,Finland,91.2,90.9,92.1
Annual,Percentage,From 25 to 64 years,Males,France,71.6,67.3,85.1
Annual,Percentage,From 25 to 64 years,Males,Croatia,73.4,66.3,70.3
Annual,Percentage,From 25 to 64 years,Males,Hungary,57.5,64.6,53.4
Annual,Percentage,From 25 to 64 years,Males,Ireland,82.4,78.8,82.8
Annual,Percentage,From 25 to 64 years,Males,Italy,74.0,67.1,64.4
Annual,Percentage,From 25 to 64 years,Males,Lithuania,53.5,50.3,54.6
Annual,Percentage,From 25 to 64 years,Males,Luxembourg,75.9,75.1,88.8
Annual,Percentage,From 25 to 64 years,Males,Latvia,68.1,70.5,54.7
Annual,Percentage,From 25 to 64 years,Males,Malta,81.7,79.6,85.2
Annual,Percentage,From 25 to 64 years,Males,Netherlands,88.9,84.3,85.7
Annual,Percentage,From 25 to 64 years,Males,Poland,74.0,70.6,65.7
Annual,Percentage,From 25 to 64 years,Males,Portugal,71.9,71.9,64.5
Annual,Percentage,From 25 to 64 years,Males,Romania,60.2,63.1,68.0
Annual,Percentage,From 25 to 64 years,Males,Sweden,87.6,89.3,88.8
Annual,Percentage,From 25 to 64 years,Males,Slovenia,77.7,77.7,83.3
Annual,Percentage,From 25 to 64 years,Males,Slovakia,63.6,63.6,66.6
Annual,Percentage,From 25 to 64 years,Males,United Kingdom,72.8,73.8,80.9
Annual,Percentage,From 25 to 64 years,Total,Austria,76.9,74.8,74.3
Annual,Percentage,From 25 to 64 years,Total,Belgium,74.6,72.0,79.0
Annual,Percentage,From 25 to 64 years,Total,Bulgaria,56.1,57.6,69.1
Annual,Percentage,From 25 to 64 years,Total,Cyprus,69.4,61.2,62.4
Annual,Percentage,From 25 to 64 years,Total,Czechia,70.2,69.1,68.0
Annual,Percentage,From 25 to 64 years,Total,Germany,66.6,67.0,68.7
Annual,Percentage,From 25 to 64 years,Total,Denmark,88.2,89.6,91.4
Annual,Percentage,From 25 to 64 years,Total,Estonia,80.2,81.3,84.2
Annual,Percentage,From 25 to 64 years,Total,Greece,62.8,52.5,53.2
Annual,Percentage,From 25 to 64 years,Total,Spain,61.2,65.9,72.7
Annual,Percentage,From 25 to 64 years,Total,European Union - 27 countries (from 2020),70.4,68.0,71.8
Annual,Percentage,From 25 to 64 years,Total,European Union - 28 countries (2013-2020),70.6,68.9,73.2
Annual,Percentage,From 25 to 64 years,Total,Finland,92.4,91.3,92.4
Annual,Percentage,From 25 to 64 years,Total,France,72.8,67.7,84.9
Annual,Percentage,From 25 to 64 years,Total,Croatia,73.0,66.4,71.4
Annual,Percentage,From 25 to 64 years,Total,Hungary,58.9,65.3,56.1
Annual,Percentage,From 25 to 64 years,Total,Ireland,80.1,79.4,80.3
Annual,Percentage,From 25 to 64 years,Total,Italy,74.0,65.2,61.6
Annual,Percentage,From 25 to 64 years,Total,Lithuania,57.0,57.0,59.3
Annual,Percentage,From 25 to 64 years,Total,Luxembourg,73.2,75.4,83.6
Annual,Percentage,From 25 to 64 years,Total,Latvia,68.3,71.1,56.8
Annual,Percentage,From 25 to 64 years,Total,Malta,81.4,80.2,85.9
Annual,Percentage,From 25 to 64 years,Total,Netherlands,87.2,81.1,83.0
Annual,Percentage,From 25 to 64 years,Total,Poland,70.1,67.1,66.9
Annual,Percentage,From 25 to 64 years,Total,Portugal,70.1,66.3,63.6
Annual,Percentage,From 25 to 64 years,Total,Romania,60.3,60.6,66.0
Annual,Percentage,From 25 to 64 years,Total,Sweden,90.1,90.0,90.5
Annual,Percentage,From 25 to 64 years,Total,Slovenia,82.2,79.5,85.1
Annual,Percentage,From 25 to 64 years,Total,Slovakia,66.9,65.4,66.9
Annual,Percentage,From 25 to 64 years,Total,United Kingdom,71.8,75.0,82.2
Annual,Percentage,From 55 to 64 years,Females,Austria,58.9,61.2,66.7
Annual,Percentage,From 55 to 64 years,Females,Belgium,78.4,73.0,70.1
Annual,Percentage,From 55 to 64 years,Females,Bulgaria,51.3,55.9,64.5
Annual,Percentage,From 55 to 64 years,Females,Cyprus,29.1 u,42.9,37.1
Annual,Percentage,From 55 to 64 years,Females,Czechia,71.3,56.2,64.6
Annual,Percentage,From 55 to 64 years,Females,Germany,49.7,70.0,56.5
Annual,Percentage,From 55 to 64 years,Females,Denmark,84.5,87.5,91.9
Annual,Percentage,From 55 to 64 years,Females,Estonia,59.7,72.3,82.6
Annual,Percentage,From 55 to 64 years,Females,Greece,53.1 u,27.1,23.1
Annual,Percentage,From 55 to 64 years,Females,Spain,44.5,63.0,62.1
Annual,Percentage,From 55 to 64 years,Females,European Union - 27 countries (from 2020),57.3,62.8,64.0
Annual,Percentage,From 55 to 64 years,Females,European Union - 28 countries (2013-2020),57.6,63.8,65.9
Annual,Percentage,From 55 to 64 years,Females,Finland,86.2,89.5,86.5
Annual,Percentage,From 55 to 64 years,Females,France,63.6,58.4,80.3
Annual,Percentage,From 55 to 64 years,Females,Croatia,66.1,56.5,73.1
Annual,Percentage,From 55 to 64 years,Females,Hungary,57.2,52.1,63.2
Annual,Percentage,From 55 to 64 years,Females,Ireland,60.8,62.8,84.4
Annual,Percentage,From 55 to 64 years,Females,Italy,54.2,54.4,50.7
Annual,Percentage,From 55 to 64 years,Females,Lithuania,41.5,53.0,59.4
Annual,Percentage,From 55 to 64 years,Females,Luxembourg,88.2 u,65.3,90.0
Annual,Percentage,From 55 to 64 years,Females,Latvia,54.7,60.8,52.7
Annual,Percentage,From 55 to 64 years,Females,Malta,82.6 u,74.0,84.2
Annual,Percentage,From 55 to 64 years,Females,Netherlands,78.6,66.1,84.6
Annual,Percentage,From 55 to 64 years,Females,Poland,60.9,57.7,50.9
Annual,Percentage,From 55 to 64 years,Females,Portugal,47.0,38.2,49.9
Annual,Percentage,From 55 to 64 years,Females,Romania,30.3,44.8,55.7
Annual,Percentage,From 55 to 64 years,Females,Sweden,86.2,96.2,92.6
Annual,Percentage,From 55 to 64 years,Females,Slovenia,79.5 u,69.4,82.8
Annual,Percentage,From 55 to 64 years,Females,Slovakia,61.3,52.1,58.3
Annual,Percentage,From 55 to 64 years,Females,United Kingdom,58.9,69.4,79.2
Annual,Percentage,From 55 to 64 years,Males,Austria,75.5,65.3,81.3
Annual,Percentage,From 55 to 64 years,Males,Belgium,83.7,70.4,76.1
Annual,Percentage,From 55 to 64 years,Males,Bulgaria,51.8,44.0,58.0
Annual,Percentage,From 55 to 64 years,Males,Cyprus,53.4,57.8,54.9
Annual,Percentage,From 55 to 64 years,Males,Czechia,67.2,60.5,61.4
Annual,Percentage,From 55 to 64 years,Males,Germany,67.2,60.4,57.9
Annual,Percentage,From 55 to 64 years,Males,Denmark,87.6,87.3,81.5
Annual,Percentage,From 55 to 64 years,Males,Estonia,63.4,70.5,72.7
Annual,Percentage,From 55 to 64 years,Males,Greece,62.6,39.8,44.8
Annual,Percentage,From 55 to 64 years,Males,Spain,58.7,55.0,64.9
Annual,Percentage,From 55 to 64 years,Males,European Union - 27 countries (from 2020),69.9,61.8,64.6
Annual,Percentage,From 55 to 64 years,Males,European Union - 28 countries (2013-2020),68.5,62.8,67.3
Annual,Percentage,From 55 to 64 years,Males,Finland,80.7,88.2,84.5
Annual,Percentage,From 55 to 64 years,Males,France,76.0,58.7,83.5
Annual,Percentage,From 55 to 64 years,Males,Croatia,80.1,61.3,72.7
Annual,Percentage,From 55 to 64 years,Males,Hungary,61.9,50.6,41.8
Annual,Percentage,From 55 to 64 years,Males,Ireland,72.3,73.3,78.7
Annual,Percentage,From 55 to 64 years,Males,Italy,81.0,68.2,56.8
Annual,Percentage,From 55 to 64 years,Males,Lithuania,56.2,44.2,46.5
Annual,Percentage,From 55 to 64 years,Males,Luxembourg,90.3 u,87.1,92.0
Annual,Percentage,From 55 to 64 years,Males,Latvia,61.9,66.3,46.9
Annual,Percentage,From 55 to 64 years,Males,Malta,62.3,72.3,70.4
Annual,Percentage,From 55 to 64 years,Males,Netherlands,81.8,79.0,73.3
Annual,Percentage,From 55 to 64 years,Males,Poland,58.6,53.1,52.8
Annual,Percentage,From 55 to 64 years,Males,Portugal,75.3,47.0,60.5
Annual,Percentage,From 55 to 64 years,Males,Romania,50.9,59.1,63.8
Annual,Percentage,From 55 to 64 years,Males,Sweden,89.9,85.8,90.6
Annual,Percentage,From 55 to 64 years,Males,Slovenia,65.4 u,79.3,72.9
Annual,Percentage,From 55 to 64 years,Males,Slovakia,63.0,54.2,62.7
Annual,Percentage,From 55 to 64 years,Males,United Kingdom,60.4,68.9,83.3
Annual,Percentage,From 55 to 64 years,Total,Austria,70.2,63.8,74.6
Annual,Percentage,From 55 to 64 years,Total,Belgium,82.0,71.4,73.3
Annual,Percentage,From 55 to 64 years,Total,Bulgaria,51.6,49.5,61.3
Annual,Percentage,From 55 to 64 years,Total,Cyprus,45.1,52.4,49.2
Annual,Percentage,From 55 to 64 years,Total,Czechia,68.9,58.8,63.0
Annual,Percentage,From 55 to 64 years,Total,Germany,59.1,64.6,57.2
Annual,Percentage,From 55 to 64 years,Total,Denmark,86.2,87.4,86.4
Annual,Percentage,From 55 to 64 years,Total,Estonia,61.9,71.5,78.4
Annual,Percentage,From 55 to 64 years,Total,Greece,60.2,35.5,36.1
Annual,Percentage,From 55 to 64 years,Total,Spain,53.9,58.0,63.7
Annual,Percentage,From 55 to 64 years,Total,European Union - 27 countries (from 2020),64.7,62.2,64.3
Annual,Percentage,From 55 to 64 years,Total,European Union - 28 countries (2013-2020),63.9,63.2,66.7
Annual,Percentage,From 55 to 64 years,Total,Finland,83.1,88.9,85.6
Annual,Percentage,From 55 to 64 years,Total,France,70.3,58.5,81.9
Annual,Percentage,From 55 to 64 years,Total,Croatia,73.7,59.4,72.9
Annual,Percentage,From 55 to 64 years,Total,Hungary,59.8,51.3,51.0
