Time frequency,Unit of measure,indic_en,product,geo\TIME_PERIOD,2005.0,2006.0,2007.0,2008.0,2009.0,2010.0,2011.0,2012.0,2013.0,2014.0,2015.0,2016.0,2017.0,2018.0
Annual,Thousand tonnes of oil equivalent,101800.0,0.0,DZ,3703.0,4024.0,9513.0,5404.0,5610.0,5866.0,5636.0,5467.0,5621.0,5763.0,6132.0,8817.7,9943.0,10450.0
Annual,Thousand tonnes of oil equivalent,101800.0,0.0,EG,17132.0,17264.0,18432.0,19166.0,19735.0,20778.0,21330.0,21278.0,20241.0,20523.0,18506.0,18390.0,:,:
Annual,Thousand tonnes of oil equivalent,101800.0,0.0,IL,2889.7,:,:,:,3652.1,3526.3,3707.7,3723.4,:,:,:,:,:,:
Annual,Thousand tonnes of oil equivalent,101800.0,0.0,JO,1158.7,1182.0,1192.0,1095.0,1101.0,1092.0,1090.0,695.1,924.1,1078.0,991.4,1063.7,938.2,987.9
Annual,Thousand tonnes of oil equivalent,101800.0,0.0,LB,520.0,:,:,:,:,:,:,:,:,:,:,:,:,:
Annual,Thousand tonnes of oil equivalent,101800.0,0.0,MA,2444.2,2506.3,2533.6,2800.5,2696.0,2864.7,3173.9,3286.1,3272.4,3006.5,3023.6,2885.3,3260.5,3255.9 p
Annual,Thousand tonnes of oil equivalent,101800.0,0.0,PS,61.5,61.1,45.7,46.4,59.7,44.4,43.3,110.5,63.4,67.5,82.8,79.6,87.1,:
Annual,Thousand tonnes of oil equivalent,101800.0,0.0,TN,:,:,:,:,:,2036.6,1866.7,2042.6,2088.3,2209.0,:,:,2162.6,2162.3
Annual,Thousand tonnes of oil equivalent,101900.0,0.0,DZ,5220.0,5356.0,3362.0,8785.0,10759.0,11107.0,12250.0,13272.0,13787.0,14327.0,15338.0,15057.0,14895.0,15281.0
Annual,Thousand tonnes of oil equivalent,101900.0,0.0,EG,7787.0,8668.0,9163.0,8529.0,9239.0,10936.0,11277.0,11576.0,11953.0,11699.0,12261.0,12713.0,:,:
Annual,Thousand tonnes of oil equivalent,101900.0,0.0,IL,6323.0,:,:,:,6401.8,6071.0,5987.0,5202.8,5272.6 b,5320.6,5619.0,5809.8,5977.5,:
Annual,Thousand tonnes of oil equivalent,101900.0,0.0,JO,2411.0,1822.0,1912.1,1967.3,1952.3,1991.0,2011.4,2520.8,2734.0,2558.3,2810.5,3184.5,3431.3,3564.3
Annual,Thousand tonnes of oil equivalent,101900.0,0.0,LB,1529.0,1495.0,1271.0,1344.0,1356.0,1817.0,1851.0,1956.0,1980.0,2501.0,2344.0,4045.0,4225.0,:
Annual,Thousand tonnes of oil equivalent,101900.0,0.0,MA,3739.8,3892.8,4176.7,4527.2,4763.7,5062.1,5325.2,5333.3,5560.2,5683.4,6038.4,6250.5,6502.5,6753.8 p
Annual,Thousand tonnes of oil equivalent,101900.0,0.0,PS,231.0,214.6,215.4,214.7,274.2,369.4,306.3,330.2,455.1,776.4,692.3,764.0,756.4,:
Annual,Thousand tonnes of oil equivalent,101900.0,0.0,TN,:,:,:,:,:,2344.7,2179.1,2162.5,2036.7,2109.0,:,:,2559.7,2560.9
