Time frequency,Indicator used in Euro_Med,Geopolitical entity (reporting)\Time,2000.0,2001.0,2002.0,2003.0,2004.0,2005.0,2006.0,2007.0,2008.0,2009.0,2010.0
Annual,"Proportion of persons living in jobless households, total (%)",Algeria,:,:,:,:,:,:,:,:,:,:,15.7
Annual,"Proportion of persons living in jobless households, total (%)",Israel,12.9,14.0,14.3,14.1,13.8,13.1,12.5,11.6,11.1,11.3,10.2
Annual,"Proportion of persons living in jobless households, total (%)",Morocco,11.3,11.9,12.1,12.1,11.8,12.4,12.9,12.2,11.4,11.0,11.2
Annual,"Proportion of persons living in jobless households, male, 0-17 (%)",Morocco,11.2,11.9,11.8,11.7,11.5,12.0,12.7,11.7,10.9,11.2,11.1
Annual,"Proportion of persons living in jobless households, male, 18-64 (%)",Algeria,:,:,:,:,:,:,:,:,:,:,29.2
Annual,"Proportion of persons living in jobless households, male, 18-64 (%)",Israel,10.4,11.3,11.6,11.6,11.4,10.9,10.3,9.5,8.8,9.3,8.7
Annual,"Proportion of persons living in jobless households, male, 18-64 (%)",Morocco,8.3,8.5,8.3,8.9,8.8,9.1,9.3,8.7,7.7,7.9,8.3
Annual,"Proportion of persons living in jobless households, male, total (%)",Algeria,:,:,:,:,:,:,:,:,:,:,26.1
Annual,"Proportion of persons living in jobless households, male, total (%)",Morocco,9.5,10.0,9.8,10.0,9.9,10.3,10.7,9.9,9.0,8.6,8.8
Annual,"Proportion of persons living in jobless households, female, 0-17 (%)",Morocco,11.3,12.0,12.3,12.2,11.5,12.1,13.0,12.4,11.4,11.7,11.8
Annual,"Proportion of persons living in jobless households, female, 18-64 (%)",Algeria,:,:,:,:,:,:,:,:,:,:,6.0
Annual,"Proportion of persons living in jobless households, female, 18-64 (%)",Israel,13.6,14.2,14.6,14.4,14.0,13.3,12.6,11.8,11.1,11.3,10.5
Annual,"Proportion of persons living in jobless households, female, 18-64 (%)",Morocco,14.3,15.1,15.7,15.4,15.0,15.9,16.4,15.8,15.0,15.5,15.7
Annual,"Proportion of persons living in jobless households, female, total (%)",Algeria,:,:,:,:,:,:,:,:,:,:,5.4
Annual,"Proportion of persons living in jobless households, female, total (%)",Morocco,13.1,13.9,14.3,14.2,13.6,14.5,15.1,14.5,13.7,13.3,13.5
Annual,"Proportion of persons living in jobless households, total, 0-17 (%)",Israel,14.3,16.2,16.5,16.1,15.7,14.8,14.3,13.2,13.0,13.0,11.3
Annual,"Proportion of persons living in jobless households, total, 0-17 (%)",Morocco,11.2,12.0,12.0,12.0,11.5,12.1,12.9,12.0,11.2,:,:
Annual,"Proportion of persons living in jobless households, total, 18-64 (%)",Algeria,:,:,:,:,:,:,:,:,:,:,17.4
Annual,"Proportion of persons living in jobless households, total, 18-64 (%)",Israel,12.1,12.8,13.1,13.0,12.8,12.1,11.5,10.7,10.0,10.3,9.6
Annual,"Proportion of persons living in jobless households, total, 18-64 (%)",Morocco,11.4,11.9,12.1,12.2,12.0,12.6,12.9,12.3,11.5,:,:
