Time frequency,Stock or flow,"Standard International Trade Classification (SITC Rev. 4, 2006)",Geopolitical entity (partner),Unit of measure,Geopolitical entity (reporting)\Time,Décembre 2023,Janvier 2024,Février 2024,Mars 2024,Avril 2024,Mai 2024,Juin 2024,Juillet 2024,Août 2024,Septembre 2024,Octobre 2024,Novembre 2024
Monthly,Exports,Total - all products,Rest of the world,Percentage change m/m-12 (NSA),Euro area – 20 countries (from 2023),-8.3,1.4,0.4,-8.7,14.0,-1.0,-6.6,9.2,-2.7,0.1,2.3,-1.6
Monthly,Exports,Total - all products,Rest of the world,Percentage change m/m-12 (NSA),European Union - 27 countries (from 2020),-8.4,1.0,1.2,-8.7,15.4,-0.6,-5.8,10.2,-1.3,0.6,1.6,-1.2
Monthly,Exports,Total - all products,Rest of the world,Percentage change m/m-1 (SA),Euro area – 20 countries (from 2023),-0.5,1.3,-0.5,0.2,2.7,-3.1,-0.1,0.3,0.1,-0.3,-1.5,3.2
Monthly,Exports,Total - all products,Rest of the world,Percentage change m/m-1 (SA),European Union - 27 countries (from 2020),-0.2,0.5,0.3,0.4,3.1,-3.5,0.5,-0.2,0.7,-1.1,-1.7,3.7
Monthly,Exports,Total - all products,Rest of the world,Trade value in million euro (SA),Euro area – 20 countries (from 2023),235294.7,238346.9,237270.4,237728.3,244251.2,236573.0,236295.6,236968.7,237317.0,236661.2,233105.5,240617.8
Monthly,Exports,Total - all products,Rest of the world,Trade value in million euro (SA),European Union - 27 countries (from 2020),211884.1,212936.2,213658.8,214409.5,221117.5,213281.6,214405.7,213948.1,215442.3,213038.9,209352.9,217031.7
