Time frequency,International Statistical Classification of Diseases and Related Health Problems (ICD-10 2010),Unit of measure,Geopolitical entity (reporting)\Time,2013.0,2014.0,2015.0,2016.0,2017.0,2018.0,2019.0,2020.0,2021.0
Annual,Malignant neoplasm of bronchus and lung,"Index, 2013=100",European Union (aggregate changing according to the context),100.0,100.0,100.0,93.5,85.9,85.1,93.8,93.5,60.3
Annual,Selected occupational cancers,"Index, 2013=100",European Union (aggregate changing according to the context),100.0,100.0,93.8,94.6,92.5,84.9,86.4,83.7,73.1
Annual,Mesothelioma,"Index, 2013=100",European Union (aggregate changing according to the context),100.0,98.5,97.8,96.2,100.0,92.7,86.2,77.1,83.8
Annual,Mononeuropathies of upper limb,"Index, 2013=100",European Union (aggregate changing according to the context),100.0,100.0,108.8,100.6,114.7,112.7,101.4,85.2,100.0
Annual,Other diseases of inner ear,"Index, 2013=100",European Union (aggregate changing according to the context),100.0,87.4,91.3,78.9,81.1,78.0,53.7,48.2,45.7
Annual,Other peripheral vascular diseases,"Index, 2013=100",European Union (aggregate changing according to the context),100.0,75.0,72.5,75.5,84.1,55.8,46.5,33.3,50.0
Annual,Asthma,"Index, 2013=100",European Union (aggregate changing according to the context),100.0,100.0,100.0,101.1,88.9,81.8,97.2,61.1,51.3
Annual,Pneumoconiosis due to asbestos and other mineral fibres,"Index, 2013=100",European Union (aggregate changing according to the context),100.0,91.5,68.9,61.8,78.4,60.0,85.5,56.4,48.5
Annual,Pneumoconiosis,"Index, 2013=100",European Union (aggregate changing according to the context),100.0,107.2,91.2,76.8,80.0,69.3,92.9,46.6,49.4
Annual,Pneumoconiosis due to dust containing silica,"Index, 2013=100",European Union (aggregate changing according to the context),100.0,107.9,86.8,85.4,81.9,76.2,87.3,84.1,51.6
Annual,Pleural plaque,"Index, 2013=100",European Union (aggregate changing according to the context),100.0,82.5,99.1,85.7,76.7,64.5,82.2,53.9,44.9
Annual,Allergic contact dermatitis,"Index, 2013=100",European Union (aggregate changing according to the context),100.0,100.0,100.0,97.3,96.4,81.7,80.6,57.7,51.0
Annual,Contact dermatitis,"Index, 2013=100",European Union (aggregate changing according to the context),100.0,100.0,98.1,101.7,101.1,98.4,77.8,57.4,50.3
Annual,Irritant contact dermatitis,"Index, 2013=100",European Union (aggregate changing according to the context),100.0,96.9,108.3,103.2,104.7,77.4,99.0,60.6,66.8
Annual,Other intervertebral disc disorders,"Index, 2013=100",European Union (aggregate changing according to the context),100.0,100.0,100.0,100.0,107.1,81.7,85.6,68.5,64.2
Annual,Synovitis and tenosynovitis,"Index, 2013=100",European Union (aggregate changing according to the context),100.0,102.7,108.6,128.9,110.5,100.0,154.1,117.7,112.5
Annual,"Soft tissue disorders related to use, overuse and pressure","Index, 2013=100",European Union (aggregate changing according to the context),100.0,96.7,91.7,67.2,68.3,60.8,52.6,54.4,38.3
Annual,Shoulder lesions,"Index, 2013=100",European Union (aggregate changing according to the context),100.0,94.3,97.4,100.0,113.4,87.5,100.0,88.9,100.0
Annual,Other enthesopathies,"Index, 2013=100",European Union (aggregate changing according to the context),100.0,107.0,109.0,122.1,121.7,111.6,109.2,102.3,101.2
Annual,"Selected musculoskeletal disorders (M51, M65, M70, M75, M77, G56, I73)","Index, 2013=100",European Union (aggregate changing according to the context),100.0,104.3,100.0,111.6,106.5,100.0,99.8,88.4,73.4
Annual,Total,"Index, 2013=100",European Union (aggregate changing according to the context),100.0,102.2,100.0,100.0,98.5,86.2,93.3,75.4,73.7
