Time frequency,Indicator used in Euro_Med,Geopolitical entity (reporting)\Time,2005.0,2006.0,2007.0,2008.0,2009.0,2010.0,2011.0,2012.0,2013.0,2014.0,2015.0,2016.0,2017.0,2018.0
Annual,Total utilised agricultural area (UAA) (ha),Algeria,8389640.0,8403570.0,8414670.0,8424760.0,8423340.0,8435028.0,8445490.0,8454630.0,8461880.0,8465040.0,8487854.0,8449400.0,8536400.0,8570010.0
Annual,Total utilised agricultural area (UAA) (ha),Israel,:,285100.0,293200.0,289200.0,294800.0,283200.0,289200.0,289300.0,292300.0,309795.0,305990.0,304500.0,294900.0,292400.0
Annual,Total utilised agricultural area (UAA) (ha),Jordan,285759.0 e,252235.6 e,261509.0 e,261507.6 e,265528.6 e,260832.1 e,261342.0 e,267115.0 e,294808.0 e,278630.0,271278.0 e,297900.0 e,281900.0,281900.0
Annual,Total utilised agricultural area (UAA) (ha),Lebanon,:,:,:,:,:,:,230994.3,:,:,:,:,259400.0 e,:,:
Annual,Total utilised agricultural area (UAA) (ha),Morocco,8988300.0,8946600.0,8959800.0,8980600.0,9002600.0,8988300.0,9103834.0,9042500.0,9796900.0,7514916.0,8328526.0,6440510.0,8420165.0,7635057.0 p
Annual,Total utilised agricultural area (UAA) (ha),Palestine*,183335.0 e,182609.6 e,183485.1 e,185395.1 e,:,91155.6,103490.1,:,:,:,:,:,:,:
Annual,Total utilised agricultural area (UAA) (ha),Tunisia,9304620.0,9289070.0,9288730.0,9286440.0,9273360.0,9279480.0,9278630.0,9275430.0,10452740.0,10452920.0,10449270.0,10449270.0,:,:
Annual,Total irrigated agricultural land (ha),Algeria,803880.0,835590.0,834780.0,855720.0,884337.0,985220.0,987005.0,1042920.0,1089500.0,1147255.0,1195865.0,1245980.0,1300000.0,:
Annual,Total irrigated agricultural land (ha),Egypt,4400000.0,4983000.0,5032000.0,5121000.0,4723000.0,4794000.0,4625000.0,4790000.0,4683000.0,4735000.0,4773000.0,4812000.0,4862000.0,:
Annual,Total irrigated agricultural land (ha),Jordan,80045.2 e,83453.0 e,81089.6 e,92836.4 e,94819.5 e,102472.1 e,96450.0 e,95654.0 e,103443.0 e,105047.0,103444.0 e,106600.0,86500.0,83900.0
Annual,Total irrigated agricultural land (ha),Lebanon,136300.0,142200.0,137100.0,:,:,:,112954.7,:,:,:,:,139200.0 e,:,:
Annual,Total irrigated agricultural land (ha),Palestine*,23854.0 e,26096.4 e,26969.2 e,26356.6 e,:,7476.6,16767.1,:,:,:,:,:,:,:
Annual,Total irrigated agricultural land (ha),Tunisia,356020.0,373150.0,381050.0,395940.0,404410.0,436570.0,419030.0,415930.0,437500.0,457800.0,454470.0,468440.0,:,:
