Time frequency,Business trend indicator,Statistical classification of economic activities in the European Community (NACE Rev. 2),Unit of measure,Geopolitical entity (reporting)\Time,Décembre 2023,Janvier 2024,Février 2024,Mars 2024,Avril 2024,Mai 2024,Juin 2024,Juillet 2024,Août 2024,Septembre 2024,Octobre 2024,Novembre 2024
Monthly,Volume of sales,"Retail sale of food, beverages and tobacco","Index, 2021=100 (SCA)",Albania,116.0,112.2,112.3,113.1,113.7,114.0,114.8,117.6,117.9,115.4,:,:
Monthly,Volume of sales,"Retail sale of food, beverages and tobacco","Index, 2021=100 (SCA)",Austria,94.8 p,95.1 p,95.6 p,95.6 p,96.6 p,98.3 p,94.5 p,98.2 p,98.5 p,98.4 p,99.0 p,97.9 p
Monthly,Volume of sales,"Retail sale of food, beverages and tobacco","Index, 2021=100 (SCA)",Bosnia and Herzegovina,119.4,:,:,:,:,:,:,:,:,:,:,:
Monthly,Volume of sales,"Retail sale of food, beverages and tobacco","Index, 2021=100 (SCA)",Belgium,85.7 p,86.7 p,80.7 p,81.4 p,83.6 p,83.0 p,82.6 p,82.6 p,83.7 p,83.7 p,83.4 p,82.1 p
Monthly,Volume of sales,"Retail sale of food, beverages and tobacco","Index, 2021=100 (SCA)",Bulgaria,103.5,103.8,106.8,105.9,107.3,107.5,108.6,110.8,110.0,110.6,112.0,113.1 p
Monthly,Volume of sales,"Retail sale of food, beverages and tobacco","Index, 2021=100 (SCA)",Switzerland,92.4 p,93.8 p,94.0 p,94.3 p,93.4 p,93.5 p,93.1 p,95.0 p,95.5 p,93.8 p,94.3 p,94.0 p
Monthly,Volume of sales,"Retail sale of food, beverages and tobacco","Index, 2021=100 (SCA)",Cyprus,105.9,110.8,110.6,112.2,108.5,110.7,110.4,109.9,112.0,112.2,109.3,114.3
Monthly,Volume of sales,"Retail sale of food, beverages and tobacco","Index, 2021=100 (SCA)",Czechia,90.1,92.1,91.8,92.2,91.9,92.4,91.3,92.4,91.6,91.1,91.5,90.9
Monthly,Volume of sales,"Retail sale of food, beverages and tobacco","Index, 2021=100 (SCA)",Germany,90.2 p,91.3 p,90.3 p,94.1 p,91.2 p,91.9 p,92.9 p,91.8 p,93.7 p,92.1 p,92.3 p,92.7 p
Monthly,Volume of sales,"Retail sale of food, beverages and tobacco","Index, 2021=100 (SCA)",Denmark,92.0,90.9,92.3,90.3,87.3,90.4,91.8,90.0,86.7,92.5,86.7,90.6
