Time frequency,Unit of measure,Metropolitan regions\Time,2003.0,2004.0,2005.0,2006.0,2007.0,2008.0,2009.0,2010.0,2011.0,2012.0,2013.0,2014.0,2015.0,2016.0
Annual,Number,Wien,:,:,267.0,274.0,285.0,:,:,159.0,:,:,:,323.0,:,:
Annual,Number,Graz,7.0,36.0,72.0,42.0,57.0,71.0,56.0,66.0,66.0,145.0,145.0,146.0,68.0,122 p
Annual,Number,Linz,44.0,213.0,156.0,316.0,130.0,168.0,226.0,146.0,176.0,159.0,201.0,161.0,188.0,146 p
Annual,Number,Salzburg,23.0,42.0,40.0,80.0,98.0,179.0,204.0,258.0,240.0,305.0,263.0,94.0,181.0,81 p
Annual,Number,Innsbruck,24.0,92.0,68.0,78.0,67.0,76.0,92.0,107.0,45.0,48.0,150.0,103.0,82.0,69 p
Annual,Number,Non-metropolitan regions in Austria,:,:,:,:,:,:,:,:,1426.0,:,:,:,:,:
Annual,Number,Bruxelles / Brussel,31.0,229.0,324.0,285.0,263.0,309.0,304.0,537.0,797.0,468.0,229.0,213.0,202.0,:
Annual,Number,Antwerpen,84.0,353.0,382.0,345.0,201.0,136.0,95.0,103.0,58.0,52.0,132.0,148.0,118.0,98 p
Annual,Number,Gent,:,:,:,:,48.0,62.0,128.0,52.0,:,54.0,67.0,:,:,57 p
Annual,Number,Charleroi,1.0,5.0,6.0,5.0,6.0,:,4.0,6.0,4.0,3.0,4.0,10.0,8.0,8 p
Annual,Number,Liège,:,:,54.0,14.0,25.0,:,:,:,:,:,22.0,:,:,:
Annual,Number,Sofia,:,:,:,:,:,:,:,:,:,:,144.0,:,265.0,:
Annual,Number,Plovdiv,:,:,:,:,6.0,32.0,12.0,17.0,46.0,138.0,124.0,91.0,53.0,48 p
Annual,Number,Varna,:,:,:,:,2.0,:,4.0,5.0,8.0,6.0,121.0,795.0,390.0,61 p
Annual,Number,Burgas,:,:,:,1.0,:,38.0,1.0,2.0,1.0,:,2.0,5.0,12.0,1 p
Annual,Number,Zürich,54.0,265.0,283.0,349.0,326.0,299.0,290.0,120.0,177.0,190.0,218.0,226.0,258.0,61 p
Annual,Number,Genève,33.0,58.0,199.0,129.0,178.0,112.0,29.0,69.0,30.0,33.0,60.0,81.0,69.0,24 p
Annual,Number,Basel,:,194.0,240.0,81.0,113.0,137.0,135.0,123.0,181.0,51.0,63.0,96.0,69.0,167 p
Annual,Number,Bern,15.0,48.0,107.0,104.0,213.0,81.0,38.0,15.0,34.0,30.0,23.0,14.0,20.0,30 p
Annual,Number,Lausanne,42.0,239.0,150.0,217.0,146.0,202.0,115.0,72.0,104.0,73.0,147.0,52.0,206.0,364 p
Annual,Number,Lefkosia,1.0,23.0,10.0,42.0,24.0,10.0,6.0,39.0,50.0,31.0,53.0,51.0,27.0,104 p
Annual,Number,Praha,:,25.0,43.0,86.0,134.0,95.0,94.0,244.0,197.0,252.0,198.0,236.0,225.0,173 p
Annual,Number,Brno,:,12.0,25.0,12.0,29.0,38.0,27.0,45.0,77.0,67.0,71.0,81.0,56.0,27 p
Annual,Number,Ostrava,:,4.0,5.0,11.0,38.0,75.0,35.0,43.0,18.0,58.0,23.0,46.0,38.0,44 p
Annual,Number,Plzen,:,:,1.0,6.0,6.0,10.0,14.0,:,4.0,1.0,5.0,8.0,2.0,11 p
Annual,Number,Liberec,2.0,4.0,120.0,13.0,200.0,347.0,39.0,23.0,28.0,228.0,47.0,71.0,18.0,20 p
Annual,Number,Non-metropolitan regions in Czech Republic,:,:,:,250.0,239.0,119.0,214.0,231.0,285.0,:,256.0,250.0,438.0,:
Annual,Number,Hamburg,:,632.0,580.0,493.0,535.0,654.0,593.0,622.0,631.0,994.0,:,:,567.0,565 p
Annual,Number,München,264.0,:,:,1667.0,1494.0,2046.0,1348.0,1639.0,1502.0,1645.0,1088.0,:,1173.0,:
Annual,Number,Köln,:,217.0,320.0,144.0,236.0,258.0,220.0,170.0,:,315.0,254.0,189.0,:,:
Annual,Number,Frankfurt am Main,:,:,259.0,:,265.0,439.0,258.0,203.0,305.0,:,330.0,355.0,358.0,:
Annual,Number,Stuttgart,271.0,1055.0,1262.0,1267.0,1152.0,1533.0,945.0,1054.0,1208.0,1487.0,1767.0,1641.0,1469.0,1130 p
Annual,Number,Leipzig,:,:,:,:,14.0,:,:,:,:,14.0,:,32.0,95.0,:
Annual,Number,Dresden,:,31.0,:,23.0,:,:,81.0,81.0,:,223.0,56.0,25.0,60.0,:
Annual,Number,Düsseldorf,218.0,463.0,399.0,345.0,518.0,556.0,703.0,461.0,527.0,518.0,534.0,427.0,279.0,199 p
Annual,Number,Bremen,:,:,:,107.0,:,:,:,160.0,74.0,:,349.0,150.0,:,:
Annual,Number,Hannover,18.0,170.0,254.0,331.0,192.0,:,333.0,337.0,248.0,204.0,421.0,294.0,298.0,268 p
