Time frequency,Unit of measure,Geopolitical entity (reporting)\Time,2010.0,2011.0,2012.0,2013.0,2014.0,2015.0,2016.0,2017.0,2018.0,2019.0,2020.0,2021.0,2022.0,2023.0
Annual,Ratio,Albania,:,:,:,:,:,:,:,1.0,1.0,0.6,0.8,0.8,:,:
Annual,Ratio,Austria,1.9,1.8,1.8,1.8,1.7,1.5,1.7,1.9,1.8,1.6,1.7,1.7,1.8,1.5
Annual,Ratio,Belgium,1.9,2.2,1.9,2.3,2.4,2.1,2.1,2.0,2.1,2.9 b,2.8,2.5,2.6,2.5
Annual,Ratio,Bulgaria,0.4,0.0,0.4,0.2,0.3,0.3,0.9 b,0.5,0.7,0.7,1.1,0.7,1.1,0.5
Annual,Ratio,Switzerland,-0.9,-1.1,-0.7,-0.7,-1.0 b,-1.3,-1.5,-1.7,-1.5,-1.9,-2.2,-2.6 b,-2.2,-1.7
Annual,Ratio,Cyprus,0.4,0.5,0.6,0.8,0.9,1.3,1.3,1.2,1.1,1.0,0.9,0.9,0.9,0.7
Annual,Ratio,Czechia,0.8,0.9,0.9,0.9,0.9,0.9,0.9,0.8,0.8,0.8,0.8,: u,: u,0.6
Annual,Ratio,Germany,0.8,0.7,1.0,0.7,-0.4,0.6,0.7,0.8,-0.2,-0.7,3.0 b,2.0,3.0,3.1
Annual,Ratio,Denmark,-10.6 b,-2.3 b,-1.1,-0.9,-0.1,0.7,1.5,1.4,1.6,1.6,1.5 b,1.5,1.7,1.5
Annual,Ratio,Euro area – 20 countries (from 2023),1.2,1.4,1.4,1.5,1.2,1.3,1.4,1.3,1.0,1.0,1.8,1.5,1.9,1.7
Annual,Ratio,Estonia,0.9,1.1,0.9,1.0,1.2 b,1.1,0.9,1.0,1.0,0.5,1.3,1.2,1.1,1.3
Annual,Ratio,Greece,1.1,0.9,1.1,1.1,-0.1,-0.2,-0.5,-0.2,0.0,0.0,0.2,-0.3,0.1,0.3
Annual,Ratio,Spain,1.5,1.6,1.5,1.8,1.7,1.8,1.7,1.9,1.7,1.7,1.5,1.5,1.5,1.4
Annual,Ratio,European Union - 27 countries (from 2020),0.9,1.1,1.2,1.2,1.0,1.2,1.3,1.2,0.9,1.1,1.7,1.3,1.6,1.5
Annual,Ratio,Finland,1.5,1.7,1.7,1.7,1.8,1.9,2.1,2.0,2.0,1.9,1.9,2.0,2.2,2.0
Annual,Ratio,France,0.4,0.6,0.5,0.5,0.4,0.5,0.6,0.1,0.1,0.8,0.4 b,0.2,0.8 b,0.2
Annual,Ratio,Croatia,2.2,2.0,1.7,1.8,1.5,1.9,1.2,1.5,1.3,1.2,1.1,1.3,1.3,1.4 b
Annual,Ratio,Hungary,0.9,-0.3,0.8,0.4,0.4,0.4,1.5,1.3,1.9,3.0,3.1,-0.2,0.8,0.5
