Time frequency,National accounts indicator (ESA 2010),Statistical classification of economic activities in the European Community (NACE Rev. 2),Unit of measure,Geopolitical entity (reporting)\Time,Octobre-Décembre 2021,Janvier-Mars 2022,Avril-Juin 2022,Jullet-Septembre 2022,Octobre-Décembre 2022,Janvier-Mars 2023,Avril-Juin 2023,Jullet-Septembre 2023,Octobre-Décembre 2023,Janvier-Mars 2024,Avril-Juin 2024,Jullet-Septembre 2024
Quarterly,"Value added, gross","Arts, entertainment and recreation; other service activities; activities of household and extra-territorial organizations and bodies",Million euro (NSA),Luxembourg,329.8,293.8,311.5,306.5,342.6,311.7,338.3,348.9,400.1,347.8 p,364.0 p,366.5 p
Quarterly,"Value added, gross","Arts, entertainment and recreation; other service activities; activities of household and extra-territorial organizations and bodies",Million euro (NSA),Latvia,194.8,195.4,236.3,247.3,253.0,307.0,313.8,317.8,337.2,292.3,304.4,334.0
Quarterly,"Value added, gross","Arts, entertainment and recreation; other service activities; activities of household and extra-territorial organizations and bodies",Million euro (NSA),Montenegro,31.5,27.5,35.7,39.2,42.1,33.6,41.3,45.7,49.2,38.2 p,46.0 p,49.6 p
Quarterly,"Value added, gross","Arts, entertainment and recreation; other service activities; activities of household and extra-territorial organizations and bodies",Million euro (NSA),North Macedonia,90.3,92.4,96.5,95.8,99.0,102.3 p,110.3 p,111.5 p,110.4 p,119.4 e,120.8 e,119.3 e
Quarterly,"Value added, gross","Arts, entertainment and recreation; other service activities; activities of household and extra-territorial organizations and bodies",Million euro (NSA),Malta,476.4,386.9,402.7,405.9,397.6,421.2,422.7,457.3,418.4,439.0,452.8,449.6
Quarterly,"Value added, gross","Arts, entertainment and recreation; other service activities; activities of household and extra-territorial organizations and bodies",Million euro (NSA),Netherlands,4210.0,4048.0,5110.0,5567.0,5302.0,5256.0,5615.0,5871.0,5768.0,6005.0,6251.0,6528.0
Quarterly,"Value added, gross","Arts, entertainment and recreation; other service activities; activities of household and extra-territorial organizations and bodies",Million euro (NSA),Norway,1835.0,1708.4,1815.1,1706.6,1849.3,1790.8,1650.6,1650.0,1752.2,1777.2,1823.3,:
Quarterly,"Value added, gross","Arts, entertainment and recreation; other service activities; activities of household and extra-territorial organizations and bodies",Million euro (NSA),Poland,3187.8,926.4,3058.0,2122.1,3847.3,1086.7,3729.7,2579.6,4632.4,1303.4,4203.1,2843.0
Quarterly,"Value added, gross","Arts, entertainment and recreation; other service activities; activities of household and extra-territorial organizations and bodies",Million euro (NSA),Portugal,1209.2,1347.2,1434.8,1538.1,1558.6,1602.7 e,1658.1 e,1652.2 e,1664.1 e,1700.9 e,1726.0 e,1741.0 e
Quarterly,"Value added, gross","Arts, entertainment and recreation; other service activities; activities of household and extra-territorial organizations and bodies",Million euro (NSA),Romania,1525.8,1198.7,2803.8,1529.2,1804.7,1480.1 p,3510.1 p,1842.5 p,2273.2 p,1781.9 p,4139.1 p,2229.6 p
Quarterly,"Value added, gross","Arts, entertainment and recreation; other service activities; activities of household and extra-territorial organizations and bodies",Million euro (NSA),Serbia,398.9,350.5 p,384.5 p,464.0 p,462.3 p,402.3 p,441.9 p,534.0 p,540.3 p,463.1 e,513.9 e,616.6 e
Quarterly,"Value added, gross","Arts, entertainment and recreation; other service activities; activities of household and extra-territorial organizations and bodies",Million euro (NSA),Sweden,3517.1,3156.0,3486.9,3216.9,3374.7,3263.0,3476.4,3271.4,3588.7,3562.8,3850.7,3661.8
Quarterly,"Value added, gross","Arts, entertainment and recreation; other service activities; activities of household and extra-territorial organizations and bodies",Million euro (NSA),Slovenia,228.3,261.5,301.1,303.2,319.2,315.7,316.6,308.7,332.6,343.1,338.4,336.7
Quarterly,"Value added, gross","Arts, entertainment and recreation; other service activities; activities of household and extra-territorial organizations and bodies",Million euro (NSA),Slovakia,1080.5,554.7,616.6,614.5,719.1,674.7,750.1,592.1,890.9,719.4,801.6,619.6
Quarterly,"Value added, gross","Arts, entertainment and recreation; other service activities; activities of household and extra-territorial organizations and bodies",Million euro (NSA),Türkiye,4704.6,4024.6,3417.8,3689.5,6102.1,5871.3,4641.9,4631.6,7597.0,8026.8,6022.8,5367.7
Quarterly,"Value added, gross","Arts, entertainment and recreation; other service activities; activities of household and extra-territorial organizations and bodies",Million euro (NSA),Kosovo*,10.1,9.3,11.8,11.3,10.5,10.3,13.0,12.7,11.8,11.0 p,13.6 p,13.3 p
Quarterly,"Value added, gross","Arts, entertainment and recreation; other service activities; activities of household and extra-territorial organizations and bodies",Million euro (SCA),Albania,63.1,64.1,74.7,88.3,76.5,96.1 p,97.2 p,110.8 p,101.0 p,113.5 p,116.4 p,126.0 p
Quarterly,"Value added, gross","Arts, entertainment and recreation; other service activities; activities of household and extra-territorial organizations and bodies",Million euro (SCA),Austria,2163.9,2306.6,2514.6,2587.9,2584.3,2713.3,2761.4,2842.1,2817.4,2884.7,2952.9,2931.6
Quarterly,"Value added, gross","Arts, entertainment and recreation; other service activities; activities of household and extra-territorial organizations and bodies",Million euro (SCA),Belgium,2260.7,2185.2,2316.8,2330.4,2399.1,2417.4 p,2421.6 p,2434.9 p,2520.3 p,2578.2 p,2549.1 p,2564.3 p
Quarterly,"Value added, gross","Arts, entertainment and recreation; other service activities; activities of household and extra-territorial organizations and bodies",Million euro (SCA),Bulgaria,254.7,270.4,272.2,285.5,317.1,329.4,342.8,340.3,349.4,352.6 p,357.0 p,367.0 p
Quarterly,"Value added, gross","Arts, entertainment and recreation; other service activities; activities of household and extra-territorial organizations and bodies",Million euro (SCA),Switzerland,4338.4,4411.8,5003.1,5422.5,5421.4,4250.8,4365.6,4474.9,4560.0,5061.9,5369.7,5977.8
Quarterly,"Value added, gross","Arts, entertainment and recreation; other service activities; activities of household and extra-territorial organizations and bodies",Million euro (SCA),Cyprus,221.2,224.0,229.8,238.5,247.5,242.8,246.5,247.6,253.8,249.7,253.3,261.6
Quarterly,"Value added, gross","Arts, entertainment and recreation; other service activities; activities of household and extra-territorial organizations and bodies",Million euro (SCA),Czechia,1185.7,1276.2,1324.3,1384.4,1387.0,1468.5,1510.2,1450.6,1474.4,1457.3,1482.6,1466.2
Quarterly,"Value added, gross","Arts, entertainment and recreation; other service activities; activities of household and extra-territorial organizations and bodies",Million euro (SCA),Germany,25123.0 p,29318.0 p,29373.0 p,30375.0 p,30308.0 p,31651.0 p,32104.0 p,32746.0 p,32442.0 p,33227.0 p,33494.0 p,33776.0 p
Quarterly,"Value added, gross","Arts, entertainment and recreation; other service activities; activities of household and extra-territorial organizations and bodies",Million euro (SCA),Denmark,2615.4,2268.5,2445.7,2497.5,2494.2,2533.2,2632.2,2680.3,2702.4,2811.3,2839.6,2823.9
Quarterly,"Value added, gross","Arts, entertainment and recreation; other service activities; activities of household and extra-territorial organizations and bodies",Million euro (SCA),"Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023)",84747.4,89543.8,93569.4,96197.7,96698.3,100126.0,101823.5,103362.1,103473.3,105051.5,105897.1,107077.0
Quarterly,"Value added, gross","Arts, entertainment and recreation; other service activities; activities of household and extra-territorial organizations and bodies",Million euro (SCA),Euro area - 19 countries  (2015-2022),84747.4,89543.8,93569.4,96197.7,96698.3,99677.9,101334.7,102849.7,102937.1,104513.6,105406.1,106536.5
Quarterly,"Value added, gross","Arts, entertainment and recreation; other service activities; activities of household and extra-territorial organizations and bodies",Million euro (SCA),Euro area – 20 countries (from 2023),85170.5,89977.6,94055.9,96708.6,97202.6,100126.0,101823.5,103362.1,103473.3,105051.5,105897.1,107077.0
Quarterly,"Value added, gross","Arts, entertainment and recreation; other service activities; activities of household and extra-territorial organizations and bodies",Million euro (SCA),Estonia,200.5,210.0,231.4,223.5,234.6,246.3,243.4,255.7,257.5,254.9,257.1,253.5
Quarterly,"Value added, gross","Arts, entertainment and recreation; other service activities; activities of household and extra-territorial organizations and bodies",Million euro (SCA),Greece,1482.7,1551.5 p,1514.7 p,1527.5 p,1535.5 p,1582.8 p,1612.4 p,1633.4 p,1656.0 p,1663.8 p,1669.6 p,1685.9 p
Quarterly,"Value added, gross","Arts, entertainment and recreation; other service activities; activities of household and extra-territorial organizations and bodies",Million euro (SCA),Spain,11728.0,11952.0 p,12933.0 p,13579.0 p,13706.0 p,13858.0 p,14205.0 p,15025.0 p,15021.0 p,14888.0 p,15385.0 p,15490.0 p
Quarterly,"Value added, gross","Arts, entertainment and recreation; other service activities; activities of household and extra-territorial organizations and bodies",Million euro (SCA),European Union - 27 countries (from 2020),97193.0,101931.3,106603.9,109261.3,110128.4,113591.7,115770.8,117377.6,118128.8,120296.1,121256.7,122736.5
Quarterly,"Value added, gross","Arts, entertainment and recreation; other service activities; activities of household and extra-territorial organizations and bodies",Million euro (SCA),Finland,1640.0,1580.0,1658.0,1716.0,1729.0,1761.0,1868.0,1785.0,1774.0,1767.0,1791.0,1844.0
Quarterly,"Value added, gross","Arts, entertainment and recreation; other service activities; activities of household and extra-territorial organizations and bodies",Million euro (SCA),France,16150.8,16269.5,16688.0,17049.6,17412.2,17582.3,17789.3,18161.0,18191.5,18218.7,18228.3,18840.5
Quarterly,"Value added, gross","Arts, entertainment and recreation; other service activities; activities of household and extra-territorial organizations and bodies",Million euro (SCA),Croatia,422.6,428.7,491.3,509.9,500.2,443.4 p,494.1 p,513.1 p,532.9 p,533.0 p,496.1 p,541.3 p
Quarterly,"Value added, gross","Arts, entertainment and recreation; other service activities; activities of household and extra-territorial organizations and bodies",Million euro (SCA),Hungary,942.8,990.5,989.4,955.2,993.9,1063.2 p,1143.4 p,1168.2 p,1215.5 p,1275.8 p,1308.6 p,1332.3 p
Quarterly,"Value added, gross","Arts, entertainment and recreation; other service activities; activities of household and extra-territorial organizations and bodies",Million euro (SCA),Ireland,1296.8,1300.2,1473.1,1521.3,1606.3,1501.7,1545.2,1531.1,1575.7,1615.6,1452.9,1560.2
Quarterly,"Value added, gross","Arts, entertainment and recreation; other service activities; activities of household and extra-territorial organizations and bodies",Million euro (SCA),Italy,14648.2,15092.1,15868.9,15888.7,15863.8,16675.1,16847.5,16451.7,16263.5,16725.6,16753.9,16623.8
Quarterly,"Value added, gross","Arts, entertainment and recreation; other service activities; activities of household and extra-territorial organizations and bodies",Million euro (SCA),Lithuania,274.4,295.1,306.6,317.2,332.3,346.6,356.5,361.2,368.3,374.4,386.4,394.0
Quarterly,"Value added, gross","Arts, entertainment and recreation; other service activities; activities of household and extra-territorial organizations and bodies",Million euro (SCA),Luxembourg,299.7,311.2,315.7,315.7,312.1,329.9,343.1,358.7,365.0,367.9 p,369.5 p,376.3 p
Quarterly,"Value added, gross","Arts, entertainment and recreation; other service activities; activities of household and extra-territorial organizations and bodies",Million euro (SCA),Latvia,194.8,195.4,236.3,247.3,253.0,307.0,313.8,317.8,337.2,292.3,304.4,334.0
Quarterly,"Value added, gross","Arts, entertainment and recreation; other service activities; activities of household and extra-territorial organizations and bodies",Million euro (SCA),North Macedonia,92.2,90.6,95.0,97.4,101.0,100.3 p,108.5 p,113.3 p,112.7 p,117.0 e,118.9 e,121.2 e
Quarterly,"Value added, gross","Arts, entertainment and recreation; other service activities; activities of household and extra-territorial organizations and bodies",Million euro (SCA),Malta,488.0,382.6,400.6,398.8,410.9,419.5,419.7,444.4,435.5,438.7,446.4,438.2
Quarterly,"Value added, gross","Arts, entertainment and recreation; other service activities; activities of household and extra-territorial organizations and bodies",Million euro (SCA),Netherlands,4265.7,4144.1,5103.0,5374.2,5382.7,5371.2,5592.6,5680.7,5867.1,6123.1,6220.2,6330.8
Quarterly,"Value added, gross","Arts, entertainment and recreation; other service activities; activities of household and extra-territorial organizations and bodies",Million euro (SCA),Norway,1742.9,1678.9,1796.5,1803.4,1779.1,1738.1,1648.6,1757.1,1704.1,1783.6,1779.0,:
Quarterly,"Value added, gross","Arts, entertainment and recreation; other service activities; activities of household and extra-territorial organizations and bodies",Million euro (SCA),Poland,1983.9,2154.2,2239.6,2308.4,2434.0,2527.6,2726.6,2818.6,2916.0,3022.9,3082.4,3137.6
Quarterly,"Value added, gross","Arts, entertainment and recreation; other service activities; activities of household and extra-territorial organizations and bodies",Million euro (SCA),Portugal,1217.6,1357.4,1428.7,1522.6,1570.0,1614.3 e,1650.6 e,1635.2 e,1677.0 e,1713.3 e,1717.8 e,1723.2 e
Quarterly,"Value added, gross","Arts, entertainment and recreation; other service activities; activities of household and extra-territorial organizations and bodies",Million euro (SCA),Romania,1565.8,1726.4,1927.1,1794.4,1890.4,2143.4 p,2293.5 p,2252.9 p,2419.3 p,2568.3 p,2664.3 p,2768.8 p
Quarterly,"Value added, gross","Arts, entertainment and recreation; other service activities; activities of household and extra-territorial organizations and bodies",Million euro (SCA),Serbia,381.4,378.0,405.1,429.7,437.5,440.3,468.3,491.0,509.1,510.6,545.4,565.8
Quarterly,"Value added, gross","Arts, entertainment and recreation; other service activities; activities of household and extra-territorial organizations and bodies",Million euro (SCA),Sweden,3376.9,3256.8,3357.3,3354.0,3302.6,3357.0,3342.5,3365.6,3527.3,3669.8,3694.2,3756.6
Quarterly,"Value added, gross","Arts, entertainment and recreation; other service activities; activities of household and extra-territorial organizations and bodies",Million euro (SCA),Slovenia,218.3,270.7,301.0,308.1,309.9,315.2,317.8,319.2,326.7,335.6,340.2,348.2
Quarterly,"Value added, gross","Arts, entertainment and recreation; other service activities; activities of household and extra-territorial organizations and bodies",Million euro (SCA),Slovakia,904.9,576.0,641.2,693.0,594.6,697.5,764.2,694.5,751.6,752.6,808.9,736.4
Quarterly,"Value added, gross","Arts, entertainment and recreation; other service activities; activities of household and extra-territorial organizations and bodies",Million euro (SCA),Türkiye,3887.2,3767.4,4093.0,4467.0,4975.9,5541.3,5705.1,5492.2,6200.9,7201.3,6953.2,6601.3
