Time frequency,Employment indicator,Age class,Sex,Unit of measure,Geopolitical entity (reporting)\Time,2005.0,2006.0,2007.0,2008.0,2009.0,2010.0,2011.0,2012.0,2013.0,2014.0,2015.0,2016.0,2017.0,2018.0,2019.0,2020.0,2021.0,2022.0,2023.0
Annual,Long-term unemployment,From 15 to 74 years,Females,Percentage of population in the labour force,Austria,:,:,:,:,1.3,1.2,1.3,1.4,1.5,1.7,1.6,2.0,2.0,1.6,1.2,1.5,1.8,1.1,1.0
Annual,Long-term unemployment,From 15 to 74 years,Females,Percentage of population in the labour force,Bosnia and Herzegovina,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,17.6,15.5,12.9
Annual,Long-term unemployment,From 15 to 74 years,Females,Percentage of population in the labour force,Belgium,:,:,:,:,3.5,4.0,3.5,3.1,3.6,3.7,3.9,3.7,3.2 b,2.5,2.0,2.0,2.5,2.2,1.8
Annual,Long-term unemployment,From 15 to 74 years,Females,Percentage of population in the labour force,Bulgaria,:,:,:,:,3.6,4.9 b,6.0 b,6.3,7.1,6.5,5.6,4.7,3.6,3.1,2.7 b,2.4,2.4,2.0,2.1
Annual,Long-term unemployment,From 15 to 74 years,Females,Percentage of population in the labour force,Switzerland,:,:,:,:,:,1.9 b,1.7,1.6,1.7,1.9,1.9,1.9,1.9,1.9,1.7,1.6,2.0,1.7,1.5
Annual,Long-term unemployment,From 15 to 74 years,Females,Percentage of population in the labour force,Cyprus,:,:,:,:,0.6 u,1.3,1.5,3.1,5.6,7.0,6.2,5.1,4.0,2.8,2.4,2.1,2.7,2.1,1.8
Annual,Long-term unemployment,From 15 to 74 years,Females,Percentage of population in the labour force,Czechia,:,:,:,:,2.5,3.5,3.2 b,3.6,3.7,3.2,2.9,2.0,1.3,0.8,0.7,0.6,0.9,0.8,0.8
Annual,Long-term unemployment,From 15 to 74 years,Females,Percentage of population in the labour force,Germany,:,:,:,:,3.4,3.0 b,2.5 b,2.2,2.1,1.9,1.7,1.4,1.3,1.1,1.0,0.9 b,0.9,0.9,0.7
Annual,Long-term unemployment,From 15 to 74 years,Females,Percentage of population in the labour force,Denmark,:,:,:,:,0.5,1.1,1.6,2.0,2.0,1.7,1.6,1.2 b,1.2 b,1.1,0.9,1.2,1.1,0.5,0.5 b
Annual,Long-term unemployment,From 15 to 74 years,Females,Percentage of population in the labour force,Euro area – 20 countries (from 2023),:,:,:,:,3.5,4.2,4.5,5.2,5.8,5.9,5.4,4.9,4.3,3.7,3.3,3.0,3.4,2.9,2.5
Annual,Long-term unemployment,From 15 to 74 years,Females,Percentage of population in the labour force,Estonia,:,:,:,:,2.9,5.7,6.2,4.8,3.4,2.6,2.2,1.8,1.6,1.2,0.8,1.0,1.1,1.0,1.4
Annual,Long-term unemployment,From 15 to 74 years,Females,Percentage of population in the labour force,Greece,:,:,:,:,5.6,7.7,10.8,16.3,20.0,20.8,19.7,19.2,18.2,16.5,14.8,13.5,12.3,10.5,8.7
Annual,Long-term unemployment,From 15 to 74 years,Females,Percentage of population in the labour force,Spain,:,:,:,:,4.9,7.6,9.3,11.4,13.5,13.7,12.4,10.8,8.8,7.4,6.5,6.1,7.5 d,6.2 d,5.1 d
Annual,Long-term unemployment,From 15 to 74 years,Females,Percentage of population in the labour force,European Union - 27 countries (from 2020),:,:,:,:,3.3,3.9,4.3,4.9,5.4,5.4,4.9,4.3,3.7,3.2,2.8,2.5,2.9,2.5,2.2
Annual,Long-term unemployment,From 15 to 74 years,Females,Percentage of population in the labour force,Finland,:,:,:,:,1.4,1.8,1.5,1.5,1.6,1.9,2.2,2.4,2.2,1.7,1.2,1.3,1.5,1.3,1.2
Annual,Long-term unemployment,From 15 to 74 years,Females,Percentage of population in the labour force,France,2.6,2.6,2.2,1.8,2.0,2.3,2.5,2.5,2.7,2.8,2.8,2.8,2.7,2.3,2.1,1.8,2.2 d,1.9 d,1.7 d
Annual,Long-term unemployment,From 15 to 74 years,Females,Percentage of population in the labour force,Croatia,:,:,:,:,6.5,7.3,8.5,10.2 b,10.7,10.8,10.4,6.5,4.5,3.7,2.4,2.1,2.6,2.5,2.1
