Time frequency,Dairy and other animal products (except meat),Item of milk,Geopolitical entity (reporting)\Time,2012.0,2013.0,2014.0,2015.0,2016.0,2017.0,2018.0,2019.0,2020.0,2021.0,2022.0,2023.0
Annual,"Butter, incl. dehydrated butter and ghee, and other fats and oils derived from milk; dairy spreads",Products obtained (1 000 t),Albania,:,:,0.68,0.94 p,0.82 p,0.88,0.91,0.86,0.81,0.78,0.78,0.61
Annual,"Butter, incl. dehydrated butter and ghee, and other fats and oils derived from milk; dairy spreads",Products obtained (1 000 t),Austria,34.47,33.58,32.78,33.27,33.86,36.05,36.35,35.86,37.91,36.17,33.89,33.82
Annual,"Butter, incl. dehydrated butter and ghee, and other fats and oils derived from milk; dairy spreads",Products obtained (1 000 t),Belgium,58.97,36.31,44.59,48.96,58.17,65.02,64.68,112.35 b,122.83,109.73,107.89,119.86
Annual,"Butter, incl. dehydrated butter and ghee, and other fats and oils derived from milk; dairy spreads",Products obtained (1 000 t),Bulgaria,1.13,1.11,1.0,0.97,0.89,1.06,1.07,1.09,1.03,1.26,1.34,0.95
Annual,"Butter, incl. dehydrated butter and ghee, and other fats and oils derived from milk; dairy spreads",Products obtained (1 000 t),Switzerland,50.57,46.53,48.34,47.55,48.32,43.81,44.03,42.5,42.54,39.59,37.33 b,45.51 p
Annual,"Butter, incl. dehydrated butter and ghee, and other fats and oils derived from milk; dairy spreads",Products obtained (1 000 t),Cyprus,0.02,0.01,0.02,0.03,0.03,0.03,0.07,0.04,0.04,0.04,0.04,0.05
Annual,"Butter, incl. dehydrated butter and ghee, and other fats and oils derived from milk; dairy spreads",Products obtained (1 000 t),Czechia,27.3,29.49,26.98,29.43,28.13,26.05,24.61,27.42,27.98,27.96,26.36,25.78
Annual,"Butter, incl. dehydrated butter and ghee, and other fats and oils derived from milk; dairy spreads",Products obtained (1 000 t),Germany,489.62,473.1,482.42,509.49,506.93,488.11,474.88,490.65,497.3,461.68,459.18,468.88
Annual,"Butter, incl. dehydrated butter and ghee, and other fats and oils derived from milk; dairy spreads",Products obtained (1 000 t),Denmark,127.5,135.2,134.3,93.07,158.5,159.8,183.0,188.8,198.83,159.4,172.4,178.7
Annual,"Butter, incl. dehydrated butter and ghee, and other fats and oils derived from milk; dairy spreads",Products obtained (1 000 t),Estonia,4.04,3.51,4.54,5.1,5.14,4.34,4.89,5.12,5.27,4.09,4.83,4.6
