Time frequency,Stock or flow,Unit of measure,Geopolitical entity (reporting)\Time,2010.0,2011.0,2012.0,2013.0,2014.0,2015.0,2016.0,2017.0,2018.0,2019.0,2020.0,2021.0,2022.0
Annual,Total,Percentage,Austria,59.2,61.9,62.7,67.3,68.5,68.4,68.8,69.4,70.3,70.2,75.9,77.8,72.5
Annual,Total,Percentage,Belgium,74.0,72.9,74.4,74.7,75.1,79.4,79.0,79.0,78.4,78.3,80.5,80.7,80.4
Annual,Total,Percentage,Bulgaria,49.3,48.9,51.9,50.3,56.0,59.4,57.2,54.3,53.8,56.5,66.4,65.5,65.0
Annual,Total,Percentage,Cyprus,59.5,59.2,58.7,59.6,61.9,65.7,65.9,65.5,65.9,70.9,79.1,77.8,76.0
Annual,Total,Percentage,Czechia,66.8,68.4,70.0,72.1,72.6,72.6,72.2,71.9,72.2,73.0,78.4,79.9,76.8
Annual,Total,Percentage,Germany,67.9,68.8,68.8,71.1,71.8,72.7,73.1,72.7,73.2,74.0,81.5,81.8,78.1
Annual,Total,Percentage,Denmark,80.3,80.5,80.2,80.3,79.8,79.1,77.4,76.7,77.0,79.0,85.1,86.2,87.0
Annual,Total,Percentage,Estonia,65.4,65.5,66.4,64.1,63.4,62.9,63.1,63.6,63.7,62.9,74.1,78.5,74.8
Annual,Total,Percentage,Greece,67.7,64.2,62.3,57.8,56.7,58.3,56.4,58.8,59.5,58.1,75.8,72.3,68.0
Annual,Total,Percentage,Spain,51.2,52.5,51.8,50.7,51.6,52.4,52.6,51.5,51.5,52.2,73.2,68.6,57.7
Annual,Total,Percentage,European Union - 27 countries (from 2020),70.6,70.9,70.6,71.5,73.3,74.4,74.7,74.3,74.3,76.0,82.5,82.1,79.0
Annual,Total,Percentage,Finland,75.6,75.1,71.6,75.0,74.5,75.3,75.7,75.3,76.6,78.0,86.7,88.0,83.3
Annual,Total,Percentage,France,68.1,68.6,69.1,70.2,71.6,72.5,72.6,72.2,72.2,72.3,79.0,78.7,76.5
Annual,Total,Percentage,Croatia,40.9,40.1,39.2,35.5,40.9,35.7,34.4,33.4,33.6,34.3,46.9,38.1,35.9
Annual,Total,Percentage,Hungary,69.2,71.0,72.2,74.1,73.4,72.7,72.1,71.0,70.9,70.5,79.2,77.7,71.3
Annual,Total,Percentage,Ireland,75.1,75.9,74.5,73.4,74.9,77.6,80.5,79.6,77.5,81.6,82.7,79.3,77.8
Annual,Total,Percentage,Italy,59.7,59.3,59.1,59.0,58.3,58.4,58.5,58.1,58.8,58.5,70.7,71.1,63.8
Annual,Total,Percentage,Lithuania,70.5,73.2,73.9,75.8,77.3,76.2,77.1,78.6,79.2,81.6,88.1,89.0,85.7
Annual,Total,Percentage,Luxembourg,59.8,59.3,60.3,61.1,62.4,63.9,65.1,66.2,67.5,68.1,71.3,72.0,72.8
Annual,Total,Percentage,Latvia,67.8,68.5,68.2,67.5,68.0,66.5,63.6,64.8,63.5,64.6,70.5,71.7,68.4
Annual,Total,Percentage,Malta,48.2,63.2,66.1,66.1,65.8,62.2,61.3,60.1,59.5,61.1,62.9,57.9,57.1
Annual,Total,Percentage,Netherlands,73.4,74.3,72.1,75.8,82.2,82.2,81.9,82.5,83.6,83.7,85.1,84.9,82.6
Annual,Total,Percentage,Poland,66.2,66.8,66.6,69.9,71.2,71.5,72.0,72.2,73.5,74.3,80.1,81.0,78.1
Annual,Total,Percentage,Portugal,49.5,50.1,47.2,49.1,49.3,49.5,49.3,47.5,46.7,47.4,61.5,61.1,51.9
Annual,Total,Percentage,Romania,68.2,68.4,68.7,77.3,76.7,76.1,74.8,71.0,71.1,70.6,76.3,71.3,69.2
Annual,Total,Percentage,Sweden,70.4,70.5,69.6,71.2,70.8,71.1,70.0,68.6,69.8,70.9,76.1,75.0,73.7
Annual,Total,Percentage,Slovenia,54.8,55.1,55.7,54.5,55.9,56.1,57.2,59.8,60.7,60.9,71.0,69.9,66.8
Annual,Total,Percentage,Slovakia,61.2,60.7,61.6,67.6,68.0,66.7,67.3,67.7,69.0,68.8,77.4,79.1,77.9
