Time frequency,Unit of measure,National accounts indicator (ESA 2010),Sector,Geopolitical entity (reporting)\Time,2012.0,2013.0,2014.0,2015.0,2016.0,2017.0,2018.0,2019.0,2020.0,2021.0,2022.0,2023.0
Annual,Percentage of gross domestic product (GDP),Total general government revenue,General government,Austria,49.6,50.4,50.5,50.7,49.2,49.0,49.4,49.6,49.1,50.3,49.7,50.1
Annual,Percentage of gross domestic product (GDP),Total general government revenue,General government,Belgium,51.9,52.7,52.2,51.4,50.9,51.5,51.4,49.7,49.4,49.5,48.6,49.1
Annual,Percentage of gross domestic product (GDP),Total general government revenue,General government,Bulgaria,33.5,37.0,37.8,38.5,35.1,36.4,38.7,38.6,37.5,37.5,38.3,36.8
Annual,Percentage of gross domestic product (GDP),Total general government revenue,General government,Switzerland,32.9,33.2,33.0,34.2,33.9,34.8,34.3,34.6,35.3,35.5,34.5,33.8
Annual,Percentage of gross domestic product (GDP),Total general government revenue,General government,Cyprus,39.3,40.7,43.3,42.3,40.1,40.6,40.9,41.3,40.4,41.0,40.6,43.9
Annual,Percentage of gross domestic product (GDP),Total general government revenue,General government,Czechia,40.5,41.1,40.2,41.0,40.1,39.9,41.0,40.7,40.6,40.1,39.9,40.1
Annual,Percentage of gross domestic product (GDP),Total general government revenue,General government,Germany,45.0,45.3,45.2,45.4,45.9,45.9,46.6,46.9,46.7,47.5,46.9,45.8
Annual,Percentage of gross domestic product (GDP),Total general government revenue,General government,Denmark,54.7,54.6,56.5,53.5,52.7,52.3,51.6,54.1,53.7,53.5,48.3,50.1
Annual,Percentage of gross domestic product (GDP),Total general government revenue,General government,Euro area - 19 countries  (2015-2022),46.5,47.1,47.1,46.6,46.4,46.4,46.6,46.5,46.6,46.9,46.5,46.0
Annual,Percentage of gross domestic product (GDP),Total general government revenue,General government,Euro area – 20 countries (from 2023),46.4,47.1,47.0,46.6,46.4,46.4,46.6,46.5,46.6,46.9,46.5,46.0
Annual,Percentage of gross domestic product (GDP),Total general government revenue,General government,Estonia,39.0,38.1,38.4,39.5,38.8,38.3,38.2,39.0,39.3,39.5,38.9,40.4
Annual,Percentage of gross domestic product (GDP),Total general government revenue,General government,Greece,48.6,50.3,47.7,48.9,50.5,49.3,49.5,48.5,49.7,49.8,50.4,48.2
Annual,Percentage of gross domestic product (GDP),Total general government revenue,General government,Spain,37.7,38.7,39.0,38.4,37.9,37.9,39.0,39.0,41.5,42.8,41.8,41.9
Annual,Percentage of gross domestic product (GDP),Total general government revenue,General government,European Union - 27 countries (from 2020),46.2,46.9,46.8,46.4,46.2,46.1,46.3,46.2,46.2,46.5,46.0,45.5
Annual,Percentage of gross domestic product (GDP),Total general government revenue,General government,Finland,53.5,54.6,54.6,53.3 b,53.4,52.2,51.8,51.7,50.9,52.5,52.5,52.8
Annual,Percentage of gross domestic product (GDP),Total general government revenue,General government,France,52.7,53.7,53.8,53.7,53.6,54.3,54.0,53.0,52.8,52.9,53.7,51.6
Annual,Percentage of gross domestic product (GDP),Total general government revenue,General government,Croatia,41.8,42.4,43.6,44.1,44.8,44.8,45.1,46.5,46.4,45.5,45.0,45.8
Annual,Percentage of gross domestic product (GDP),Total general government revenue,General government,Hungary,46.9,47.5,47.2,48.4,44.9,44.2,43.9,43.8,43.5,41.0,42.5,42.8
Annual,Percentage of gross domestic product (GDP),Total general government revenue,General government,Ireland,33.8,33.5,33.0,26.1,26.7,25.0,24.9,24.3,21.8,22.2,22.2,24.2
Annual,Percentage of gross domestic product (GDP),Total general government revenue,General government,Iceland,45.1,44.7,46.1,43.1,59.0,45.4,44.8,42.0,42.2,41.0,42.6,43.5
Annual,Percentage of gross domestic product (GDP),Total general government revenue,General government,Italy,47.5,48.0,47.9,47.8,46.6,46.3,46.1,47.0,47.4,47.2,46.8,46.6
Annual,Percentage of gross domestic product (GDP),Total general government revenue,General government,Lithuania,33.5,33.0,33.2,34.4,34.5,33.7,34.3,35.1,35.9,36.2,35.5,36.7
Annual,Percentage of gross domestic product (GDP),Total general government revenue,General government,Luxembourg,42.3,42.1,41.9,41.7,41.9,42.6,45.5,45.7,43.9,43.8,44.0,47.2
Annual,Percentage of gross domestic product (GDP),Total general government revenue,General government,Latvia,38.9,38.7,38.7,38.5,38.8,39.3,39.3,39.5,40.2,39.3,39.4,41.6
Annual,Percentage of gross domestic product (GDP),Total general government revenue,General government,Malta,38.4,37.9,38.1,37.0,36.6,36.1,36.3,35.6,33.4,32.5,32.5,31.8
Annual,Percentage of gross domestic product (GDP),Total general government revenue,General government,Netherlands,43.8,44.7,44.5,43.5,44.1,44.1,43.9,43.9,44.2,43.7,43.3,42.8 p
Annual,Percentage of gross domestic product (GDP),Total general government revenue,General government,Norway,56.7,54.7,54.5,55.0,55.3,55.0,56.3,57.6,55.1,57.4,64.0,62.9
Annual,Percentage of gross domestic product (GDP),Total general government revenue,General government,Poland,39.4,39.0,39.0,38.9,38.7,39.6,40.8,40.7,40.9,41.8,39.8,41.8
