Time frequency,Indicator used in Euro_Med,Geopolitical entity (reporting)\Time,2000.0,2001.0,2002.0,2003.0,2004.0,2005.0,2006.0,2007.0,2008.0,2009.0,2010.0
Annual,"Gross enrolment rate in TVET, male, ISCED 3 (%)",Algeria,:,3.0,3.0,3.0,4.0,4.0,4.0,:,:,:,:
Annual,"Gross enrolment rate in TVET, male, ISCED 3 (%)",Egypt,:,50.0,50.0,51.0,49.0,45.0,41.0,47.0,37.0,38.0,37.0
Annual,"Gross enrolment rate in TVET, male, ISCED 3 (%)",Israel,:,:,30.0,32.0,31.0,30.0,33.0,29.0,29.0,39.0,38.0
Annual,"Gross enrolment rate in TVET, male, ISCED 3 (%)",Lebanon,:,:,:,7.0,11.0,10.0,19.0,14.0,:,20.0,25.0
Annual,"Gross enrolment rate in TVET, male, ISCED 3 (%)",Syria,:,6.0,7.0,7.0,7.0,8.0,:,:,:,:,:
Annual,"Gross enrolment rate in TVET, female, ISCED 3 (%)",Algeria,:,2.0,2.0,2.0,3.0,3.0,2.0,:,:,:,:
Annual,"Gross enrolment rate in TVET, female, ISCED 3 (%)",Egypt,:,44.0,46.0,46.0,45.0,43.0,41.0,43.0,32.0,32.0,32.0
Annual,"Gross enrolment rate in TVET, female, ISCED 3 (%)",Israel,:,:,23.0,24.0,24.0,24.0,23.0,23.0,23.0,33.0,33.0
Annual,"Gross enrolment rate in TVET, female, ISCED 3 (%)",Lebanon,:,:,:,5.0,9.0,7.0,17.0,11.0,:,19.0,22.0
Annual,"Gross enrolment rate in TVET, female, ISCED 3 (%)",Syria,:,6.0,7.0,6.0,6.0,6.0,:,:,:,:,:
Annual,"Gross enrolment rate in TVET, total, ISCED 3 (%)",Algeria,2.0,3.0,3.0,2.0,3.0,3.0,3.0,:,:,:,:
Annual,"Gross enrolment rate in TVET, total, ISCED 3 (%)",Egypt,:,47.0,48.0,49.0,47.0,44.0,41.0,45.0,34.0,35.0,35.0
Annual,"Gross enrolment rate in TVET, total, ISCED 3 (%)",Israel,:,:,27.0,28.0,28.0,27.0,28.0,26.0,26.0,36.0,36.0
Annual,"Gross enrolment rate in TVET, total, ISCED 3 (%)",Lebanon,:,:,:,6.0,10.0,9.0,19.0,12.0,:,19.0,24.0
Annual,"Gross enrolment rate in TVET, total, ISCED 3 (%)",Syria,:,6.0,7.0,7.0,7.0,7.0,:,:,:,:,:
Annual,Cost per student in TVET (national currency),Algeria,:,29397.0,34583.0,42453.0,33602.0,35609.0,36895.0,:,:,:,:
Annual,Cost per student in TVET (national currency),Syria,:,:,:,:,:,:,63.0,:,:,:,:
Annual,"Gross enrolment rate in TVET, male, ISCED 4 (%)",Egypt,5.0,5.0,5.0,5.0,5.0,5.0,5.0,6.0,5.0,5.0,:
Annual,"Gross enrolment rate in TVET, male, ISCED 4 (%)",Syria,:,2.0,2.0,2.0,1.0,2.0,:,:,:,:,:
Annual,"Gross enrolment rate in TVET, female, ISCED 4 (%)",Egypt,5.0,5.0,6.0,6.0,6.0,6.0,5.0,5.0,5.0,4.0,:
Annual,"Gross enrolment rate in TVET, female, ISCED 4 (%)",Syria,:,2.0,2.0,2.0,2.0,2.0,:,:,:,:,:
Annual,"Gross enrolment rate in TVET, total, ISCED 4 (%)",Egypt,5.0,5.0,5.0,6.0,6.0,5.0,5.0,6.0,5.0,5.0,:
Annual,"Gross enrolment rate in TVET, total, ISCED 4 (%)",Syria,:,2.0,2.0,2.0,2.0,2.0,:,:,:,:,:
Annual,"Share of TVET graduates in the overall graduates at ISCED 3 and above, male (%)",Egypt,52.0,56.0,57.0,57.0,56.0,54.0,49.0,53.0,49.0,51.0,:
Annual,"Share of TVET graduates in the overall graduates at ISCED 3 and above, male (%)",Syria,:,:,:,22.0,22.0,21.0,21.0,:,:,:,:
Annual,"Share of TVET graduates in the overall graduates at ISCED 3 and above, female (%)",Egypt,52.0,54.0,54.0,53.0,51.0,51.0,37.0,48.0,45.0,40.0,:
Annual,"Share of TVET graduates in the overall graduates at ISCED 3 and above, female (%)",Syria,:,:,:,18.0,17.0,16.0,16.0,:,:,:,:
Annual,"Share of TVET graduates in the overall graduates at ISCED 3 and above, total (%)",Egypt,52.0,55.0,55.0,55.0,54.0,52.0,43.0,50.0,47.0,46.0,:
Annual,"Share of TVET graduates in the overall graduates at ISCED 3 and above, total (%)",Syria,25.0,23.0,23.0,20.0,19.0,19.0,18.0,:,:,:,:
