Time frequency,annex,indic_sb,priority,unit,nace_r1,cpa02,partner,geo\TIME_PERIOD,1997.0,1998.0,1999.0,2000.0,2001.0
Annual,6.0,V44120,O,MIO_EUR,J6512,CPA_J6512,TOTAL,BE,:,47021.74 d,45130.082 d,61955.384 d,50084.525
Annual,6.0,V44120,O,MIO_EUR,J6512,CPA_J6512,TOTAL,BG,:,:,68.6,96.36,108.49
Annual,6.0,V44120,O,MIO_EUR,J6512,CPA_J6512,TOTAL,ES,:,26668.0,21023.0,28238.0,33966.0
Annual,6.0,V44120,O,MIO_EUR,J6512,CPA_J6512,TOTAL,HU,:,:,2533.578,1994.559,1939.885
Annual,6.0,V44120,O,MIO_EUR,J6512,CPA_J6512,TOTAL,LV,:,:,:,:,160.85 p
Annual,6.0,V44120,O,MIO_EUR,J6512,CPA_J6512,TOTAL,SE,6595.524,6904.159 b,5869.984,9776.571,8440.202
Annual,6.0,V44120,O,MIO_EUR,J6512,CPA_J6512A,TOTAL,BE,:,20428.55 d,18634.206 d,23252.908 d,21877.452
Annual,6.0,V44120,O,MIO_EUR,J6512,CPA_J6512A,TOTAL,ES,:,26668.0,21023.0,28238.0,33966.0
Annual,6.0,V44120,O,MIO_EUR,J6512,CPA_J6512AA,TOTAL,BE,11934.71,11678.208 d,10245.117 d,12663.542,12094.345
Annual,6.0,V44120,O,MIO_EUR,J6512,CPA_J6512AA,TOTAL,ES,8226.082,6532.0,4588.0,5708.0,6097.0
Annual,6.0,V44120,O,MIO_EUR,J6512,CPA_J6512AA,TOTAL,FI,714.208,:,:,:,:
Annual,6.0,V44120,O,MIO_EUR,J6512,CPA_J6512AB,TOTAL,BE,:,0.0,0.0,0.0,:
Annual,6.0,V44120,O,MIO_EUR,J6512,CPA_J6512AB,TOTAL,ES,20572.715,17734.0,14167.0,19298.0,23648.0
Annual,6.0,V44120,O,MIO_EUR,J6512,CPA_J6512AC,TOTAL,BE,:,0.0,0.0,0.0,:
Annual,6.0,V44120,O,MIO_EUR,J6512,CPA_J6512AC,TOTAL,ES,2858.187,2402.0,2268.0,3232.0,4221.0
Annual,6.0,V44120,O,MIO_EUR,J6512,CPA_J6512B,TOTAL,BE,:,26593.19,26495.876,38702.476,:
Annual,6.0,V44120,O,MIO_EUR,J6512,CPA_J6512B,TOTAL,ES,:,:,:,:,0.0
Annual,6.0,V44120,O,MIO_EUR,J6512,CPA_J6512BA,TOTAL,BE,:,0.0,0.0,0.0,:
Annual,6.0,V44120,O,MIO_EUR,J6512,CPA_J6512BA,TOTAL,ES,:,:,:,:,0.0
Annual,6.0,V44120,O,MIO_EUR,J6512,CPA_J6512BB,TOTAL,BE,:,0.0,0.0,0.0,:
Annual,6.0,V44120,O,MIO_EUR,J6512,CPA_J6512BB,TOTAL,ES,:,:,:,:,0.0
Annual,6.0,V44120,O,MIO_EUR,J6512,CPA_J6512BC,TOTAL,BE,:,0.0,0.0,0.0,:
Annual,6.0,V44120,O,MIO_EUR,J6512,CPA_J6512BC,TOTAL,ES,:,:,:,:,0.0
Annual,6.0,V44120,O,MIO_EUR,J6512,CPA_J6512BD,TOTAL,BE,:,0.0,0.0,0.0,:
Annual,6.0,V44120,O,MIO_EUR,J6512,CPA_J6512BD,TOTAL,ES,:,:,:,:,0.0
Annual,6.0,V44120,O,MIO_EUR,J6512,CPA_J6512BE,TOTAL,BE,:,26593.19,26495.876,38702.476,:
Annual,6.0,V44120,O,MIO_EUR,J6512,CPA_J6512BE,TOTAL,ES,:,:,:,:,0.0
Annual,6.0,V44120,O,MIO_EUR,J6512,CPA_J6512C,TOTAL,BE,:,0.0,0.0,0.0,:
Annual,6.0,V44120,O,MIO_EUR,J6512,CPA_J6512C,TOTAL,ES,:,:,:,:,0.0
Annual,6.0,V44120,O,MIO_EUR,J6512,CPA_J652,TOTAL,ES,:,:,:,:,0.0
Annual,6.0,V44120,O,MIO_EUR,J6512,CPA_J6521,TOTAL,ES,:,:,:,:,0.0
Annual,6.0,V44120,O,MIO_EUR,J6512,CPA_J6522,TOTAL,ES,:,:,:,:,0.0
Annual,6.0,V44120,O,MIO_EUR,J6512,CPA_J6522A,TOTAL,ES,:,:,:,:,0.0
Annual,6.0,V44120,O,MIO_EUR,J6512,CPA_J6522B,TOTAL,ES,:,:,:,:,0.0
Annual,6.0,V44120,O,MIO_EUR,J6512,CPA_J6522C,TOTAL,ES,:,:,:,:,0.0
Annual,6.0,V44120,O,MIO_EUR,J6512,CPA_J6522D,TOTAL,ES,:,:,:,:,0.0
Annual,6.0,V44120,O,MIO_EUR,J6512,CPA_J6522E,TOTAL,ES,:,:,:,:,0.0
Annual,6.0,V44120,O,MIO_EUR,J6512,CPA_J6523,TOTAL,ES,:,:,:,:,0.0
Annual,6.0,V44120,O,MIO_EUR,J6512,CPA_J6523A,TOTAL,ES,:,:,:,:,0.0
Annual,6.0,V44120,O,MIO_EUR,J6512,CPA_J6523B,TOTAL,ES,:,:,:,:,0.0
Annual,6.0,V44120,O,MIO_EUR,J6512,CPA_J67,TOTAL,ES,:,:,:,:,0.0
Annual,6.0,V44120,O,MIO_EUR,J6512,CPA_J671,TOTAL,ES,:,:,:,:,0.0
Annual,6.0,V44120,O,MIO_EUR,J6512,CPA_J6712,TOTAL,ES,:,:,:,:,0.0
Annual,6.0,V44120,O,MIO_EUR,J6512,CPA_J6712A,TOTAL,ES,:,:,:,:,0.0
Annual,6.0,V44120,O,MIO_EUR,J6512,CPA_J6712B,TOTAL,ES,:,:,:,:,0.0
Annual,6.0,V44120,O,MIO_EUR,J6512,CPA_J6713,TOTAL,ES,:,:,:,:,0.0
Annual,6.0,V44120,O,MIO_EUR,J6512,CPA_J672,TOTAL,ES,:,:,:,:,0.0
Annual,6.0,V44120,O,MIO_EUR,J6512,CPA_J672A,TOTAL,ES,:,:,:,:,0.0
Annual,6.0,V44120,O,MIO_EUR,J6512,CPA_J672B,TOTAL,ES,:,:,:,:,0.0
