Time frequency,annex,indic_sb,priority,unit,nace_r1,cpa02,partner,geo\TIME_PERIOD,1997.0,1998.0,1999.0,2000.0,2001.0
Annual,6.0,V44120,O,MIO_EUR,J6512_J652,CPA_J6512,TOTAL,BE,:,47021.74 d,45130.082 d,61955.384 d,50084.525
Annual,6.0,V44120,O,MIO_EUR,J6512_J652,CPA_J6512,TOTAL,BG,:,:,68.6,96.36,:
Annual,6.0,V44120,O,MIO_EUR,J6512_J652,CPA_J6512,TOTAL,ES,:,28435.0,22471.0,30203.0,36256.0
Annual,6.0,V44120,O,MIO_EUR,J6512_J652,CPA_J6512,TOTAL,HU,:,:,2533.578,1994.559,1939.885
Annual,6.0,V44120,O,MIO_EUR,J6512_J652,CPA_J6512,TOTAL,SE,6595.524,6904.159 b,5869.984,9776.571,8440.202
Annual,6.0,V44120,O,MIO_EUR,J6512_J652,CPA_J6512A,TOTAL,BE,:,20428.55 d,18634.206 d,23252.908 d,21877.452
Annual,6.0,V44120,O,MIO_EUR,J6512_J652,CPA_J6512A,TOTAL,ES,:,28435.0,22471.0,30203.0,36256.0
Annual,6.0,V44120,O,MIO_EUR,J6512_J652,CPA_J6512AA,TOTAL,BE,11934.71,11678.208 d,10245.117 d,12663.542,12094.345
Annual,6.0,V44120,O,MIO_EUR,J6512_J652,CPA_J6512AA,TOTAL,ES,9206.532,7357.0,5287.0,6667.0,7278.0
Annual,6.0,V44120,O,MIO_EUR,J6512_J652,CPA_J6512AA,TOTAL,FI,856.029,:,:,:,:
Annual,6.0,V44120,O,MIO_EUR,J6512_J652,CPA_J6512AB,TOTAL,BE,:,0.0,0.0,0.0,:
Annual,6.0,V44120,O,MIO_EUR,J6512_J652,CPA_J6512AB,TOTAL,ES,20834.279,17972.0,14367.0,19541.0,23884.0
Annual,6.0,V44120,O,MIO_EUR,J6512_J652,CPA_J6512AC,TOTAL,BE,:,0.0,0.0,0.0,:
Annual,6.0,V44120,O,MIO_EUR,J6512_J652,CPA_J6512AC,TOTAL,ES,3629.006,3106.0,2817.0,3995.0,5094.0
Annual,6.0,V44120,O,MIO_EUR,J6512_J652,CPA_J6512B,TOTAL,BE,:,26593.19,26495.876,38702.476,:
Annual,6.0,V44120,O,MIO_EUR,J6512_J652,CPA_J6512B,TOTAL,ES,:,:,:,:,0.0
Annual,6.0,V44120,O,MIO_EUR,J6512_J652,CPA_J6512BA,TOTAL,BE,:,0.0,0.0,0.0,:
Annual,6.0,V44120,O,MIO_EUR,J6512_J652,CPA_J6512BA,TOTAL,ES,:,:,:,:,0.0
Annual,6.0,V44120,O,MIO_EUR,J6512_J652,CPA_J6512BB,TOTAL,BE,:,0.0,0.0,0.0,:
Annual,6.0,V44120,O,MIO_EUR,J6512_J652,CPA_J6512BB,TOTAL,ES,:,:,:,:,0.0
Annual,6.0,V44120,O,MIO_EUR,J6512_J652,CPA_J6512BC,TOTAL,BE,:,0.0,0.0,0.0,:
Annual,6.0,V44120,O,MIO_EUR,J6512_J652,CPA_J6512BC,TOTAL,ES,:,:,:,:,0.0
Annual,6.0,V44120,O,MIO_EUR,J6512_J652,CPA_J6512BD,TOTAL,BE,:,0.0,0.0,0.0,:
Annual,6.0,V44120,O,MIO_EUR,J6512_J652,CPA_J6512BD,TOTAL,ES,:,:,:,:,0.0
Annual,6.0,V44120,O,MIO_EUR,J6512_J652,CPA_J6512BE,TOTAL,BE,:,26593.19,26495.876,38702.476,:
Annual,6.0,V44120,O,MIO_EUR,J6512_J652,CPA_J6512BE,TOTAL,ES,:,:,:,:,0.0
Annual,6.0,V44120,O,MIO_EUR,J6512_J652,CPA_J6512C,TOTAL,BE,:,0.0,0.0,0.0,:
Annual,6.0,V44120,O,MIO_EUR,J6512_J652,CPA_J6512C,TOTAL,ES,:,:,:,:,0.0
Annual,6.0,V44120,O,MIO_EUR,J6512_J652,CPA_J652,TOTAL,ES,:,:,:,:,0.0
Annual,6.0,V44120,O,MIO_EUR,J6512_J652,CPA_J6521,TOTAL,ES,:,:,:,:,0.0
Annual,6.0,V44120,O,MIO_EUR,J6512_J652,CPA_J6522,TOTAL,ES,:,:,:,:,0.0
Annual,6.0,V44120,O,MIO_EUR,J6512_J652,CPA_J6522,TOTAL,SE,4933.784,10605.848 b,9274.347,8933.014,7859.01
Annual,6.0,V44120,O,MIO_EUR,J6512_J652,CPA_J6522A,TOTAL,ES,:,:,:,:,0.0
Annual,6.0,V44120,O,MIO_EUR,J6512_J652,CPA_J6522B,TOTAL,ES,:,:,:,:,0.0
Annual,6.0,V44120,O,MIO_EUR,J6512_J652,CPA_J6522C,TOTAL,ES,:,:,:,:,0.0
Annual,6.0,V44120,O,MIO_EUR,J6512_J652,CPA_J6522D,TOTAL,ES,:,:,:,:,0.0
Annual,6.0,V44120,O,MIO_EUR,J6512_J652,CPA_J6522E,TOTAL,ES,:,:,:,:,0.0
Annual,6.0,V44120,O,MIO_EUR,J6512_J652,CPA_J6523,TOTAL,ES,:,:,:,:,0.0
Annual,6.0,V44120,O,MIO_EUR,J6512_J652,CPA_J6523A,TOTAL,ES,:,:,:,:,0.0
Annual,6.0,V44120,O,MIO_EUR,J6512_J652,CPA_J6523B,TOTAL,ES,:,:,:,:,0.0
Annual,6.0,V44120,O,MIO_EUR,J6512_J652,CPA_J67,TOTAL,ES,:,:,:,:,0.0
Annual,6.0,V44120,O,MIO_EUR,J6512_J652,CPA_J671,TOTAL,ES,:,:,:,:,0.0
Annual,6.0,V44120,O,MIO_EUR,J6512_J652,CPA_J6712,TOTAL,ES,:,:,:,:,0.0
Annual,6.0,V44120,O,MIO_EUR,J6512_J652,CPA_J6712A,TOTAL,ES,:,:,:,:,0.0
Annual,6.0,V44120,O,MIO_EUR,J6512_J652,CPA_J6712B,TOTAL,ES,:,:,:,:,0.0
Annual,6.0,V44120,O,MIO_EUR,J6512_J652,CPA_J6713,TOTAL,ES,:,:,:,:,0.0
Annual,6.0,V44120,O,MIO_EUR,J6512_J652,CPA_J672,TOTAL,ES,:,:,:,:,0.0
Annual,6.0,V44120,O,MIO_EUR,J6512_J652,CPA_J672A,TOTAL,ES,:,:,:,:,0.0
Annual,6.0,V44120,O,MIO_EUR,J6512_J652,CPA_J672B,TOTAL,ES,:,:,:,:,0.0
Annual,6.0,V44120,O,MIO_EUR,J6522,CPA_J6512,TOTAL,BE,:,: m,: m,: m,: m
Annual,6.0,V44120,O,MIO_EUR,J6522,CPA_J6512,TOTAL,ES,:,1767.0,1448.0,1965.0,2290.0
Annual,6.0,V44120,O,MIO_EUR,J6522,CPA_J6512,TOTAL,HU,:,:,:,:,0.0
Annual,6.0,V44120,O,MIO_EUR,J6522,CPA_J6512A,TOTAL,BE,:,: m,: m,: m,: m
Annual,6.0,V44120,O,MIO_EUR,J6522,CPA_J6512A,TOTAL,ES,:,1767.0,1448.0,1965.0,2290.0
Annual,6.0,V44120,O,MIO_EUR,J6522,CPA_J6512AA,TOTAL,BE,: m,: m,: m,: m,: m
Annual,6.0,V44120,O,MIO_EUR,J6522,CPA_J6512AA,TOTAL,ES,980.451,825.0,699.0,959.0,1181.0
Annual,6.0,V44120,O,MIO_EUR,J6522,CPA_J6512AA,TOTAL,FI,141.821,:,:,:,:
Annual,6.0,V44120,O,MIO_EUR,J6522,CPA_J6512AB,TOTAL,BE,:,: m,: m,: m,:
Annual,6.0,V44120,O,MIO_EUR,J6522,CPA_J6512AB,TOTAL,ES,261.564,238.0,200.0,243.0,236.0
Annual,6.0,V44120,O,MIO_EUR,J6522,CPA_J6512AC,TOTAL,BE,:,: m,: m,: m,:
Annual,6.0,V44120,O,MIO_EUR,J6522,CPA_J6512AC,TOTAL,ES,770.82,704.0,549.0,763.0,873.0
Annual,6.0,V44120,O,MIO_EUR,J6522,CPA_J6512B,TOTAL,BE,:,: m,: m,: m,:
Annual,6.0,V44120,O,MIO_EUR,J6522,CPA_J6512B,TOTAL,ES,:,:,:,:,0.0
Annual,6.0,V44120,O,MIO_EUR,J6522,CPA_J6512BA,TOTAL,BE,:,: m,: m,: m,:
Annual,6.0,V44120,O,MIO_EUR,J6522,CPA_J6512BA,TOTAL,ES,:,:,:,:,0.0
Annual,6.0,V44120,O,MIO_EUR,J6522,CPA_J6512BB,TOTAL,BE,:,: m,: m,: m,:
Annual,6.0,V44120,O,MIO_EUR,J6522,CPA_J6512BB,TOTAL,ES,:,:,:,:,0.0
Annual,6.0,V44120,O,MIO_EUR,J6522,CPA_J6512BC,TOTAL,BE,:,: m,: m,: m,:
Annual,6.0,V44120,O,MIO_EUR,J6522,CPA_J6512BC,TOTAL,ES,:,:,:,:,0.0
Annual,6.0,V44120,O,MIO_EUR,J6522,CPA_J6512BD,TOTAL,BE,:,: m,: m,: m,:
Annual,6.0,V44120,O,MIO_EUR,J6522,CPA_J6512BD,TOTAL,ES,:,:,:,:,0.0
Annual,6.0,V44120,O,MIO_EUR,J6522,CPA_J6512BE,TOTAL,BE,:,: m,: m,: m,:
Annual,6.0,V44120,O,MIO_EUR,J6522,CPA_J6512BE,TOTAL,ES,:,:,:,:,0.0
Annual,6.0,V44120,O,MIO_EUR,J6522,CPA_J6512C,TOTAL,BE,:,: m,: m,: m,:
Annual,6.0,V44120,O,MIO_EUR,J6522,CPA_J6512C,TOTAL,ES,:,:,:,:,0.0
Annual,6.0,V44120,O,MIO_EUR,J6522,CPA_J652,TOTAL,ES,:,:,:,:,0.0
Annual,6.0,V44120,O,MIO_EUR,J6522,CPA_J6521,TOTAL,ES,:,:,:,:,0.0
Annual,6.0,V44120,O,MIO_EUR,J6522,CPA_J6522,TOTAL,ES,:,:,:,:,0.0
Annual,6.0,V44120,O,MIO_EUR,J6522,CPA_J6522,TOTAL,SE,4933.784,10605.848 b,9274.347,8933.014,7859.01
Annual,6.0,V44120,O,MIO_EUR,J6522,CPA_J6522A,TOTAL,ES,:,:,:,:,0.0
Annual,6.0,V44120,O,MIO_EUR,J6522,CPA_J6522B,TOTAL,ES,:,:,:,:,0.0
Annual,6.0,V44120,O,MIO_EUR,J6522,CPA_J6522C,TOTAL,ES,:,:,:,:,0.0
Annual,6.0,V44120,O,MIO_EUR,J6522,CPA_J6522D,TOTAL,ES,:,:,:,:,0.0
Annual,6.0,V44120,O,MIO_EUR,J6522,CPA_J6522E,TOTAL,ES,:,:,:,:,0.0
Annual,6.0,V44120,O,MIO_EUR,J6522,CPA_J6523,TOTAL,ES,:,:,:,:,0.0
Annual,6.0,V44120,O,MIO_EUR,J6522,CPA_J6523A,TOTAL,ES,:,:,:,:,0.0
Annual,6.0,V44120,O,MIO_EUR,J6522,CPA_J6523B,TOTAL,ES,:,:,:,:,0.0
Annual,6.0,V44120,O,MIO_EUR,J6522,CPA_J67,TOTAL,ES,:,:,:,:,0.0
Annual,6.0,V44120,O,MIO_EUR,J6522,CPA_J671,TOTAL,ES,:,:,:,:,0.0
Annual,6.0,V44120,O,MIO_EUR,J6522,CPA_J6712,TOTAL,ES,:,:,:,:,0.0
Annual,6.0,V44120,O,MIO_EUR,J6522,CPA_J6712A,TOTAL,ES,:,:,:,:,0.0
Annual,6.0,V44120,O,MIO_EUR,J6522,CPA_J6712B,TOTAL,ES,:,:,:,:,0.0
Annual,6.0,V44120,O,MIO_EUR,J6522,CPA_J6713,TOTAL,ES,:,:,:,:,0.0
Annual,6.0,V44120,O,MIO_EUR,J6522,CPA_J672,TOTAL,ES,:,:,:,:,0.0
Annual,6.0,V44120,O,MIO_EUR,J6522,CPA_J672A,TOTAL,ES,:,:,:,:,0.0
Annual,6.0,V44120,O,MIO_EUR,J6522,CPA_J672B,TOTAL,ES,:,:,:,:,0.0
Annual,6.0,V44120,V,MIO_EUR,J6512,CPA_J6512AA,TOTAL,SK,:,:,:,:,: @C
Annual,6.0,V44120,V,MIO_EUR,J6512,CPA_J6512AB,TOTAL,SK,:,:,:,:,: @C
Annual,6.0,V44120,V,MIO_EUR,J6512,CPA_J6512AC,TOTAL,SK,:,:,:,:,: @C
Annual,6.0,V44120,V,MIO_EUR,J6512,CPA_J6512BA,TOTAL,SK,:,:,:,:,: @C
Annual,6.0,V44120,V,MIO_EUR,J6512,CPA_J6512BB,TOTAL,SK,:,:,:,:,: @C
Annual,6.0,V44120,V,MIO_EUR,J6512,CPA_J6512BC,TOTAL,SK,:,:,:,:,: @C
Annual,6.0,V44120,V,MIO_EUR,J6512,CPA_J6512BD,TOTAL,SK,:,:,:,:,: @C
Annual,6.0,V44120,V,MIO_EUR,J6512,CPA_J6512BE,TOTAL,SK,:,:,:,:,: @C
Annual,6.0,V44120,V,MIO_EUR,J6512,CPA_J6512C,TOTAL,SK,:,:,:,:,: @C
Annual,6.0,V44120,V,MIO_EUR,J6512,CPA_J6521,TOTAL,SK,:,:,:,:,: @C
Annual,6.0,V44120,V,MIO_EUR,J6512,CPA_J6522A,TOTAL,SK,:,:,:,:,: @C
Annual,6.0,V44120,V,MIO_EUR,J6512,CPA_J6522B,TOTAL,SK,:,:,:,:,: @C
Annual,6.0,V44120,V,MIO_EUR,J6512,CPA_J6522C,TOTAL,SK,:,:,:,:,: @C
Annual,6.0,V44120,V,MIO_EUR,J6512,CPA_J6522D,TOTAL,SK,:,:,:,:,: @C
Annual,6.0,V44120,V,MIO_EUR,J6512,CPA_J6522E,TOTAL,SK,:,:,:,:,: @C
Annual,6.0,V44120,V,MIO_EUR,J6512,CPA_J6523A,TOTAL,SK,:,:,:,:,: @C
Annual,6.0,V44120,V,MIO_EUR,J6512,CPA_J6523B,TOTAL,SK,:,:,:,:,: @C
Annual,6.0,V44120,V,MIO_EUR,J6512,CPA_J6712A,TOTAL,SK,:,:,:,:,: @C
Annual,6.0,V44120,V,MIO_EUR,J6512,CPA_J6712B,TOTAL,SK,:,:,:,:,: @C
Annual,6.0,V44120,V,MIO_EUR,J6512,CPA_J6713,TOTAL,SK,:,:,:,:,: @C
Annual,6.0,V44120,V,MIO_EUR,J6512,CPA_J672A,TOTAL,SK,:,:,:,:,: @C
Annual,6.0,V44120,V,MIO_EUR,J6512,CPA_J672B,TOTAL,SK,:,:,:,:,: @C
