Time frequency,Rail network segment (2020),Train category,Unit of measure\Time,2020.0
Annual,Balıkesir - Alayunt,Other trains,Number,0.0
Annual,Balıkesir - Alayunt,Passenger trains,Number,609.0
Annual,Afyon - Alayunt,Goods trains,Number,1867.0
Annual,Afyon - Alayunt,Other trains,Number,0.0
Annual,Afyon - Alayunt,Passenger trains,Number,261.0
Annual,Pehlivanköy - Halkalı,Goods trains,Number,707.0
Annual,Pehlivanköy - Halkalı,Other trains,Number,5.0
Annual,Pehlivanköy - Halkalı,Passenger trains,Number,244.0
Annual,Hudut (Yunanistan) - Pehlivanköy,Goods trains,Number,1228.0
Annual,Hudut (Bulgaristan) - Pehlivanköy,Other trains,Number,2.0
Annual,Hudut (Bulgaristan) - Pehlivanköy,Passenger trains,Number,70.0
Annual,Marşandiz - Ankara,Goods trains,Number,1646.0
Annual,Marşandiz - Ankara,Other trains,Number,23.0
Annual,Marşandiz - Ankara,Passenger trains,Number,18282.0
Annual,Sincan - Marşandiz,Goods trains,Number,2116.0
Annual,Sincan - Marşandiz,Other trains,Number,29.0
Annual,Sincan - Marşandiz,Passenger trains,Number,18282.0
Annual,Kayaş - Ankara,Goods trains,Number,1678.0
Annual,Kayaş - Ankara,Other trains,Number,0.0
Annual,Kayaş - Ankara,Passenger trains,Number,18282.0
Annual,Polatlı - Sincan,Goods trains,Number,1789.0
Annual,Polatlı - Sincan,Other trains,Number,12.0
Annual,Polatlı - Sincan,Passenger trains,Number,3614.0
Annual,Irmak - Kayaş,Goods trains,Number,2444.0
Annual,Irmak - Kayaş,Other trains,Number,66.0
Annual,Irmak - Kayaş,Passenger trains,Number,322.0
Annual,Karabük - Irmak,Goods trains,Number,938.0
Annual,Karabük - Irmak,Other trains,Number,11.0
Annual,Karabük - Irmak,Passenger trains,Number,0.0
Annual,Zonguldak - Karabük,Goods trains,Number,1369.0
Annual,Zonguldak - Karabük,Other trains,Number,1.0
Annual,Zonguldak - Karabük,Passenger trains,Number,783.0
Annual,Boğazköprü - Irmak,Goods trains,Number,3293.0
Annual,Boğazköprü - Irmak,Other trains,Number,8.0
Annual,Boğazköprü - Irmak,Passenger trains,Number,322.0
Annual,Ulukışla - Boğazköprü,Goods trains,Number,3227.0
Annual,Ulukışla - Boğazköprü,Other trains,Number,1.0
Annual,Ulukışla - Boğazköprü,Passenger trains,Number,83.0
Annual,Kayseri - Boğazköprü,Goods trains,Number,3591.0
Annual,Kayseri - Boğazköprü,Other trains,Number,0.0
Annual,Kayseri - Boğazköprü,Passenger trains,Number,322.0
Annual,Halkapınar - Basmane,Goods trains,Number,189.0
Annual,Halkapınar - Basmane,Other trains,Number,0.0
Annual,Halkapınar - Basmane,Passenger trains,Number,0.0
Annual,Aliağa - Menemen,Goods trains,Number,318.0
Annual,Aliağa - Menemen,Other trains,Number,12.0
Annual,Aliağa - Menemen,Passenger trains,Number,0.0
Annual,Çiğli - Halkapınar,Goods trains,Number,599.0
Annual,Çiğli - Halkapınar,Other trains,Number,3.0
Annual,Çiğli - Halkapınar,Passenger trains,Number,870.0
Annual,Şirinyer - Alsancak,Goods trains,Number,423.0
Annual,Şirinyer - Alsancak,Other trains,Number,0.0
Annual,Şirinyer - Alsancak,Passenger trains,Number,2491.0
Annual,A.Menderes - Şirinyer,Goods trains,Number,651.0
Annual,A.Menderes - Şirinyer,Other trains,Number,10.0
Annual,A.Menderes - Şirinyer,Passenger trains,Number,2491.0
Annual,Halkapınar - Alsancak,Goods trains,Number,2.0
Annual,Halkapınar - Alsancak,Other trains,Number,1.0
Annual,Halkapınar - Alsancak,Passenger trains,Number,870.0
Annual,Şirinyer - Basmane,Goods trains,Number,0.0
Annual,Şirinyer - Basmane,Other trains,Number,0.0
Annual,Şirinyer - Basmane,Passenger trains,Number,1621.0
Annual,Kaklık - Adnan Menderes,Goods trains,Number,462.0
Annual,Kaklık - Adnan Menderes,Other trains,Number,2.0
Annual,Kaklık - Adnan Menderes,Passenger trains,Number,1708.0
Annual,Alaşehir - D.Pınar,Goods trains,Number,327.0
Annual,Alaşehir - D.Pınar,Other trains,Number,11.0
Annual,Alaşehir - D.Pınar,Passenger trains,Number,261.0
Annual,Manisa - Alaşehir,Goods trains,Number,361.0
Annual,Manisa - Alaşehir,Other trains,Number,14.0
Annual,Manisa - Alaşehir,Passenger trains,Number,609.0
Annual,Soma - Manisa,Goods trains,Number,245.0
Annual,Soma - Manisa,Other trains,Number,0.0
Annual,Soma - Manisa,Passenger trains,Number,435.0
Annual,Balıkesir - Soma,Goods trains,Number,288.0
Annual,Balıkesir - Soma,Other trains,Number,0.0
Annual,Balıkesir - Soma,Passenger trains,Number,435.0
Annual,Bandırma - Balıkesir,Goods trains,Number,715.0
Annual,Bandırma - Balıkesir,Other trains,Number,9.0
Annual,Bandırma - Balıkesir,Passenger trains,Number,435.0
Annual,Manisa - Çiğli,Goods trains,Number,555.0
Annual,Manisa - Çiğli,Other trains,Number,4.0
Annual,Manisa - Çiğli,Passenger trains,Number,870.0
Annual,Karakuyu - Kaklık,Goods trains,Number,195.0
Annual,Karakuyu - Kaklık,Other trains,Number,0.0
Annual,Karakuyu - Kaklık,Passenger trains,Number,174.0
Annual,Afyon - Karakuyu,Goods trains,Number,483.0
Annual,Afyon - Karakuyu,Other trains,Number,0.0
Annual,Afyon - Karakuyu,Passenger trains,Number,87.0
Annual,Eğirdir - Karakuyu,Goods trains,Number,138.0
Annual,Eğirdir - Karakuyu,Other trains,Number,1.0
Annual,Eğirdir - Karakuyu,Passenger trains,Number,87.0
Annual,Burdur - Gümüşgün,Goods trains,Number,195.0
Annual,Burdur - Gümüşgün,Other trains,Number,0.0
Annual,Burdur - Gümüşgün,Passenger trains,Number,0.0
Annual,Denizli - Goncalı,Goods trains,Number,352.0
Annual,Denizli - Goncalı,Other trains,Number,0.0
Annual,Denizli - Goncalı,Passenger trains,Number,945.0
Annual,Söke - Ortaklar,Goods trains,Number,17.0
Annual,Söke - Ortaklar,Other trains,Number,7.0
Annual,Söke - Ortaklar,Passenger trains,Number,367.0
Annual,Ödemiş - Torbalı,Goods trains,Number,0.0
Annual,Ödemiş - Torbalı,Other trains,Number,0.0
Annual,Ödemiş - Torbalı,Passenger trains,Number,894.0
Annual,Kalın - Sivas,Goods trains,Number,1194.0
Annual,Kalın - Sivas,Other trains,Number,0.0
Annual,Kalın - Sivas,Passenger trains,Number,252.0
Annual,Hanlı - Kalın,Goods trains,Number,415.0
Annual,Hanlı - Kalın,Other trains,Number,0.0
Annual,Hanlı - Kalın,Passenger trains,Number,252.0
Annual,Bostankaya - Sivas,Goods trains,Number,2354.0
Annual,Bostankaya - Sivas,Other trains,Number,0.0
Annual,Bostankaya - Sivas,Passenger trains,Number,426.0
Annual,Samsun - Kalın,Goods trains,Number,866.0
Annual,Samsun - Kalın,Other trains,Number,0.0
Annual,Samsun - Kalın,Passenger trains,Number,0.0
Annual,Erzurum - Divriği,Goods trains,Number,552.0
Annual,Erzurum - Divriği,Other trains,Number,0.0
Annual,Erzurum - Divriği,Passenger trains,Number,165.0
Annual,Kars - Erzurum,Goods trains,Number,168.0
Annual,Kars - Erzurum,Other trains,Number,0.0
Annual,Kars - Erzurum,Passenger trains,Number,165.0
Annual,Doğukapı - Kars,Goods trains,Number,6.0
Annual,Doğukapı - Kars,Other trains,Number,0.0
Annual,Doğukapı - Kars,Passenger trains,Number,158.0
Annual,Gelemen - Samsun,Goods trains,Number,574.0
Annual,Gelemen - Samsun,Other trains,Number,0.0
Annual,Gelemen - Samsun,Passenger trains,Number,0.0
Annual,Divriği - Çetinkaya,Goods trains,Number,4098.0
Annual,Divriği - Çetinkaya,Other trains,Number,0.0
Annual,Divriği - Çetinkaya,Passenger trains,Number,339.0
Annual,Hekimhan - Malatya,Goods trains,Number,5340.0
Annual,Hekimhan - Malatya,Other trains,Number,59.0
Annual,Hekimhan - Malatya,Passenger trains,Number,87.0
Annual,Çetinkaya - Hekimhan,Goods trains,Number,4020.0
Annual,Çetinkaya - Hekimhan,Other trains,Number,89.0
Annual,Çetinkaya - Hekimhan,Passenger trains,Number,87.0
Annual,Yolçatı - Malatya,Goods trains,Number,2693.0
Annual,Yolçatı - Malatya,Other trains,Number,36.0
Annual,Yolçatı - Malatya,Passenger trains,Number,112.0
Annual,Maden - Yolçatı,Goods trains,Number,984.0
Annual,Maden - Yolçatı,Other trains,Number,1.0
Annual,Maden - Yolçatı,Passenger trains,Number,62.0
Annual,Batman - Maden,Goods trains,Number,762.0
Annual,Batman - Maden,Other trains,Number,74.0
Annual,Batman - Maden,Passenger trains,Number,236.0
Annual,Kurtalan - Batman,Goods trains,Number,105.0
Annual,Kurtalan - Batman,Other trains,Number,0.0
Annual,Kurtalan - Batman,Passenger trains,Number,62.0
Annual,Elazığ - Yolçatı,Goods trains,Number,1850.0
Annual,Elazığ - Yolçatı,Other trains,Number,7.0
Annual,Elazığ - Yolçatı,Passenger trains,Number,24.0
Annual,Tatvan - Elazığ,Goods trains,Number,704.0
Annual,Tatvan - Elazığ,Other trains,Number,45.0
Annual,Tatvan - Elazığ,Passenger trains,Number,61.0
Annual,Narlı - Malatya,Goods trains,Number,4628.0
Annual,Narlı - Malatya,Other trains,Number,33.0
Annual,Narlı - Malatya,Passenger trains,Number,87.0
Annual,Hudut - Van,Goods trains,Number,531.0
Annual,Hudut - Van,Other trains,Number,83.0
Annual,Hudut - Van,Passenger trains,Number,0.0
Annual,Horozluhan - Afyon,Goods trains,Number,1594.0
Annual,Horozluhan - Afyon,Other trains,Number,0.0
Annual,Horozluhan - Afyon,Passenger trains,Number,87.0
Annual,Ulukışla - Horozluhan,Goods trains,Number,1572.0
Annual,Ulukışla - Horozluhan,Other trains,Number,9.0
Annual,Ulukışla - Horozluhan,Passenger trains,Number,83.0
Annual,Yenice - Ulukışla,Goods trains,Number,4036.0
Annual,Yenice - Ulukışla,Other trains,Number,57.0
Annual,Yenice - Ulukışla,Passenger trains,Number,83.0
Annual,Mersin - Yenice,Goods trains,Number,2553.0
Annual,Mersin - Yenice,Other trains,Number,24.0
Annual,Mersin - Yenice,Passenger trains,Number,2027.0
Annual,Adana - Yenice,Goods trains,Number,2717.0
Annual,Adana - Yenice,Other trains,Number,589.0
Annual,Adana - Yenice,Passenger trains,Number,2458.0
Annual,Toprakkale - Adana,Goods trains,Number,2356.0
Annual,Toprakkale - Adana,Other trains,Number,35.0
Annual,Toprakkale - Adana,Passenger trains,Number,261.0
Annual,İskenderun - Toprakkale,Goods trains,Number,5393.0
Annual,İskenderun - Toprakkale,Other trains,Number,65.0
Annual,İskenderun - Toprakkale,Passenger trains,Number,261.0
Annual,Fevzipaşa - Toprakkale,Goods trains,Number,5340.0
Annual,Fevzipaşa - Toprakkale,Other trains,Number,14.0
Annual,Fevzipaşa - Toprakkale,Passenger trains,Number,174.0
Annual,Narlı - Fevzipaşa,Goods trains,Number,5327.0
Annual,Narlı - Fevzipaşa,Other trains,Number,23.0
Annual,Narlı - Fevzipaşa,Passenger trains,Number,87.0
