Time frequency,Unit of measure,Geopolitical entity (reporting)\Time,1970.0,1975.0,1980.0,1985.0,1990.0,1991.0,1992.0,1993.0,1994.0,1995.0,1996.0,1997.0,1998.0,1999.0,2000.0,2001.0,2002.0,2003.0,2004.0,2005.0,2006.0,2007.0,2008.0,2009.0,2010.0,2011.0,2012.0,2013.0,2014.0,2015.0,2016.0,2017.0,2018.0,2019.0,2020.0,2021.0,2022.0,2023.0
Annual,Kilometre,Austria,:,:,:,:,777.0,777.0,777.0,777.0,777.0,777.0,777.0,777.0,777.0,777.0,777 d,777 d,777 d,777 d,777 d,777 e,1214 e,1214 e,1214 e,1214.0,1214.0,1214.0,1214.0,1214.0,1214.0,1214.0,1214.0,1214.0,1214.0,1214.0,1214.0,1214.0,1214.0,1214.0
Annual,Kilometre,Belgium,52.0,317.0,458.0,147.0,301.0,294.0,294.0,294.0,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:
Annual,Kilometre,Bulgaria,:,:,:,:,578.0,578.0,578.0,578.0,578.0,578.0,578.0,578.0,578.0,578.0,578 d,578 d,578 d,578 d,578 d,578 d,578 d,578 d,603 d,578.0,578.0,578.0,570.0,570.0,570.0,570.0,570.0,571.0,571.0,571.0,571.0,571.0,571.0,571.0
Annual,Kilometre,Switzerland,:,:,:,:,239.0,239.0,239.0,239.0,239.0,239.0,239.0,109 d,109 d,109 d,109 d,109 d,109 d,109 d,109 d,109 d,109 d,109 d,109 d,109 d,109 d,109 d,109 d,109.0,109.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0
Annual,Kilometre,Czechia,:,:,:,:,:,:,:,581.0,581.0,581.0,736.0,736.0,736.0,736.0,675.0,675.0,675.0,675.0,675.0,675.0,675.0,675.0,675.0,675.0,674.0,674.0,674.0,674.0,674.0,642.0,642.0,642.0,642.0,642.0,642.0,631.0,642.0,642.0
Annual,Kilometre,Germany,2058.0,2086.0,2222.0,2222.0,2222.0,3318.0,3318.0,3318.0,2460.0,2460.0,2460.0,2460.0,2370.0,2370 d,2370.0,2370.0,2370.0,2370.0,2370.0,2370.0,2370.0,2370.0,2370.0,2370.0,2370.0,2370.0,2370.0,2370.0,2370.0,2370.0,2370.0,2370.0,2370.0,2370.0,2370 e,2370.0,2370 e,2370 e
Annual,Kilometre,Denmark,:,:,0.0,413.0,444.0,444.0,409.0,336.0,336.0,330.0,330.0,330.0,330.0,330.0,330.0,330.0,330.0,:,:,:,330.0,330.0,330.0,330.0,:,:,:,330.0,330.0,330.0,330.0,330.0,330.0,330.0,330.0,330.0,330.0,330.0
Annual,Kilometre,Greece,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,:,267.0,267.0,267.0,267.0,267.0,:,:,:,:,53.0,53.0,53.0,53.0,53.0,53.0,53.0,53.0,53.0,53.0,53.0
Annual,Kilometre,Spain,930 i,1200 i,1553.0,2017.0,2678.0,3097.0,3536.0,3536.0,3536.0,3691.0,3691.0,3691 d,3691 d,3698 d,3780 d,3779 d,3784 d,3784.0,3831.0,3833 d,3841 d,3904 d,4195 d,4213 d,4365 d,4722 d,4743 d,4735.0,4735.0,4736.0,4736.0,4736.0,4723.0,4722.0,4722.0,4722.0,4722.0,:
