Time frequency,Reason,Unit of measure,Geopolitical entity (reporting)\Time,2008.0,2009.0,2010.0,2011.0,2012.0,2013.0,2014.0,2015.0,2016.0,2017.0,2018.0,2019.0,2020.0,2021.0,2022.0,2023.0
Annual,Education reasons,Percentage,Austria,13.1,11.53,12.21,14.2,16.65,16.14,15.85,13.77,11.52,8.2,9.51,10.23,7.82,9.82,8.58,9.98
Annual,Education reasons,Percentage,Belgium,14.59,12.25,10.02,10.28,11.99,13.46,13.81,12.07,10.83,11.53,11.59,14.36,11.91,14.49,13.57,12.81
Annual,Education reasons,Percentage,Bulgaria,29.7,37.03,36.83,21.03,21.75,14.53,10.36,9.11,13.43,11.56,10.68,12.16,11.24,11.25,12.14,11.9
Annual,Education reasons,Percentage,Switzerland,:,:,:,:,22.87,22.65,20.27,24.52,24.33,25.19,24.4,35.62,:,26.18,25.6,26.2
Annual,Education reasons,Percentage,Cyprus,15.99,21.09,14.1,12.19,12.23,12.2,10.43,14.3,19.52,25.95,15.91,18.74,14.21,14.79,5.03,8.1
Annual,Education reasons,Percentage,Czechia,6.88,15.04,14.87,23.78,15.15,13.65,17.01,19.85,21.36,19.19,17.04,12.34,13.9,17.17,18.82,22.3
Annual,Education reasons,Percentage,Germany,26.24,25.7,25.63,24.98,21.99,22.99,20.79,8.56,9.13,9.08,12.0,13.32,4.67 b,13.2,13.16,13.19
Annual,Education reasons,Percentage,Denmark,60.9,24.26,21.24,24.75,26.34,23.83,22.56,20.03,25.23,28.71,31.03,35.26,25.93,19.85,27.01,30.48
Annual,Education reasons,Percentage,Estonia,8.73,10.14,15.07,11.59,16.76,19.95,24.12,24.75,25.86,27.24,24.73,22.21,11.14,17.1,6.87,5.31
Annual,Education reasons,Percentage,Greece,3.59,3.3,3.93,6.1,5.18,5.87,3.72,2.32,2.05,2.83,2.29,2.27,3.47,1.43,1.52,0.95
Annual,Education reasons,Percentage,Spain,5.42,7.59,9.63,12.39,12.14,13.46,15.66,17.15,16.85,17.16,16.17,14.07,9.14,13.74,12.82,16.57 b
Annual,Education reasons,Percentage,European Union - 27 countries (from 2020),:,:,:,:,:,17.19,17.02,14.9,13.17,13.13,14.25,13.26,10.86,12.13,13.17,14.29
Annual,Education reasons,Percentage,Finland,20.3,21.9,23.08,26.54,26.67,25.16,25.65,26.41,21.66,20.26,22.61,16.3,11.23,17.37,18.71,23.84
Annual,Education reasons,Percentage,France,27.67,29.27,32.08,32.64,29.6,29.39,29.56,30.72,31.14,31.64,31.4,31.54,31.13,31.72,32.33,33.34 p
Annual,Education reasons,Percentage,Croatia,:,:,:,:,:,5.57,12.54,11.27,9.9,6.07,1.88,0.66,0.64,0.73,0.57,0.46
Annual,Education reasons,Percentage,Hungary,20.7,29.63,27.36,27.31,33.21,32.76,24.39,28.32,34.47,33.67,19.33,16.41,16.37,16.5,14.78,14.94
Annual,Education reasons,Percentage,Ireland,43.35,48.07,61.4,61.58,62.75,65.27,64.61,57.44,51.89 u,57.59 u,60.46 u,58.6 u,48.48,41.82 u,48.38 u,44.98 u
Annual,Education reasons,Percentage,Iceland,17.27,23.0,25.82,27.16,29.79,29.45,37.87,33.57,28.8,29.17,27.17,17.96,18.44,23.01,17.24,19.46
Annual,Education reasons,Percentage,Italy,5.2,6.44,4.35,9.14,12.41,11.1,11.93,12.78,7.58,7.0,9.12,8.39,5.87,6.5,7.54 b,7.18
Annual,Education reasons,Percentage,Liechtenstein,:,:,:,:,:,3.52,4.81,5.32,6.37,5.67,5.3,5.16,3.96,3.09,2.44,2.88
Annual,Education reasons,Percentage,Lithuania,8.44,15.87,22.68,12.23,10.42,13.11,9.18,14.35,13.75,9.74,9.73,6.24,6.01,8.21,6.31,8.14
Annual,Education reasons,Percentage,Luxembourg,:,3.23,6.34,10.79,10.78,9.69,10.63,8.99,7.46,8.03,7.31,7.5,4.36,7.72,6.85,8.07
Annual,Education reasons,Percentage,Latvia,4.49,9.2,12.71,11.53,11.99,10.61,10.65,17.57,21.77,24.12,26.42,25.41,21.89,16.96,22.58,31.82
Annual,Education reasons,Percentage,Malta,4.18,5.38,5.68,3.9,4.31,27.21,29.55,23.5,20.54,24.41,19.78,21.83,18.38,19.43,13.9,17.36
Annual,Education reasons,Percentage,Netherlands,14.14,17.6,19.29,19.43,21.01,19.89,18.32,17.61,17.04,17.7,20.06,19.76,15.84,18.5,15.94,17.39
