Time frequency,Unit of measure,Geopolitical entity (reporting)\Time,2005.0,2006.0,2007.0,2008.0,2009.0,2010.0,2011.0,2012.0,2013.0,2014.0,2015.0,2016.0,2017.0,2018.0,2019.0,2020.0,2021.0,2022.0
Annual,Percentage of gross domestic product (GDP),Armenia,0.26 di,0.24 di,0.21 di,0.22 di,0.29 di,0.24 di,0.26 di,0.24 di,0.22 di,0.24 di,0.25 di,0.23 di,:,:,:,:,:,:
Annual,Percentage of gross domestic product (GDP),Azerbaijan,0.23 i,0.17 i,0.17 i,0.17 i,0.25 i,0.22 i,0.21 i,0.21 i,0.21 i,0.21 ip,0.22 i,0.21 i,0.18 i,0.18 i,0.20 i,0.22 i,0.21 i,0.15 i
Annual,Percentage of gross domestic product (GDP),Belarus,0.68 di,0.66 di,0.96 di,0.74 di,0.62 i,0.67 i,0.68 i,0.65 i,0.65 i,0.51 i,0.50 i,0.50 i,0.58 i,0.60 i,0.58 i,0.55 ip,:,:
Annual,Percentage of gross domestic product (GDP),Georgia,0.17 di,0.17 di,0.14 di,0.13 di,0.14 di,0.28 di,0.30 di,0.13 di,0.09 di,0.10 di,:,:,:,:,:,:,:,:
Annual,Percentage of gross domestic product (GDP),Moldova,:,:,:,0.53 di,0.53 di,0.37 bdi,0.34 di,0.35 di,0.30 di,0.31 bdi,0.31 di,0.28 di,0.26 i,0.26 di,0.24 di,0.24 di,0.23 di,0.23 di
Annual,Percentage of gross domestic product (GDP),Ukraine,:,0.91 i,0.82 i,0.81 i,0.83 i,0.80 i,0.71 i,0.72 i,0.73 i,0.65 di,0.61 di,0.48 di,0.45 di,0.47 di,0.43 di,0.40 di,0.38 di,0.33 di
