Time frequency,Transport coverage,Loading status,Unit of measure,Geopolitical entity (reporting)\Time,2007.0,2008.0,2009.0,2010.0,2011.0,2012.0,2013.0,2014.0,2015.0,2016.0,2017.0,2018.0,2019.0,2020.0,2021.0,2022.0,2023.0
Annual,International transport,Empty,Thousand vessel-kilometres,Belgium,2448.0,2136.0,:,2445.0,:,:,2502.0,:,:,:,2412.0,1930 b,1964.0,2012.0,1863.0,1015.0,1016.0
Annual,International transport,Empty,Thousand vessel-kilometres,Czechia,0 n,:,:,:,:,:,:,:,:,0.0,0.0,0.0,0.0,:,0.0,0.0,0.0
Annual,International transport,Empty,Thousand vessel-kilometres,Hungary,:,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,:,0.0,:,0.0,0.0,0.0,:,:
Annual,International transport,Empty,Thousand vessel-kilometres,Luxembourg,4.0,5.0,4.0,5.0,:,:,:,:,7.0,:,:,:,:,:,:,0.0,0.0
Annual,International transport,Empty,Thousand vessel-kilometres,Netherlands,6530.0,6112.0,5232.0,5284.0,6530.0,:,:,:,:,:,:,:,:,:,:,:,:
Annual,International transport,Empty,Thousand vessel-kilometres,Romania,:,:,:,:,955.0,1526.0,1373.0,1362.0,1594.0,1371.0,1295.0,1291.0,:,:,:,:,:
Annual,International transport,Empty,Vessel movements,Belgium,43402.0,36356.0,:,57364.0,:,:,62198.0,62588.0,62097.0,:,61145.0,46245 b,47181.0,51296.0,47748.0,37916.0,37516.0
Annual,International transport,Empty,Vessel movements,Czechia,1.0,:,:,:,:,:,:,:,:,0.0,0.0,0.0,0.0,:,0.0,0.0,0.0
Annual,International transport,Empty,Vessel movements,Hungary,:,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,:,0.0,:,0.0,0.0,0.0,:,:
Annual,International transport,Empty,Vessel movements,Luxembourg,124.0,145.0,:,:,:,:,:,:,212.0,:,:,:,:,:,:,0.0,0.0
Annual,International transport,Empty,Vessel movements,Netherlands,57988.0,54610.0,46293.0,46756.0,57988.0,:,:,:,:,:,:,:,:,:,:,:,:
Annual,International transport,Empty,Vessel movements,Romania,:,:,:,:,2865.0,3377.0,2789.0,2943.0,3172.0,3108.0,2864.0,2980.0,:,:,:,:,:
Annual,International transport,Loaded,Thousand vessel-kilometres,Belgium,5780.0,5503.0,:,9282.0,:,:,5671.0,:,:,:,5368.0,4283 b,4023.0,3545.0,4069.0,3874.0,3566.0
Annual,International transport,Loaded,Thousand vessel-kilometres,Czechia,43.0,38.0,47.0,49.0,46.0,46.0,36.0,27.0,15.0,12.0,9.0,7.0,8.0,:,8.0,5.0,2.0
Annual,International transport,Loaded,Thousand vessel-kilometres,Hungary,:,835.0,790.0,1011.0,838.0,831.0,884.0,937.0,979.0,838.0,852.0,:,903.0,1033.0,823.0,:,:
