Time frequency,Enterprise,Geopolitical entity (reporting)\Time,2001.0,2002.0,2003.0,2004.0,2005.0,2006.0,2007.0,2008.0,2009.0,2010.0,2011.0,2012.0,2013.0
Annual,Airport enterprises,Cyprus,:,:,:,:,:,4.0,4.0,6.0,6.0,6.0,6.0,6.0,:
Annual,Airport enterprises,Czechia,85.0,85.0,87.0,87.0,87.0,90.0,91.0,91.0,88.0,91.0,91.0,91.0,91.0
Annual,Airport enterprises,Estonia,0.0,0.0,0.0,0.0,11.0,11.0,7.0,7.0,10.0,9.0,9.0,9.0,7.0
Annual,Airport enterprises,Spain,:,:,:,:,:,:,:,:,:,:,:,3.395,3.393
Annual,Airport enterprises,Croatia,:,:,:,:,:,:,9.0,9.0,16.0,17.0,18.0,16.0,16.0
Annual,Airport enterprises,Ireland,:,:,:,:,8.0,8.0,8.0,7.0,:,:,:,:,:
Annual,Airport enterprises,Iceland,:,:,:,:,:,2.0,2.0,2.0,:,:,:,:,:
Annual,Airport enterprises,Italy,:,:,:,:,:,:,37.0,:,40.0,35.0,35.0,35.0,:
Annual,Airport enterprises,Lithuania,:,:,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0
Annual,Airport enterprises,Latvia,3.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,2.0,4.0,3.0
Annual,Airport enterprises,Portugal,3.0,3.0,3.0,3.0,:,:,:,3.0,3.0,:,2.0,2.0,2.0
Annual,Airport enterprises,Slovenia,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0
Annual,Airport enterprises,Slovakia,2.0,2.0,2.0,4.0,6.0,6.0,6.0,5.0,6.0,6.0,6.0,6.0,6.0
Annual,Aviation enterprises,Bulgaria,:,:,:,:,:,:,6.0,12.0,14.0,15.0,19.0,19.0,19.0
Annual,Aviation enterprises,Cyprus,3.0,3.0,3.0,3.0,3.0,2.0,2.0,3.0,2.0,1.0,1.0,1.0,1.0
Annual,Aviation enterprises,Czechia,31.0,32.0,32.0,27.0,:,:,30.0,:,:,:,:,:,:
Annual,Aviation enterprises,Estonia,8.0,10.0,9.0,9.0,7.0,7.0,8.0,8.0,7.0,9.0,9.0,9.0,8.0
Annual,Aviation enterprises,Finland,:,:,:,:,:,:,6.0,6.0,:,:,:,:,:
Annual,Aviation enterprises,Croatia,:,:,:,:,:,:,3.0,3.0,3.0,3.0,44.0,32.0,32.0
Annual,Aviation enterprises,Ireland,:,:,:,:,5.0,5.0,:,:,:,:,:,:,:
Annual,Aviation enterprises,Iceland,:,:,:,:,:,1.0,4.0,4.0,:,:,:,:,:
Annual,Aviation enterprises,Italy,:,:,:,:,:,:,20.0,:,20.0,19.0,19.0,233.0,:
Annual,Aviation enterprises,Lithuania,:,:,9.0,9.0,9.0,8.0,9.0,9.0,7.0,8.0,8.0,8.0,9.0
Annual,Aviation enterprises,Latvia,11.0,11.0,11.0,10.0,10.0,17.0,15.0,14.0,17.0,18.0,18.0,15.0,14.0
Annual,Aviation enterprises,Portugal,9.0,9.0,9.0,9.0,:,:,:,13.0,13.0,:,12.0,12.0,12.0
Annual,Aviation enterprises,Sweden,:,:,:,:,90.0,:,:,:,:,25.0,21.0,21.0,21.0
Annual,Aviation enterprises,Slovenia,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Annual,Aviation enterprises,Slovakia,8.0,6.0,10.0,10.0,10.0,11.0,18.0,12.0,10.0,9.0,9.0,8.0,14.0
