Time frequency,Unit of measure,Geopolitical entity (reporting)\Time,2010.0,2011.0,2012.0,2013.0,2014.0,2015.0,2016.0,2017.0,2018.0,2019.0,2020.0,2021.0
Annual,Percentage,Austria,11.5,12.2,13.0,12.8,12.9,13.1,12.9,12.8,13.1,13.4,13.2,13.6
Annual,Percentage,Belgium,16.0,15.9,16.3,17.2,17.1,16.7,16.4,16.2,15.9,15.9,15.2,15.9
Annual,Percentage,Bulgaria,16.2,17.5,18.9,21.3,21.2,21.9,21.1,20.8,20.1,21.4,21.1,23.3
Annual,Percentage,Cyprus,12.2,13.0,14.0,16.2,16.5,16.7,17.1,17.3,17.0,17.0,18.4,18.6
Annual,Percentage,Czechia,13.0,14.4,16.7,17.0,17.0,16.8,16.5,16.6,16.0,15.7,15.4,15.4
Annual,Percentage,Germany,13.6,14.4,15.8,15.8,15.9,16.8,16.3,16.4,15.7,15.6,14.6,15.2
Annual,Percentage,Denmark,13.3,13.7,14.7,14.6,14.7,15.1,14.7,15.3,15.5,15.8,14.9,15.2
Annual,Percentage,Estonia,16.1,16.5,16.6,17.5,17.0,15.5,15.6,16.3,15.9,16.6,16.0,17.7
Annual,Percentage,Greece,7.1,8.4,9.7,10.0,10.0,9.8,9.6,9.9,11.1,11.0,10.7,12.0
Annual,Percentage,Spain,10.1,11.2,12.7,12.7,12.4,12.5,12.5,12.2,11.7,12.1,11.5,12.8
Annual,Percentage,European Union - 27 countries (from 2020),11.9,12.8,14.1,14.4,14.4,14.8,14.6,14.6,14.3,14.4,13.8,14.5
Annual,Percentage,Finland,14.5,14.4,14.7,14.3,13.8,14.2,13.8,14.1,13.8,13.9,13.5,14.4
Annual,Percentage,France,9.7,10.6,11.3,11.6,11.8,12.3,12.2,12.0,12.0,12.2,11.1,11.7
Annual,Percentage,Croatia,9.5,11.6,12.7,11.7,12.9,10.2,9.7,9.8,9.2,9.2,9.3,10.2
Annual,Percentage,Hungary,13.6,15.1,15.3,15.5,15.2,15.8,16.0,15.6,15.2,14.9,15.1,15.9
Annual,Percentage,Ireland,26.8,23.4,25.8,25.6,23.7,25.3,24.9,25.8,27.0,22.8,23.6,26.6
Annual,Percentage,Italy,9.8,10.7,12.1,12.3,12.4,13.0,12.7,13.0,12.7,13.0,12.7,13.4
Annual,Percentage,Lithuania,15.4,16.2,17.5,18.2,19.4,16.9,16.6,17.7,16.3,17.7,18.1,17.6
Annual,Percentage,Luxembourg,23.6,24.7,26.2,26.3,26.8,26.3,27.1,24.1,24.1,24.5,25.4,25.2
Annual,Percentage,Latvia,15.8,16.5,18.3,17.8,18.0,17.7,16.9,17.2,17.1,18.0,17.9,17.1
Annual,Percentage,Malta,19.2,21.7,24.4,22.6,20.6,21.1,21.1,24.6,24.7,24.5,23.5,19.4
Annual,Percentage,Netherlands,13.8,14.7,15.6,15.9,15.6,18.6,17.4,17.6,17.5,17.3,16.4,17.2
Annual,Percentage,Poland,12.0,13.0,14.1,14.5,14.3,14.4,15.0,15.2,14.5,14.8,15.0,15.5
Annual,Percentage,Portugal,8.3,10.2,12.4,13.2,13.1,13.0,12.4,12.8,12.2,12.2,11.9,12.7
Annual,Percentage,Romania,9.8,11.4,13.7,15.5,16.3,15.6,15.9,14.7,14.6,14.8,13.9,14.6
Annual,Percentage,Sweden,16.0,16.0,16.7,15.4,15.5,14.8,14.2,13.8,14.5,14.8,14.1,14.1
Annual,Percentage,Slovenia,15.2,15.7,16.2,16.3,16.8,17.2,17.3,17.3,16.8,16.7,16.7,16.8
Annual,Percentage,Slovakia,12.7,14.2,16.1,16.4,15.8,15.3,15.8,15.8,16.1,15.5,15.4,15.9
